51835.73242641815,-25.648301087988564,0.1
52257.766650581885,-25.5342331937678,0.1
52574.00491851674,-25.462566034211722,0.1
52941.81483960477,-25.49546904913848,0.1
53354.691303875035,-25.49899917505876,0.1
53669.00161875147,-25.62987158933492,0.1
54037.25694585016,-25.61703986178344,0.1
54414.849891825485,-25.54541192584868,0.1
55064.39285880893,-25.55236011019968,0.1
55457.89316232803,-25.64734851432752,0.1
56175.77198935205,-25.8046128223886,0.1
57431.68392609847,-26.49144084548696,0.1
57030.66734633684,-26.255975843230043,0.1
51835.31770199473,-25.690769063146924,0.1
52257.607577008275,-25.55056703036716,0.1
52582.51535480369,-25.488705776145203,0.1
52958.772082743504,-25.5542820676452,0.1
53363.09744890811,-25.53820598627172,0.1
53669.00161875147,-25.62987158933492,0.1
54045.512864414246,-25.66931374227592,0.1
54415.39074198167,-25.4898768814108,0.1
54643.66953787747,-25.49982287110684,0.1
56356.78395878364,-26.151007829159322,0.1
56463.07692187846,-26.036738213457443,0.1
56819.83122947198,-26.304842872040716,0.1
57420.342808223715,-26.75277662770248,0.1
55220.82581287957,-25.689665198375042,0.1
55404.88984699725,-25.689782869239043,0.1
56674.29481532223,-25.94866997680824,0.1
56866.90110044095,-25.971660622285878,0.1
55221.46210718143,-25.624329851977517,0.1
55405.43069715352,-25.63424782480116,0.1
56682.996139896895,-25.95520911482248,0.1
56875.22064843662,-26.0174009681386,0.1
