,GarageId,GarageName,GarageAddress
0,475,上海浦东国际机场货运站有限公司,速航路168号
1,818,P1P2(计时）停车场,迎宾大道6088号
2,820,P15停车场,海天五路225号
3,821,上海机场保安公司浦东停车场,护航路860号
4,991,P2停车场,空港一路399号
5,1341,世博源停车库,世博大道1368号
6,1378,P10停车场,浦东机场海天五路500号东侧
7,1435,新客站南广场地下车库,秣陵路303号
8,2284,虹桥枢纽西交通中心停车场（库）,申虹路298号
9,2296,P11(中航柏悦酒店）停车库,申达三路181号
10,2297,虹桥机场东交停车场（库）（P5P6P7P8）,申昆路1500号
11,2303,新客站北广场地下车库,中兴路1580号
12,2307,上海火车南站地下停车库,石龙路750号
13,2786,迪士尼乐园游客停车场,申迪西路450号
14,3224,虹桥机场T1航站楼P1停车库,迎宾一路
15,4528,P4(长时)停车库,东启航路（海天四路、海天五路之间）
16,1589,宝杨码头客运站停车库,宝杨支路4弄
17,1611,上坤城市广场停车场,聚丰园路91弄
18,1924,宝山万达广场停车库,一二八纪念路968号
19,1925,大华虎城第一坊停车库,大华二路268号
20,1927,文渊楼停车库,沪太路2388号
21,2525,淞桥停车场,吴淞大桥桥洞内
22,2527,月浦停车场,月罗路321号
23,2529,江杨农产品市场停车场,江杨北路98号
24,2530,吴淞客运中心停车库,化成路251号
25,2544,大华秦森广场停车库,真华路1116号
26,2645,宝山医院停车场,友谊路181号
27,2647,黄金广场停车场,牡丹江路1688号
28,2649,仁和医院停车场,长江西路1999号
29,2650,炮台湾湿地公园停车场,塘后路206号
30,2651,淞沪抗战纪念公园停车场,友谊路1号
31,2652,上海金罗店生态农业有限公司,宝山区联杨路3888号
32,2653,宝权停车场,铁力路1490号
33,2654,宝莲城南块停车场,双城路803弄
34,2656,安信商业广场停车库,牡丹江路1211号-1258号
35,2657,骏利财富大厦停车库,共和新路5199号
36,2658,新沪大润发停车库,华灵路1051号-1067号
37,2659,北斗星广场停车场（库）,长临路959弄37号
38,2660,联和滨江大厦停车场库,淞桥东路111号
39,2661,泰德科技园停车场,蕴川路516号
40,2662,华灵乐购停车场,大华路518号
41,2663,罗店医院停车场,罗溪路121号
42,2664,罗泾停车场,新川沙路531号
43,2665,智力产业园停车库,纪蕴路588号
44,2666,共康停车场,长临路800号—18
45,2667,顾村公园停车场,沪太路4788号
46,2668,颐正大厦停车场,新村路681号
47,2669,农工商宝山店停车场,同泰北路401号
48,2671,聚丰购物广场停车库,聚丰园路155号
49,2672,巴黎春天宝山店停车库,真华路888号
50,2673,新宝山大厦停车场,友谊路199号
51,2674,新陆大厦停车库,共和新路4727号
52,2675,江杨水产品市场停车场,铁城路1555号
53,2677,东鼎国际大厦停车库,漠河路600弄
54,2680,江杨北路站P+R停车库,江杨北路1801号
55,2682,高景国际大厦停车库,殷高西路101号
56,2683,钢领停车场,铁山路1075号
57,2684,国际工业设计中心停车库,逸仙路3000号
58,2685,大场镇站P+R停车库,沪太路1899号
59,2686,锦秋路停车场,锦秋路695弄
60,2688,移动互联网产业基地停车场,沪太路4361号
61,2691,世纪联华宝山店停车场,水产路1234号
62,2692,博锦机动车检测停车场,罗溪路1201弄15号
63,2693,宝钢医院停车场,樟岭路48号
64,2694,大华虎城嘉年华停车库,大华一路210号
65,2696,泰富商业广场停车场,水产路2399号
66,2698,永绿置业停车场,城银路555弄
67,2699,东智广场停车库,友谊路1502号
68,2700,华润万家三门店停车场,三门路501号
69,2701,金仓永华酒店停车库,水产路2659号
70,2702,美兰湖站P+R停车库,罗芬路1088号
71,2703,大华虎城第三空间停车库,真华路892号
72,2704,宝山体育中心停车库,永清路700号
73,2705,绿地新都汇停车库,共和新路5000弄6号
74,2706,沪客隆停车场,淞兴路163号
75,2707,月浦蔬菜交易市场停车场,蕴川路2767号
76,2709,宝山宜家停车库,沪太路1818号
77,2710,中环天地停车库,环镇南路858弄9号
78,2711,环镇北路停车场,环镇北路547号
79,2712,宝安公路站停车场,地铁1号线宝安公路站
80,2713,铁力路站停车场,地铁3号线铁力路站
81,2714,友谊西路站停车场,地铁1号线友谊西路站
82,2715,淞滨路站停车场,地铁3号线淞滨路站
83,2716,宇业生活广场停车场,沪太路3663号
84,2717,宝车荟复地●国际汽车商务园停车场,逸仙路3718号
85,2718,联家超市共江店停车库,共江路1208号
86,2719,世纪联华罗店店停车库,罗芬路1088号
87,2720,幸福湾园区停车库,同济路999号
88,2722,宝杨路站停车场,地铁3号线宝杨路站
89,2723,富锦路站停车场,地铁1号线富锦路站
90,2725,狮子桥停车场,宝杨路宝杨支路
91,2726,富锦路站P+R停车库,杨北路1号
92,2727,沪太百安居停车场,沪太路1800号
93,2728,玻璃博物馆停车库,长江西路685号
94,2731,闿和阳光大厦停车库,宝杨路3003号
95,2774,团结路美食广场停车场,团结路14号
96,2882,三水国际广场停车库,化成路366弄8号
97,2932,零点广场二期停车库,宝杨路1号
98,3064,亿博大厦停车库,蕴川路1999弄
99,3083,罗店宝龙广场停车库,杨南路2211号
100,3086,吉浦路停车场,吉浦路521号
101,3090,广联环境停车库,园康路255号
102,3147,越界智汇园停车场,呼兰路799号
103,3201,宝乐汇停车库,牡丹江路1569号
104,3230,绿地顾村公园商务广场停车库,陆翔路111弄3号
105,3278,淞宝市场停车场,永乐路388号
106,3295,万渡广场停车场,共和新路5288号
107,3299,舒诚商务中心停车场,宝杨路1850号
108,3325,友谊都市产业服务中心停车库,宝杨路1369号
109,3347,绿地北郊广场停车库,沪太路5355弄7号
110,3366,和欣墅街停车库,纪蕴路320弄
111,3405,翼生活广场停车库,水产路2449号
112,3417,长江西路凯旋丽都停车场,长江西路2200号
113,3431,大华婚庆中心停车库,华灵路1090号
114,3454,朗香花园停车库,祁真路25号
115,3497,中江洋停车场,泰和路1810号
116,3607,庙行菜市场停车场,长临路1368号
117,3609,中成智谷停车场,长江路250号
118,3638,半岛1919产业园停车场,淞兴西路258号
119,3655,齐盈生态停车场,铁城路1588号
120,3658,华山北院停车场,镜泊湖路518号
121,3659,场北商业广场停车库,场北路704号
122,3720,长江西路北侧广场停车场,长江西路北侧广场（三泉路-长临路）
123,3723,保利悦活荟停车库,长江西路388号
124,3743,龙湖北城天街停车库,丹霞山路50弄1号
125,3756,花园弄新街口停车场,花园弄新街口
126,3775,江阳水产市场停车场,泰和路1700号
127,3780,钢博会停车场,业绩路8号
128,3800,优先生物停车库,园康路300号
129,3801,东街休闲广场停车库,松兰路879号
130,3818,电气都市工业园区停车场,长江西路850号23幢
131,3829,乐桦坊停车库,真北路4288号
132,3862,馨煌广场停车场,安家路15-29号
133,3871,同济创园停车库,淞良路10号
134,3872,卓越时代广场停车库,呼兰西路60弄
135,3928,申菊新贸路停车场,新贸路2号
136,3967,宝莲城北块停车库,海江路888弄1号
137,4026,罗店上坤上街停车库,塘西街299弄
138,4056,铁山路9号停车场,铁山路9号
139,4090,敉平大厦停车库,城银路318号
140,4105,润通集贸市场停车场,水产西路938号
141,4150,陈川路停车场,陈川路58号临
142,4166,逸骅工业设计中心停车场,高逸路88号
143,4212,宝杨路18号停车场,宝杨路18号
144,4221,邮轮港港区停车场,宝杨路1号
145,4224,沪嘉高速汶水路桥孔停车场,沪嘉高速公路/汶水路桥孔
146,4226,宝山区行政服务中心停车场,淞滨路1号
147,4245,昇PARK文创产业区停车库,真大路520号
148,4264,地铁刘行站公交枢纽停车库,陆翔路1018弄8号
149,4309,新杨湾科创园停车场,江杨南路880号
150,4342,大华老镇嘉年华停车库,场中路4098号
151,4343,真华路1780号停车库,真华路1780号
152,4345,真华路1781号停车库,真华路1781号
153,4375,文教产业园一期停车场,殷高路65号
154,4376,文教产业园二期停车场,殷高路27号
155,4419,三邻桥体育文化园停车场,江杨南路485号
156,4424,共富新村站第三象限停车场,蕰川路608号
157,4425,保翔停车场,虎林路1038号
158,4493,大润发罗店店停车库,月罗路2380号
159,4507,金融科创产业孵化园停车场,沪太路5589号
160,4600,宝山U天地美兰湖停车库,美兰湖路1200弄
161,4601,宝山U天地停车场,美健路979号
162,4685,临港新业坊停车场,逸仙路1328号
163,4694,锦隆驾校停车场,杨北路161号
164,4697,宝杨宝龙广场停车场,同济路669弄1-10号
165,4698,沪太路5008弄通道停车场,沪太路5008弄
166,4699,顾村社区卫生中心停车场,水产西路1138号
167,4700,宝山U天地美健路停车库,美健路829号
168,4844,大华一路停车场,新沪路11弄6号
169,4879,永久产业园停车场,真大路560号
170,4880,长江源停车场,长江路43号
171,4881,永乐汇文创园停车场,沪太路4292号
172,4893,共康创意园停车场,共和新路5308弄32号
173,4911,上大宝山校区停车场,上大路99号
174,4924,龙湖冠寓顾村公园店停车场,菊太路70号
175,4934,复地中环天地三期停车库,环镇南路858弄
176,4956,创客邦园区停车场,同济路488号
177,4957,申菊陆陈路停车场,陆陈路338号
178,4988,宝山花园城,宝山区水产路2199弄2069号
179,4989,和丰停车场,淞滨路74号
180,4999,淞苑酒店停车场,水产路689-761号
181,5037,星月国际商务广场停车库,淞宝路155弄
182,5046,上海美兰湖酒店经营管理有限公司,宝山区罗芬路888号
183,5062,吴淞医院停车场,同泰北路101号
184,5065,玲珑广场停车场,牡丹江路189号
185,5068,昊元生活广场停车场,菊联路90号
186,5078,菲力健身停车场,康文路320号
187,5115,汇融冷冻市场地面停车场,宝山区江杨南路2058号
188,5130,红石科技大楼停车场,蕰川路512号
189,5152,洋北停车场,蕰川路2369号
190,5187,尚景天地停车场,殷高西路518号
191,5201,绿地科技中心,沪太路2899弄
192,5217,年吉邻里中心停车场,年吉路100弄12号
193,5236,宝山宾馆停车库,牡丹江路1813号
194,5257,兴明建材市场停车场,沪太路4332号
195,5260,景瑞生活广场停车库,殷高西路578号
196,5271,龙珠集贸市场停车场,大华路1185号
197,1541,上海明珠湖公园管理有限公司,三华公路333号
198,1542,上海卫健综合经营部,南门路25号
199,1543,陈家镇临时公交枢纽站社会停车场,花漂村
200,1545,崇明县森林公园停车场,北沿公路2188号
201,1546,东滩湿地公园停车场,东旺路东滩湿地公园
202,1547,上海农闲乐休闲娱乐有限公司,前卫村
203,1548,西沙国家湿地公园停车场,堡湖路
204,1549,上海崇明建设投资发展有限公司新崇停车场,富民街南延伸段（南门路与新崇南路之间）
205,3153,兴桥农贸市场停车场,北门路279号
206,3444,上海市崇明区体育馆停车场,北门路88号
207,3575,堡一停车场,向阳东路66号
208,3859,上海新岛集贸市场停车场,民惠路129号
209,4449,育麟商务广场停车场,鼓浪屿路777号
210,4651,前卫双蝶广场,长兴镇潘圆公路1523号
211,4652,绿地新都会一期地下车库,翠竹路1588弄
212,4653,绿地新都会二期地下车库,崇明区翠竹路1688弄
213,4876,长兴岛汽车站社会停车场,长兴镇金岸路1688号
214,5041,前卫旅游停车场,秋柑路700弄2-30号
215,5042,前卫1966停车场,长兴镇先凤路团结路口
216,5073,名岛生活广场停车场,陈家镇陈彷公路1弄1-550号
217,5138,润丰集贸市场停车场,凤滨路258弄40号
218,5185,花博文化公园临时停车场,林风公路花博园区
219,5214,上海崇明万达广场停车场,崇明区城桥镇鼓浪屿路8388号
220,1051,奉贤区中心医院停车场（库）,南奉公路6600号
221,1624,辉展进口水果批发市场停车场（库）,永南路1678号
222,1646,奉贤区摩托车检测中心停车场,沪杭公路2142号
223,1649,上海新发展圣淘沙大酒店停车场（库）,南桥路1号
224,1653,上海银星汽车维修有限公司停车场（库）,南亭公路1301号
225,1656,百联南桥购物中心停车场（库）,百齐路588号
226,1663,奉贤中医院停车场（库）,南奉公路9588号
227,1667,格林豪泰酒店（定康路店）停车库,定康路25号
228,1678,奉贤古华山庄停车场,解放中路276号
229,1684,上海悦华大酒店停车场（库）,江海路229号 
230,1689,上海奉贤大润发停车库,南亭公路601号
231,1714,奉贤百联建材市场北区停车场,百顺路228弄201号
232,1739,奉贤卓越世纪中心停车场（库）,望园南路1288弄83号203室
233,1742,奉贤区体育中心停车场,南桥镇古华路100号第一幢108室
234,1744,奉贤区奉城医院停车场（库）,川南奉公路9983号
235,1800,卜蜂莲花（南奉店）停车场（库）,南奉公路8891号
236,1843,上海七宝乐购购物中心有限公司奉贤分公司停车库,环城东路1468号
237,1845,奉贤长途汽车客运站停车场,沪杭公路2198号
238,1860,奉贤区中心公馆停车场（库）,江海路388弄
239,1863,奉贤区古华公园停车场,解放中路220号
240,1866,奉贤古华医院停车场,南奉公路9220号
241,1914,绿地方舟南桥商务港停车场（库）,奉贤区运河北路258号
242,1915,奉贤绿地智尊大厦停车场（库）,奉浦大道97号
243,1918,奉贤苏宁生活广场停车场（库）,南奉公路7500号
244,2444,奉贤南郊聚润广场停车场（库）,德丰路299弄
245,2606,上海海湾国家森林公园停车场,上海市奉贤区海湾镇随塘河路1677号
246,2850,奉贤西渡连城商业广场停车场（库）,沪杭公路222弄、228弄
247,2863,奉贤百联建材市场南区停车场,百顺路228弄
248,3020,上海奉贤法曼橘酒店停车库,上海市奉贤区航南公路5759号
249,3098,奉贤区南郊一品停车场（库）,奉贤区德丰路69弄
250,3099,奉贤区奉城中建公元名邸停车场（库）,上海市奉贤区奉城镇兰博路1801弄
251,3135,奉贤二建大厦停车库,逸政路29号
252,3204,上海森勤国际停车场,上海市奉贤区沪杭公路1818号
253,3283,奉贤宝龙广场停车库,航南公路5639号
254,3333,奉贤恒龙金尊广场停车库,望园南路2288弄
255,3393,奉贤区海湾路、金汇塘路西南侧P2停车场,海湾路、金汇塘路西南侧
256,3835,奉贤悦达南郊华都停车场（库）,望园路2509弄
257,3837,上海凤创谷科创基地停车场（库）,沪杭公路1588号
258,3838,上海魏晋文创意产业园停车场,航南公路6666号
259,3855,奉贤最家空间产业园停车场（库）,南奉公路6111弄202号
260,3913,奉贤新美都菜场停车场（库）,运河北路209号
261,3938,奉贤绿地翡翠国际广场停车库,解放东路1008号
262,4019,奉贤悠口园区停车场（库）,程普路377号
263,4067,奉贤常青大厦停车场（库）,奉炮公路450号
264,4086,轨交5号线南港路停车场,南桥镇金海公路西侧、南港路北侧
265,4087,轨交5号线程普路停车场,奉浦程普路南侧、沪杭公路西侧
266,4088,轨交5号线大叶路南侧停车场,肖塘大叶公路南侧、沪杭公路西侧
267,4110,上海奉贤大众宸彰出租汽车有限公司停车场,南奉公路8797弄5号
268,4157,上海帕丁顿双语学校停车场,陈桥路620号
269,4203,上海兴贸集贸市场经营管理有限公司,潘垫村7组
270,4262,上海水岸家苑农贸市场停车场,沪杭公路350号
271,4285,奉贤绿庭国际大厦停车场,航南公路5088号
272,4318,奉贤庄氏大厦停车库,南奉公路6001号
273,4382,奉贤区海湾路、金汇塘路西北侧P1停车场,海湾旅游区海湾路西侧、金汇塘路北侧
274,4468,上海南郊宾馆停车场,奉贤区南桥镇展园路398号
275,4471,奉贤正阳世纪星城3期丽骏湾南港路停车场,南港路1469号至1547号（单号）
276,4473,海湾文化创意园区停车场,海马路5808-5880号
277,4599,苏宁永乐电器广场,上海市奉贤区南桥镇南奉公路9275弄
278,4623,向明停车场,崇明区城桥镇寒山寺路（近东门路）
279,4703,上海固炯物业有限公司,上海市奉贤区公谊路288号
280,4706,奉贤南桥绿地老街商业街停车场,上海市奉贤区南桥镇环城东路883弄1-63号
281,4743,云拓移动互联网产业园（一期）爱企广场停车场（库）,奉贤区平庄西路3358弄
282,4746,奉贤阿波罗休闲广场停车场,奉贤区奉浦街道环城东路928号
283,4801,上海南郊能源大厦配套停车场（库）,奉贤区南港路1000号
284,4814,奉贤区老年大学停车场,奉贤区南桥镇江海路350号
285,4862,奉贤区秀枫苑西侧商业广场停车场,上海市奉贤区沪杭公路1751-1793-10号
286,4967,上海奉杰停车场（事故、违章车辆停放点）,浦星公路9039号
287,5002,上海绿天商城项目配套机动车停车场,奉贤区百兴路8号
288,5003,奉贤大船酒店停车场（库）,上海市奉贤区航南公路4988弄28号
289,5004,奉贤区行政服务中心停车库,奉贤区百秀路399号
290,5011,上海漕河泾科技绿洲南桥园区停车库,奉贤区金海公路6055号
291,5012,新西渡农贸市场配套机动车停车场,奉贤区西渡街道扶港路388弄
292,5015,奉贤绿地未来中心停车库,奉贤区望园南路1588弄
293,5016,上海华怡科创园停车场（库）,上海市奉贤区环城东路255号
294,5017,奉贤金汇商业广场停车场（库）,奉贤区金汇镇金闸公路599号
295,5072,青村吴房村停车场,奉贤区青村镇吴房村
296,5087,肖塘农贸市场停车场,奉贤区奉浦街道沪杭公路1039号
297,5104,奉贤阳光菜场停车场,奉贤区南桥镇通阳路191号
298,5116,奉贤天万国际物流园停车场（库）,上海市奉贤区青村镇金钱公路3329号
299,5159,奉贤庄行菜花节停车场,奉贤区南庄路美食广场
300,5171,法院东地块临时停车场,奉贤区解放东路以南、奉贤区人民法院以东
301,5174,奉贤青峰城停车场,奉贤区南奉公路8505号
302,5191,奉贤安东路168号交警事故、违章车辆停放点,奉贤区庄行镇邬桥社区安东路168号
303,5213,奉贤新世界休闲生活广场停车场,奉贤区金海公路3399号
304,5215,上海汇荟物业管理有限公司,上海市奉贤区望园路2351弄
305,5235,奉贤南桥阳光公寓停车场,奉贤区南桥镇环城南路1070号
306,5237,奉贤碧海金沙嘉苑商铺停车场,奉贤区海湾旅游区海思路789弄
307,5238,奉贤区齐贤汇港苑商铺停车场（库）,奉贤区团汇公路479弄
308,5243,奉贤海湾旅游区海滨游泳场停车场,奉贤区海湾旅游区金汇塘东路1025号
309,5252,金汇镇泰顺工业园区机动车停车场,奉贤区金汇镇光泰路、塘富路东南侧
310,823,翔阳商厦地下停车库,天潼路567号
311,833,百联虹口购物中心停车场库,同丰路669号-699号
312,837,法兰桥创意园区停车场库,欧阳路196号
313,838,上海优族文化创意产业园停车场,邯郸路173号
314,898,ID657创意园停车库,广中路657号
315,930,上海柳营灯饰城停车库,柳营路135号
316,1015,上海宝兴殡仪馆停车场库,西宝兴路833号
317,1019,嘉和国际大厦停车场库,花园路16号
318,1020,宇航大厦停车场库,四川北路525号
319,1025,空间188创意产业园停车库,东江湾路188号
320,1027,金海岸商厦停车场库,四川北路1941号
321,1029,上海酒钢大酒店停车场,东体育会路996号
322,1137,上海盛邦国际大厦停车场库,四川北路1318号
323,1138,上海虹口足球场停车场库,东江湾路444号
324,1239,上海曲阳医院停车场,玉田路333号
325,1240,上海市虹口区运输公司第二汽车队停车场,中山北一路413号
326,1425,上海市军事体育俱乐部停车场,新同心路318号
327,1445,虹口商城停车库,虬江支路181号
328,1447,上海新世纪酒店停车场库,曲阳路1000号
329,1449,高宝新时代广场停车库,四川北路1666号
330,1450,福德商务广场停车场库,四川北路1688号
331,1452,上海粤海大酒店停车场库,逸仙路328号
332,1457,上海高阳宾馆停车场,高阳路815号
333,1460,上海建工医院停车场,中山北一路666号
334,1463,上海宝丰联大酒店停车场,纪念路301号
335,1464,上海市虹口区曲阳文化馆停车库,曲阳路570号
336,1466,宝矿国际大厦停车库,吴淞路218号
337,1470,海泰时代大厦停车库,武进路289号
338,1472,中信广场停车场库,四川北路859号
339,1474,世纪联华东宝兴路店停车库,东宝兴路777号
340,1476,地铁3号线东宝兴路站前广场停车场,东宝兴路415号
341,1477,上海外滩茂悦大酒店停车场库,黄浦路199号
342,1478,绿地商业管理停车场,同心路1号
343,1481,上海市中西医结合医院中医特色楼工程配建停车场库,保定路230号
344,1482,上海爱家豪庭停车库,贯中路51号
345,1484,上海瑞丰国际大厦停车场库,杨树浦路248号
346,1487,上外贤达学院停车场库,东体育会路390号
347,1488,上海港国际客运中心停车库,太平路1号
348,1490,上海世纪联华虹口水电超市停车库,车站南路330弄6号
349,1493,上海花园坊节能环保产业园停车场库,中山北一路121号
350,1494,榕辉大厦停车场库,汶水东路29号
351,1496,930科技创意园区停车场库,曲阳路930号
352,1498,飘鹰世纪大厦停车库,天宝路578号
353,1503,上海新兴旺国际服饰城停车库,七浦路133号
354,1511,嘉杰国际广场停车库,四川北路1727弄
355,1512,复城国际停车场库,曲阳路838号-12
356,1515,恒升半岛国际中心停车库,吴淞路205号
357,1530,虹口世纪大酒店停车场库,四平路257号
358,1532,上海宝隆宾馆停车场库,逸仙路180号
359,1550,龙邸大厦停车库,溧阳路1088号
360,1553,中共四大纪念馆停车库,四川北路公园地下1层
361,1557,大连路长阳路临时停车场,大连路长阳路之间
362,1558,拉菲酒窖餐厅停车场库,曲阳路666号
363,1559,合生财富广场停车场库,大连路839弄2号
364,1560,运动LOFT创意基地停车场库,同心路723号
365,1561,凯德龙之梦虹口购物中心停车场库,西江湾路388号
366,1563,壹丰广场停车场库,四川北路1363号
367,1565,上海财经大学中山北一路校区停车场库,中山北一路369号
368,1566,森林湾大厦停车场库,海宁路269号
369,1567,利通广场停车库,四川北路1350号
370,1568,海鸥商务大厦停车场库,中山北二路1800号
371,1570,上海和平眼科医院停车场,伊敏河路61号
372,1571,虹口图书馆停车场库,水电路1400号
373,1573,汶水东路918弄停车场库,汶水东路918弄
374,1574,岳阳医院停车场,甘河路110号
375,1577,上海临潼宾馆停车场,临潼路188号
376,1579,海伦国际大厦停车场库,宝山路778号
377,1582,上海曲阳公园停车场,中山北一路880号
378,1588,上海中心大厦停车场库,吴淞路130号
379,1637,万安路316号地面停车场,万安路316号
380,1639,上海虹口三至喜来登酒店停车场库,四平路59号
381,1949,上海大厦停车库,北苏州路20号
382,2072,上海精武体育馆停车场,四川北路1702弄30号
383,2132,虹口SOHO停车场库,乍浦路600号
384,2777,沪办大厦停车场库,中山北一路1250号
385,2865,四达路96弄通道临时停车场,四达路96弄通道
386,2866,上海大世界城地下停车库,四平路228号
387,2905,月亮湾停车场库,天宝路283号
388,3419,上海白玉兰广场停车场,提篮桥街道东大名路501号
389,3420,上海星荟中心,四川北路街道天潼路338号
390,3476,瑞虹新城璟庭停车库,虹关路323弄
391,3480,瑞虹新城怡庭停车库,瑞虹路233弄7号
392,3603,金融街海伦中心停车库,海伦路440号
393,3676,浦江国际金融广场停车场库,东大名路1100号
394,3905,上海苏宁宝丽嘉酒店停车场（库）,北苏州路188号
395,3949,上海市第一人民医院北院区停车库,武进路86号
396,4062,甜爱坊停车库,甜爱路156号-160号
397,4125,上海曲阳生活购物中心停车场,曲阳路566号
398,4273,中锐WIN文创园停车库,通州路300号
399,4314,上海国际航运服务中心停车库,公平路36号
400,4349,金岸大厦停车场,东大名路908号
401,4410,虹控T创园停车库,保定路23号
402,4434,上滨生活广场停车库,周家嘴路887号
403,4494,上海时装商厦地下停车库,四川北路1915号
404,4737,星港国际中心停车场库,东大名路1099号
405,4829,凉城商办中心停车库,水电路1388号
406,4864,虹口城创中心停车场库,邯郸路135号
407,4885,瑞虹坊停车库,临平路133弄
408,4906,东横浜路53号临时停车场,东横浜路53号
409,4907,上海商务中心停车场（库）,曲阳路800号
410,4914,一方大厦停车库,东长治路399号
411,4977,虹口新业坊停车场,广粤支路1号
412,4981,上海市第四人民医院停车库,三门路1279号
413,4990,上海海湾大厦停车场库,黄浦路53号
414,5096,广中路612号停车场,广中路612号
415,5102,柏树大厦停车场库,中山北一路1230号
416,5106,铭庭商业地下车库,天宝路181号
417,5218,宝华商业广场停车库,长山路20号
418,5259,1876老站创意园停车场库,汶水东路351号
419,5267,太阳宫停车场库,瑞虹路181号
420,209,领展企业广场停车库,湖滨路222号
421,316,新华联大厦停车场（库）,淮海中路755号
422,494,金玉兰广场停车库,上海市打浦路1号
423,527,医药大厦停车场,黄浦区太仓路200号
424,550,力宝广场停车库,上海市淮海中路222号
425,606,锦江迪生停车库,上海市长乐路400号
426,781,广发大厦停车场（库）,上海市徐家汇路555号
427,799,国信广场停车场（库）,建国中路29号
428,802,新锦江大酒店停车场,长乐路161号
429,934,城市酒店停车场（库）,黄浦区陕西南路5-7号
430,938,久事复兴大厦（百盛）停车库,黄浦区淮海中路918号
431,943,金钟广场停车库,柳林路8号
432,959,中环广场停车场（库）,淮海中路381号
433,978,永银大厦停车库,西藏南路238号
434,1022,南新雅大酒店停车库,九江路700号
435,1034,六合大厦停车库,六合路158号
436,1036,港陆黄浦中心停车场（库）,六合路98号
437,1037,外滩停车库,中山东一路479号
438,1038,港陆广场停车场（库）,黄浦区西藏中路18号港陆广场
439,1039,中区广场停车库,黄陂北路227号
440,1040,应氏大厦停车库,黄浦区天津路180号
441,1042,明天广场停车场（库）,南京西路399号
442,1043,天安中心停车场（库）,南京西路338号
443,1044,金融广场停车场（库）,九江路333号
444,1046,上海大剧院停车库,黄陂北路190号
445,1050,第九人民医院停车场,制造局路639号
446,1065,新亚丽景停车库,中山南路315号
447,1073,旺角广场停车库,黄浦区延安东路175号
448,1075,霓虹停车库,金陵中路150号
449,1077,汇金大厦停车库,汉口路515号
450,1078,仙乐斯广场停车场（库）,黄浦区南京西路388号
451,1080,春申江大厦停车库,浙江中路400号
452,1081,华盛大厦停车库,黄浦区九江路399号
453,1090,国际饭店停车库,黄河路28号
454,1098,新黄浦酒店公寓停车库,永寿路88号
455,1101,来福士广场停车库,西藏中路268号
456,1115,申鑫大厦停车场（库）,黄浦区宁海东路200号
457,1119,宏伊国际广场停车场（库）,九江路288号
458,1124,科技京城停车场（库）,黄浦区北京东路666号
459,1125,海仑宾馆停车库,黄浦区南京东路505号
460,1126,宝鼎大厦停车场,黄浦区徐家汇路550号
461,1129,都市总部大楼停车场（库）,黄浦区西藏中路168号
462,1130,华旭国际大厦停车库,西藏中路336号
463,1132,亚龙国际停车库,黄浦区金陵东路500号
464,1133,城隍庙广场停车库,黄浦区方浜中路168号
465,1136,创兴金融中心停车库,黄浦区南京西路288号
466,1143,金陵海欣大厦停车场（库）,黄浦区福州路666号
467,1145,东淮海国际大厦停车场（库）,黄浦区淮海东路49号
468,1149,二医大停车场,黄浦区重庆南路227号
469,1155,华设浦汇大厦停车库,黄浦区福州路318号
470,1185,半岛酒店停车库,黄浦区北京东路40号
471,1189,精益商务楼停车库,黄浦区合肥路215号
472,1190,制造局二期停车库,黄浦区局门路427号
473,1197,和平饭店停车库,黄浦区南京东路62号
474,1219,鄂尔多斯停车库,黄浦区福佑路333号
475,1225,悦达黄浦河滨大厦停车场（库）,黄浦区新闸路356号
476,1248,瑞金医院停车场（库）,黄浦区瑞金二路197号
477,1251,九江大厦停车库,黄浦区九江路137号
478,1264,黄浦区图书馆停车库,福州路655号
479,1283,人民广场地下停车库,黄浦区人民大道221号
480,1287,欣广大厦停车库,黄浦区巨鹿路417号
481,1289,名人商务中心停车库,黄浦区南京东路300号
482,1297,都乐停车库,黄浦区成都南路26号
483,1299,音乐广场停车库,黄浦区金陵中路110号
484,1306,象屿集团大厦停车库,黄浦区西藏中路725弄28号
485,1307,新天地时尚停车库,黄浦区马当路281号
486,1313,香港名都停车场（库）,黄浦区复兴东路733号
487,1314,思南公馆停车库,黄浦区重庆南路258号
488,1318,雅居乐万豪停车场（库）,黄浦区西藏中路555号
489,1322,豫园万丽酒店停车场（库）,黄浦区河南南路159号
490,1326,恒积大厦停车库,黄浦区淮海东路99号
491,1331,制造局一期停车库,黄浦区蒙自路169号
492,1337,鸿祥大厦停车库,黄浦区黄河路21-43号
493,1344,瑞金宾馆停车库,黄浦区瑞金二路118号
494,1351,花园港路停车场,黄浦区花园港路188号
495,1357,日月光广场,黄浦区徐家汇路618号
496,1359,湖滨道购物中心停车库,湖滨路150号
497,1360,世纪联华停车库,黄浦区斜土路645号
498,1366,大时代广场停车库,黄浦区淮海中路93号
499,1367,第一百货商业中心停车库,黄浦区南京东路800号
500,1368,申华金融大厦停车场（库）,宁波路1号
501,1370,汇暻生活广场停车库,鲁班路619号
502,1409,黄浦体育馆停车库,山东中路311号
503,1415,文化广场停车库,黄浦区永嘉路36号
504,1428,海通证券大厦停车库,黄浦区广东路689号
505,1508,科学会堂停车场（库）,黄浦区南昌路47号
506,1529,香港广场（南）（北）停车库,淮海中路282号
507,1668,东汇广场停车库,黄浦区鲁班路288号
508,1669,外滩源停车库,黄浦区中山东一路33号
