,No.,Observed Passband,Measurement,Uncertainty,Units,Freq (Hz),Measurement.1,Uncertainty.1,Units.1,Mode,Aperture/Qualifiers,Reference Code,No..1
18,19,2-10 keV (XMM)       , 2.27E-11                      ,           ..., erg/cm^2^/s         ,1.45e+18,1.57e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2007MNRAS.382..194N,19
19,20,2-10 keV (XMM)       , 15.500E-12                    ,+/- 0.090E-12 , erg/cm^2^/s         ,1.45e+18,1.07e-06,+/- 6.21E-09 ,Jy                   ,"Broad-band
",                                        ,2009A&A...495..421B,20
20,21,2-10 keV (XMM)       , 1460.3E-14                    ,           ...,erg/s/cm^2^          ,1.45e+18,1.01e-06,    ...      ,Jy                   ,"Broad-band
",Observed flux                           ,2009A&A...500..999A,21
21,22,2-10 keV (XMM)       , 2.34E-11                      ,           ...,erg/cm^2^/s          ,1.45e+18,1.61e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2009A&A...507..159D,22
22,23,2-10 keV (Chandra)   , 4.1E-11                       ,           ...,erg/cm^2^/s          ,1.45e+18,2.83e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2010ApJS..187..581S,23
23,24,2-10 keV (XMM)       , 18.E-12                       ,           ...,erg/s/cm^2^          ,1.45e+18,1.24e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2010ApJ...713L..11Z,24
24,25,2-10 keV (Suzaku)    , 1.30E-11                      ,           ...,erg/cm^2^/s          ,1.45e+18,8.97e-07,    ...      ,Jy                   ,"Broad-band
",                                        ,2011ApJ...733...48T,25
25,26,2-10 keV (RXTE)      , 4.45E-11                      ,           ...,erg/cm^2^/s          ,1.45e+18,3.07e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2011ApJS..193....3R,26
26,27,2-10 keV (Suzaku)    , -10.6                         ,           ...,log(erg/s/cm^2^)     ,1.45e+18,1.73e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2012ApJ...745..107W,27
27,28,2-10 keV (XMM)       , 1563E-14                      ,           ...,erg/s/cm^2^          ,1.45e+18,1.08e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2011MNRAS.413.1206B,28
28,29,0.7-7 keV (ASCA)     , 117.3E-13                     ,           ...,ergs s^-1^ cm^-2^    ,9.31e+17,1.26e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2005ApJS..161..185U,29
29,30,0.2-4 keV (EINSTEIN) , 30.80E-13                     ,           ...,ergs sec^-1^ cm^-2^  ,5.25e+17,5.870000000000001e-07,    ...      ,Jy                   ,"Broad-band
",                                        ,1992ApJS...80..531F,30
30,31,0.7-2 keV (ASCA)     , 15.2E-13                      ,           ...,ergs s^-1^ cm^-2^    ,3.26e+17,4.66e-07,    ...      ,Jy                   ,"Broad-band
",                                        ,2005ApJS..161..185U,31
31,32,0.2-2 keV (ROSAT)    , 5.9850E-11                    ,+/- 0.5 %  ,erg/s/cm^2^          ,3.15e+17,1.9e-05,+/- 8.57E-08 ,Jy                   ,"Broad-band
",                                        ,2000WGA...C...0000W,32
32,33,0.5-2 keV (Chandra)  , 3.7E-12                       ,           ..., erg/cm^2^/s         ,3.02e+17,1.23e-06,    ...      ,Jy                   ,"Broad-band
",Observed flux; high                     ,2007MNRAS.379.1359M,33
33,34,0.5-2 keV (Chandra)  , 2.0E-12                       ,           ..., erg/cm^2^/s         ,3.02e+17,6.620000000000001e-07,    ...      ,Jy                   ,"Broad-band
",Observed flux; low                      ,2007MNRAS.379.1359M,34
34,35,0.5-2 keV (XMM)      , 2.400E-12                     ,+/- 0.050E-12 , erg/cm^2^/s         ,3.02e+17,7.95e-07,+/- 1.66E-08 ,Jy                   ,"Broad-band
",                                        ,2009A&A...495..421B,35
35,36,0.5-2 keV (Suzaku)   , 0.30E-11                      ,           ...,erg/cm^2^/s          ,3.02e+17,9.93e-07,    ...      ,Jy                   ,"Broad-band
",                                        ,2011ApJ...733...48T,36
36,37,0.3-2 keV (Suzaku)   , -11.9                         ,           ...,log(erg/s/cm^2^)     ,2.78e+17,4.53e-07,    ...      ,Jy                   ,"Broad-band
",                                        ,2012ApJ...745..107W,37
37,38,1450 A               , 3.0E-14                       ,+/- 1.5E-14 ,ergs/cm^2^/s/A       ,2070000000000000.0,0.0021100000000000003,+/- 1.05E-03 ,Jy                   ,"Broad-band
",                                        ,2005ApJ...629...61K,38
38,39,FUV (GALEX) AB       , 14.8291                       ,+/- 0.0179005 ,mag                  ,1950000000000000.0,0.00425,+/- 7.01E-05 ,Jy                   ,"Broad-band
",Kron flux in elliptical aperture        ,2012GASC..C...0000S,39
39,40,FUV (GALEX) AB       , 15.1423                       ,+/- 0.0219648 ,mag                  ,1950000000000000.0,0.00318,+/- 6.44E-05 ,Jy                   ,"Broad-band
",Flux in 7.5 arcsec diameter aperture    ,2012GASC..C...0000S,40
40,41,FUV (GALEX) AB       , 16.0273                       ,+/- 0.00843600 ,mag                  ,1950000000000000.0,0.00141,+/- 1.10E-05 ,Jy                   ,"Broad-band
",Kron flux in elliptical aperture        ,2012GMSC..C...0000S,41
41,42,FUV (GALEX) AB       , 16.3948                       ,+/- 0.0104842 ,mag                  ,1950000000000000.0,0.001,+/- 9.70E-06 ,Jy                   ,"Broad-band
",Flux in 7.5 arcsec diameter aperture    ,2012GMSC..C...0000S,42
42,43,C IV 1549 (HST)      , 76.5E-13                      ,           ..., ergs/s/cm^2^        ,1940000000000000.0,765000000000.0,    ...      ,Jy-Hz                ,"Line
",Broad component                         ,2007ApJ...666..757S,43
43,44,NUV (GALEX) AB       , 14.4267                       ,+/- 0.00857603 ,mag                  ,1290000000000000.0,0.0061600000000000005,+/- 4.86E-05 ,Jy                   ,"Broad-band
",Kron flux in elliptical aperture        ,2012GASC..C...0000S,44
44,45,NUV (GALEX) AB       , 15.0604                       ,+/- 0.0127695 ,mag                  ,1290000000000000.0,0.00343,+/- 4.04E-05 ,Jy                   ,"Broad-band
",Flux in 7.5 arcsec diameter aperture    ,2012GASC..C...0000S,45
45,46,NUV (GALEX) AB       , 15.3164                       ,+/- 0.00342573 ,mag                  ,1290000000000000.0,0.00271,+/- 8.56E-06 ,Jy                   ,"Broad-band
",Kron flux in elliptical aperture        ,2012GMSC..C...0000S,46
46,47,NUV (GALEX) AB       , 16.0160                       ,+/- 0.00512540 ,mag                  ,1290000000000000.0,0.0014199999999999998,+/- 6.72E-06 ,Jy                   ,"Broad-band
",Flux in 7.5 arcsec diameter aperture    ,2012GMSC..C...0000S,47
47,48,F330W (HST/ACS)      , 13.11                         ,           ..., mag                 ,908000000000000.0,0.0207,    ...      ,Jy                   ,"Broad-band
","5.93"" radius aperture                   ",2007AJ....134..648M,48
48,49,F330W (HST/ACS)      , 13.51                         ,           ..., mag                 ,908000000000000.0,0.0143,    ...      ,Jy                   ,"Broad-band
","1"" radius aperture                      ",2007AJ....134..648M,49
49,50,F330W (HST/ACS)      , 13.67                         ,           ..., mag                 ,908000000000000.0,0.0124,    ...      ,Jy                   ,"Broad-band
","0.3"" radius aperture                    ",2007AJ....134..648M,50
50,51,3448A                , 0.833                         ,+/- 15  %  ,10^-26 erg/cm^2/s/Hz ,870000000000000.0,0.008329999999999999,+/- 1.25E-03 ,Jy                   ,"Broad-band
","14"" aperture                            ",1970ApJ...162..743A,51
51,52,3509A                , 0.873                         ,+/- 7.5 %  ,10^-26 erg/cm^2/s/Hz ,855000000000000.0,0.00873,+/- 6.55E-04 ,Jy                   ,"Broad-band
","14"" aperture                            ",1970ApJ...162..743A,52
52,53,u (KPNO)             , 14.23                         ,           ...,mag                  ,853000000000000.0,0.00313,    ...      ,Jy                   ,"Broad-band
",Host mag; AGN contamination removed     ,2011ApJ...739...57K,53
53,54,3571A                , 0.874                         ,+/- 7.5 %  ,10^-26 erg/cm^2/s/Hz ,840000000000000.0,0.008740000000000001,+/- 6.66E-04 ,Jy                   ,"Broad-band
","14"" aperture                            ",1970ApJ...162..743A,54
54,55,3636A                , 0.878                         ,+/- 7.5 %  ,10^-26 erg/cm^2/s/Hz ,825000000000000.0,0.00878,+/- 6.59E-04 ,Jy                   ,"Broad-band
","14"" aperture                            ",1970ApJ...162..743A,55
55,56,U (U_T^0)            , 12.07                         ,           ...,mag                  ,819000000000000.0,0.0269,    ...      ,Jy                   ,"Broad-band
",Nucleus is variable                     ,1991RC3.9.C...0000d,56
56,57,U (U_T)              , 12.44                         ,+/- 0.21   ,mag                  ,819000000000000.0,0.0191,+/- 4.00E-03 ,Jy                   ,"Broad-band
",Nucleus is variable                     ,1991RC3.9.C...0000d,57
57,58,3704A                , 0.898                         ,+/- 7.5 %  ,10^-26 erg/cm^2/s/Hz ,810000000000000.0,0.00898,+/- 6.74E-04 ,Jy                   ,"Broad-band
","14"" aperture                            ",1970ApJ...162..743A,58
58,59,3862A                , 0.844                         ,+/- 7.5 %  ,10^-26 erg/cm^2/s/Hz ,777000000000000.0,0.008440000000000001,+/- 6.33E-04 ,Jy                   ,"Broad-band
","14"" aperture                            ",1970ApJ...162..743A,59
59,60,4032A                , 0.975                         ,+/- 7.5 %  ,10^-26 erg/cm^2/s/Hz ,744000000000000.0,0.00975,+/- 7.31E-04 ,Jy                   ,"Broad-band
","14"" aperture                            ",1970ApJ...162..743A,60
60,61,103a-O (POSS-I O)    , 13.74                         ,           ...,mag                  ,740000000000000.0,0.0122,    ...      ,Jy                   ,"Broad-band
",                                        ,2006ApJ...639...37K,61
61,62,4167A                , 1.044                         ,+/- 7.5 %  ,10^-26 erg/cm^2/s/Hz ,720000000000000.0,0.0104,+/- 7.83E-04 ,Jy                   ,"Broad-band
","14"" aperture                            ",1970ApJ...162..743A,62
62,63,4255A                , 1.060                         ,+/- 7.5 %  ,10^-26 erg/cm^2/s/Hz ,705000000000000.0,0.0106,+/- 7.95E-04 ,Jy                   ,"Broad-band
","14"" aperture                            ",1970ApJ...162..743A,63
63,64,4350A                , 1.100                         ,+/- 7.5 %  ,10^-26 erg/cm^2/s/Hz ,690000000000000.0,0.011,+/- 8.25E-04 ,Jy                   ,"Broad-band
","14"" aperture                            ",1970ApJ...162..743A,64
64,65,V (MAGNUM)           , 16.07                         ,+/- 0.28   ,milliJy              ,683000000000000.0,0.0161,+/- 2.80E-04 ,Jy                   ,"Broad-band
","8.3"" aperture                           ",2010ApJ...711..461S,65
65,66,B (m_B)              , 12.28                         ,+/- 0.13   ,mag                  ,681000000000000.0,0.0522,+/- 6.64E-03 ,Jy                   ,"Broad-band
",                                        ,1991RC3.9.C...0000d,66
66,67,B (B_T^0)            , 12.14                         ,           ...,mag                  ,681000000000000.0,0.0593,    ...      ,Jy                   ,"Broad-band
",Nucleus is variable                     ,1991RC3.9.C...0000d,67
67,68,B (B_T)              , 12.50                         ,+/- 0.20   ,mag                  ,681000000000000.0,0.0426,+/- 8.62E-03 ,Jy                   ,"Broad-band
",Nucleus is variable                     ,1991RC3.9.C...0000d,68
68,69,m_p                  , 12.3                          ,+/- 0.4    ,mag                  ,681000000000000.0,0.0512,+/- 2.28E-02 ,Jy                   ,"Broad-band
",                                        ,1968CGCG4.C...0000Z,69
69,70,4464A                , 1.140                         ,+/- 7.5 %  ,10^-26 erg/cm^2/s/Hz ,672000000000000.0,0.0114,+/- 8.55E-04 ,Jy                   ,"Broad-band
","14"" aperture                            ",1970ApJ...162..743A,70
70,71,4566A                , 1.161                         ,+/- 7.5 %  ,10^-26 erg/cm^2/s/Hz ,657000000000000.0,0.0116,+/- 8.71E-04 ,Jy                   ,"Broad-band
","14"" aperture                            ",1970ApJ...162..743A,71
71,72,g (KPNO)             , 12.22                         ,           ...,mag                  ,630000000000000.0,0.0509,    ...      ,Jy                   ,"Broad-band
",Host mag; AGN contamination removed     ,2011ApJ...739...57K,72
72,73,4785A                , 1.263                         ,+/- 7.5 %  ,10^-26 erg/cm^2/s/Hz ,627000000000000.0,0.0126,+/- 9.47E-04 ,Jy                   ,"Broad-band
","14"" aperture                            ",1970ApJ...162..743A,73
73,74,4900A                , 1.359                         ,+/- 7.5 %  ,10^-26 erg/cm^2/s/Hz ,612000000000000.0,0.0136,+/- 1.02E-03 ,Jy                   ,"Broad-band
","14"" aperture                            ",1970ApJ...162..743A,74
74,75,4950A                , 1.351                         ,+/- 7.5 %  ,10^-26 erg/cm^2/s/Hz ,606000000000000.0,0.0135,+/- 1.01E-03 ,Jy                   ,"Broad-band
","14"" aperture                            ",1970ApJ...162..743A,75
75,76,5000A                , 1.380                         ,+/- 7.5 %  ,10^-26 erg/cm^2/s/Hz ,600000000000000.0,0.0138,+/- 1.03E-03 ,Jy                   ,"Broad-band
","14"" aperture                            ",1970ApJ...162..743A,76
76,77,[O III] 5007 (MDM)   , 3.35E-13                      ,+/- 0.42E-13 ,erg/s/cm^2^          ,599000000000000.0,33500000000.0,+/- 4.20E+09 ,Jy-Hz                ,"Line
",Nuclear flux                            ,2010ApJ...721..715D,77
77,78,5050A                , 1.428                         ,+/- 7.5 %  ,10^-26 erg/cm^2/s/Hz ,594000000000000.0,0.0143,+/- 1.07E-03 ,Jy                   ,"Broad-band
","14"" aperture                            ",1970ApJ...162..743A,78
78,79,5100A                , 1.342                         ,+/- 7.5 %  ,10^-26 erg/cm^2/s/Hz ,588000000000000.0,0.0134,+/- 1.01E-03 ,Jy                   ,"Broad-band
","14"" aperture                            ",1970ApJ...162..743A,79
79,80,5263A                , 1.327                         ,+/- 7.5 %  ,10^-26 erg/cm^2/s/Hz ,570000000000000.0,0.0133,+/- 9.95E-04 ,Jy                   ,"Broad-band
","14"" aperture                            ",1970ApJ...162..743A,80
80,81,5350A                , 1.343                         ,+/- 7.5 %  ,10^-26 erg/cm^2/s/Hz ,561000000000000.0,0.0134,+/- 1.01E-03 ,Jy                   ,"Broad-band
","14"" aperture                            ",1970ApJ...162..743A,81
81,82,B (MAGNUM)           , 8.63                          ,+/- 0.19   ,milliJy              ,549000000000000.0,0.00863,+/- 1.90E-04 ,Jy                   ,"Broad-band
","8.3"" aperture                           ",2010ApJ...711..461S,82
82,83,V (Johnson)          , 12.088                        ,           ...,mag                  ,542000000000000.0,0.0531,    ...      ,Jy                   ,"Broad-band
","54.2"" aperture                          ",1968AJ.....73..866W,83
83,84,V (Johnson)          , 12.372                        ,           ...,mag                  ,542000000000000.0,0.041,    ...      ,Jy                   ,"Broad-band
","27.3"" aperture                          ",1968AJ.....73..866W,84
84,85,V (Johnson)          , 12.281                        ,           ...,mag                  ,542000000000000.0,0.0446,    ...      ,Jy                   ,"Broad-band
","35.4"" aperture                          ",1968AJ.....73..866W,85
85,86,V (Johnson)          , 12.79                         ,           ...,mag                  ,542000000000000.0,0.0279,    ...      ,Jy                   ,"Broad-band
","23"" aperture                            ",1988VIrPh.C...0000d,86
86,87,V (Johnson)          , 12.18                         ,+/- 0.02   ,mag                  ,542000000000000.0,0.0489,+/- 9.09E-04 ,Jy                   ,"Broad-band
","30.1"" aperture                          ",1978ApJ...223..707S,87
87,88,V (Johnson)          , 11.92                         ,+/- 0.02   ,mag                  ,542000000000000.0,0.0621,+/- 1.15E-03 ,Jy                   ,"Broad-band
","60.1"" aperture                          ",1978ApJ...223..707S,88
88,89,V (V_T)              , 11.69                         ,+/- 0.20   ,mag                  ,542000000000000.0,0.0768,+/- 1.57E-02 ,Jy                   ,"Broad-band
",Nucleus is variable                     ,1991RC3.9.C...0000d,89
89,90,V (V_T^0)            , 11.38                         ,           ...,mag                  ,542000000000000.0,0.102,    ...      ,Jy                   ,"Broad-band
",Nucleus is variable                     ,1991RC3.9.C...0000d,90
90,91,5556A                , 1.375                         ,+/- 7.5 %  ,10^-26 erg/cm^2/s/Hz ,540000000000000.0,0.0138,+/- 1.03E-03 ,Jy                   ,"Broad-band
","14"" aperture                            ",1970ApJ...162..743A,91
91,92,5840A                , 1.394                         ,+/- 7.5 %  ,10^-26 erg/cm^2/s/Hz ,514000000000000.0,0.0139,+/- 1.05E-03 ,Jy                   ,"Broad-band
","14"" aperture                            ",1970ApJ...162..743A,92
92,93,F606W (HST)          , 11.91                         ,+/- 0.29   , mag                 ,505000000000000.0,0.0585,+/- 1.56E-02 ,Jy                   ,"Broad-band
",Bulge mag; exponential fit              ,2004ApJ...615..652N,93
93,94,6055A                , 1.409                         ,+/- 7.5 %  ,10^-26 erg/cm^2/s/Hz ,495000000000000.0,0.0141,+/- 1.06E-03 ,Jy                   ,"Broad-band
","14"" aperture                            ",1970ApJ...162..743A,94
94,95,r (KPNO)             , 11.39                         ,           ...,mag                  ,479000000000000.0,0.0867,    ...      ,Jy                   ,"Broad-band
",Host mag; AGN contamination removed     ,2011ApJ...739...57K,95
95,96,6370A                , 1.447                         ,+/- 7.5 %  ,10^-26 erg/cm^2/s/Hz ,471000000000000.0,0.0145,+/- 1.09E-03 ,Jy                   ,"Broad-band
","14"" aperture                            ",1970ApJ...162..743A,96
96,97,6520A                , 1.476                         ,+/- 7.5 %  ,10^-26 erg/cm^2/s/Hz ,460000000000000.0,0.0148,+/- 1.11E-03 ,Jy                   ,"Broad-band
","14"" aperture                            ",1970ApJ...162..743A,97
97,98,6540A                , 1.536                         ,+/- 7.5 %  ,10^-26 erg/cm^2/s/Hz ,459000000000000.0,0.0154,+/- 1.15E-03 ,Jy                   ,"Broad-band
","14"" aperture                            ",1970ApJ...162..743A,98
98,99,6560A                , 1.578                         ,+/- 7.5 %  ,10^-26 erg/cm^2/s/Hz ,457000000000000.0,0.0158,+/- 1.18E-03 ,Jy                   ,"Broad-band
","14"" aperture                            ",1970ApJ...162..743A,99
99,100,H{alpha} (HST)       , -11.48                        ,           ...,log(erg/s/cm^2^)     ,457000000000000.0,331000000000.0,    ...      ,Jy-Hz                ,"Line
",Broad component                         ,2014A&A...563A.119B,100
100,101,6580A                , 1.664                         ,+/- 7.5 %  ,10^-26 erg/cm^2/s/Hz ,456000000000000.0,0.0166,+/- 1.25E-03 ,Jy                   ,"Broad-band
","14"" aperture                            ",1970ApJ...162..743A,101
101,102,6600A                , 1.769                         ,+/- 7.5 %  ,10^-26 erg/cm^2/s/Hz ,455000000000000.0,0.0177,+/- 1.33E-03 ,Jy                   ,"Broad-band
","14"" aperture                            ",1970ApJ...162..743A,102
102,103,6620A                , 1.867                         ,+/- 7.5 %  ,10^-26 erg/cm^2/s/Hz ,453000000000000.0,0.0187,+/- 1.40E-03 ,Jy                   ,"Broad-band
","14"" aperture                            ",1970ApJ...162..743A,103
103,104,6640A                , 1.771                         ,+/- 7.5 %  ,10^-26 erg/cm^2/s/Hz ,452000000000000.0,0.0177,+/- 1.33E-03 ,Jy                   ,"Broad-band
","14"" aperture                            ",1970ApJ...162..743A,104
104,105,6660A                , 1.669                         ,+/- 7.5 %  ,10^-26 erg/cm^2/s/Hz ,450000000000000.0,0.0167,+/- 1.25E-03 ,Jy                   ,"Broad-band
","14"" aperture                            ",1970ApJ...162..743A,105
105,106,6726A                , 1.543                         ,+/- 7.5 %  ,10^-26 erg/cm^2/s/Hz ,446000000000000.0,0.0154,+/- 1.16E-03 ,Jy                   ,"Broad-band
","14"" aperture                            ",1970ApJ...162..743A,106
106,107,r                    , 11.29                         ,+/- 0.02   ,mag                  ,445000000000000.0,0.0847,+/- 1.58E-03 ,Jy                   ,"Broad-band
","60.1"" aperture                          ",1978ApJ...223..707S,107
107,108,r                    , 11.49                         ,+/- 0.02   ,mag                  ,445000000000000.0,0.0705,+/- 1.31E-03 ,Jy                   ,"Broad-band
","30.1"" aperture                          ",1978ApJ...223..707S,108
108,109,6800A                , 1.538                         ,+/- 7.5 %  ,10^-26 erg/cm^2/s/Hz ,441000000000000.0,0.0154,+/- 1.15E-03 ,Jy                   ,"Broad-band
","14"" aperture                            ",1970ApJ...162..743A,109
109,110,R (Johnson)          , 11.5                          ,           ...,mag                  ,428000000000000.0,0.0698,    ...      ,Jy                   ,"Broad-band
","27.3"" aperture                          ",1968AJ.....73..866W,110
110,111,R (Johnson)          , 11.3                          ,           ...,mag                  ,428000000000000.0,0.084,    ...      ,Jy                   ,"Broad-band
","54.2"" aperture                          ",1968AJ.....73..866W,111
111,112,R (Johnson)          , 11.4                          ,           ...,mag                  ,428000000000000.0,0.0766,    ...      ,Jy                   ,"Broad-band
","35.4"" aperture                          ",1968AJ.....73..866W,112
112,113,R (Johnson)          , 11.94                         ,           ...,mag                  ,428000000000000.0,0.0466,    ...      ,Jy                   ,"Broad-band
","23"" aperture                            ",1988VIrPh.C...0000d,113
113,114,7100A                , 1.533                         ,+/- 7.5 %  ,10^-26 erg/cm^2/s/Hz ,423000000000000.0,0.0153,+/- 1.15E-03 ,Jy                   ,"Broad-band
","14"" aperture                            ",1970ApJ...162..743A,114
114,115,7530A                , 1.571                         ,+/- 7.5 %  ,10^-26 erg/cm^2/s/Hz ,398000000000000.0,0.0157,+/- 1.18E-03 ,Jy                   ,"Broad-band
","14"" aperture                            ",1970ApJ...162..743A,115
115,116,i (KPNO)             , 10.930                        ,           ...,mag                  ,388000000000000.0,0.107,    ...      ,Jy                   ,"Broad-band
",Host mag; AGN contamination removed     ,2011ApJ...739...57K,116
116,117,7850A                , 1.664                         ,+/- 7.5 %  ,10^-26 erg/cm^2/s/Hz ,382000000000000.0,0.0166,+/- 1.25E-03 ,Jy                   ,"Broad-band
","14"" aperture                            ",1970ApJ...162..743A,117
117,118,8080A                , 1.682                         ,+/- 15  %  ,10^-26 erg/cm^2/s/Hz ,371000000000000.0,0.0168,+/- 2.52E-03 ,Jy                   ,"Broad-band
","14"" aperture                            ",1970ApJ...162..743A,118
118,119,I (Johnson)          , 10.86                         ,           ...,mag                  ,333000000000000.0,0.10099999999999999,    ...      ,Jy                   ,"Broad-band
","35.4"" aperture                          ",1968AJ.....73..866W,119
119,120,I (Johnson)          , 10.87                         ,           ...,mag                  ,333000000000000.0,0.10099999999999999,    ...      ,Jy                   ,"Broad-band
","27.3"" aperture                          ",1968AJ.....73..866W,120
120,121,I (Johnson)          , 10.62                         ,           ...,mag                  ,333000000000000.0,0.127,    ...      ,Jy                   ,"Broad-band
","54.2"" aperture                          ",1968AJ.....73..866W,121
121,122,z (KPNO)             , 10.770                        ,           ...,mag                  ,319000000000000.0,0.10800000000000001,    ...      ,Jy                   ,"Broad-band
",Host mag; AGN contamination removed     ,2011ApJ...739...57K,122
122,123,J (KPNO)             , 0.098                         ,+/- 0.002  ,Jy                   ,244000000000000.0,0.098,+/- 2.00E-03 ,Jy                   ,"Broad-band
","15"" aperture                            ",1979ApJ...234..471M,123
123,124,J (2MASS/FLWO)       , 11.131                        ,+/- 0.043  ,mag                  ,243000000000000.0,0.0562,+/- 2.23E-03 ,Jy                   ,"Broad-band
",Profile-fit; Poor quality               ,2006AJ....131.1163S,124
124,125,J (2MASS/FLWO)       , 10.811                        ,+/- 0.006  ,mag                  ,243000000000000.0,0.0755,+/- 4.17E-04 ,Jy                   ,"Broad-band
","4"" aperture                             ",2006AJ....131.1163S,125
125,126,J_Kron (2MASS LGA)   , 9.744                         ,+/- 0.016  ,mag                  ,240000000000000.0,0.20199999999999999,+/- 2.99E-03 ,Jy                   ,"Broad-band
",  70.8 x   51.0 arcsec integration area.,2003AJ....125..525J,126
126,127,J_20 (2MASS LGA)     , 9.696                         ,+/- 0.016  ,mag                  ,240000000000000.0,0.21100000000000002,+/- 3.13E-03 ,Jy                   ,"Broad-band
",  81.6 x   58.8 arcsec integration area.,2003AJ....125..525J,127
127,128,J_tot (2MASS LGA)    , 9.530                         ,+/- 0.020  ,mag                  ,240000000000000.0,0.245,+/- 4.56E-03 ,Jy                   ,"Broad-band
",                                        ,2003AJ....125..525J,128
128,129,J_14arcsec (2MASS)   , 10.445                        ,+/- 0.015  ,mag                  ,240000000000000.0,0.106,+/- 1.47E-03 ,Jy                   ,"Broad-band
",14.0 x 14.0 arcsec aperture             ,20032MASX.C.......:,129
