,No.,Observed Passband,Measurement,Uncertainty,Units,Freq (Hz),Measurement.1,Uncertainty.1,Units.1,Mode,Aperture/Qualifiers,Reference Code,No..1
31,32,0.3-10 keV (XMM)     , 1.1E-12                       ,           ...,erg/cm^2^/s          ,1.25e+18,8.800000000000001e-08,    ...      ,Jy                   ,"Broad-band
",Dual absorber model                     ,2007A&A...466..855P,32
32,33,0.3-10 keV (XMM)     , 1.7E-12                       ,           ...,erg/cm^2^/s          ,1.25e+18,1.36e-07,    ...      ,Jy                   ,"Broad-band
",Dual absorber model                     ,2007A&A...466..855P,33
33,34,2-8 keV (ASCA)       , 1.23E-11                      ,           ..., ergs/cm^2^/s        ,1.21e+18,1.02e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2007AJ....134.1263C,34
34,35,0.7-7 keV (ASCA)     , 106.6E-13                     ,           ..., ergs/s/cm^2^        ,9.31e+17,1.15e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2001ApJS..133....1U,35
35,36,0.2-4 keV (EINSTEIN) , 11.09E-13                     ,           ...,ergs sec^-1^ cm^-2^  ,5.25e+17,2.1100000000000002e-07,    ...      ,Jy                   ,"Broad-band
",                                        ,1992ApJS...80..531F,36
36,37,0.7-2 keV (ASCA)     , 3.0E-13                       ,           ..., ergs/s/cm^2^        ,3.26e+17,9.199999999999999e-08,    ...      ,Jy                   ,"Broad-band
",                                        ,2001ApJS..133....1U,37
37,38,0.5-2 keV (XMM)      , 3.8E-13                       ,           ...,erg/cm^2^/s          ,3.02e+17,1.26e-07,    ...      ,Jy                   ,"Broad-band
",                                        ,2007A&A...466..855P,38
38,39,0.5-2 keV (XMM)      , 3.7E-13                       ,           ...,erg/cm^2^/s          ,3.02e+17,1.23e-07,    ...      ,Jy                   ,"Broad-band
",                                        ,2007A&A...466..855P,39
39,40,0.5-2 keV (ASCA)     , 4.51E-13                      ,           ..., ergs/cm^2^/s        ,3.02e+17,1.49e-07,    ...      ,Jy                   ,"Broad-band
",                                        ,2007AJ....134.1263C,40
40,41,0.5-2 keV (XMM)      , 0.32E-12                      ,+/- 0.04E-12 ,erg/cm^2^/s          ,3.02e+17,1.06e-07,+/- 1.32E-08 ,Jy                   ,"Broad-band
",Observed flux                           ,2009ApJ...695..781B,41
41,42,0.5-2 keV (Suzaku)   , 0.43E-12                      ,+/- 0.08E-12 ,erg/cm^2^/s          ,3.02e+17,1.42e-07,+/- 2.65E-08 ,Jy                   ,"Broad-band
",Observed flux                           ,2009ApJ...695..781B,42
42,43,O VII 22.1 A (XMM)   , 1.36E-14                      ,+/- 0.61E-14 ,erg/cm^2^/s          ,1.36e+17,1360000000.0,+/- 6.10E+08 ,Jy-Hz                ,"Line
",                                        ,2011ApJ...727..130K,43
43,44,1482A (IUE)          , 0.15E-14                      ,+/- 0.10E-14 ,ergs cm^-2 s^-1 A^-1 ,2020000000000000.0,0.00011,+/- 7.34E-05 ,Jy                   ,"Broad-band
","20""x10"" aperture                        ",1993ApJS...86....5K,44
44,45,FUV (GALEX) AB       , 15.24                         ,+/- 0.01   , mag                 ,1980000000000000.0,0.0029100000000000003,+/- 2.68E-05 ,Jy                   ,"Broad-band
",                                        ,2007ApJS..173..185G,45
45,46,1913A (IUE)          , 0.22E-14                      ,+/- 0.08E-14 ,ergs cm^-2 s^-1 A^-1 ,1570000000000000.0,0.000269,+/- 9.78E-05 ,Jy                   ,"Broad-band
","20""x10"" aperture                        ",1993ApJS...86....5K,46
46,47,NUV (GALEX) AB       , 14.37                         ,+/- 0.01   , mag                 ,1320000000000000.0,0.006490000000000001,+/- 5.98E-05 ,Jy                   ,"Broad-band
",                                        ,2007ApJS..173..185G,47
47,48,2373A (IUE)          , 0.20E-14                      ,+/- 0.12E-14 ,ergs cm^-2 s^-1 A^-1 ,1260000000000000.0,0.000376,+/- 2.26E-04 ,Jy                   ,"Broad-band
","20""x10"" aperture                        ",1993ApJS...86....5K,48
48,49,2700A (IUE)          , 0.29E-14                      ,+/- 0.04E-14 ,ergs cm^-2 s^-1 A^-1 ,1110000000000000.0,0.0007059999999999999,+/- 9.74E-05 ,Jy                   ,"Broad-band
","20""x10"" aperture                        ",1993ApJS...86....5K,49
49,50,U (Johnson)          , 6.61                          ,+/- 0.62   ,milliJy              ,819000000000000.0,0.0066099999999999996,+/- 6.20E-04 ,Jy                   ,"Broad-band
","29.3"" aperture                          ",1983ApJS...52..341M,50
50,51,U (Johnson)          , 6.58                          ,+/- 0.57   ,milliJy              ,819000000000000.0,0.00658,+/- 5.70E-04 ,Jy                   ,"Broad-band
","22.5"" aperture                          ",1983ApJS...52..341M,51
51,52,U (U_T^0)            , 10.98                         ,           ...,mag                  ,819000000000000.0,0.0734,    ...      ,Jy                   ,"Broad-band
",                                        ,1991RC3.9.C...0000d,52
52,53,U (U_T)              , 11.62                         ,+/- 0.07   ,mag                  ,819000000000000.0,0.0407,+/- 2.82E-03 ,Jy                   ,"Broad-band
",                                        ,1991RC3.9.C...0000d,53
53,54,[O II] 3727 (ESO)    , 140.7E-16                     ,+/- 8.5E-16 ,erg cm^-2^ s^-1^     ,804000000000000.0,1410000000.0,+/- 8.50E+07 ,Jy-Hz                ,"Line
",                                        ,2006MNRAS.366..480G,54
54,55,H{delta} 4101 (ESO)  , 49.9E-16                      ,+/- 5.3E-16 ,erg cm^-2^ s^-1^     ,731000000000000.0,499000000.0,+/- 5.30E+07 ,Jy-Hz                ,"Line
",                                        ,2006MNRAS.366..480G,55
55,56,H{gamma} 4340 (ESO)  , 98.3E-16                      ,+/- 7.2E-16 ,erg cm^-2^ s^-1^     ,691000000000000.0,983000000.0,+/- 7.20E+07 ,Jy-Hz                ,"Line
",                                        ,2006MNRAS.366..480G,56
56,57,B (Cousins) (B_T)    , 10.92                         ,+/- 0.09   ,mag                  ,681000000000000.0,0.183,+/- 1.58E-02 ,Jy                   ,"Broad-band
",See ESO-LV catalog for warning flag.    ,1989ESOLV.C...0000L,57
57,58,B (Cousins) (B_25)   , 11.27                         ,+/- 0.09   ,mag                  ,681000000000000.0,0.133,+/- 1.15E-02 ,Jy                   ,"Broad-band
",See ESO-LV catalog for warning flag.    ,1989ESOLV.C...0000L,58
58,59,B (m_B)              , 11.26                         ,+/- 0.15   ,mag                  ,681000000000000.0,0.134,+/- 1.98E-02 ,Jy                   ,"Broad-band
",                                        ,1991RC3.9.C...0000d,59
59,60,B (Cousins) (B_26)   , 11.16                         ,+/- 0.09   ,mag                  ,681000000000000.0,0.147,+/- 1.27E-02 ,Jy                   ,"Broad-band
",See ESO-LV catalog for warning flag.    ,1989ESOLV.C...0000L,60
60,61,B (B_T^0)            , 10.83                         ,           ...,mag                  ,681000000000000.0,0.198,    ...      ,Jy                   ,"Broad-band
",                                        ,1991RC3.9.C...0000d,61
61,62,B (B_T)              , 11.37                         ,+/- 0.07   ,mag                  ,681000000000000.0,0.121,+/- 8.03E-03 ,Jy                   ,"Broad-band
",                                        ,1991RC3.9.C...0000d,62
62,63,B (Johnson)          , 17.18                         ,+/- 0.56   ,milliJy              ,669000000000000.0,0.0172,+/- 5.60E-04 ,Jy                   ,"Broad-band
","29.3"" aperture                          ",1983ApJS...52..341M,63
63,64,B (Johnson)          , 14.58                         ,+/- 0.49   ,milliJy              ,669000000000000.0,0.0146,+/- 4.90E-04 ,Jy                   ,"Broad-band
","22.5"" aperture                          ",1983ApJS...52..341M,64
64,65,He II 4686 (ESO)     , 29.8E-16                      ,+/- 3.5E-16 ,erg cm^-2^ s^-1^     ,640000000000000.0,298000000.0,+/- 3.50E+07 ,Jy-Hz                ,"Line
",                                        ,2006MNRAS.366..480G,65
65,66,H{beta} 4861 (ESO)   , 276.0E-16                     ,+/- 12.0E-16 ,erg cm^-2^ s^-1^     ,617000000000000.0,2760000000.0,+/- 1.20E+08 ,Jy-Hz                ,"Line
",                                        ,2006MNRAS.366..480G,66
66,67,[O III] 5007 (ESO)   , 570.1E-16                     ,+/- 17.2E-16 ,erg cm^-2^ s^-1^     ,599000000000000.0,5700000000.0,+/- 1.72E+08 ,Jy-Hz                ,"Line
",                                        ,2006MNRAS.366..480G,67
67,68,[O III] 5007 (SDSS)  , 51.3E-14                      ,           ...,erg/s/cm^2^          ,599000000000000.0,51300000000.0,    ...      ,Jy-Hz                ,"Line
",                                        ,2010ApJ...720..786L,68
68,69,V (Johnson)          , 35.54                         ,+/- 0.56   ,milliJy              ,542000000000000.0,0.0355,+/- 5.60E-04 ,Jy                   ,"Broad-band
","29.3"" aperture                          ",1983ApJS...52..341M,69
69,70,V (Johnson)          , 25.48                         ,+/- 0.40   ,milliJy              ,542000000000000.0,0.0255,+/- 4.00E-04 ,Jy                   ,"Broad-band
","22.5"" aperture                          ",1983ApJS...52..341M,70
70,71,V (Johnson)          , 10.87                         ,           ...,mag                  ,542000000000000.0,0.163,    ...      ,Jy                   ,"Broad-band
","140.7"" aperture;Low quality data        ",1988VIrPh.C...0000d,71
71,72,V (V_T^0)            , 10.23                         ,           ...,mag                  ,542000000000000.0,0.295,    ...      ,Jy                   ,"Broad-band
",                                        ,1991RC3.9.C...0000d,72
72,73,V (V_T)              , 10.62                         ,+/- 0.07   ,mag                  ,542000000000000.0,0.20600000000000002,+/- 1.38E-02 ,Jy                   ,"Broad-band
",                                        ,1991RC3.9.C...0000d,73
73,74,F606W (HST/WFPC2)    , 1.3E-28                       ,           ...,erg/cm^2/s/Hz        ,503000000000000.0,1.3000000000000001e-05,    ...      ,Jy                   ,"Broad-band
","Nuclear flux; 0.14"" aperture; variable  ",2007MNRAS.374..697B,74
74,75,F606W (HST/WFPC2)    , 2E-28                         ,           ...,erg/cm^2/s/Hz        ,503000000000000.0,2e-05,    ...      ,Jy                   ,"Broad-band
","Nuclear flux; 0.14"" aperture; variable  ",2007MNRAS.374..697B,75
75,76,H{alpha} (CTIO)      , 4.6E-12                       ,+/- 7.0E-13 ,ergs s^-1^ cm^-2^    ,454000000000000.0,460000000000.0,+/- 7.00E+10 ,Jy-Hz                ,"Line
",Aperture = 139.8 arcsec                 ,2005AJ....129.2597H,76
76,77,R' (Johnson)         , 10.36                         ,           ...,mag                  ,448000000000000.0,0.2,    ...      ,Jy                   ,"Broad-band
","140.7"" aperture                         ",1988VIrPh.C...0000d,77
77,78,R (Johnson)          , 49.30                         ,+/- 1.04   ,milliJy              ,428000000000000.0,0.0493,+/- 1.04E-03 ,Jy                   ,"Broad-band
","22.5"" aperture                          ",1983ApJS...52..341M,78
78,79,R (Johnson)          , 65.35                         ,+/- 1.38   ,milliJy              ,428000000000000.0,0.0654,+/- 1.38E-03 ,Jy                   ,"Broad-band
","29.3"" aperture                          ",1983ApJS...52..341M,79
79,80,I_t_ (Kron-Cousins)  , 9.43                          ,+/- 5   %  ,mag                  ,380000000000000.0,0.402,+/- 2.01E-02 ,Jy                   ,"Broad-band
",                                        ,1996ApJS..107...97M,80
80,81,I                    , 9.20                          ,           ..., mag                 ,379000000000000.0,0.5329999999999999,    ...      ,Jy                   ,"Broad-band
",                                        ,2007ApJS..172..599S,81
81,82,I                    , 9.46                          ,+/- 0.05   , mag                 ,379000000000000.0,0.419,+/- 1.93E-02 ,Jy                   ,"Broad-band
",Observed magnitude                      ,2007ApJS..172..599S,82
82,83,I' (Johnson)         , 9.74                          ,           ...,mag                  ,375000000000000.0,0.285,    ...      ,Jy                   ,"Broad-band
","140.7"" aperture                         ",1988VIrPh.C...0000d,83
83,84,I (Johnson)          , 76.96                         ,+/- 2.34   ,milliJy              ,333000000000000.0,0.077,+/- 2.34E-03 ,Jy                   ,"Broad-band
","22.5"" aperture                          ",1983ApJS...52..341M,84
84,85,I (Johnson)          , 92.78                         ,+/- 2.87   ,milliJy              ,333000000000000.0,0.0928,+/- 2.87E-03 ,Jy                   ,"Broad-band
","29.3"" aperture                          ",1983ApJS...52..341M,85
85,86,J (UKIRT)            , 45.5                          ,+/- 1.8    , milliJy             ,250000000000000.0,0.0455,+/- 1.80E-03 ,Jy                   ,"Broad-band
","Aperture = 7.1""                         ",1985ApJ...291..117L,86
86,87,J (AAO)              , 9.47                          ,+/- 0.03   ,mag                  ,250000000000000.0,0.267,+/- 7.49E-03 ,Jy                   ,"Broad-band
","56"" aperture                            ",1982AJ.....87.1106G,87
87,88,J (AAO)              , 10.33                         ,+/- 0.03   ,mag                  ,250000000000000.0,0.121,+/- 3.39E-03 ,Jy                   ,"Broad-band
","22"" aperture                            ",1982AJ.....87.1106G,88
88,89,J (RGO)              , 10.45                         ,+/- 0.11   ,mag                  ,250000000000000.0,0.10800000000000001,+/- 1.16E-02 ,Jy                   ,"Broad-band
","12"" aperture;Low quality data           ",1973MNRAS.164..155G,89
89,90,J (RGO)              , 10.56                         ,+/- 0.11   ,mag                  ,250000000000000.0,0.0979,+/- 1.04E-02 ,Jy                   ,"Broad-band
","12"" aperture                            ",1981MNRAS.197.1067G,90
90,91,J                    , 10.52                         ,+/- 0.12   ,mag                  ,250000000000000.0,0.102,+/- 1.19E-02 ,Jy                   ,"Broad-band
","12"" aperture                            ",1976MNRAS.175..191G,91
91,92,J (AAO)              , 9.93                          ,+/- 0.03   ,mag                  ,250000000000000.0,0.175,+/- 4.90E-03 ,Jy                   ,"Broad-band
","33"" aperture                            ",1982AJ.....87.1106G,92
92,93,J (RGO)              , 10.66                         ,+/- 0.06   ,mag                  ,250000000000000.0,0.0893,+/- 5.07E-03 ,Jy                   ,"Broad-band
","12"" aperture                            ",1979MNRAS.186p..29G,93
93,94,F_J (total)          , 3.11                          ,+/- 2.52   ,log milliJy          ,241000000000000.0,1.29,+/- 3.34E-01 ,Jy                   ,"Broad-band
",                                        ,1995ApJ...453..616S,94
94,95,J_20 (2MASS LGA)     , 8.486                         ,+/- 0.016  ,mag                  ,240000000000000.0,0.642,+/- 9.53E-03 ,Jy                   ,"Broad-band
", 230.4 x   64.5 arcsec integration area.,2003AJ....125..525J,95
95,96,J_Kron (2MASS LGA)   , 8.477                         ,+/- 0.016  ,mag                  ,240000000000000.0,0.647,+/- 9.61E-03 ,Jy                   ,"Broad-band
", 236.2 x   66.1 arcsec integration area.,2003AJ....125..525J,96
96,97,J_tot (2MASS LGA)    , 8.354                         ,+/- 0.017  ,mag                  ,240000000000000.0,0.725,+/- 1.14E-02 ,Jy                   ,"Broad-band
",                                        ,2003AJ....125..525J,97
97,98,J_14arcsec (2MASS)   , 10.460                        ,+/- 0.015  ,mag                  ,240000000000000.0,0.10400000000000001,+/- 1.45E-03 ,Jy                   ,"Broad-band
",14.0 x 14.0 arcsec aperture             ,20032MASX.C.......:,98
98,99,J (Johnson)          , 160.8                         ,+/- 4.2    ,milliJy              ,238000000000000.0,0.161,+/- 4.20E-03 ,Jy                   ,"Broad-band
","13.7"" aperture                          ",1983ApJS...52..341M,99
99,100,J (Johnson)          , 190.2                         ,+/- 5.1    ,milliJy              ,238000000000000.0,0.19,+/- 5.10E-03 ,Jy                   ,"Broad-band
","22.8"" aperture                          ",1983ApJS...52..341M,100
100,101,J (Johnson)          , 132.4                         ,+/- 3.5    ,milliJy              ,238000000000000.0,0.132,+/- 3.50E-03 ,Jy                   ,"Broad-band
","9.1"" aperture                           ",1983ApJS...52..341M,101
101,102,F160W (HST/NIC2)     , 2.0E-25                       ,+/- 0.3E-25 ,erg/cm^2/s/Hz        ,193000000000000.0,0.02,+/- 3.00E-03 ,Jy                   ,"Broad-band
","Nuclear flux; 0.3"" aperture             ",2007MNRAS.374..697B,102
102,103,H (Johnson)          , 244.8                         ,+/- 6.4    ,milliJy              ,187000000000000.0,0.245,+/- 6.40E-03 ,Jy                   ,"Broad-band
","9.1"" aperture                           ",1983ApJS...52..341M,103
103,104,H (Johnson)          , 281.8                         ,+/- 7.3    ,milliJy              ,187000000000000.0,0.282,+/- 7.30E-03 ,Jy                   ,"Broad-band
","13.7"" aperture                          ",1983ApJS...52..341M,104
104,105,H (Johnson)          , 333.5                         ,+/- 9.0    ,milliJy              ,187000000000000.0,0.33399999999999996,+/- 9.00E-03 ,Jy                   ,"Broad-band
","22.8"" aperture                          ",1983ApJS...52..341M,105
105,106,F_H (total)          , 3.35                          ,+/- 2.76   ,log milliJy          ,184000000000000.0,2.24,+/- 5.80E-01 ,Jy                   ,"Broad-band
",                                        ,1995ApJ...453..616S,106
106,107,H (AAO)              , 8.64                          ,+/- 0.03   ,mag                  ,183000000000000.0,0.36,+/- 1.01E-02 ,Jy                   ,"Broad-band
","56"" aperture                            ",1982AJ.....87.1106G,107
107,108,H (AAO)              , 9.38                          ,+/- 0.03   ,mag                  ,183000000000000.0,0.182,+/- 5.11E-03 ,Jy                   ,"Broad-band
","22"" aperture                            ",1982AJ.....87.1106G,108
108,109,H (AAO)              , 9.03                          ,+/- 0.03   ,mag                  ,183000000000000.0,0.252,+/- 7.05E-03 ,Jy                   ,"Broad-band
","33"" aperture                            ",1982AJ.....87.1106G,109
109,110,H (RGO)              , 9.61                          ,+/- 0.11   ,mag                  ,183000000000000.0,0.147,+/- 1.57E-02 ,Jy                   ,"Broad-band
","12"" aperture                            ",1981MNRAS.197.1067G,110
110,111,H (RGO)              , 9.65                          ,+/- 0.11   ,mag                  ,183000000000000.0,0.142,+/- 1.52E-02 ,Jy                   ,"Broad-band
","12"" aperture;Low quality data           ",1973MNRAS.164..155G,111
111,112,H (RGO)              , 9.55                          ,+/- 0.08   ,mag                  ,183000000000000.0,0.156,+/- 1.19E-02 ,Jy                   ,"Broad-band
","12"" aperture                            ",1973MNRAS.164..155G,112
112,113,H                    , 9.55                          ,+/- 0.12   ,mag                  ,183000000000000.0,0.156,+/- 1.82E-02 ,Jy                   ,"Broad-band
","12"" aperture                            ",1976MNRAS.175..191G,113
113,114,H (RGO)              , 9.63                          ,+/- 0.05   ,mag                  ,183000000000000.0,0.145,+/- 6.83E-03 ,Jy                   ,"Broad-band
","12"" aperture                            ",1979MNRAS.186p..29G,114
114,115,H_Kron (2MASS LGA)   , 7.776                         ,+/- 0.016  ,mag                  ,182000000000000.0,0.794,+/- 1.18E-02 ,Jy                   ,"Broad-band
", 236.2 x   66.1 arcsec integration area.,2003AJ....125..525J,115
115,116,H_tot (2MASS LGA)    , 7.676                         ,+/- 0.018  ,mag                  ,182000000000000.0,0.871,+/- 1.46E-02 ,Jy                   ,"Broad-band
",                                        ,2003AJ....125..525J,116
116,117,H_14arcsec (2MASS)   , 9.496                         ,+/- 0.015  ,mag                  ,182000000000000.0,0.163,+/- 2.27E-03 ,Jy                   ,"Broad-band
",14.0 x 14.0 arcsec aperture             ,20032MASX.C.......:,117
117,118,H_20 (2MASS LGA)     , 7.785                         ,+/- 0.016  ,mag                  ,182000000000000.0,0.7879999999999999,+/- 1.17E-02 ,Jy                   ,"Broad-band
", 230.4 x   64.5 arcsec integration area.,2003AJ....125..525J,118
118,119,H (UKIRT)            , 76.4                          ,+/- 3.1    , milliJy             ,182000000000000.0,0.0764,+/- 3.10E-03 ,Jy                   ,"Broad-band
","Aperture = 7.1""                         ",1985ApJ...291..117L,119
119,120,H (HCO)              , 8.53                          ,+/- 0.03   ,mag                  ,182000000000000.0,0.38,+/- 1.06E-02 ,Jy                   ,"Broad-band
","55.7"" aperture                          ",1981MNRAS.195p...1A,120
120,121,H (HCO)              , 8.24                          ,+/- 0.03   ,mag                  ,182000000000000.0,0.496,+/- 1.39E-02 ,Jy                   ,"Broad-band
","83.6"" aperture                          ",1981MNRAS.195p...1A,121
121,122,H (HCO)              , 8.29                          ,+/- 0.03   ,mag                  ,182000000000000.0,0.473,+/- 1.33E-02 ,Jy                   ,"Broad-band
","70.1"" aperture                          ",1981MNRAS.195p...1A,122
122,123,H (HCO)              , 8.50                          ,+/- 0.03   ,mag                  ,182000000000000.0,0.39,+/- 1.09E-02 ,Jy                   ,"Broad-band
","55.8"" aperture                          ",1981MNRAS.195p...1A,123
123,124,H_2 1-0 S(1) (VLT)   , 1.52E-18                      ,+/- 0.06E-18 ,W m^-2^              ,141000000000000.0,152000000.0,+/- 6.00E+06 ,Jy                   ,"Line
","Flux extracted in 1"" length of 1"" slit  ",2005ApJ...633..105D,124
124,125,K_s (AAT)            , 7.31                          ,           ..., mag                 ,140000000000000.0,0.794,    ...      ,Jy                   ,"Broad-band
",                                        ,2009AJ....137.4487B,125
125,126,K (VLT/ISAAC)        , 11.4                          ,           ...,mag                  ,139000000000000.0,0.0184,    ...      ,Jy                   ,"Broad-band
","Mag extracted in 1"" length of 1"" slit   ",2005ApJ...633..105D,126
126,127,K_s (2MASS)          , 10.13                         ,           ...,mag                  ,138000000000000.0,0.0592,    ...      ,Jy                   ,"Broad-band
",AGN magnitude                           ,2006A&A...453..863P,127
