,No.,Observed Passband,Measurement,Uncertainty,Units,Freq (Hz),Measurement.1,Uncertainty.1,Units.1,Mode,Aperture/Qualifiers,Reference Code,No..1
131,132,7530A                ,1.281,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,398000000000000.0,0.0128,+/- 6.41E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,132
132,133,i (KPNO)             ,10.18,           ...,mag                  ,388000000000000.0,0.213,    ...      ,Jy                   ,"Broad-band
",Host mag; AGN contamination removed     ,2011ApJ...739...57K,133
133,134,7850A                ,1.3090000000000002,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,382000000000000.0,0.0131,+/- 6.55E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,134
134,135,8080A                ,1.305,+/- 10  %  ,10^-26 erg/cm^2/s/Hz ,371000000000000.0,0.0131,+/- 1.30E-03 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,135
135,136,I (MAGNUM)           ,20.83,+/- 0.54   ,milliJy              ,362000000000000.0,0.0208,+/- 5.40E-04 ,Jy                   ,"Broad-band
","8.3"" aperture                           ",2010ApJ...711..461S,136
136,137,8400A                ,1.3430000000000002,+/- 10  %  ,10^-26 erg/cm^2/s/Hz ,357000000000000.0,0.0134,+/- 1.34E-03 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,137
137,138,I (Johnson)          ,37.94,+/- 1.81   ,milliJy              ,333000000000000.0,0.0379,+/- 1.81E-03 ,Jy                   ,"Broad-band
","9.7"" aperture                           ",1983ApJS...52..341M,138
138,139,I (Johnson)          ,50.29,+/- 2.39   ,milliJy              ,333000000000000.0,0.0503,+/- 2.39E-03 ,Jy                   ,"Broad-band
","13.6"" aperture                          ",1983ApJS...52..341M,139
139,140,I (Johnson)          ,54.03,+/- 2.60   ,milliJy              ,333000000000000.0,0.054,+/- 2.60E-03 ,Jy                   ,"Broad-band
","17.7"" aperture                          ",1983ApJS...52..341M,140
140,141,I (Johnson)          ,67.58,+/- 3.23   ,milliJy              ,333000000000000.0,0.0676,+/- 3.23E-03 ,Jy                   ,"Broad-band
","22.9"" aperture                          ",1983ApJS...52..341M,141
141,142,I (Johnson)          ,11.07,           ...,mag                  ,333000000000000.0,0.0836,    ...      ,Jy                   ,"Broad-band
","27.3"" aperture                          ",1968AJ.....73..866W,142
142,143,I (Johnson)          ,10.57,           ...,mag                  ,333000000000000.0,0.133,    ...      ,Jy                   ,"Broad-band
","54.2"" aperture                          ",1968AJ.....73..866W,143
143,144,z (KPNO)             ,9.965,           ...,mag                  ,319000000000000.0,0.226,    ...      ,Jy                   ,"Broad-band
",Host mag; AGN contamination removed     ,2011ApJ...739...57K,144
144,145,J (ESO/SPM)          ,100.1,+/- 6.67   ,milliJy              ,250000000000000.0,0.1,+/- 6.67E-03 ,Jy                   ,"Broad-band
","15"" aperture                            ",1995ApJ...453..616S,145
145,146,J (KPNO)             ,10.95,+/- 0.05   ,mag                  ,244000000000000.0,0.065,+/- 3.07E-03 ,Jy                   ,"Broad-band
","10.3"" aperture                          ",1981ApJ...243..756B,146
146,147,J (KPNO)             ,0.087,+/- 0.002  ,Jy                   ,244000000000000.0,0.087,+/- 2.00E-03 ,Jy                   ,"Broad-band
","15"" aperture                            ",1979ApJ...234..471M,147
147,148,J (2MASS/FLWO)       ,11.059000000000001,+/- 0.004  ,mag                  ,243000000000000.0,0.0601,+/- 2.21E-04 ,Jy                   ,"Broad-band
","4"" aperture                             ",2006AJ....131.1163S,148
148,149,J (2MASS/FLWO)       ,11.265,+/- 0.036  ,mag                  ,243000000000000.0,0.0497,+/- 1.65E-03 ,Jy                   ,"Broad-band
",Profile-fit; Poor quality               ,2006AJ....131.1163S,149
149,150,F_J (total)          ,2.12,+/- 1.53   ,log milliJy          ,241000000000000.0,0.132,+/- 3.41E-02 ,Jy                   ,"Broad-band
",                                        ,1995ApJ...453..616S,150
150,151,J_20 (2MASS LGA)     ,8.782,+/- 0.016  ,mag                  ,240000000000000.0,0.489,+/- 7.26E-03 ,Jy                   ,"Broad-band
", 185.2 x   87.0 arcsec integration area.,2003AJ....125..525J,151
151,152,J_Kron (2MASS LGA)   ,8.708,+/- 0.016  ,mag                  ,240000000000000.0,0.523,+/- 7.77E-03 ,Jy                   ,"Broad-band
", 220.4 x  103.6 arcsec integration area.,2003AJ....125..525J,152
152,153,J_tot (2MASS LGA)    ,8.588,+/- 0.021  ,mag                  ,240000000000000.0,0.584,+/- 1.14E-02 ,Jy                   ,"Broad-band
",                                        ,2003AJ....125..525J,153
153,154,J_14arcsec (2MASS)   ,10.644,+/- 0.015  ,mag                  ,240000000000000.0,0.088,+/- 1.22E-03 ,Jy                   ,"Broad-band
",14.0 x 14.0 arcsec aperture             ,20032MASX.C.......:,154
154,155,J (MAGNUM-MIP)       ,50.0,+/- 30  %  ,milliJy              ,240000000000000.0,0.05,+/- 1.00E-02 ,Jy                   ,"Broad-band
","Nuclear flux; 8.3"" aperture             ",2006ApJ...639...46S,155
155,156,1.25 microns         ,0.068,+/- 10  %  ,Jy                   ,240000000000000.0,0.068,+/- 6.80E-03 ,Jy                   ,"Broad-band
","8.5"" aperture                           ",1978ApJ...226..550R,156
156,157,J (Johnson)          ,54.7,+/- 1.9    ,milliJy              ,238000000000000.0,0.0547,+/- 1.90E-03 ,Jy                   ,"Broad-band
","4.6"" aperture                           ",1983ApJS...52..341M,157
157,158,J (Johnson)          ,104.0,+/- 3.4    ,milliJy              ,238000000000000.0,0.10400000000000001,+/- 3.40E-03 ,Jy                   ,"Broad-band
","18.2"" aperture                          ",1983ApJS...52..341M,158
158,159,J (Johnson)          ,73.2,+/- 2.4    ,milliJy              ,238000000000000.0,0.0732,+/- 2.40E-03 ,Jy                   ,"Broad-band
","9.1"" aperture                           ",1983ApJS...52..341M,159
159,160,J (Johnson)          ,10.5,           ...,mag                  ,238000000000000.0,0.10099999999999999,    ...      ,Jy                   ,"Broad-band
",Low quality data                        ,1968AJ.....73..870P,160
160,161,Pa{beta} (IRTF)      ,3.48e-13,           ...,erg/s/cm^2^          ,234000000000000.0,34800000000.0,    ...      ,Jy-Hz                ,"Line
",                                        ,2010ApJ...724..386K,161
161,162,H' (Johnson)         ,9.96,           ...,mag                  ,193000000000000.0,0.129,    ...      ,Jy                   ,"Broad-band
","13"" aperture;Low quality data           ",1968AJ.....73..866W,162
162,163,H (ESO/SPM)          ,133.1,+/- 8.86   ,milliJy              ,190000000000000.0,0.133,+/- 8.86E-03 ,Jy                   ,"Broad-band
","15"" aperture                            ",1995ApJ...453..616S,163
163,164,H (Johnson)          ,91.4,+/- 2.5    ,milliJy              ,187000000000000.0,0.0914,+/- 2.50E-03 ,Jy                   ,"Broad-band
","9.1"" aperture                           ",1983ApJS...52..341M,164
164,165,H (Johnson)          ,132.3,+/- 1.6    ,milliJy              ,187000000000000.0,0.132,+/- 1.60E-03 ,Jy                   ,"Broad-band
","18.2"" aperture                          ",1983ApJS...52..341M,165
165,166,H (Johnson)          ,69.5,+/- 1.0    ,milliJy              ,187000000000000.0,0.0695,+/- 1.00E-03 ,Jy                   ,"Broad-band
","4.6"" aperture                           ",1983ApJS...52..341M,166
166,167,F160W (HST)          ,7.84,+/- 5   %  , milliJy             ,187000000000000.0,0.00784,+/- 3.92E-04 ,Jy                   ,"Broad-band
",PSF model fitting; nuclear flux         ,2007A&A...476..713K,167
167,168,F_H (total)          ,2.24,+/- 1.65   ,log milliJy          ,184000000000000.0,0.174,+/- 4.50E-02 ,Jy                   ,"Broad-band
",                                        ,1995ApJ...453..616S,168
168,169,1.6 microns          ,0.078,+/- 10  %  ,Jy                   ,184000000000000.0,0.078,+/- 7.90E-03 ,Jy                   ,"Broad-band
","8.5"" aperture                           ",1978ApJ...226..550R,169
169,170,H (MAGNUM-MIP)       ,66.0,+/- 30  %  ,milliJy              ,183000000000000.0,0.066,+/- 1.32E-02 ,Jy                   ,"Broad-band
","Nuclear flux; 8.3"" aperture             ",2006ApJ...639...46S,170
170,171,H_14arcsec (2MASS)   ,9.863999999999999,+/- 0.015  ,mag                  ,182000000000000.0,0.11599999999999999,+/- 1.61E-03 ,Jy                   ,"Broad-band
",14.0 x 14.0 arcsec aperture             ,20032MASX.C.......:,171
171,172,H_tot (2MASS LGA)    ,7.932,+/- 0.024  ,mag                  ,182000000000000.0,0.688,+/- 1.54E-02 ,Jy                   ,"Broad-band
",                                        ,2003AJ....125..525J,172
172,173,H_20 (2MASS LGA)     ,8.101,+/- 0.017  ,mag                  ,182000000000000.0,0.589,+/- 9.29E-03 ,Jy                   ,"Broad-band
", 185.2 x   87.0 arcsec integration area.,2003AJ....125..525J,173
173,174,H_Kron (2MASS LGA)   ,8.039,+/- 0.017  ,mag                  ,182000000000000.0,0.623,+/- 9.84E-03 ,Jy                   ,"Broad-band
", 220.4 x  103.6 arcsec integration area.,2003AJ....125..525J,174
174,175,1.6 microns          ,9.7,+/- 0.2    ,mag                  ,182000000000000.0,0.129,+/- 2.61E-02 ,Jy                   ,"Broad-band
","15.4"" aperture;Low quality data         ",1974MNRAS.169..357P,175
175,176,1.6 microns          ,9.3,+/- 0.2    ,mag                  ,182000000000000.0,0.187,+/- 3.78E-02 ,Jy                   ,"Broad-band
","32"" aperture;Low quality data           ",1974MNRAS.169..357P,176
176,177,1.6 microns          ,9.82,+/- 0.10   ,mag                  ,182000000000000.0,0.11599999999999999,+/- 1.12E-02 ,Jy                   ,"Broad-band
","19.3"" aperture;Low quality data         ",1974MNRAS.169..357P,177
177,178,H (KPNO)             ,10.16,+/- 0.07   ,mag                  ,181000000000000.0,0.0872,+/- 5.81E-03 ,Jy                   ,"Broad-band
","10.3"" aperture                          ",1981ApJ...243..756B,178
178,179,H (KPNO)             ,0.10800000000000001,+/- 0.001  ,Jy                   ,181000000000000.0,0.10800000000000001,+/- 1.00E-03 ,Jy                   ,"Broad-band
","15"" aperture                            ",1979ApJ...234..471M,179
179,180,H (2MASS/FLWO)       ,10.234,+/- 0.008  ,mag                  ,180000000000000.0,0.0825,+/- 6.08E-04 ,Jy                   ,"Broad-band
","4"" aperture                             ",2006AJ....131.1163S,180
180,181,H (2MASS/FLWO)       ,10.527999999999999,+/- 0.043  ,mag                  ,180000000000000.0,0.063,+/- 2.49E-03 ,Jy                   ,"Broad-band
",Profile-fit; Poor quality               ,2006AJ....131.1163S,181
181,182,[Si V] line          ,2.5e-14,+/- 4.0E-15 ,ergs cm^-2^ s^-1^    ,153000000000000.0,2500000000.0,+/- 4.00E+08 ,Jy-Hz                ,"Line
",Nuclear region line                     ,2006ApJ...653.1098R,182
182,183,H_2_ (1-0) S(1) line ,3.061e-14,           ...,erg cm^-2^ s^-1^     ,141000000000000.0,3060000000.0,    ...      ,Jy-Hz                ,"Line
",Nuclear H_2_ gas                        ,2005MNRAS.364.1041R,183
183,184,K_s (2MASS/FLWO)     ,9.731,+/- 0.005  ,mag                  ,139000000000000.0,0.0854,+/- 3.93E-04 ,Jy                   ,"Broad-band
","4"" aperture                             ",2006AJ....131.1163S,184
184,185,K_s (2MASS/FLWO)     ,9.923,+/- 0.027  ,mag                  ,139000000000000.0,0.0716,+/- 1.78E-03 ,Jy                   ,"Broad-band
",Profile-fit; Poor quality               ,2006AJ....131.1163S,185
185,186,K_tot (2MASS LGA)    ,7.638999999999999,+/- 0.029  ,mag                  ,138000000000000.0,0.5870000000000001,+/- 1.59E-02 ,Jy                   ,"Broad-band
",                                        ,2003AJ....125..525J,186
186,187,K_Kron (2MASS LGA)   ,7.739,+/- 0.019  ,mag                  ,138000000000000.0,0.535,+/- 9.45E-03 ,Jy                   ,"Broad-band
", 220.4 x  103.6 arcsec integration area.,2003AJ....125..525J,187
187,188,K_s_14arcsec (2MASS) ,9.42,+/- 0.015  ,mag                  ,138000000000000.0,0.114,+/- 1.58E-03 ,Jy                   ,"Broad-band
",14.0 x 14.0 arcsec aperture             ,20032MASX.C.......:,188
188,189,K_20 (2MASS LGA)     ,7.8020000000000005,+/- 0.017  ,mag                  ,138000000000000.0,0.505,+/- 7.97E-03 ,Jy                   ,"Broad-band
", 185.2 x   87.0 arcsec integration area.,2003AJ....125..525J,189
189,190,F_K (total)          ,2.25,+/- 1.66   ,log milliJy          ,137000000000000.0,0.17800000000000002,+/- 4.60E-02 ,Jy                   ,"Broad-band
",                                        ,1995ApJ...453..616S,190
190,191,2.2 microns          ,9.4,+/- 0.2    ,mag                  ,136000000000000.0,0.10800000000000001,+/- 2.18E-02 ,Jy                   ,"Broad-band
","15.4"" aperture;Low quality data         ",1974MNRAS.169..357P,191
191,192,2.2 microns          ,9.39,+/- 0.07   ,mag                  ,136000000000000.0,0.109,+/- 7.24E-03 ,Jy                   ,"Broad-band
","19.3"" aperture                          ",1974MNRAS.169..357P,192
192,193,2.2 microns          ,0.15,+/- 0.03   ,Jy                   ,136000000000000.0,0.15,+/- 3.00E-02 ,Jy                   ,"Broad-band
",                                        ,1970ApJ...159L.165K,193
193,194,2.2 microns          ,8.93,+/- 0.12   ,mag                  ,136000000000000.0,0.166,+/- 1.94E-02 ,Jy                   ,"Broad-band
","32"" aperture;Low quality data           ",1974MNRAS.169..357P,194
194,195,K                    ,1.0,+/- 0.3    ,Jy                   ,136000000000000.0,1.0,+/- 3.00E-01 ,Jy                   ,"Broad-band
",                                        ,1970ApJ...161L.203K,195
195,196,K (MAGNUM-MIP)       ,60.0,+/- 30  %  ,milliJy              ,136000000000000.0,0.06,+/- 1.20E-02 ,Jy                   ,"Broad-band
","Nuclear flux; 8.3"" aperture             ",2006ApJ...639...46S,196
196,197,K (ESO/SPM)          ,124.6,+/- 8.30   ,milliJy              ,136000000000000.0,0.125,+/- 8.30E-03 ,Jy                   ,"Broad-band
","15"" aperture                            ",1995ApJ...453..616S,197
197,198,2.2 microns          ,0.078,+/- 10  %  ,Jy                   ,135000000000000.0,0.078,+/- 7.80E-03 ,Jy                   ,"Broad-band
","8.5"" aperture                           ",1978ApJ...226..550R,198
198,199,K (Johnson)          ,68.8,+/- 1.3    ,milliJy              ,135000000000000.0,0.0688,+/- 1.30E-03 ,Jy                   ,"Broad-band
","4.6"" aperture                           ",1983ApJS...52..341M,199
199,200,K (Johnson)          ,118.9,+/- 2.0    ,milliJy              ,135000000000000.0,0.11900000000000001,+/- 2.00E-03 ,Jy                   ,"Broad-band
","18.2"" aperture                          ",1983ApJS...52..341M,200
200,201,2.2 microns          ,0.15,+/- 0.05   ,Jy                   ,135000000000000.0,0.15,+/- 5.00E-02 ,Jy                   ,"Broad-band
","6"" aperture                             ",1972ApJ...176L..95R,201
201,202,K (Johnson)          ,9.2,           ...,mag                  ,135000000000000.0,0.139,    ...      ,Jy                   ,"Broad-band
",Low quality data                        ,1968AJ.....73..870P,202
202,203,K (Johnson)          ,87.9,+/- 1.5    ,milliJy              ,135000000000000.0,0.0879,+/- 1.50E-03 ,Jy                   ,"Broad-band
","9.1"" aperture                           ",1983ApJS...52..341M,203
203,204,K (Johnson)          ,9.2,           ...,mag                  ,135000000000000.0,0.139,    ...      ,Jy                   ,"Broad-band
","10"" aperture                            ",1988VIrPh.C...0000d,204
204,205,K (Johnson)          ,9.2,           ...,mag                  ,135000000000000.0,0.139,    ...      ,Jy                   ,"Broad-band
","16"" aperture                            ",1988VIrPh.C...0000d,205
205,206,K (KPNO)             ,9.7,+/- 0.10   ,mag                  ,135000000000000.0,0.0812,+/- 7.83E-03 ,Jy                   ,"Broad-band
","10.3"" aperture                          ",1981ApJ...243..756B,206
206,207,K (KPNO)             ,0.10300000000000001,+/- 0.001  ,Jy                   ,135000000000000.0,0.10300000000000001,+/- 1.00E-03 ,Jy                   ,"Broad-band
","15"" aperture                            ",1979ApJ...234..471M,207
207,208,F222M (HST)          ,16.6,+/- 5   %  , milliJy             ,135000000000000.0,0.0166,+/- 8.30E-04 ,Jy                   ,"Broad-band
",PSF model fitting; nuclear flux         ,2007A&A...476..713K,208
208,209,3.4 microns          ,0.24,+/- 0.03   ,Jy                   ,88200000000000.0,0.24,+/- 3.00E-02 ,Jy                   ,"Broad-band
",                                        ,1970ApJ...159L.165K,209
209,210,3.5 microns          ,0.24,+/- 0.05   ,Jy                   ,85700000000000.0,0.24,+/- 5.00E-02 ,Jy                   ,"Broad-band
","6"" aperture                             ",1972ApJ...176L..95R,210
210,211,3.5 microns          ,8.9,+/- 0.1    ,mag                  ,85700000000000.0,0.0771,+/- 7.44E-03 ,Jy                   ,"Broad-band
","8.4"" aperture                           ",1976ApJ...205...44S,211
211,212,L (Johnson)          ,7.3,           ...,mag                  ,84700000000000.0,0.34600000000000003,    ...      ,Jy                   ,"Broad-band
",Low quality data                        ,1968AJ.....73..870P,212
212,213,L (Johnson)          ,78.3,+/- 4.4    ,milliJy              ,84700000000000.0,0.0783,+/- 4.40E-03 ,Jy                   ,"Broad-band
","4.6"" aperture                           ",1983ApJS...52..341M,213
213,214,L (Johnson)          ,104.1,+/- 7.9    ,milliJy              ,84700000000000.0,0.10400000000000001,+/- 7.90E-03 ,Jy                   ,"Broad-band
","18.2"" aperture                          ",1983ApJS...52..341M,214
214,215,L (Johnson)          ,90.7,+/- 5.3    ,milliJy              ,84700000000000.0,0.0907,+/- 5.30E-03 ,Jy                   ,"Broad-band
","9.1"" aperture                           ",1983ApJS...52..341M,215
215,216,L (Johnson)          ,7.4,           ...,mag                  ,84700000000000.0,0.316,    ...      ,Jy                   ,"Broad-band
","10"" aperture                            ",1988VIrPh.C...0000d,216
216,217,3.6 microns (IRAC)   ,76079.0,+/- 9.0773E-01 ,microJy              ,84400000000000.0,0.0761,+/- 9.08E-07 ,Jy                   ,"Broad-band
","5.8"" aperture                           ",2013SSTSLC4.2....0C,217
217,218,3.6 microns (IRAC)   ,53517.0,+/- 5.3405E-01 ,microJy              ,84400000000000.0,0.0535,+/- 5.34E-07 ,Jy                   ,"Broad-band
","3.8"" aperture                           ",2013SSTSLC4.2....0C,218
218,219,3.6 microns (IRAC)   ,8.48,+/- 0.06   ,mag                  ,84400000000000.0,0.114,+/- 6.30E-03 ,Jy                   ,"Broad-band
",                                        ,2010ApJS..187..172G,219
219,220,3.6 microns          ,0.071,+/- 10  %  ,Jy                   ,83300000000000.0,0.071,+/- 7.10E-03 ,Jy                   ,"Broad-band
","8.5"" aperture                           ",1978ApJ...226..550R,220
220,221,L' (KPNO)            ,0.09300000000000001,+/- 0.005  ,Jy                   ,82100000000000.0,0.093,+/- 5.00E-03 ,Jy                   ,"Broad-band
","15"" aperture                            ",1979ApJ...234..471M,221
221,222,4.5 microns (IRAC)   ,82568.0,+/- 1.4124E+00 ,microJy              ,66700000000000.0,0.0826,+/- 1.41E-06 ,Jy                   ,"Broad-band
","5.8"" aperture                           ",2013SSTSLC4.2....0C,222
222,223,4.5 microns (IRAC)   ,63581.0,+/- 8.2309E-01 ,microJy              ,66700000000000.0,0.0636,+/- 8.23E-07 ,Jy                   ,"Broad-band
","3.8"" aperture                           ",2013SSTSLC4.2....0C,223
223,224,4.5 microns (IRAC)   ,8.16,+/- 0.06   ,mag                  ,66700000000000.0,0.0979,+/- 5.41E-03 ,Jy                   ,"Broad-band
",                                        ,2010ApJS..187..172G,224
224,225,M (KPNO)             ,0.102,           ...,Jy                   ,64500000000000.0,0.102,    ...      ,Jy                   ,"Broad-band
","15"" aperture;Low quality data           ",1979ApJ...234..471M,225
225,226,M (Johnson)          ,71.7,+/- 26.9   ,milliJy              ,62500000000000.0,0.0717,+/- 2.69E-02 ,Jy                   ,"Broad-band
","4.6"" aperture                           ",1983ApJS...52..341M,226
226,227,5.8 microns (IRAC)   ,77817.0,+/- 1.2260E+02 ,microJy              ,52300000000000.0,0.0778,+/- 1.23E-04 ,Jy                   ,"Broad-band
","3.8"" aperture                           ",2013SSTSLC4.2....0C,227
227,228,5.8 microns (IRAC)   ,112760.0,+/- 9.8659E+01 ,microJy              ,52300000000000.0,0.113,+/- 9.87E-05 ,Jy                   ,"Broad-band
","5.8"" aperture                           ",2013SSTSLC4.2....0C,228
228,229,5.8 microns (IRAC)   ,7.18,+/- 0.06   ,mag                  ,52300000000000.0,0.154,+/- 8.53E-03 ,Jy                   ,"Broad-band
",                                        ,2010ApJS..187..172G,229
229,230,6 microns (ISO)      ,0.1518,           ...,Jy                   ,50000000000000.0,0.152,    ...      ,Jy                   ,"Broad-band
",                                        ,2004A&A...418..465L,230
230,231,PAH 6.2 microns IRS  ,1.6e-12,           ...,erg/s/cm^2^          ,48400000000000.0,160000000000.0,    ...      ,Jy-Hz                ,"Line
",                                        ,2009ApJ...697..182T,231
231,232,PAH 6.2 (Spitzer)    ,2.3999999999999997e-19,+/- 0.5E-20 ,W/cm^2^              ,48400000000000.0,240000000.0,+/- 5.00E+06 ,Jy-Hz                ,"Line
",                                        ,2009ApJ...701..658W,232
232,233,6.2 microns (IRS)    ,3.29e-15,+/- 16E-17 ,W/m^2^               ,48400000000000.0,329000000000.0,+/- 1.60E+10 ,Jy-Hz                ,"Line
",                                        ,2010ApJS..187..172G,233
233,234,PAH 6.2 (Spitzer)    ,1.503e-19,           ...,W/cm^2^              ,48400000000000.0,150000000000.0,    ...      ,Jy-Hz                ,"Line
",                                        ,2011ApJ...730...19S,234
234,235,LW2 (ISOCAM)         ,278.0,+/- 14     , milliJy             ,44400000000000.0,0.278,+/- 1.40E-02 ,Jy                   ,"Broad-band
",                                        ,2007AJ....134.2006R,235
235,236,7.4 microns (IRS)    ,5.720000000000001e-15,+/- 62E-17 ,W/m^2^               ,40500000000000.0,572000000000.0,+/- 6.20E+10 ,Jy-Hz                ,"Line
",                                        ,2010ApJS..187..172G,236
236,237,7.6 microns (IRS)    ,3.7e-15,+/- 30E-17 ,W/m^2^               ,39400000000000.0,370000000000.0,+/- 3.00E+10 ,Jy-Hz                ,"Line
",                                        ,2010ApJS..187..172G,237
237,238,7.7 microns Spitzer  ,484.8,           ...,milliJy              ,38900000000000.0,0.485,    ...      ,Jy                   ,"Broad-band
",                                        ,2011ApJ...730...19S,238
238,239,7.8 microns (IRS)    ,5.06e-15,+/- 22E-17 ,W/m^2^               ,38400000000000.0,506000000000.0,+/- 2.20E+10 ,Jy-Hz                ,"Line
",                                        ,2010ApJS..187..172G,239
239,240,8.0 microns (IRAC)   ,5.36,+/- 0.04   ,mag                  ,38100000000000.0,0.46,+/- 1.70E-02 ,Jy                   ,"Broad-band
",                                        ,2010ApJS..187..172G,240
240,241,8.3 microns (IRS)    ,1.6399999999999998e-15,+/- 14E-17 ,W/m^2^               ,36100000000000.0,164000000000.0,+/- 1.40E+10 ,Jy-Hz                ,"Line
",                                        ,2010ApJS..187..172G,241
241,242,8.6 microns (IRS)    ,2.3899999999999998e-15,+/- 12E-17 ,W/m^2^               ,34900000000000.0,239000000000.0,+/- 1.20E+10 ,Jy-Hz                ,"Line
",                                        ,2010ApJS..187..172G,242
242,243,PAH1 (VLT)           ,149.3,+/- 9.3    ,milliJy              ,34900000000000.0,0.149,+/- 9.30E-03 ,Jy                   ,"Broad-band
",Nuclear flux                            ,2014MNRAS.439.1648A,243
243,244,PAH1 (VLT)           ,151.8,+/- 27.7   ,milliJy              ,34900000000000.0,0.152,+/- 2.77E-02 ,Jy                   ,"Broad-band
",Nuclear flux                            ,2014MNRAS.439.1648A,244
244,245,ArIII (VLT)          ,179.6,+/- 11.3   ,milliJy              ,33300000000000.0,0.18,+/- 1.13E-02 ,Jy                   ,"Broad-band
",                                        ,2010A&A...515A..23H,245
245,246,ARIII (VLT)          ,181.8,+/- 4.5    ,milliJy              ,33300000000000.0,0.182,+/- 4.50E-03 ,Jy                   ,"Broad-band
",Nuclear flux                            ,2014MNRAS.439.1648A,246
246,247,LW7 (ISOCAM)         ,355.0,+/- 17     , milliJy             ,31200000000000.0,0.355,+/- 1.70E-02 ,Jy                   ,"Broad-band
",                                        ,2007AJ....134.2006R,247
247,248,N                    ,0.37,+/- 0.10   ,Jy                   ,29400000000000.0,0.37,+/- 1.00E-01 ,Jy                   ,"Broad-band
",                                        ,1970ApJ...161L.203K,248
248,249,10.2 microns         ,3.0,+/- 1      ,Jy                   ,29400000000000.0,3.0,+/- 1.00E+00 ,Jy                   ,"Broad-band
",Low quality data                        ,1970ApJ...159L.165K,249
249,250,N                    ,0.55,+/- 0.10   ,Jy                   ,29400000000000.0,0.55,+/- 1.00E-01 ,Jy                   ,"Broad-band
",                                        ,1970ApJ...161L.203K,250
250,251,N (CTIO)             ,401.0,+/- 15  %  ,milliJy              ,28900000000000.0,0.401,+/- 6.02E-02 ,Jy                   ,"Broad-band
",Nuclear flux                            ,2009ApJ...702.1127R,251
251,252,10.5 microns         ,0.34,+/- 0.06   ,Jy                   ,28600000000000.0,0.34,+/- 6.00E-02 ,Jy                   ,"Broad-band
","6"" aperture                             ",1972ApJ...176L..95R,252
252,253,[S IV] 10.51 (IRS)   ,2.209e-16,+/- 5.5E-18 ,W/m^2^               ,28500000000000.0,22100000000.0,+/- 5.50E+08 ,Jy-Hz                ,"Line
",                                        ,2011ApJ...740...94D,253
253,254,10.6 microns         ,0.28,+/- 0.035  ,Jy                   ,28300000000000.0,0.28,+/- 3.50E-02 ,Jy                   ,"Broad-band
","5.7"" aperture                           ",1978ApJ...226..550R,254
254,255,10.6 microns         ,0.29,           ...,Jy                   ,28300000000000.0,0.29,    ...      ,Jy                   ,"Broad-band
","5.9"" aperture                           ",1979ApJ...229..111L,255
255,256,10.75 microns Gemini ,401.0,+/- 15  %  ,milliJy              ,27900000000000.0,0.401,+/- 6.02E-02 ,Jy                   ,"Broad-band
",                                        ,2011ApJ...731...92R,256
256,257,10.8 microns MIRLIN  ,225.0,+/- 24     ,milliJy              ,27800000000000.0,0.225,+/- 2.40E-02 ,Jy                   ,"Broad-band
","1.5"" diam aperture                      ",2004ApJ...605..156G,257
257,258,11.2 microns (IRS)   ,1.2e-15,+/- 9E-17  ,W/m^2^               ,26800000000000.0,120000000000.0,+/- 9.00E+09 ,Jy-Hz                ,"Line
",                                        ,2010ApJS..187..172G,258
258,259,PAH 11.2 (Spitzer)   ,2.9e-19,+/- 0.6E-20 ,W/cm^2^              ,26800000000000.0,290000000.0,+/- 6.00E+06 ,Jy-Hz                ,"Line
",                                        ,2009ApJ...701..658W,259
259,260,N_prime (VLT)        ,332.3,+/- 6.8    ,milliJy              ,26800000000000.0,0.332,+/- 6.80E-03 ,Jy                   ,"Broad-band
",Nuclear flux                            ,2014MNRAS.439.1648A,260
260,261,11.3 microns (IRS)   ,3.91e-15,+/- 24E-17 ,W/m^2^               ,26500000000000.0,391000000000.0,+/- 2.40E+10 ,Jy-Hz                ,"Line
",                                        ,2010ApJS..187..172G,261
261,262,PAH 11.3 (Spitzer)   ,2.135e-19,           ...,W/cm^2^              ,26500000000000.0,214000000000.0,    ...      ,Jy-Hz                ,"Line
",                                        ,2011ApJ...730...19S,262
262,263,SIC (VLT)            ,341.9,+/- 39.5   ,milliJy              ,25300000000000.0,0.342,+/- 3.95E-02 ,Jy                   ,"Broad-band
",Nuclear flux                            ,2014MNRAS.439.1648A,263
263,264,PAH2ref2 (VLT)       ,320.1,+/- 21.9   ,milliJy              ,25200000000000.0,0.32,+/- 2.19E-02 ,Jy                   ,"Broad-band
",                                        ,2010A&A...515A..23H,264
264,265,PAH2_2 (VLT)         ,318.8,+/- 4.7    ,milliJy              ,25200000000000.0,0.319,+/- 4.70E-03 ,Jy                   ,"Broad-band
",Nuclear flux                            ,2014MNRAS.439.1648A,265
265,266,PAH2_2 (VLT)         ,302.2,+/- 26.2   ,milliJy              ,25200000000000.0,0.302,+/- 2.62E-02 ,Jy                   ,"Broad-band
",Nuclear flux                            ,2014MNRAS.439.1648A,266
