7.209722222222222143e+00	-2.766666666666666785e+01
1.892208333333333314e+01	-3.054527777777778041e+01
8.858333333333332504e+00	6.313000000000000256e+01
5.392925000000000857e+00	-6.975613888888888425e+01
1.400166666666666693e+01	1.450000000000000000e+01
8.791055555555555845e-01	-7.282861111111110120e+01
1.515235833333333382e+01	6.722261111111110665e+01
1.733677499999999938e+01	5.791536111111111040e+01
7.635541666666665783e+00	3.887997222222222149e+01
1.021748888888888906e+01	-1.614611111111111219e+00
1.002583333333333382e+00	-3.370916666666666828e+01
1.058133333333333326e+01	5.191999999999999460e+01
6.693525000000000169e+00	-5.096619444444444724e+01
2.666472222222222133e+00	-3.444916666666666316e+01
1.122466666666666590e+01	2.215166666666666373e+01
1.014113888888888759e+01	1.230638888888888971e+01
9.581500000000000128e+00	1.705138888888889070e+01
1.851750000000000007e+00	-4.444472222222221802e+01
1.974937222222222388e+01	-1.480344444444444463e+01
6.494361111111111029e-01	4.833738888888888852e+01
1.274938888888888844e+00	3.341911111111110699e+01
3.381500000000000061e-01	5.930377777777777482e+01
5.533666666666666734e-01	4.850874999999999915e+01
9.990683333333333138e+00	3.074638888888889099e+01
1.079941666666666578e+00	2.117777777777777981e+00
7.610555555555555962e-01	3.804111111111110688e+01
5.927166666666666694e-01	3.649775000000000347e+01
4.363972222222222141e-01	-1.104433333333333245e+01
7.116194444444443601e-01	4.086527777777777715e+01
2.344215000000000160e+01	5.067572222222221967e+01
8.813888888888888884e-01	4.319583333333333286e+01
1.065277777777777768e+00	2.188499999999999801e+01
1.171416666666666773e+00	4.762805555555555515e+01
2.386286111111111197e+01	2.458249999999999957e+01
7.016666666666666607e-01	4.061666666666666714e+01
7.123194444444443940e-01	4.126905555555555338e+01
1.564136111111111171e+00	3.066022222222222027e+01
6.727999999999999536e-01	4.168530555555555139e+01
2.391324999999999790e+01	4.247083333333333854e+01
1.461111111111111027e+00	2.809027777777777501e+01
2.269711111111111279e+01	-6.441944444444445139e+01
1.109361111111111242e+00	4.480438888888888727e+01
2.347672222222222160e+01	1.474305555555555536e+01
3.255833333333333357e-01	3.504363888888888567e+01
3.282222222222222485e-02	-1.546091666666666598e+01
1.949972222222222484e+01	-1.767805555555555586e+01
2.078105555555555384e+01	-1.284805555555555578e+01
9.267280555555556631e+00	5.284008333333333240e+01
1.006780555555555523e+01	-2.733099999999999952e+01
1.018355555555555547e+01	-4.692777777777777715e+00
1.005191111111111191e+01	-2.615958333333333030e+01
3.736111111111110883e-02	4.508888888888888857e+01
1.000002777777777752e+01	5.332222222222221752e+00
1.026650000000000063e+01	6.805944444444444130e+00
1.222321388888888904e+01	2.992188888888889053e+01
7.008138888888888474e+00	-4.208333333333333925e+00
1.622998611111110989e+01	5.437116666666666731e+01
2.587666666666666448e-01	-3.217994444444444468e+01
4.426027777777777894e-01	-4.185530555555556020e+01
2.204486388888889081e+01	-5.129644444444443963e+01
1.297789999999999999e+01	1.421749999999999936e+01
1.411958888888888985e+01	3.506036111111110642e+01
9.148555555555555330e-01	-3.768438888888888272e+01
2.482222222222222330e-01	-3.919663888888888437e+01
2.344097777777777836e+01	-3.238875000000000171e+01
1.426570000000000071e+01	2.305527777777777843e+01
1.231279444444444593e+01	-7.972605555555556123e+01
1.778579722222222514e+01	-6.464175000000000182e+01
2.375945000000000107e+01	3.871769444444444730e+01
1.351233333333333420e+01	5.490999999999999659e+01
1.390931944444444568e+01	4.243000000000000327e+00
1.184805555555555578e+01	3.888027777777777771e+01
1.246136111111110978e+01	4.349555555555555486e+01
1.441205555555555584e+01	4.452577777777777612e+01
2.947761111111111276e+00	5.891163888888888778e+01
2.698616666666667108e+00	5.960427777777778147e+01
1.224942222222222199e+01	3.621883333333333610e+01
1.226088055555555556e+01	3.632688888888889522e+01
3.996750000000000025e+00	6.713850000000000762e+01
1.220254444444444353e+01	3.616919444444444309e+01
2.902352777777777781e+00	5.900530555555555878e+01
2.409499999999999975e+00	5.601194444444444542e+01
2.457472222222222502e+00	5.748786111111111552e+01
2.928525000000000045e+00	5.886038888888889176e+01
2.593463888888889013e+00	5.937875000000000369e+01
2.609850000000000225e+00	5.965491666666666504e+01
4.534694444444443917e+00	6.361361111111111200e+01
1.366495000000000104e+01	4.073908333333333331e+01
4.513627777777777794e+00	6.484794444444443684e+01
1.523717777777777727e+01	-4.680794444444444480e+01
1.264446111111111115e+01	3.276680555555555685e+01
1.160171666666666646e+01	4.528363888888888766e+01
3.753494444444444245e+00	6.786402777777777828e+01
1.279055555555555479e+01	-7.757138888888889028e+01
7.481850000000000556e+00	6.921577777777777385e+01
7.569861111111110930e+00	6.687972222222221319e+01
1.223044999999999938e+01	-3.823136111111111290e+01
1.391351944444444477e+01	3.583741666666666958e+01
8.617499999999999716e+00	6.977527777777777374e+01
1.157505555555555565e+00	3.571813888888888755e+01
5.237591666666666868e+00	6.258000000000000540e+01
3.780138888888888715e+00	6.809636111111110779e+01
2.100777777777778077e+00	6.899972222222221774e+01
7.614277777777777700e+00	6.560255555555555418e+01
4.885305555555555124e+00	6.709916666666666174e+01
8.303333333333333677e-01	-2.101500000000000057e+01
6.796055555555555294e+00	8.012388888888888516e+01
