8.318049999999999500e+00	7.072002777777777283e+01
1.336600277777777812e+01	-3.663025000000000375e+01
1.362751388888889004e+01	-4.284697222222222734e+01
1.375013888888888935e+01	-4.186111111111111427e+01
8.224888888888888250e-01	-1.807541666666666558e+01
9.752777777777778212e+00	6.876500000000000057e+01
8.400888888888888850e-01	-1.990672222222222132e+01
4.546969444444444619e+00	7.188311111111110563e+01
1.382152777777777786e+01	-3.606344444444444264e+01
1.356221666666666792e+01	-4.815116666666666845e+01
1.305933333333333479e+01	-4.658500000000000085e+01
9.836258333333333326e+00	6.750674999999999670e+01
1.008511111111111092e+01	6.655888888888888744e+01
9.931313888888888997e+00	6.967938888888889437e+01
1.321921111111111102e+01	-4.488994444444444554e+01
8.398638888888887877e+00	7.103222222222221660e+01
9.787627777777776927e+00	6.791638888888888914e+01
8.568666666666667098e+00	6.618166666666667197e+01
1.309096666666666664e+01	-4.946822222222222365e+01
