,Name,obs Mode,J2000_RA,J2000_Dec
100,Field3,Point,326.1667,-40.8333
113,Field3,Point,326.1667,-40.8333
107,Field3,Point,326.1667,-40.8333
118,Field3,Point,326.1667,-40.8333
128,GRO J1008-57,Point,152.4421,-58.2919
115,GRO J1008-57,Point,152.4421,-58.2919
95,GRO J1008-57,Point,152.4421,-58.2919
110,GRO J1008-57,Point,152.4421,-58.2919
88,GRO J1008-57,Point,152.4421,-58.2919
64,GRS 1915+105,Point,288.7981,10.9458
56,GRS 1915+105,Point,288.7981,10.9458
73,GRS 1915+105,Point,288.7981,10.9458
44,GRS 1915+105,Point,288.7981,10.9458
52,GRS 1915+105,Point,288.7981,10.9458
35,GRS 1915+105,Point,288.7981,10.9458
91,GRS 1915+105,Point,288.7981,10.9458
15,GRS 1915+105,Point,288.7981,10.9458
82,GRS 1915+105,Point,288.7981,10.9458
25,GRS 1915+105,Point,288.7981,10.9458
9,GRS 1915+105,Point,288.7981,10.9458
89,GRS 1915+105,Point,288.7981,10.9458
54,M87,Point,187.7042,12.3911
57,MAXI J1348-630,Point,207.053,-63.2741
12,MAXI J1348-630,Point,207.0534,-63.2746
104,MAXI J1348-630,Point,207.0535,-63.2746
16,MAXI J1348-630,Point,207.0535,-63.2746
65,MAXI J1348-630,Point,207.053,-63.2741
90,MAXI J1348-630,Point,207.0535,-63.2746
72,MAXI J1348-630,Point,207.053,-63.2741
127,MAXI J1348-630,Point,207.0535,-63.2746
74,MAXI J1348-630,Point,207.053,-63.2741
55,MAXI J1348-630,Point,207.053,-63.2741
33,MAXI J1348-630,Point,207.0535,-63.2746
86,MAXI J1348-630,Point,207.0535,-63.2746
83,MAXI J1348-630,Point,207.0535,-63.2746
51,MAXI J1348-630,Point,207.053,-63.2741
81,MAXI J1348-630,Point,207.0535,-63.2746
45,MAXI J1348-630,Point,207.053,-63.2741
23,MAXI J1348-630,Point,207.0535,-63.2746
42,MAXI J1348-630,Point,207.0535,-63.2746
26,MAXI J1348-630,Point,207.0535,-63.2746
36,MAXI J1348-630,Point,207.0535,-63.2746
114,MAXI J1348-630,Point,207.0535,-63.2746
111,NGC 6101,Point,246.5,-73
105,NGC 6101,Point,246.5,-73
92,NGC 6101,Point,246.5,-73
98,NGC 6101,Point,246.5,-73
116,NGC 6101,Point,246.5,-73
99,NGC 6744,Point,287,-64.5
93,NGC 6744,Point,287,-64.5
106,NGC 6744,Point,287,-64.5
112,NGC 6744,Point,287,-64.5
117,NGC 6744,Point,287,-64.5
,Name,obs Mode,J2000_RA,J2000_Dec
45,4U1901+03,Point,285.9046,3.1919
24,4U1901+03,Point,285.9046,3.1919
87,4U1901+03,Point,285.9046,3.1919
69,4U1901+03,Point,285.9046,3.1919
96,4U1901+03,Point,285.9046,3.1919
33,4U1901+03,Point,285.9046,3.1919
105,4U1901+03,Point,285.9046,3.1919
60,4U1901+03,Point,285.9046,3.1919
15,4U1901+03,Point,285.9046,3.1919
78,4U1901+03,Point,285.9046,3.1919
122,4U1901+03,Point,285.9046,3.1919
3,4U1901+03,Point,285.9046,3.1919
113,4U1901+03,Point,285.9046,3.1919
109,BLANK_SKY10,Point,345.6353,27.1995
48,BLANK_SKY14,Point,258.4627,57.472
110,BLANK_SKY15,Point,142.4784,5.7199
49,BLANK_SKY15,Point,142.4784,5.7199
111,BLANK_SKY16,Point,176.7384,-20.6881
50,BLANK_SKY16,Point,176.7384,-20.6881
112,BLANK_SKY19,Point,151.749,2.1364
46,BLANK_SKY5,Point,352.7624,-70.3217
47,BLANK_SKY6,Point,322.5919,-23.0951
108,BLANK_SKY6,Point,322.5919,-23.0951
52,Cyg X-3,Point,308.1074,40.9577
123,Cyg X-3,Point,308.1074,40.9577
71,Cyg X-3,Point,308.1074,40.9577
34,Cyg X-3,Point,308.1074,40.9577
62,Cyg X-3,Point,308.1074,40.9577
80,Cyg X-3,Point,308.1074,40.9577
1,Cyg X-3,Point,308.1074,40.9577
5,Cyg X-3,Point,308.1074,40.9577
114,Cyg X-3,Point,308.1074,40.9577
106,Cyg X-3,Point,308.1074,40.9577
98,Cyg X-3,Point,308.1074,40.9577
16,Cyg X-3,Point,308.1074,40.9577
89,Cyg X-3,Point,308.1074,40.9577
44,Cyg X-3,Point,308.1074,40.9577
25,Cyg X-3,Point,308.1074,40.9577
61,GRS 1915+105,Point,288.7981,10.9458
79,GRS 1915+105,Point,288.7981,10.9458
53,GRS 1915+105,Point,288.7981,10.9458
107,GRS 1915+105,Point,288.7981,10.9458
70,GRS 1915+105,Point,288.7981,10.9458
115,GRS 1915+105,Point,288.7981,10.9458
97,GRS 1915+105,Point,288.7981,10.9458
88,GRS 1915+105,Point,288.7981,10.9458
124,GRS 1915+105,Point,288.7981,10.9458
4,GRS 1915+105,Point,288.7981,10.9458
42,M87,Point,187.7042,12.3911
36,M87,Point,187.7042,12.3911
2,MAXI J1348-630,Point,207.053,-63.2741
6,MAXI J1348-630,Point,207.053,-63.2741
51,MAXI J1348-630,Point,207.053,-63.2741
17,MAXI J1348-630,Point,207.053,-63.2741
43,MAXI J1348-630,Point,207.053,-63.2741
26,MAXI J1348-630,Point,207.053,-63.2741
35,MAXI J1348-630,Point,207.053,-63.2741
,Name,obs Mode,J2000_RA,J2000_Dec
141,4U1901+03,Point,285.9046,3.1919
45,4U1901+03,Point,285.9046,3.1919
52,4U1901+03,Point,285.9046,3.1919
63,4U1901+03,Point,285.9046,3.1919
18,4U1901+03,Point,285.9046,3.1919
65,4U1901+03,Point,285.9046,3.1919
36,4U1901+03,Point,285.9046,3.1919
130,4U1901+03,Point,285.9046,3.1919
110,4U1901+03,Point,285.9046,3.1919
27,4U1901+03,Point,285.9046,3.1919
14,4U1901+03,Point,285.9046,3.1919
118,4U1901+03,Point,285.9046,3.1919
98,4U1901+03,Point,285.9046,3.1919
20,BLANK_SKY12,Point,129.9525,4.7236
77,BLANK_SKY12,Point,129.9525,4.7236
21,BLANK_SKY14,Point,258.4627,57.472
78,BLANK_SKY15,Point,142.4784,5.7199
22,BLANK_SKY16,Point,176.7384,23.0906
133,BLANK_SKY16,Point,176.7384,-20.6881
79,BLANK_SKY16,Point,176.7384,-20.6881
80,BLANK_SKY20,Point,145.0792,23.0907
23,BLANK_SKY20,Point,145.0792,23.0907
134,BLANK_SKY20,Point,145.0792,23.0907
76,BLANK_SKY4,Point,327.119,-42.4725
19,BLANK_SKY5,Point,352.7624,-70.3217
131,Cyg X-3,Point,308.1074,40.9577
127,Cyg X-3,Point,308.1074,40.9577
2,GRS 1915+105,Point,288.7981,10.9458
128,GRS 1915+105,Point,288.7981,10.9458
51,M87,Point,187.7042,12.3911
132,MAXI J1348-630,Point,207.053,-63.2741
111,MAXI J1348-630,Point,207.053,-63.2741
15,MAXI J1348-630,Point,207.053,-63.2741
129,MAXI J1348-630,Point,207.053,-63.2741
99,MAXI J1348-630,Point,207.053,-63.2741
35,MAXI J1348-630,Point,207.053,-63.2741
1,MAXI J1348-630,Point,207.053,-63.2741
75,MAXI J1348-630,Point,207.053,-63.2741
88,MAXI J1348-630,Point,207.053,-63.2741
64,MAXI J1348-630,Point,207.053,-63.2741
24,MAXI J1348-630,Point,207.053,-63.2741
53,MAXI J1348-630,Point,207.053,-63.2741
46,MAXI J1348-630,Point,207.053,-63.2741
44,MAXI J1348-630,Point,207.053,-63.2741
12,MAXI J1631-479,Point,247.7667,-47.92
25,MAXI J1631-479,Point,247.7667,-47.92
43,MAXI J1631-479,Point,247.7667,-47.92
16,MAXI J1631-479,Point,247.7667,-47.92
13,Swift J1728.9-3613,Point,262.245,-36.2255
26,Swift J1728.9-3613,Point,262.245,-36.2255
17,Swift J1728.9-3613,Point,262.245,-36.2255
,Name,obs Mode,J2000_RA,J2000_Dec
57,4U 1608-52,Point,243.179,-52.423
60,4U 1728-34,Point,262.9905,-33.834
88,4U1901+03,Point,285.9046,3.1919
58,4U1901+03,Point,285.9046,3.1919
76,Crab,Point,83.6331,22.0145
6,GX 301-2,Point,186.6565,-62.7703
36,Her X-1,Point,254.4575,35.3423
52,MAXI J1348-630,Point,207.053,-63.2741
55,MAXI J1348-630,Point,207.053,-63.2741
43,MAXI J1348-630,Point,207.053,-63.2741
33,MAXI J1348-630,Point,207.053,-63.2741
40,MAXI J1348-630,Point,207.053,-63.2741
30,MAXI J1348-630,Point,207.053,-63.2741
49,MAXI J1348-630,Point,207.053,-63.2741
46,MAXI J1348-630,Point,207.053,-63.2741
27,MAXI J1348-630,Point,207.053,-63.2741
61,MAXI J1348-630,Point,207.053,-63.2741
24,MAXI J1348-630,Point,207.053,-63.2741
37,MAXI J1348-630,Point,207.053,-63.2741
21,MAXI J1348-630,Point,207.053,-63.2741
64,MAXI J1348-630,Point,207.053,-63.2741
67,MAXI J1348-630,Point,207.053,-63.2741
18,MAXI J1348-630,Point,207.053,-63.2741
70,MAXI J1348-630,Point,207.053,-63.2741
85,MAXI J1348-630,Point,207.053,-63.2741
14,MAXI J1348-630,Point,207.053,-63.2741
73,MAXI J1348-630,Point,207.053,-63.2741
12,MAXI J1348-630,Point,207.053,-63.2741
4,MAXI J1348-630,Point,207.053,-63.2741
8,MAXI J1348-630,Point,207.053,-63.2741
77,MAXI J1348-630,Point,207.053,-63.2741
1,MAXI J1631-479,Point,247.7667,-47.92
86,MAXI J1631-479,Point,247.7667,-47.92
39,MAXI J1631-479,Point,247.7667,-47.92
51,MAXI J1631-479,Point,247.7667,-47.92
78,MAXI J1631-479,Point,247.7667,-47.92
32,MAXI J1631-479,Point,247.7667,-47.92
20,MAXI J1631-479,Point,247.7667,-47.92
74,MAXI J1631-479,Point,247.7667,-47.92
15,MAXI J1631-479,Point,247.7667,-47.92
26,MAXI J1631-479,Point,247.7667,-47.92
68,MAXI J1631-479,Point,247.7667,-47.92
62,MAXI J1631-479,Point,247.7667,-47.92
10,MAXI J1631-479,Point,247.7667,-47.92
45,MAXI J1631-479,Point,247.7667,-47.92
2,Swift J1728.9-3613,Point,262.245,-36.2255
48,Swift J1728.9-3613,Point,262.245,-36.2255
11,Swift J1728.9-3613,Point,262.245,-36.2255
29,Swift J1728.9-3613,Point,262.245,-36.2255
71,Swift J1728.9-3613,Point,262.245,-36.2255
16,Swift J1728.9-3613,Point,262.245,-36.2255
35,Swift J1728.9-3613,Point,262.245,-36.2255
87,Swift J1728.9-3613,Point,262.245,-36.2255
65,Swift J1728.9-3613,Point,262.245,-36.2255
54,Swift J1728.9-3613,Point,262.245,-36.2255
23,Swift J1728.9-3613,Point,262.245,-36.2255
75,Swift J1728.9-3613,Point,262.245,-36.2255
42,Swift J1728.9-3613,Point,262.245,-36.2255
7,Tycho,Point,6.3083,64.1443
5,Tycho,Point,6.3083,64.1443
,Name,obs Mode,J2000_RA,J2000_Dec
3,BLANK_SKY2,Point,57.3952,-24.3781
2,BLANK_SKY20,Point,145.0792,23.0907
8,BLANK_SKY3,Point,50.3109,-57.196
33,Cas A,Point,350.85,58.815
50,Crab,Point,83.6331,22.0145
5,Her X-1,Point,254.4575,35.3423
58,Her X-1,Point,254.4575,35.3423
26,Her X-1,Point,254.4575,35.3423
20,Her X-1,Point,254.4575,35.3423
30,MAXI J1348-630,Point,207.053,-63.2741
28,MAXI J1348-630,Point,207.053,-63.2741
19,MAXI J1348-630,Point,207.053,-63.2741
25,MAXI J1348-630,Point,207.053,-63.2741
41,MAXI J1348-630,Point,207.053,-63.2741
23,MAXI J1348-630,Point,207.053,-63.2741
21,MAXI J1348-630,Point,207.053,-63.2741
34,MAXI J1348-630,Point,207.053,-63.2741
48,MAXI J1348-630,Point,207.053,-63.2741
59,MAXI J1348-630,Point,207.053,-63.2741
32,MAXI J1348-630,Point,207.053,-63.2741
15,MAXI J1348-630,Point,207.053,-63.2741
13,MAXI J1348-630,Point,207.053,-63.2741
51,MAXI J1348-630,Point,207.053,-63.2741
11,MAXI J1348-630,Point,207.053,-63.2741
9,MAXI J1348-630,Point,207.053,-63.2741
54,MAXI J1348-630,Point,207.053,-63.2741
6,MAXI J1348-630,Point,207.053,-63.2741
4,MAXI J1348-630,Point,207.053,-63.2741
17,MAXI J1348-630,Point,207.053,-63.2741
42,MAXI J1631-479,Point,247.7667,-47.92
52,MAXI J1631-479,Point,247.7667,-47.92
35,MAXI J1631-479,Point,247.7667,-47.92
55,MAXI J1631-479,Point,247.7667,-47.92
49,MAXI J1631-479,Point,247.7667,-47.92
29,MAXI J1631-479,Point,247.7667,-47.92
27,MAXI J1631-479,Point,247.7667,-47.92
31,MAXI J1631-479,Point,247.7667,-47.92
22,MAXI J1631-479,Point,247.7667,-47.92
24,MAXI J1631-479,Point,247.7667,-47.92
53,Swift J1728.9-3613,Point,262.245,-36.2255
56,Swift J1728.9-3613,Point,262.245,-36.2255
18,Swift_J0243.6+6124,Point,40.918,61.4341
14,Swift_J0243.6+6124,Point,40.918,61.4341
12,Swift_J0243.6+6124,Point,40.918,61.4341
10,Swift_J0243.6+6124,Point,40.918,61.4341
7,Swift_J0243.6+6124,Point,40.918,61.4341
1,Swift_J0243.6+6124,Point,40.918,61.4341
16,Swift_J0243.6+6124,Point,40.918,61.4341
,Name,obs Mode,J2000_RA,J2000_Dec
46,AO 0535+26,Point,84.7274,26.3158
8,BLANK_SKY1,Point,49.5352,-7.315
43,BLANK_SKY1,Point,49.5352,-7.315
9,BLANK_SKY12,Point,129.9525,4.7236
10,BLANK_SKY15,Point,142.4784,5.7199
44,BLANK_SKY15,Point,142.4784,5.7199
41,BLANK_SKY2,Point,57.3952,-24.3781
45,BLANK_SKY20,Point,145.0792,23.0907
11,BLANK_SKY21,Point,193.2758,68.4275
42,BLANK_SKY8,Point,50.1817,17.5512
7,BLANK_SKY8,Point,50.1817,17.5512
39,Cas A,Point,350.85,58.815
15,Cas A,Point,350.85,58.815
5,Cen X-3,Point,170.3158,-60.623
13,Crab,Point,83.6331,22.0145
23,GX 301-2,Point,186.6565,-62.7703
25,GX 301-2,Point,186.6565,-62.7703
69,MAXI J1348-630,Point,207.053,-63.2741
71,MAXI J1348-630,Point,207.053,-63.2741
78,MAXI J1348-630,Point,207.053,-63.2741
81,MAXI J1348-630,Point,207.053,-63.2741
79,Swift_J0243.6+6124,Point,40.918,61.4341
22,Swift_J0243.6+6124,Point,40.918,61.4341
67,Swift_J0243.6+6124,Point,40.918,61.4341
64,Swift_J0243.6+6124,Point,40.918,61.4341
58,Swift_J0243.6+6124,Point,40.918,61.4341
47,Swift_J0243.6+6124,Point,40.918,61.4341
38,Swift_J0243.6+6124,Point,40.918,61.4341
26,Swift_J0243.6+6124,Point,40.918,61.4341
70,Swift_J0243.6+6124,Point,40.918,61.4341
40,Swift_J0243.6+6124,Point,40.918,61.4341
21,Vela X-1,Point,135.5286,-40.5547
24,Vela X-1,Point,135.5286,-40.5547
,Name,obs Mode,J2000_RA,J2000_Dec
21,BLANK_SKY1,Point,49.5352,-7.315
25,BLANK_SKY10,Point,345.6353,27.1995
68,BLANK_SKY10,Point,345.6353,27.1995
70,BLANK_SKY12,Point,129.9525,4.7236
23,BLANK_SKY15,Point,142.4784,5.7199
24,BLANK_SKY19,Point,151.749,2.1364
69,BLANK_SKY19,Point,151.749,2.1364
22,BLANK_SKY2,Point,57.3952,-24.3781
71,BLANK_SKY21,Point,193.2758,68.4275
72,BLANK_SKY3,Point,50.3109,-57.196
1,Cas A,Point,350.85,58.815
57,Cas A,Point,350.85,58.815
98,Cen X-3,Point,170.3158,-60.623
39,Crab,Point,83.6331,22.0145
20,Cyg X-1,Point,299.5903,35.2016
18,Cyg X-1,Point,299.5903,35.2016
27,Cyg X-1,Point,299.5903,35.2016
7,Cyg X-1,Point,299.5903,35.2016
5,Cyg X-1,Point,299.5903,35.2016
2,Cyg X-1,Point,299.5903,35.2016
6,Cyg X-2,Point,326.1715,38.3214
38,Cyg X-3,Point,308.1074,40.9577
26,Cyg X-3,Point,308.1074,40.9577
19,Cyg X-3,Point,308.1074,40.9577
66,Cyg X-3,Point,308.1074,40.9577
4,Cyg X-3,Point,308.1074,40.9577
84,Cyg X-3,Point,308.1074,40.9577
58,Cyg X-3,Point,308.1074,40.9577
,Name,obs Mode,J2000_RA,J2000_Dec
22,BLANK_SKY10,Point,345.6353,27.1995
23,BLANK_SKY15,Point,142.4784,5.7199
85,BLANK_SKY19,Point,151.749,2.1364
83,BLANK_SKY20,Point,145.0792,23.0907
86,BLANK_SKY21,Point,193.2758,68.4275
19,BLANK_SKY3,Point,50.3109,-57.196
20,BLANK_SKY5,Point,352.7624,-70.3217
84,BLANK_SKY6,Point,322.5919,-23.0951
21,BLANK_SKY7,Point,312.1284,-36.5756
87,BLANK_SKY8,Point,50.1817,17.5512
37,Cas A,Point,350.85,58.815
68,Crab,Point,83.6331,22.0145
49,Cyg X-1,Point,299.5903,35.2016
38,Cyg X-1,Point,299.5903,35.2016
35,Cyg X-1,Point,299.5903,35.2016
52,Cyg X-1,Point,299.5903,35.2016
54,Cyg X-1,Point,299.5903,35.2016
101,Cyg X-1,Point,299.5903,35.2016
65,Cyg X-1,Point,299.5903,35.2016
67,Cyg X-1,Point,299.5903,35.2016
88,Cyg X-1,Point,299.5903,35.2016
24,Cyg X-1,Point,299.5903,35.2016
1,Cyg X-1,Point,299.5903,35.2016
115,Cyg X-1,Point,299.5903,35.2016
103,Cyg X-1,Point,299.5903,35.2016
90,Cyg X-1,Point,299.5903,35.2016
81,Cyg X-1,Point,299.5903,35.2016
18,Cyg X-1,Point,299.5903,35.2016
15,Cyg X-1,Point,299.5903,35.2016
69,Cyg X-1,Point,299.5903,35.2016
82,Cyg X-2,Point,326.1715,38.3214
50,Cyg X-2,Point,326.1715,38.3214
17,Cyg X-2,Point,326.1715,38.3214
114,Cyg X-2,Point,326.1715,38.3214
51,Cyg X-3,Point,308.1074,40.9577
70,Cyg X-3,Point,308.1074,40.9577
16,Cyg X-3,Point,308.1074,40.9577
13,Cyg X-3,Point,308.1074,40.9577
2,Cyg X-3,Point,308.1074,40.9577
102,Cyg X-3,Point,308.1074,40.9577
66,Cyg X-3,Point,308.1074,40.9577
116,Cyg X-3,Point,308.1074,40.9577
36,Cyg X-3,Point,308.1074,40.9577
89,Cyg X-3,Point,308.1074,40.9577
,Name,obs Mode,J2000_RA,J2000_Dec
20,BLANK_SKY11,Point,319.0534,3.8279
93,BLANK_SKY11,Point,319.0534,3.8279
11,BLANK_SKY2,Point,57.3952,-24.3781
12,BLANK_SKY3,Point,50.3109,-57.196
89,BLANK_SKY4,Point,327.119,-42.4725
13,BLANK_SKY4,Point,327.119,-42.4725
90,BLANK_SKY5,Point,352.7624,-70.3217
19,BLANK_SKY5,Point,352.7624,-70.3217
91,BLANK_SKY6,Point,322.5919,-23.0951
92,BLANK_SKY9,Point,311.3196,-12.6268
110,Cas A,Point,350.85,58.815
121,Crab,Point,83.633,22.0145
76,Cyg X-1,Point,299.5903,35.2016
59,Cyg X-1,Point,299.5903,35.2016
120,Cyg X-1,Point,299.5903,35.2016
64,Cyg X-1,Point,299.5903,35.2016
68,Cyg X-1,Point,299.5903,35.2016
71,Cyg X-1,Point,299.5903,35.2016
73,Cyg X-1,Point,299.5903,35.2016
80,Cyg X-1,Point,299.5903,35.2016
87,Cyg X-1,Point,299.5903,35.2016
56,Cyg X-1,Point,299.5903,35.2016
48,Cyg X-1,Point,299.5903,35.2016
111,Cyg X-1,Point,299.5903,35.2016
94,Cyg X-1,Point,299.5903,35.2016
97,Cyg X-1,Point,299.5903,35.2016
108,Cyg X-1,Point,299.5903,35.2016
35,Cyg X-2,Point,326.1715,38.3214
112,Cyg X-3,Point,308.1074,40.9577
109,Cyg X-3,Point,308.1074,40.9577
95,Cyg X-3,Point,308.1074,40.9577
70,Cyg X-3,Point,308.1074,40.9577
96,GRS 1915+105,Point,288.7981,10.9458
15,GRS 1915+105,Point,288.7981,10.9458
66,GRS 1915+105,Point,288.7981,10.9458
119,GRS 1915+105,Point,288.7981,10.9458
74,GRS 1915+105,Point,288.7981,10.9458
31,GRS 1915+105,Point,288.7981,10.9458
79,GRS 1915+105,Point,288.7981,10.9458
32,H1743-322,Point,266.565,-32.2333
16,H1743-322,Point,266.565,-32.2333
22,H1743-322,Point,266.565,-32.2333
9,H1743-322,Point,266.565,-32.2333
72,MAXI J1820+070,Point,275.091,7.1856
69,MAXI J1820+070,Point,275.091,7.1856
65,MAXI J1820+070,Point,275.091,7.1856
77,MAXI J1820+070,Point,275.091,7.1856
88,MAXI J1820+070,Point,275.091,7.1856
57,MAXI J1820+070,Point,275.091,7.1856
60,MAXI J1820+070,Point,275.091,7.1856
8,MAXI J1820+070,Point,275.091,7.1856
14,MAXI J1820+070,Point,275.091,7.1856
46,MAXI J1820+070,Point,275.091,7.1856
17,MAXI J1820+070,Point,275.091,7.1856
21,MAXI J1820+070,Point,275.091,7.1856
49,MAXI J1820+070,Point,275.091,7.1856
28,MAXI J1820+070,Point,275.091,7.1856
30,MAXI J1820+070,Point,275.091,7.1856
34,MAXI J1820+070,Point,275.091,7.1856
37,MAXI J1820+070,Point,275.091,7.1856
,Name,obs Mode,J2000_RA,J2000_Dec
15,4U 1728-34,Point,262.9905,-33.834
2,4U 1728-34,Point,262.9905,-33.834
4,4U 1728-34,Point,262.9905,-33.834
9,4U 1728-34,Point,262.9905,-33.834
46,B0540-69,Point,85.0452,-69.3317
14,B0540-69,Point,85.0452,-69.3317
20,B0540-69,Point,85.0452,-69.3317
23,B0540-69,Point,85.0452,-69.3317
38,B0540-69,Point,85.0452,-69.3317
27,B0540-69,Point,85.0452,-69.3317
6,B0540-69,Point,85.0452,-69.3317
30,B0540-69,Point,85.0452,-69.3317
42,B0540-69,Point,85.0452,-69.3317
24,B1509-58,Point,228.4813,-59.1358
21,B1509-58,Point,228.4813,-59.1358
28,B1509-58,Point,228.4813,-59.1358
36,B1509-58,Point,228.4813,-59.1358
43,B1509-58,Point,228.4813,-59.1358
33,B1509-58,Point,228.4813,-59.1358
13,B1509-58,Point,228.4813,-59.1358
8,B1509-58,Point,228.4813,-59.1358
76,BLANK_SKY11,Point,319.0534,3.8279
71,BLANK_SKY3,Point,50.3109,-57.196
72,BLANK_SKY5,Point,352.7624,-70.3217
74,BLANK_SKY6,Point,322.5919,-23.0951
75,BLANK_SKY9,Point,311.3196,-12.6268
116,Cas A,Point,350.85,58.815
50,Crab,Point,83.6331,22.0145
41,Crab,Point,83.6331,22.0145
39,Crab,Point,83.6331,22.0145
54,Crab,Point,83.6331,22.0145
37,Crab,Point,83.6331,22.0145
121,Crab,Point,83.6331,22.0145
45,Crab,Point,83.6331,22.0145
32,Crab,Point,83.6331,22.0145
34,Crab,Point,83.6331,22.0145
29,Crab,Point,83.6331,22.0145
25,Crab,Point,83.6331,22.0145
16,Crab,Point,83.6331,22.0145
19,Crab,Point,83.6331,22.0145
12,Crab,Point,83.6331,22.0145
5,Crab,Point,83.6331,22.0145
7,Crab,Point,83.6331,22.0145
98,Cyg X-2,Point,326.1715,38.3214
97,Cyg X-3,Point,308.1074,40.9577
101,GRS 1915+105,Point,288.7981,10.9458
53,GRS 1915+105,Point,288.7981,10.9458
119,GRS 1915+105,Point,288.7981,10.9458
70,GRS 1915+105,Point,288.7981,10.9458
1,GRS 1915+105,Point,288.7981,10.9458
56,GRS 1915+105,Point,288.7981,10.9458
94,GRS 1915+105,Point,288.7981,10.9458
49,GRS 1915+105,Point,288.7981,10.9458
79,GRS 1915+105,Point,288.7981,10.9458
11,GRS 1915+105,Point,288.7981,10.9458
113,GRS 1915+105,Point,288.7981,10.9458
95,GX 17+2,Point,274.0057,-14.0363
3,GX 17+2,Point,274.0057,-14.0363
78,H1743-322,Point,266.565,-32.2333
73,H1743-322,Point,266.565,-32.2333
80,H1743-322,Point,266.565,-32.2333
96,H1743-322,Point,266.565,-32.2333
111,H1743-322,Point,266.565,-32.2333
99,H1743-322,Point,266.565,-32.2333
68,H1743-322,Point,266.565,-32.2333
92,H1743-322,Point,266.565,-32.2333
26,H1743-322,Point,266.565,-32.2333
44,H1743-322,Point,266.565,-32.2333
114,H1743-322,Point,266.565,-32.2333
47,H1743-322,Point,266.565,-32.2333
31,H1743-322,Point,266.565,-32.2333
51,H1743-322,Point,266.565,-32.2333
35,H1743-322,Point,266.565,-32.2333
40,H1743-322,Point,266.565,-32.2333
22,H1743-322,Point,266.565,-32.2333
120,H1743-322,Point,266.565,-32.2333
18,H1743-322,Point,266.565,-32.2333
117,H1743-322,Point,266.565,-32.2333
55,H1743-322,Point,266.565,-32.2333
100,MAXI J1820+070,Point,275.091,7.1856
17,MAXI J1820+070,Point,275.091,7.1856
10,MAXI J1820+070,Point,275.091,7.1856
115,MAXI J1820+070,Point,275.091,7.1856
93,MAXI J1820+070,Point,275.091,7.1856
77,MAXI J1820+070,Point,275.091,7.1856
48,MAXI J1820+070,Point,275.091,7.1856
52,MAXI J1820+070,Point,275.091,7.1856
57,MAXI J1820+070,Point,275.091,7.1856
118,MAXI J1820+070,Point,275.091,7.1856
69,MAXI J1820+070,Point,275.091,7.1856
112,MAXI J1820+070,Point,275.091,7.1856
81,MAXI J1820+070,Point,275.091,7.1856
122,MAXI J1820+070,Point,275.091,7.1856
,Name,obs Mode,J2000_RA,J2000_Dec
140,4U 1728-34,Point,262.9905,-33.834
136,BLANK_SKY11,Point,319.0534,3.8279
7,BLANK_SKY14,Point,258.4627,57.472
70,BLANK_SKY17,Point,233.4943,-3.4427
6,BLANK_SKY17,Point,233.4943,-3.4427
71,BLANK_SKY18,Point,244.3452,20.0333
1,BLANK_SKY2,Point,57.3952,-24.3781
132,BLANK_SKY5,Point,352.7624,-70.3217
67,BLANK_SKY5,Point,352.7624,-70.3217
133,BLANK_SKY6,Point,322.5919,-23.0951
2,BLANK_SKY6,Point,322.5919,-23.0951
3,BLANK_SKY7,Point,312.1284,-36.5756
134,BLANK_SKY7,Point,312.1284,-36.5756
68,BLANK_SKY7,Point,312.1284,-36.5756
69,BLANK_SKY9,Point,311.3196,-12.6268
135,BLANK_SKY9,Point,311.3196,-12.6268
116,Cas A,Point,350.85,58.815
101,Cas A,Point,350.85,58.815
43,Cen X-3,Point,170.3158,-60.623
64,Cir X-1,Point,230.1702,-57.1667
102,Cir X-1,Point,230.1702,-57.1667
80,Cir X-1,Point,230.1702,-57.1667
84,Cir X-1,Point,230.1702,-57.1667
100,Cir X-1,Point,230.1702,-57.1667
76,Cir X-1,Point,230.1702,-57.1667
50,Cir X-1,Point,230.1702,-57.1667
53,Cir X-1,Point,230.1702,-57.1667
72,Cir X-1,Point,230.1702,-57.1667
105,Cir X-1,Point,230.1702,-57.1667
139,Crab,Point,83.6331,22.0145
23,Cyg X-1,Point,299.5903,35.2016
79,Cyg X-2,Point,326.1715,38.3214
26,Cyg X-2,Point,326.1715,38.3214
29,Cyg X-3,Point,308.1074,40.9577
42,GRS 1915+105,Point,288.7981,10.9458
45,GRS 1915+105,Point,288.7981,10.9458
51,GRS 1915+105,Point,288.7981,10.9458
75,GRS 1915+105,Point,288.7981,10.9458
48,GRS 1915+105,Point,288.7981,10.9458
131,GRS 1915+105,Point,288.7981,10.9458
66,GRS 1915+105,Point,288.7981,10.9458
83,GRS 1915+105,Point,288.7981,10.9458
138,GRS 1915+105,Point,288.7981,10.9458
99,GRS 1915+105,Point,288.7981,10.9458
9,GRS 1915+105,Point,288.7981,10.9458
28,GRS 1915+105,Point,288.7981,10.9458
104,GRS 1915+105,Point,288.7981,10.9458
25,GRS 1915+105,Point,288.7981,10.9458
22,GRS 1915+105,Point,288.7981,10.9458
117,GRS 1915+105,Point,288.7981,10.9458
5,GRS 1915+105,Point,288.7981,10.9458
46,GX 17+2,Point,274.0057,-14.0363
49,GX 9+9,Point,262.934,-16.9614
141,GX 9+9,Point,262.934,-16.9614
