source_id_mf,ra,dec,clon,clat,nb,na,cc_flags,frame_id,mjd,w1mpro_ep,w1sigmpro_ep,w1rchi2_ep,w2mpro_ep,w2sigmpro_ep,w2rchi2_ep,w3mpro_ep,w3sigmpro_ep,w3rchi2_ep,w4mpro_ep,w4sigmpro_ep,w4rchi2_ep,qi_fact,saa_sep,moon_masked,dist,angle
b'1316p257_ac51-016210',131.7254323,25.3701984,b'08h46m54.10s',b'25d22m12.71s',2,1,b'0000',b'03941a140',55309.91039400,12.403,0.055,3.280,11.981,0.070,1.461,9.225,0.126,0.916,6.727,,0.938,1.0,37,b'0000',0.320744,7.165707
b'1316p257_ac51-016210',131.7254323,25.3701984,b'08h46m54.10s',b'25d22m12.71s',2,1,b'0000',b'03938a164',55309.84417820,12.484,0.059,3.282,11.856,0.070,1.306,9.093,0.118,0.919,6.547,,0.938,1.0,34,b'0000',0.320744,7.165707
b'1316p257_ac51-016210',131.7254323,25.3701984,b'08h46m54.10s',b'25d22m12.71s',2,1,b'0000',b'03949a082',55310.17500240,12.411,0.050,3.244,11.934,0.066,1.361,9.143,0.110,0.943,7.089,0.504,0.936,1.0,94,b'0000',0.320744,7.165707
b'1316p257_ac51-016210',131.7254323,25.3701984,b'08h46m54.10s',b'25d22m12.71s',2,1,b'0000',b'03945a140',55310.04269820,12.395,0.057,3.256,11.951,0.081,1.381,9.117,0.122,0.910,6.901,0.429,0.944,1.0,60,b'0000',0.320744,7.165707
b'1316p257_ac51-016211',131.7254323,25.3690101,b'08h46m54.10s',b'25d22m08.44s',2,1,b'0000',b'03937a140',55309.77808980,14.356,0.288,3.239,14.077,0.446,1.324,10.356,,0.911,6.818,,0.938,1.0,35,b'0000',3.959842,179.421078
b'1316p257_ac51-016211',131.7254323,25.3690101,b'08h46m54.10s',b'25d22m08.44s',2,1,b'0000',b'09729b139',55501.36299790,14.581,0.119,3.391,14.042,0.186,1.354,,,,,,,1.0,32,b'0000',3.959842,179.421078
b'1316p257_ac51-016211',131.7254323,25.3690101,b'08h46m54.10s',b'25d22m08.44s',2,1,b'0000',b'09736a114',55501.56139020,14.533,0.153,3.308,13.709,0.139,1.361,,,,,,,1.0,58,b'0000',3.959842,179.421078
b'1316p257_ac51-016211',131.7254323,25.3690101,b'08h46m54.10s',b'25d22m08.44s',2,1,b'0000',b'09732a114',55501.42908620,14.615,0.133,3.836,13.962,0.171,1.332,,,,,,,1.0,35,b'0000',3.959842,179.421078
b'1316p257_ac51-016211',131.7254323,25.3690101,b'08h46m54.10s',b'25d22m08.44s',2,1,b'0000',b'03930a164',55309.57956970,14.302,0.098,3.255,,,,,,,,,,1.0,61,b'0111',3.959842,179.421078
b'1316p257_ac51-016211',131.7254323,25.3690101,b'08h46m54.10s',b'25d22m08.44s',2,1,b'0000',b'03927a083',55309.44726540,14.419,0.110,3.257,,,,,,,,,,1.0,90,b'0111',3.959842,179.421078
b'1316p257_ac51-016211',131.7254323,25.3690101,b'08h46m54.10s',b'25d22m08.44s',2,1,b'0000',b'03934a164',55309.71187390,14.410,0.105,3.237,14.545,0.379,1.458,,,,,,,1.0,44,b'0011',3.959842,179.421078
b'1316p257_ac51-016211',131.7254323,25.3690101,b'08h46m54.10s',b'25d22m08.44s',2,1,b'0000',b'03933a140',55309.64578550,14.240,0.117,3.310,14.183,0.292,1.390,,,,,,,1.0,53,b'0011',3.959842,179.421078
b'1316p257_ac51-016211',131.7254323,25.3690101,b'08h46m54.10s',b'25d22m08.44s',2,1,b'0000',b'03922a164',55309.31496110,14.369,0.109,3.238,,,,,,,7.504,0.489,0.937,1.0,129,b'0111',3.959842,179.421078
b'1316p257_ac51-016211',131.7254323,25.3690101,b'08h46m54.10s',b'25d22m08.44s',2,1,b'0000',b'03850a162',55306.93335380,14.480,0.113,3.299,,,,10.874,,0.911,6.093,,1.870,1.0,40,b'1111',3.959842,179.421078
