ra,dec,sigra,sigdec,sigradec,glon,glat,elon,elat,w1x,w1y,w2x,w2y,cntr,source_id,frame_num,scan_id,src,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,rchi2,nb,na,w1sat,w2sat,satnum,cc_flags,det_bit,ph_qual,sso_flg,qual_frame,qi_fact,saa_sep,moon_masked,w1frtr,w2frtr,mjd,w1cc_map,w1cc_map_str,w2cc_map,w2cc_map_str,w1sky,w1sigsk,w1conf,w2sky,w2sigsk,w2conf,w1flux,w1sigflux,w2flux,w2sigflux,w1fitr,w2fitr,w1mag,w1sigm,w1flg,w1mcor,w2mag,w2sigm,w2flg,w2mcor,w1mag_1,w1sigm_1,w1flg_1,w2mag_1,w2sigm_1,w2flg_1,w1mag_2,w1sigm_2,w1flg_2,w2mag_2,w2sigm_2,w2flg_2,w1mag_3,w1sigm_3,w1flg_3,w2mag_3,w2sigm_3,w2flg_3,w1mag_4,w1sigm_4,w1flg_4,w2mag_4,w2sigm_4,w2flg_4,w1mag_5,w1sigm_5,w1flg_5,w2mag_5,w2sigm_5,w2flg_5,w1mag_6,w1sigm_6,w1flg_6,w2mag_6,w2sigm_6,w2flg_6,w1mag_7,w1sigm_7,w1flg_7,w2mag_7,w2sigm_7,w2flg_7,w1mag_8,w1sigm_8,w1flg_8,w2mag_8,w2sigm_8,w2flg_8,allwise_cntr,r_allwise,pa_allwise,n_allwise,w1mpro_allwise,w1sigmpro_allwise,w2mpro_allwise,w2sigmpro_allwise,w3mpro_allwise,w3sigmpro_allwise,w4mpro_allwise,w4sigmpro_allwise,tmass_key,r_2mass,pa_2mass,n_2mass,xscprox,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,x,y,z,spt_ind,htm20
155.4681957,46.7543005,0.1359,0.2055,-0.0406,169.0530248,54.7463702,138.5357646,33.7218157,801.396,295.464,798.765,293.537,5443702096000309,54437b096-000309,96,54437b,309,13.922,0.062,17.4,1.453,13.462,0.131,8.3,0.614,1.001,1,0,0.00000,0.00000,0000,0000,3,AB,0,10,1.0,56.363,00,0000,0000,56976.28753730,0,,0,,15.461,4.392,0.000,42.383,5.207,0.000,543.1100,31.2420,296.3500,35.7340,7.50,7.50,13.899,0.086,2,0.257,13.448,0.385,2,0.322,14.610,0.089,2,14.238,0.411,2,14.156,0.086,2,13.770,0.385,2,13.950,0.095,2,13.588,0.384,2,13.821,0.100,2,13.560,0.417,2,13.712,0.104,2,13.593,0.471,2,13.633,0.110,2,13.627,0.530,2,13.584,0.124,2,12.853,,32,13.544,0.163,2,12.802,,32,1549146901351021697,0.276986,-39.3,1,13.449,0.023,12.715,0.024,10.093,0.059,7.784,0.156,578154899,0.372686,-24.1,1,,16.173,0.1113,15.406,0.1275,14.434,0.0930,-0.6232824282587820,0.2844641054935050,0.7284223962163821,223232133,16417498825808
155.4681045,46.7543377,0.1157,0.1320,0.0409,169.0530024,54.7462986,138.5356775,33.7218221,407.792,40.832,406.488,40.634,5444001071000266,54440a071-000266,71,54440a,266,13.937,0.049,22.0,1.118,13.218,0.073,14.8,0.992,1.007,1,0,0.00000,0.00000,0000,0000,3,AA,0,10,1.0,51.852,00,0000,0000,56976.35324376,0,,0,,13.618,3.071,0.000,41.074,3.834,0.000,535.6800,24.3250,371.2300,25.0960,7.50,7.50,13.891,0.061,3,0.257,13.090,0.175,1,0.322,14.566,0.069,1,13.911,0.205,1,14.148,0.061,3,13.412,0.175,1,13.970,0.070,3,13.246,0.209,3,13.877,0.101,3,13.227,0.314,3,13.821,0.124,3,13.259,0.391,3,13.782,0.134,3,13.289,0.429,3,13.720,0.175,3,13.280,0.446,3,13.639,0.217,3,13.244,0.452,3,1549146901351021697,0.094224,31.6,1,13.449,0.023,12.715,0.024,10.093,0.059,7.784,0.156,578154899,0.218736,19.4,1,,16.173,0.1113,15.406,0.1275,14.434,0.0930,-0.6232815452194760,0.2844649012333740,0.7284228410443410,223232133,16417498826656
155.4681685,46.7543528,0.1402,0.1374,0.0553,169.0529512,54.7463344,138.5357171,33.7218547,327.222,919.019,330.060,919.169,5442502097000271,54425b097-000271,97,54425b,271,13.994,0.054,19.9,1.255,13.231,0.097,11.2,0.386,0.791,1,0,0.00000,0.00000,0000,0000,3,AA,0,10,1.0,124.835,00,0000,0000,56975.89317076,0,,0,,17.385,3.582,0.000,55.549,4.928,0.000,508.7100,25.5220,366.6200,32.7450,7.50,7.50,13.884,0.139,2,0.257,13.219,0.215,0,0.322,14.591,0.111,2,13.992,0.271,0,14.141,0.139,2,13.541,0.215,0,13.968,0.163,2,13.350,0.211,2,13.918,0.178,2,13.255,0.221,2,13.923,0.192,2,13.185,0.233,2,13.931,0.204,2,13.120,0.255,2,13.923,0.218,2,13.092,0.293,2,13.908,0.238,2,13.125,0.345,2,1549146901351021697,0.111577,-76.6,1,13.449,0.023,12.715,0.024,10.093,0.059,7.784,0.156,578154899,0.174128,-29.3,1,,16.173,0.1113,15.406,0.1275,14.434,0.0930,-0.6232816883265870,0.2844641253144930,0.7284230216061400,223232133,16417498826656
155.4681177,46.7543277,0.1231,0.1400,-0.0400,169.0530131,54.7463106,138.5356925,33.7218170,486.946,393.097,486.627,392.551,5442902096000287,54429b096-000287,96,54429b,287,13.926,0.046,23.4,0.795,13.385,0.105,10.4,0.856,0.788,1,0,0.00000,0.00000,0000,0000,3,AA,0,10,1.0,94.142,00,0000,0000,56976.02458420,0,,0,,16.185,3.653,0.000,48.927,5.146,0.000,541.3500,23.1560,318.2300,30.6350,7.50,7.50,13.790,0.054,0,0.257,13.397,0.316,0,0.322,14.498,0.063,0,14.158,0.386,0,14.047,0.054,0,13.719,0.316,0,13.851,0.056,0,13.558,0.317,2,13.760,0.063,2,13.506,0.357,2,13.709,0.072,2,13.459,0.390,2,13.671,0.081,2,13.379,0.419,2,13.637,0.092,2,13.317,0.473,2,13.607,0.102,2,12.554,,32,1549146901351021697,0.117483,8.2,1,13.449,0.023,12.715,0.024,10.093,0.059,7.784,0.156,578154899,0.245593,9.4,1,,16.173,0.1113,15.406,0.1275,14.434,0.0930,-0.6232817264129090,0.2844648104254840,0.7284227214669630,223232133,16417498826656
155.4681938,46.7543874,0.1290,0.1714,0.0359,169.0528846,54.7463385,138.5357177,33.7218934,960.806,258.234,956.993,255.636,5435401003000293,54354a003-000293,3,54354a,293,13.987,0.056,19.5,0.747,13.300,0.085,12.7,0.864,0.768,1,0,0.00000,0.00000,0000,0000,3,AA,0,10,1.0,61.486,00,0000,0000,56973.52633388,0,,0,,14.761,3.405,0.000,44.971,4.213,0.000,511.9400,26.2250,344.2900,27.0290,7.50,7.50,13.904,0.086,2,0.257,13.248,0.151,2,0.322,14.560,0.095,2,14.020,0.163,0,14.161,0.086,2,13.570,0.151,2,13.994,0.098,2,13.414,0.170,2,13.908,0.108,2,13.349,0.192,2,13.852,0.115,2,13.314,0.233,2,13.829,0.127,2,13.332,0.299,2,13.837,0.149,3,13.415,0.407,3,13.877,0.171,3,13.540,0.538,3,1549146901351021697,0.197346,-120.0,1,13.449,0.023,12.715,0.024,10.093,0.059,7.784,0.156,578154899,0.150010,-79.5,1,,16.173,0.1113,15.406,0.1275,14.434,0.0930,-0.6232814137616300,0.2844636674543160,0.7284234353435810,223232133,16417498826656
155.4681399,46.7543193,0.1361,0.1451,-0.0483,169.0530175,54.7463278,138.5357134,33.7218160,880.418,748.057,879.255,745.831,5436401075000226,54364a075-000226,75,54364a,226,13.978,0.053,20.4,0.618,13.332,0.096,11.3,0.393,0.476,1,0,0.00000,0.00000,0000,0000,3,AA,0,10,1.0,131.634,00,0000,0000,56973.85512060,0,,0,,14.357,3.769,0.000,43.084,4.531,0.000,515.8200,25.3430,334.3000,29.4720,7.50,7.50,13.889,0.084,2,0.257,13.214,0.258,2,0.322,14.517,0.079,2,13.976,0.229,2,14.146,0.084,2,13.536,0.258,2,14.003,0.088,2,13.406,0.307,2,13.918,0.093,2,13.411,0.351,2,13.859,0.105,2,13.470,0.403,2,13.825,0.121,2,13.527,0.461,2,13.821,0.135,2,13.552,0.521,2,13.842,0.156,2,12.771,,32,1549146901351021697,0.151363,-14.5,1,13.449,0.023,12.715,0.024,10.093,0.059,7.784,0.156,578154899,0.272908,-3.1,1,,16.173,0.1113,15.406,0.1275,14.434,0.0930,-0.6232819337847320,0.2844646132668880,0.7284226210219480,223232133,16417498826656
155.4681526,46.7543623,0.1127,0.1343,-0.0307,169.0529425,54.7463208,138.5357003,33.7218585,86.960,139.858,87.879,141.085,5443201046000262,54432a046-000262,46,54432a,262,13.878,0.044,24.4,1.127,13.392,0.096,11.3,0.804,0.927,1,0,0.00000,0.00000,0000,0000,3,AA,0,10,1.0,82.457,00,0000,0000,56976.09029066,0,,0,,14.796,3.265,0.000,44.204,4.614,0.000,566.0400,23.1840,316.1900,27.9300,7.50,7.50,13.817,0.068,0,0.257,13.395,0.143,2,0.322,14.505,0.067,0,14.171,0.153,2,14.074,0.068,0,13.717,0.143,2,13.886,0.075,2,13.529,0.154,2,13.782,0.083,2,13.440,0.177,2,13.725,0.092,2,13.401,0.212,2,13.705,0.106,2,13.422,0.261,2,13.709,0.124,2,13.499,0.320,2,13.707,0.137,2,13.602,0.395,2,1549146901351021697,0.069800,-96.8,1,13.449,0.023,12.715,0.024,10.093,0.059,7.784,0.156,578154899,0.126343,-21.3,1,,16.173,0.1113,15.406,0.1275,14.434,0.0930,-0.6232814995110320,0.2844642481331960,0.7284231352045970,223232133,16417498826656
155.4683226,46.7543391,0.1408,0.1525,0.0746,169.0529092,54.7464380,138.5358385,33.7218883,480.763,924.987,482.842,924.380,5434201005000260,54342a005-000260,5,54342a,260,14.137,0.057,19.2,2.294,13.382,0.093,11.7,0.693,1.401,1,0,0.00000,0.00000,0000,0000,3,AA,0,0,0.0,77.235,00,0000,0000,56973.13196803,0,,0,,14.142,3.419,0.000,43.316,5.511,0.000,445.8100,23.2450,319.1100,27.2590,7.50,7.50,13.967,0.130,0,0.257,13.292,0.231,2,0.322,14.667,0.133,0,14.078,0.245,2,14.224,0.130,0,13.614,0.231,2,14.061,0.134,2,13.463,0.248,2,14.016,0.139,3,13.474,0.316,3,14.003,0.149,3,13.544,0.424,3,14.001,0.161,3,13.586,0.515,3,13.992,0.175,3,12.820,,32,13.979,0.190,3,12.787,,32,1549146901351021697,0.494365,-81.2,1,13.449,0.023,12.715,0.024,10.093,0.059,7.784,0.156,578154899,0.506838,-66.6,1,,16.173,0.1113,15.406,0.1275,14.434,0.0930,-0.6232826118564860,0.2844625212808180,0.7284228577851720,223232133,16417498826657
155.4683200,46.7544774,0.1490,0.1948,-0.0721,169.0526860,54.7463878,138.5357643,33.7220121,20.622,726.104,24.375,727.617,5432902100000289,54329b100-000289,100,54329b,289,14.101,0.064,16.9,2.125,13.385,0.101,10.7,1.046,1.469,1,0,0.00000,0.00000,0000,0000,3,AA,0,0,0.0,102.886,00,0000,0000,56972.73747492,0,,0,,18.601,3.718,0.000,60.082,3.980,0.000,460.8000,27.2020,318.3800,29.6750,7.50,7.50,13.990,0.088,2,0.257,13.198,0.357,0,0.322,14.712,0.100,2,13.296,,32,14.247,0.088,2,13.520,0.357,0,14.062,0.098,2,13.264,0.294,0,14.000,0.122,2,13.153,0.283,2,13.994,0.168,2,13.138,0.305,2,14.013,0.189,2,13.144,0.341,2,14.047,0.211,3,13.130,0.363,3,14.078,0.238,3,13.113,0.380,3,1549146901351021697,0.641197,-131.2,1,13.449,0.023,12.715,0.024,10.093,0.059,7.784,0.156,578154899,0.546312,-122.9,1,,16.173,0.1113,15.406,0.1275,14.434,0.0930,-0.6232809994010030,0.2844618195405550,0.7284245115379930,223232133,16417498826658
155.4682467,46.7543565,0.1293,0.1669,-0.0322,169.0529127,54.7463832,138.5357731,33.7218814,641.822,405.486,640.622,404.273,5434502099000245,54345b099-000245,99,54345b,245,13.791,0.053,20.4,0.738,13.074,0.083,13.1,0.560,0.616,1,0,0.00000,0.00000,0000,0000,3,AA,0,10,1.0,60.736,00,0000,0000,56973.26338089,0,,0,,15.229,3.922,0.000,44.837,4.333,0.000,613.0900,30.0540,423.9200,32.3900,7.50,7.50,13.797,0.142,2,0.257,13.044,0.170,2,0.322,14.424,0.182,2,13.788,0.191,2,14.054,0.142,2,13.366,0.170,2,13.939,0.139,2,13.218,0.171,2,13.912,0.145,2,13.159,0.188,2,13.904,0.158,2,13.110,0.211,2,13.903,0.178,2,13.061,0.236,2,13.929,0.201,3,13.030,0.262,3,13.995,0.231,3,13.037,0.304,3,1549146901351021697,0.301665,-87.6,1,13.449,0.023,12.715,0.024,10.093,0.059,7.784,0.156,578154899,0.310608,-63.5,1,,16.173,0.1113,15.406,0.1275,14.434,0.0930,-0.6232820337828370,0.2844632550991050,0.7284230658497520,223232133,16417498826659
