ra,dec,sigra,sigdec,sigradec,glon,glat,elon,elat,w1x,w1y,w2x,w2y,cntr,source_id,frame_num,scan_id,src,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,rchi2,nb,na,w1sat,w2sat,satnum,cc_flags,det_bit,ph_qual,sso_flg,qual_frame,qi_fact,saa_sep,moon_masked,w1frtr,w2frtr,mjd,w1cc_map,w1cc_map_str,w2cc_map,w2cc_map_str,w1sky,w1sigsk,w1conf,w2sky,w2sigsk,w2conf,w1flux,w1sigflux,w2flux,w2sigflux,w1fitr,w2fitr,w1mag,w1sigm,w1flg,w1mcor,w2mag,w2sigm,w2flg,w2mcor,w1mag_1,w1sigm_1,w1flg_1,w2mag_1,w2sigm_1,w2flg_1,w1mag_2,w1sigm_2,w1flg_2,w2mag_2,w2sigm_2,w2flg_2,w1mag_3,w1sigm_3,w1flg_3,w2mag_3,w2sigm_3,w2flg_3,w1mag_4,w1sigm_4,w1flg_4,w2mag_4,w2sigm_4,w2flg_4,w1mag_5,w1sigm_5,w1flg_5,w2mag_5,w2sigm_5,w2flg_5,w1mag_6,w1sigm_6,w1flg_6,w2mag_6,w2sigm_6,w2flg_6,w1mag_7,w1sigm_7,w1flg_7,w2mag_7,w2sigm_7,w2flg_7,w1mag_8,w1sigm_8,w1flg_8,w2mag_8,w2sigm_8,w2flg_8,allwise_cntr,r_allwise,pa_allwise,n_allwise,w1mpro_allwise,w1sigmpro_allwise,w2mpro_allwise,w2sigmpro_allwise,w3mpro_allwise,w3sigmpro_allwise,w4mpro_allwise,w4sigmpro_allwise,tmass_key,r_2mass,pa_2mass,n_2mass,xscprox,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,x,y,z,spt_ind,htm20
74.5797674,-7.7678022,0.1898,0.2209,-0.0318,206.7987315,-28.6472284,72.2406342,-30.2613403,784.115,247.829,781.392,245.971,5233401140000751,52334a140-000751,140,52334a,751,14.393,0.073,14.8,1.65,13.593,0.108,10.1,0.548,1.03,1,0,0.00000,0.00000,0000,0000,3,AA,0,10,1.0,29.731,00,0000,0000,56907.11956230,0,,0,,18.156,4.335,0.000,45.515,4.448,0.000,352,23.71,262.8,26.1,7.50,7.50,14.233,0.222,2,0.257,13.649,0.292,2,0.322,14.934,0.313,2,14.368,0.281,2,14.490,0.222,2,13.971,0.292,2,14.275,0.193,3,13.886,0.349,3,14.148,0.187,3,13.891,0.417,3,14.066,0.191,3,13.890,0.511,3,13.961,0.190,3,13.004,,32,13.800,0.180,3,12.839,,32,13.614,0.168,3,12.706,,32,747007601351013697,0.818114,-143.5,1,14.522,0.031,13.635,0.035,10.862,0.102,8.082,0.286,129874876,0.774914,-149.2,1,,17.189,0.1969,16.481,0.2507,15.618,0.2293,0.2634566676800630,0.9551558433060000,-0.1351587927340340,102322121,9596681613740
74.5795192,-7.7679928,0.2290,0.2343,-0.0161,206.7987994,-28.6475338,72.2403246,-30.2614994,45.132,807.167,49.155,808.520,5232801176000830,52328a176-000830,176,52328a,830,14.613,0.099,11.0,0.947,13.529,0.100,10.8,0.977,0.918,1,0,0.00000,0.00000,0000,0000,3,AA,0,10,1.0,90.005,00,0000,0000,56906.92231567,0,,0,,18.324,3.721,0.000,44.177,4.392,0.000,287.6,26.23,278.6,25.75,7.50,7.50,14.731,0.213,2,0.257,13.460,0.151,0,0.322,15.399,0.236,2,14.261,0.169,0,14.988,0.213,2,13.782,0.151,0,14.837,0.213,2,13.573,0.162,2,14.817,0.240,3,13.442,0.177,3,14.829,0.278,3,13.324,0.188,3,14.786,0.302,3,13.223,0.197,3,14.618,0.290,3,13.114,0.205,3,14.366,0.260,3,12.985,0.211,3,747007601351013697,0.399799,85.9,1,14.522,0.031,13.635,0.035,10.862,0.102,8.082,0.286,129874876,0.488407,87.5,1,,17.189,0.1969,16.481,0.2507,15.618,0.2293,0.2634606857686180,0.9551542685891000,-0.1351620888058160,102322121,9596681614229
74.5796460,-7.7679146,0.2387,0.2455,-0.0825,206.7987842,-28.6473864,72.2404800,-30.2614371,690.318,524.011,689.283,522.573,5234401176000936,52344a176-000936,176,52344a,936,14.662,0.123,8.9,1.22,13.628,0.098,11.0,0.618,0.839,1,0,0.00000,0.00000,0000,0000,3,BA,0,10,1.0,6.910,00,0000,0000,56907.44847634,0,,0,,16.975,4.033,0.000,45.800,4.870,0.000,274.9,31.03,254.4,23.05,7.50,7.50,14.731,0.234,3,0.257,13.684,0.295,3,0.322,15.353,0.213,2,14.423,0.242,0,14.988,0.234,3,14.006,0.295,3,14.884,0.261,3,13.926,0.422,3,14.797,0.280,3,13.231,,32,14.659,0.289,3,13.153,,32,14.495,0.297,3,13.016,,32,14.304,0.308,3,12.931,,32,14.080,0.319,3,12.828,,32,747007601351013697,0.258674,-168.1,1,14.522,0.031,13.635,0.035,10.862,0.102,8.082,0.286,129874876,0.263069,172.2,1,,17.189,0.1969,16.481,0.2507,15.618,0.2293,0.2634586209891250,0.9551550294794831,-0.1351607364827370,102322121,9596681614233
74.5796118,-7.7679848,0.1964,0.2152,-0.0664,206.7988383,-28.6474482,72.2404312,-30.2615027,369.568,670.718,371.104,670.686,5233601176000815,52336a176-000815,176,52336a,815,14.498,0.076,14.3,1.8,13.662,0.123,8.9,0.846,1.31,1,0,0.00000,0.00000,0000,0000,3,AB,0,10,1.0,18.952,00,0000,0000,56907.18539603,0,,0,,17.411,3.742,0.000,45.815,5.201,0.000,319.8,22.3,246.7,27.84,7.50,7.50,14.365,0.091,0,0.257,12.911,,32,0.322,15.086,0.107,0,13.576,,32,14.622,0.091,0,13.233,,32,14.420,0.095,1,13.126,,32,14.305,0.102,1,13.072,,32,14.201,0.111,1,13.048,,32,14.096,0.122,3,13.044,,32,13.981,0.134,3,13.028,,32,13.820,0.136,3,12.939,,32,747007601351013697,0.068487,90.3,1,14.522,0.031,13.635,0.035,10.862,0.102,8.082,0.286,129874876,0.157859,92.9,1,,17.189,0.1969,16.481,0.2507,15.618,0.2293,0.2634591470900270,0.9551547125791920,-0.1351619504607560,102322121,9596681614234
74.5796421,-7.7679647,0.1993,0.1978,-0.0622,206.7988332,-28.6474124,72.2404685,-30.2614864,528.865,597.250,529.146,596.520,5234001176000752,52340a176-000752,176,52340a,752,14.509,0.074,14.6,0.815,13.781,0.148,7.3,0.47,0.607,1,0,0.00000,0.00000,0000,0000,3,AB,0,10,1.0,1.829,00,0000,0000,56907.31693611,0,,0,,19.113,4.334,0.000,45.194,5.340,0.000,316.3,21.67,221.1,30.14,7.50,7.50,14.425,0.115,2,0.257,13.658,0.485,2,0.322,15.060,0.110,0,14.457,0.447,0,14.682,0.115,2,13.980,0.485,2,14.565,0.145,3,13.019,,32,14.537,0.181,3,12.927,,32,14.486,0.207,3,12.846,,32,14.350,0.210,3,12.661,,32,14.122,0.190,3,12.869,0.408,3,13.866,0.171,3,12.214,0.298,3,747007601351013697,0.082800,-151.4,1,14.522,0.031,13.635,0.035,10.862,0.102,8.082,0.286,129874876,0.094356,148.3,1,,17.189,0.1969,16.481,0.2507,15.618,0.2293,0.2634586545788950,0.9551548976147380,-0.1351616028687790,102322121,9596681614235
74.5796675,-7.7679401,0.1950,0.1877,-0.0844,206.7988211,-28.6473788,72.2405009,-30.2614651,204.319,732.700,207.103,733.360,5233201176000783,52332a176-000783,176,52332a,783,14.493,0.069,15.8,1.12,13.611,0.106,10.2,1.01,1.01,1,0,0.00000,0.00000,0000,0000,3,AA,0,10,1.0,48.279,00,0000,0000,56907.05385590,0,,0,,18.135,3.795,0.000,44.323,5.049,0.000,321.2,20.27,258.5,25.34,7.50,7.50,14.387,0.087,2,0.257,13.615,0.174,2,0.322,15.064,0.095,0,14.365,0.176,2,14.644,0.087,2,13.937,0.174,2,14.496,0.098,2,13.790,0.207,2,14.442,0.114,2,13.726,0.252,2,14.385,0.129,3,13.679,0.290,3,14.276,0.138,3,13.625,0.325,3,14.101,0.137,3,13.524,0.356,3,13.855,0.125,3,13.338,0.399,3,747007601351013697,0.207272,-141.1,1,14.522,0.031,13.635,0.035,10.862,0.102,8.082,0.286,129874876,0.173752,-166.3,1,,17.189,0.1969,16.481,0.2507,15.618,0.2293,0.2634582465762040,0.9551550703520580,-0.1351611774576820,102322121,9596681614235
74.5796430,-7.7679400,0.1954,0.1968,-0.0435,206.7988085,-28.6474005,72.2404730,-30.2614620,622.056,320.986,620.623,319.848,5232902200000744,52329b200-000744,200,52329b,744,14.482,0.070,15.5,1.05,13.755,0.127,8.6,0.805,0.889,1,0,0.00000,0.00000,0000,0000,3,AB,0,10,1.0,69.230,00,0000,0000,56906.98802213,0,,0,,19.298,4.470,0.000,45.592,4.543,0.000,324.5,20.87,226.4,26.43,7.50,7.50,14.405,0.146,1,0.257,13.693,0.360,1,0.322,15.079,0.171,0,14.504,0.367,0,14.662,0.146,1,14.015,0.360,1,14.533,0.145,3,13.831,0.371,3,14.486,0.160,3,13.774,0.404,3,14.423,0.186,3,13.745,0.438,3,14.318,0.221,3,13.639,0.443,3,14.137,0.233,3,13.411,0.403,3,13.906,0.254,3,13.115,0.343,3,747007601351013697,0.167211,-165.2,1,14.522,0.031,13.635,0.035,10.862,0.102,8.082,0.286,129874876,0.175439,164.7,1,,17.189,0.1969,16.481,0.2507,15.618,0.2293,0.2634586550686260,0.9551549579231400,-0.1351611757283680,102322121,9596681614235
74.5795771,-7.7678813,0.2500,0.2606,-0.0299,206.7987153,-28.6474324,72.2404063,-30.2613957,948.358,180.316,944.298,177.754,5233702200000845,52337b200-000845,200,52337b,845,14.543,0.087,12.5,0.817,13.997,0.207,5.2,0.832,0.786,1,0,0.00000,0.00000,0000,0000,3,AB,0,10,1.0,12.014,00,0000,0000,56907.25110244,0,,0,,17.836,3.743,0.000,46.181,3.722,0.000,306.8,24.55,181.1,34.59,7.50,7.50,14.580,0.215,3,0.257,13.109,,32,0.322,15.238,0.201,3,13.700,,32,14.837,0.215,3,13.431,,32,14.653,0.228,3,13.288,,32,14.526,0.260,3,13.160,,32,14.384,0.272,3,13.069,,32,14.207,0.249,3,12.977,,32,13.999,0.222,3,12.885,,32,13.789,0.199,3,12.808,,32,747007601351013697,0.419598,152.7,1,14.522,0.031,13.635,0.035,10.862,0.102,8.082,0.286,129874876,0.473287,143.5,1,,17.189,0.1969,16.481,0.2507,15.618,0.2293,0.2634597904809140,0.9551547883880280,-0.1351601606212980,102322121,9596681614237
74.5797591,-7.7680245,0.2084,0.1942,-0.0719,206.7989535,-28.6473357,72.2405932,-30.2615599,138.167,550.494,140.559,551.491,5231702201000902,52317b201-000902,201,52317b,902,14.591,0.070,15.6,0.915,13.583,0.105,10.3,0.772,0.803,1,0,0.00000,0.00000,0000,0000,3,AA,0,10,1.0,43.800,00,0000,0000,56906.59340160,0,,0,,17.352,3.426,0.000,45.159,4.025,0.000,293.3,18.8,265.2,25.71,7.50,7.50,14.663,0.116,2,0.257,13.787,0.191,2,0.322,15.327,0.122,0,14.492,0.196,2,14.920,0.116,2,14.109,0.191,2,14.795,0.145,2,14.003,0.223,2,14.787,0.193,3,13.998,0.286,3,14.794,0.225,3,14.001,0.367,3,14.737,0.243,3,13.971,0.456,3,14.606,0.244,3,13.127,,32,14.395,0.228,3,12.972,,32,747007601351013697,0.478651,-72.7,1,14.522,0.031,13.635,0.035,10.862,0.102,8.082,0.286,129874876,0.391750,-69.8,1,,17.189,0.1969,16.481,0.2507,15.618,0.2293,0.2634566666084500,0.9551552996132540,-0.1351626369980920,102322121,9596681614264
74.5796146,-7.7680331,0.2226,0.2147,-0.0712,206.7988889,-28.6474675,72.2404275,-30.2615509,296.847,472.321,297.994,472.620,5232102201000817,52321b201-000817,201,52321b,817,14.622,0.075,14.5,1.11,13.740,0.127,8.6,1.03,1.02,1,0,0.00000,0.00000,0000,0000,3,AB,0,10,1.0,86.337,00,0000,0000,56906.72494177,0,,0,,17.495,3.169,0.000,45.901,4.406,0.000,285.2,19.73,229.5,26.76,7.50,7.50,14.450,0.091,2,0.257,13.965,0.282,0,0.322,15.164,0.103,2,14.679,0.268,0,14.707,0.091,2,14.287,0.282,0,14.505,0.097,2,14.217,0.351,3,14.424,0.115,2,14.434,0.531,3,14.393,0.143,2,13.784,,32,14.346,0.165,2,13.813,,32,14.234,0.169,2,13.748,,32,14.029,0.158,3,13.647,,32,747007601351013697,0.183115,18.6,1,14.522,0.031,13.635,0.035,10.862,0.102,8.082,0.286,129874876,0.222148,41.7,1,,17.189,0.1969,16.481,0.2507,15.618,0.2293,0.2634590701155320,0.9551546156149450,-0.1351627857190180,102322121,9596681614265
