ra,dec,sigra,sigdec,sigradec,glon,glat,elon,elat,w1x,w1y,w2x,w2y,cntr,source_id,frame_num,scan_id,src,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,rchi2,nb,na,w1sat,w2sat,satnum,cc_flags,det_bit,ph_qual,sso_flg,qual_frame,qi_fact,saa_sep,moon_masked,w1frtr,w2frtr,mjd,w1cc_map,w1cc_map_str,w2cc_map,w2cc_map_str,w1sky,w1sigsk,w1conf,w2sky,w2sigsk,w2conf,w1flux,w1sigflux,w2flux,w2sigflux,w1fitr,w2fitr,w1mag,w1sigm,w1flg,w1mcor,w2mag,w2sigm,w2flg,w2mcor,w1mag_1,w1sigm_1,w1flg_1,w2mag_1,w2sigm_1,w2flg_1,w1mag_2,w1sigm_2,w1flg_2,w2mag_2,w2sigm_2,w2flg_2,w1mag_3,w1sigm_3,w1flg_3,w2mag_3,w2sigm_3,w2flg_3,w1mag_4,w1sigm_4,w1flg_4,w2mag_4,w2sigm_4,w2flg_4,w1mag_5,w1sigm_5,w1flg_5,w2mag_5,w2sigm_5,w2flg_5,w1mag_6,w1sigm_6,w1flg_6,w2mag_6,w2sigm_6,w2flg_6,w1mag_7,w1sigm_7,w1flg_7,w2mag_7,w2sigm_7,w2flg_7,w1mag_8,w1sigm_8,w1flg_8,w2mag_8,w2sigm_8,w2flg_8,allwise_cntr,r_allwise,pa_allwise,n_allwise,w1mpro_allwise,w1sigmpro_allwise,w2mpro_allwise,w2sigmpro_allwise,w3mpro_allwise,w3sigmpro_allwise,w4mpro_allwise,w4sigmpro_allwise,tmass_key,r_2mass,pa_2mass,n_2mass,xscprox,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,x,y,z,spt_ind,htm20
112.8726148,-74.1753967,0.0541,0.0469,0.0145,285.9232595,-23.3597345,235.1437508,-79.3123062,931.644,153.102,927.596,150.574,5161301002000133,51613a002-000133,2,51613a,133,11.489,0.023,47.1,31.6,11.333,0.026,41.0,6.19,17,1,0,0.00000,0.00000,0000,0000,3,AA,0,5,0.5,27.992,00,0000,0000,56883.38629307,0,,0,,13.611,3.621,0.000,37.434,4.182,0.000,5108,108.5,2106,51.39,7.50,7.50,11.473,0.015,2,0.257,11.270,0.026,0,0.322,12.213,0.018,2,12.108,0.032,0,11.730,0.015,2,11.592,0.026,0,11.513,0.014,2,11.360,0.026,0,11.405,0.015,3,11.255,0.028,3,11.346,0.016,3,11.202,0.031,3,11.305,0.017,3,11.168,0.038,3,11.270,0.018,3,11.138,0.047,3,11.238,0.018,3,11.107,0.054,3,1111074301351023782,0.269427,102.0,1,11.466,0.022,11.185,0.020,8.628,0.022,6.437,0.048,709914239,0.157195,37.4,1,0.33,13.766,0.0710,12.908,0.0864,12.491,0.0531,-0.1059914588389790,0.2512518749291990,-0.9621009853428830,111022110,10214825440085
112.8726864,-74.1754154,0.0549,0.0480,0.0089,285.9232852,-23.3597214,235.1437767,-79.3122796,905.344,50.741,901.051,48.354,5160201026000122,51602a026-000122,26,51602a,122,11.484,0.025,43.7,11.7,11.288,0.027,39.7,5.09,7.88,1,0,0.00000,0.00000,0000,0000,3,AA,0,10,1.0,36.660,00,0000,0000,56883.05737943,0,,0,,14.037,3.754,0.000,36.329,4.444,0.000,5133,117.4,2196,55.35,7.50,7.50,11.502,0.017,2,0.257,11.218,0.025,2,0.322,12.226,0.021,2,12.049,0.033,2,11.759,0.017,2,11.540,0.025,2,11.552,0.020,2,11.315,0.024,2,11.451,0.025,3,11.204,0.026,3,11.392,0.026,3,11.138,0.029,3,11.353,0.026,3,11.098,0.040,19,11.323,0.027,3,11.069,0.055,19,11.296,0.028,3,11.038,0.062,19,1111074301351023782,0.193639,86.6,1,11.466,0.022,11.185,0.020,8.628,0.022,6.437,0.048,709914239,0.193876,7.4,1,0.38,13.766,0.0710,12.908,0.0864,12.491,0.0531,-0.1059916507674170,0.2512514531590700,-0.9621010743435710,111022110,10214825440085
112.8727222,-74.1754079,0.0434,0.0356,-0.0078,285.9232806,-23.3597098,235.1437140,-79.3122756,994.532,438.471,991.286,435.742,5160501003000131,51605a003-000131,3,51605a,131,11.562,0.018,60.3,21.6,11.330,0.024,45.3,4.65,12.7,1,0,0.00000,0.00000,0000,0000,3,AA,0,10,1.0,32.051,00,0000,0000,56883.12321308,0,,0,,13.724,3.323,0.000,37.294,3.520,0.000,4777,79.19,2112,46.61,7.50,7.50,11.454,0.012,0,0.257,11.183,0.032,2,0.322,12.186,0.016,0,12.017,0.033,2,11.711,0.012,0,11.505,0.032,2,11.502,0.011,0,11.280,0.035,2,11.397,0.011,1,11.176,0.037,3,11.335,0.012,1,11.124,0.040,3,11.288,0.013,1,11.093,0.042,3,11.248,0.014,3,11.067,0.045,3,11.211,0.015,3,11.036,0.047,3,1111074301351023782,0.158907,95.6,1,11.466,0.022,11.185,0.020,8.628,0.022,6.437,0.048,709914239,0.165543,-3.5,1,0.36,13.766,0.0710,12.908,0.0864,12.491,0.0531,-0.1059918567068470,0.2512515029687250,-0.9621010386481200,111022110,10214825440085
112.8726404,-74.1753780,0.0484,0.0441,-0.0094,285.9232423,-23.3597222,235.1436460,-79.3123108,947.144,201.898,943.211,199.339,5159801026000121,51598a026-000121,26,51598a,121,11.524,0.022,49.6,17.5,11.292,0.026,42.4,4.08,10.6,1,0,0.00000,0.00000,0000,0000,3,AA,0,10,1.0,46.892,00,0000,0000,56882.92583941,0,,0,,13.767,3.811,0.000,36.147,4.138,0.000,4946,99.65,2187,51.53,7.50,7.50,11.488,0.014,2,0.257,11.206,0.028,2,0.322,12.222,0.017,0,12.037,0.031,2,11.745,0.014,2,11.528,0.028,2,11.537,0.013,3,11.304,0.029,3,11.435,0.013,3,11.202,0.032,3,11.379,0.014,3,11.150,0.037,3,11.342,0.015,3,11.120,0.041,3,11.311,0.016,3,11.102,0.045,3,11.281,0.018,3,11.085,0.052,3,1111074301351023782,0.268363,117.3,1,11.466,0.022,11.185,0.020,8.628,0.022,6.437,0.048,709914239,0.090876,50.7,1,0.25,13.766,0.0710,12.908,0.0864,12.491,0.0531,-0.1059916931489680,0.2512521168889030,-0.9621008963420939,111022110,10214825440085
112.8728020,-74.1754245,0.0408,0.0393,0.0079,285.9233049,-23.3596940,235.1437238,-79.3122483,298.575,831.610,301.188,831.884,5167401027000156,51674a027-000156,27,51674a,156,11.547,0.019,57.2,16.4,11.269,0.025,44.1,3.39,9.44,1,0,0.00000,0.00000,0000,0000,3,AA,0,10,1.0,29.997,00,0000,0000,56885.42560912,0,,0,,15.187,4.115,0.000,36.796,3.868,0.000,4844,84.64,2234,50.72,7.50,7.50,11.475,0.014,0,0.257,11.202,0.026,0,0.322,12.198,0.016,0,12.030,0.035,0,11.732,0.014,0,11.524,0.026,0,11.525,0.013,0,11.299,0.025,2,11.420,0.013,1,11.191,0.027,3,11.355,0.014,3,11.131,0.031,3,11.308,0.014,3,11.094,0.036,3,11.270,0.015,3,11.068,0.044,3,11.236,0.015,3,11.048,0.051,3,1111074301351023782,0.091272,61.0,1,11.466,0.022,11.185,0.020,8.628,0.022,6.437,0.048,709914239,0.241725,-21.4,1,0.43,13.766,0.0710,12.908,0.0864,12.491,0.0531,-0.1059920982987680,0.2512510985191760,-0.9621011176540289,111022110,10214825440085
112.8727624,-74.1754083,0.0430,0.0406,0.0136,285.9232846,-23.3596995,235.1436831,-79.3122663,54.157,719.190,57.767,720.522,5170201021000152,51702a021-000152,21,51702a,152,11.550,0.018,59.6,20.3,11.314,0.026,42.4,4.19,11.6,1,0,0.00000,0.00000,0000,0000,3,AA,0,10,1.0,26.157,00,0000,0000,56886.34651647,0,,0,,13.541,3.181,0.000,36.698,4.151,0.000,4830,81.1,2144,50.54,7.50,7.50,11.485,0.012,0,0.257,11.223,0.023,2,0.322,12.229,0.016,0,12.066,0.031,0,11.742,0.012,0,11.545,0.023,2,11.529,0.012,2,11.325,0.023,2,11.424,0.012,3,11.233,0.028,3,11.365,0.012,3,11.189,0.035,3,11.326,0.013,3,11.159,0.042,3,11.295,0.014,3,11.134,0.055,3,11.265,0.015,3,11.113,0.068,3,1111074301351023782,0.119515,96.7,1,11.466,0.022,11.185,0.020,8.628,0.022,6.437,0.048,709914239,0.173868,-16.5,1,0.37,13.766,0.0710,12.908,0.0864,12.491,0.0531,-0.1059920303797930,0.2512514224138090,-0.9621010405518780,111022110,10214825440085
112.8727904,-74.1754246,0.0428,0.0385,0.0124,285.9233040,-23.3596971,235.1437336,-79.3122509,434.143,500.273,434.575,499.963,5165801027000141,51658a027-000141,27,51658a,141,11.544,0.018,62.0,15.9,11.262,0.025,42.8,4.14,9.95,1,0,0.00000,0.00000,0000,0000,3,AA,0,10,1.0,48.675,00,0000,0000,56884.89932188,0,,0,,13.291,3.255,0.000,36.701,4.846,0.000,4854,78.26,2249,52.58,7.50,7.50,11.496,0.013,0,0.257,11.279,0.026,2,0.322,12.230,0.016,0,12.149,0.032,2,11.753,0.013,0,11.601,0.026,2,11.539,0.013,0,11.347,0.027,2,11.429,0.013,3,11.228,0.031,3,11.362,0.014,3,11.170,0.038,3,11.313,0.015,3,11.132,0.045,3,11.274,0.017,3,11.098,0.050,3,11.242,0.019,3,11.062,0.054,3,1111074301351023782,0.101539,63.9,1,11.466,0.022,11.185,0.020,8.628,0.022,6.437,0.048,709914239,0.238140,-18.9,1,0.43,13.766,0.0710,12.908,0.0864,12.491,0.0531,-0.1059920467782460,0.2512511184309900,-0.9621011181299680,111022110,10214825440085
112.8728874,-74.1754293,0.0419,0.0451,-0.0055,285.9233175,-23.3596732,235.1436760,-79.3122263,328.137,973.434,331.193,973.592,5167001027000144,51670a027-000144,27,51670a,144,11.574,0.021,50.7,15.6,11.284,0.025,44.2,4.45,9.38,1,0,0.00000,0.00000,0000,0000,3,AA,0,10,1.0,25.210,00,0000,0000,56885.29406920,0,,0,,13.820,3.771,0.000,36.533,4.282,0.000,4724,93.09,2204,49.86,7.50,7.50,11.473,0.015,0,0.257,11.185,0.026,0,0.322,12.195,0.019,0,12.013,0.029,0,11.730,0.015,0,11.507,0.026,0,11.523,0.014,2,11.280,0.033,0,11.419,0.016,3,11.170,0.044,3,11.362,0.019,3,11.113,0.051,3,11.326,0.021,3,11.082,0.055,3,11.296,0.022,3,11.059,0.057,3,11.265,0.023,3,11.036,0.059,3,1111074301351023782,0.061691,-3.7,1,11.466,0.022,11.185,0.020,8.628,0.022,6.437,0.048,709914239,0.297235,-35.4,1,0.49,13.766,0.0710,12.908,0.0864,12.491,0.0531,-0.1059924414626600,0.2512508662733800,-0.9621011404990960,111022110,10214825440086
112.8728487,-74.1754346,0.0471,0.0426,-0.0117,285.9233195,-23.3596849,235.1437313,-79.3122321,325.866,10.673,324.928,10.774,5168501002000143,51685a002-000143,2,51685a,143,11.604,0.021,50.8,17.9,11.304,0.025,43.6,4.02,10.1,1,0,0.00000,0.00000,0000,0000,3,AA,0,10,1.0,51.228,00,0000,0000,56885.75439544,0,,0,,14.385,4.236,0.000,36.155,3.558,0.000,4597,90.45,2164,49.59,7.50,7.50,11.492,0.024,2,0.257,11.205,0.043,0,0.322,12.215,0.026,0,12.046,0.045,0,11.749,0.024,2,11.527,0.043,0,11.550,0.023,2,11.291,0.039,0,11.452,0.022,3,11.179,0.039,1,11.397,0.022,3,11.117,0.040,3,11.358,0.022,3,11.074,0.042,3,11.322,0.025,3,11.039,0.045,3,11.286,0.030,3,11.011,0.048,3,1111074301351023782,0.087502,22.8,1,11.466,0.022,11.185,0.020,8.628,0.022,6.437,0.048,709914239,0.293799,-27.2,1,0.50,13.766,0.0710,12.908,0.0864,12.491,0.0531,-0.1059922371652430,0.2512508558662380,-0.9621011657238490,111022110,10214825440086
112.8728841,-74.1754373,0.0433,0.0439,0.0111,285.9233255,-23.3596765,235.1437146,-79.3122226,84.948,860.734,88.950,861.902,5169801029000149,51698a029-000149,29,51698a,149,11.536,0.021,52.5,16.9,11.295,0.024,44.5,5.38,10.5,1,0,0.00000,0.00000,0000,0000,3,AA,0,10,1.0,26.755,00,0000,0000,56886.21497646,0,,0,,13.206,3.195,0.000,36.885,3.845,0.000,4892,93.14,2182,48.99,7.50,7.50,11.492,0.014,2,0.257,11.225,0.021,0,0.322,12.208,0.018,2,12.061,0.027,0,11.749,0.014,2,11.547,0.021,0,11.547,0.013,2,11.321,0.021,2,11.445,0.014,3,11.216,0.023,3,11.387,0.015,3,11.158,0.027,3,11.350,0.017,3,11.116,0.030,3,11.319,0.018,3,11.083,0.035,3,11.289,0.020,3,11.055,0.040,3,1111074301351023782,0.090363,-0.5,1,11.466,0.022,11.185,0.020,8.628,0.022,6.437,0.048,709914239,0.319419,-31.9,1,0.51,13.766,0.0710,12.908,0.0864,12.491,0.0531,-0.1059923747773840,0.2512507486062490,-0.9621011785741920,111022110,10214825440086
