cntr_mf,source_id_mf,ra,dec,nb,na,cc_flags,cat,cntr,frame_id,mjd,w1mpro_ep,w1sigmpro_ep,w1rchi2_ep,w2mpro_ep,w2sigmpro_ep,w2rchi2_ep,w3mpro_ep,w3sigmpro_ep,w3rchi2_ep,w4mpro_ep,w4sigmpro_ep,w4rchi2_ep,w1flux_ep,w1sigflux_ep,w2flux_ep,w2sigflux_ep,w3flux_ep,w3sigflux_ep,w4flux_ep,w4sigflux_ep,w1x_ep,w1y_ep,w2x_ep,w2y_ep,w3x_ep,w3y_ep,w4x_ep,w4y_ep,qi_fact,saa_sep,moon_masked,load_id,x,y,z,spt_ind,htm20
1111074301351023782,1111m743_ac51-023782,112.8728833,-74.1754122,1,0,0000,1,1111074310237820011,01857b275,55241.01689680,11.491,0.029,12.4,11.145,0.028,4.09,8.551,0.045,1.65,6.192,0.105,1.17,4015,107.1,2197,56.93,6021,247.2,528.9,51.16,349.027,127.934,348.206,127.940,345.420,129.726,174.317,66.263,1.0,28,0000,1060,-0.1059925350915040,0.2512511384203680,-0.9621010591135140,111022110,10214825440087
1111074301351023782,1111m743_ac51-023782,112.8728833,-74.1754122,1,0,0000,1,1111074310237820061,07430a029,55425.32484060,11.502,0.025,12.4,11.187,0.027,3.97,,,,,,,3974,89.83,2115,52.68,,,,,202.697,133.238,202.790,133.893,,,,,1.0,28,0000,1060,-0.1059925350915040,0.2512511384203680,-0.9621010591135140,111022110,10214825440087
1111074301351023782,1111m743_ac51-023782,112.8728833,-74.1754122,1,0,0000,1,1111074310237820013,01864a224,55241.21541670,11.452,0.021,12.4,11.134,0.025,4.17,8.668,0.045,1.54,6.665,0.170,1.1,4159,80.45,2220,51.26,5405,221.6,341.9,53.59,292.610,274.118,292.742,274.389,290.414,275.657,146.115,138.554,1.0,36,0000,1060,-0.1059925350915040,0.2512511384203680,-0.9621010591135140,111022110,10214825440087
1111074301351023782,1111m743_ac51-023782,112.8728833,-74.1754122,1,0,0000,1,1111074310237820014,01868a251,55241.34772090,11.425,0.032,12.5,11.169,0.027,3.99,8.637,0.042,1.51,6.334,0.117,1.03,4266,124.2,2151,53.72,5563,215.5,464,49.86,331.407,69.902,330.432,69.977,327.243,72.148,165.531,37.573,1.0,44,0000,1060,-0.1059925350915040,0.2512511384203680,-0.9621010591135140,111022110,10214825440087
1111074301351023782,1111m743_ac51-023782,112.8728833,-74.1754122,1,0,0000,1,1111074310237820015,01868a252,55241.34784820,11.455,0.028,12.3,11.147,0.029,4.08,8.568,0.043,1.59,6.305,0.125,1.05,4149,106.9,2194,59.09,5925,233.8,476.3,54.81,329.188,985.096,332.155,985.166,333.867,982.963,164.315,490.184,1.0,45,0000,1060,-0.1059925350915040,0.2512511384203680,-0.9621010591135140,111022110,10214825440087
1111074301351023782,1111m743_ac51-023782,112.8728833,-74.1754122,1,0,0000,1,1111074310237820001,01821b276,55239.82590450,11.490,0.033,12.4,11.213,0.029,4.02,8.745,0.052,1.77,6.518,0.131,1.02,4018,121.6,2065,56.01,5037,243.5,391.6,47.14,36.886,162.615,37.952,164.068,33.667,167.025,18.488,83.494,0.5,35,0000,1060,-0.1059925350915040,0.2512511384203680,-0.9621010591135140,111022110,10214825440087
1111074301351023782,1111m743_ac51-023782,112.8728833,-74.1754122,1,0,0000,1,1111074310237820002,01832a229,55240.15672860,11.431,0.034,12.4,11.175,0.027,3.98,8.670,0.049,1.55,6.270,0.111,1.08,4244,132.1,2138,53.49,5393,242.8,491.8,50.09,16.562,76.735,17.324,78.271,12.528,81.794,8.373,41.053,1.0,33,0000,1060,-0.1059925350915040,0.2512511384203680,-0.9621010591135140,111022110,10214825440087
1111074301351023782,1111m743_ac51-023782,112.8728833,-74.1754122,1,0,0000,1,1111074310237820003,01832a230,55240.15685600,11.479,0.025,12.3,11.154,0.030,4.04,8.577,0.049,1.57,6.698,0.177,1.12,4060,94.63,2180,59.8,5876,262.7,331.7,54.11,13.720,989.325,18.533,990.718,18.198,990.059,6.612,492.314,1.0,33,0000,1060,-0.1059925350915040,0.2512511384203680,-0.9621010591135140,111022110,10214825440087
1111074301351023782,1111m743_ac51-023782,112.8728833,-74.1754122,1,0,0000,1,1111074310237820004,01836a252,55240.28916020,11.400,0.023,12.7,11.114,0.027,4.36,8.733,0.051,1.72,6.416,0.136,1.01,4365,92.67,2261,55.9,5092,237.8,430.1,53.79,50.885,796.626,54.662,797.890,53.637,797.780,25.269,396.963,1.0,41,0000,1060,-0.1059925350915040,0.2512511384203680,-0.9621010591135140,111022110,10214825440087
1111074301351023782,1111m743_ac51-023782,112.8728833,-74.1754122,1,0,0000,1,1111074310237820005,01840a251,55240.42146440,11.453,0.027,12.4,11.190,0.028,3.97,8.689,0.051,1.59,6.679,0.200,1.11,4158,102.6,2109,54.56,5303,249.8,337.6,62.22,84.171,596.689,86.898,597.853,85.065,598.446,41.960,298.070,1.0,47,0000,1060,-0.1059925350915040,0.2512511384203680,-0.9621010591135140,111022110,10214825440087
1111074301351023782,1111m743_ac51-023782,112.8728833,-74.1754122,1,0,0000,1,1111074310237820006,01842a215,55240.48755280,11.416,0.028,12.6,11.124,0.028,4.25,8.647,0.043,1.52,6.772,0.188,1.19,4301,112.5,2240,58.72,5513,217,309.8,53.63,213.871,38.197,213.397,38.802,209.411,41.662,106.852,21.931,1.0,48,0000,1060,-0.1059925350915040,0.2512511384203680,-0.9621010591135140,111022110,10214825440087
1111074301351023782,1111m743_ac51-023782,112.8728833,-74.1754122,1,0,0000,1,1111074310237820007,01844a211,55240.55376850,11.451,0.025,12.4,11.146,0.026,4.08,8.719,0.048,1.67,6.445,0.148,1.01,4163,95.06,2195,51.94,5156,229.2,418.9,56.99,121.903,373.999,123.446,375.041,120.684,376.532,60.860,187.962,1.0,48,0000,1060,-0.1059925350915040,0.2512511384203680,-0.9621010591135140,111022110,10214825440087
1111074301351023782,1111m743_ac51-023782,112.8728833,-74.1754122,1,0,0000,1,1111074310237820008,01848a251,55240.68607260,11.434,0.026,12.4,11.170,0.026,3.99,8.655,0.045,1.53,6.432,0.136,1.01,4231,100.5,2148,52.04,5472,227.7,424,53.02,156.447,170.405,156.894,171.298,153.275,173.695,78.156,87.310,1.0,43,0000,1060,-0.1059925350915040,0.2512511384203680,-0.9621010591135140,111022110,10214825440087
1111074301351023782,1111m743_ac51-023782,112.8728833,-74.1754122,1,0,0000,1,1111074310237820009,01852a252,55240.81850410,11.414,0.025,12.6,11.189,0.026,3.97,8.580,0.041,1.56,6.622,0.180,1.07,4311,98.28,2110,50.34,5860,222.9,355.8,58.98,189.775,895.256,193.164,895.902,193.538,894.741,94.653,445.741,1.0,34,0000,1060,-0.1059925350915040,0.2512511384203680,-0.9621010591135140,111022110,10214825440087
1111074301351023782,1111m743_ac51-023782,112.8728833,-74.1754122,1,0,0000,1,1111074310237820010,01856a251,55240.95080840,11.436,0.025,12.4,11.193,0.032,3.98,8.636,0.049,1.51,6.339,0.154,1.03,4221,99.06,2102,61.16,5567,251.6,461.6,65.52,222.545,689.879,224.863,690.406,224.354,689.976,111.058,344.146,1.0,28,0000,1060,-0.1059925350915040,0.2512511384203680,-0.9621010591135140,111022110,10214825440087
1111074301351023782,1111m743_ac51-023782,112.8728833,-74.1754122,1,0,0000,1,1111074310237820016,01872a199,55241.48015240,11.495,0.026,12.4,11.144,0.025,4.1,8.605,0.049,1.52,6.354,0.136,1.02,3998,95.79,2200,50.03,5727,258.9,455.5,56.97,361.767,789.619,363.699,789.535,364.557,788.034,180.606,393.474,1.0,48,0000,1060,-0.1059925350915040,0.2512511384203680,-0.9621010591135140,111022110,10214825440087
1111074301351023782,1111m743_ac51-023782,112.8728833,-74.1754122,1,0,0000,1,1111074310237820017,01876a251,55241.61245660,11.483,0.024,12.4,11.184,0.028,3.97,,,,,,,4043,87.96,2120,53.8,,,,,399.226,565.692,399.971,565.459,,,,,1.0,46,0000,1060,-0.1059925350915040,0.2512511384203680,-0.9621010591135140,111022110,10214825440087
1111074301351023782,1111m743_ac51-023782,112.8728833,-74.1754122,1,0,0000,1,1111074310237820018,01880a251,55241.74476080,11.416,0.023,12.6,11.188,0.025,3.97,8.656,0.048,1.53,6.458,0.137,1.01,4301,89.41,2113,49.26,5466,241.7,413.9,52.14,433.012,371.606,432.734,371.240,431.736,371.403,216.218,186.730,1.0,39,0000,1060,-0.1059925350915040,0.2512511384203680,-0.9621010591135140,111022110,10214825440087
1111074301351023782,1111m743_ac51-023782,112.8728833,-74.1754122,1,0,0000,1,1111074310237820019,01884a251,55241.87706500,11.429,0.024,12.5,11.152,0.026,4.05,8.537,0.041,1.7,6.221,0.139,1.13,4252,93.51,2183,52.06,6096,231.5,514.7,65.76,467.461,189.332,466.213,188.809,464.430,189.752,233.450,96.591,1.0,31,0000,1060,-0.1059925350915040,0.2512511384203680,-0.9621010591135140,111022110,10214825440087
1111074301351023782,1111m743_ac51-023782,112.8728833,-74.1754122,1,0,0000,1,1111074310237820020,01888a252,55242.00949650,11.428,0.026,12.5,11.183,0.027,3.97,8.637,0.055,1.51,6.520,0.175,1.02,4253,103.1,2123,53.4,5561,280.2,390.7,63.14,498.153,890.370,499.731,889.721,501.947,887.131,248.756,443.306,1.0,28,0000,1060,-0.1059925350915040,0.2512511384203680,-0.9621010591135140,111022110,10214825440087
1111074301351023782,1111m743_ac51-023782,112.8728833,-74.1754122,1,0,0000,1,1111074310237820021,01893b276,55242.20788910,11.456,0.028,12.3,11.183,0.029,3.97,8.618,0.049,1.51,6.511,0.141,1.02,4144,105.1,2121,56.87,5660,256.7,394,51,657.678,191.927,655.294,190.552,654.634,190.623,328.450,97.812,0.5,36,0000,1060,-0.1059925350915040,0.2512511384203680,-0.9621010591135140,111022110,10214825440087
1111074301351023782,1111m743_ac51-023782,112.8728833,-74.1754122,1,0,0000,1,1111074310237820022,01896a251,55242.27410480,11.437,0.022,12.4,11.097,0.033,4.57,8.591,0.050,1.54,6.482,0.137,1.01,4217,83.97,2297,69.24,5804,266.9,404.7,50.99,568.953,547.925,568.606,546.947,569.367,545.630,284.112,273.894,1.0,40,0000,1060,-0.1059925350915040,0.2512511384203680,-0.9621010591135140,111022110,10214825440087
1111074301351023782,1111m743_ac51-023782,112.8728833,-74.1754122,1,0,0000,1,1111074310237820023,01900a251,55242.40640900,11.467,0.025,12.3,11.221,0.028,4.06,8.594,0.042,1.54,6.741,0.203,1.16,4106,95.67,2049,52.28,5787,221.4,318.9,59.58,603.439,362.481,602.094,361.355,602.044,360.797,301.342,182.173,1.0,47,0000,1060,-0.1059925350915040,0.2512511384203680,-0.9621010591135140,111022110,10214825440087
1111074301351023782,1111m743_ac51-023782,112.8728833,-74.1754122,1,0,0000,1,1111074310237820024,01904a198,55242.53871310,11.511,0.029,12.5,11.156,0.029,4.04,8.590,0.047,1.54,6.320,0.122,1.04,3943,104,2176,57.35,5808,249.7,470,52.65,642.747,148.083,640.274,146.771,639.291,147.138,321.000,76.135,1.0,48,0000,1060,-0.1059925350915040,0.2512511384203680,-0.9621010591135140,111022110,10214825440087
1111074301351023782,1111m743_ac51-023782,112.8728833,-74.1754122,1,0,0000,1,1111074310237820025,01908a252,55242.67114460,11.470,0.025,12.3,11.168,0.027,3.99,8.653,0.046,1.52,6.600,0.183,1.06,4093,94.23,2153,52.73,5482,231.7,362.9,61.33,673.714,860.012,674.138,858.613,677.239,855.330,336.492,428.257,1.0,43,0000,1060,-0.1059925350915040,0.2512511384203680,-0.9621010591135140,111022110,10214825440087
1111074301351023782,1111m743_ac51-023782,112.8728833,-74.1754122,1,0,0000,1,1111074310237820026,01912a251,55242.80344880,11.475,0.024,12.3,11.254,0.033,4.29,8.601,0.049,1.53,6.196,0.126,1.16,4073,91.22,1987,59.51,5752,259.7,526.8,60.89,708.727,669.209,708.072,667.624,710.331,665.073,353.957,333.851,1.0,35,0000,1060,-0.1059925350915040,0.2512511384203680,-0.9621010591135140,111022110,10214825440087
1111074301351023782,1111m743_ac51-023782,112.8728833,-74.1754122,1,0,0000,1,1111074310237820027,01913b275,55242.86953720,11.419,0.029,12.5,11.212,0.028,4.02,8.640,0.042,1.51,6.360,0.123,1.02,4289,115.8,2067,53.82,5546,214.2,452.9,51.29,835.479,121.947,831.690,119.780,831.683,119.408,417.239,63.147,1.0,32,0000,1060,-0.1059925350915040,0.2512511384203680,-0.9621010591135140,111022110,10214825440087
