cntr_mf,source_id_mf,ra,dec,nb,na,cc_flags,cat,cntr,frame_id,mjd,w1mpro_ep,w1sigmpro_ep,w1rchi2_ep,w2mpro_ep,w2sigmpro_ep,w2rchi2_ep,w3mpro_ep,w3sigmpro_ep,w3rchi2_ep,w4mpro_ep,w4sigmpro_ep,w4rchi2_ep,w1flux_ep,w1sigflux_ep,w2flux_ep,w2sigflux_ep,w3flux_ep,w3sigflux_ep,w4flux_ep,w4sigflux_ep,w1x_ep,w1y_ep,w2x_ep,w2y_ep,w3x_ep,w3y_ep,w4x_ep,w4y_ep,qi_fact,saa_sep,moon_masked,load_id,x,y,z,spt_ind,htm20
347100001351013102,0347p000_ac51-013102,34.2186219,-0.3931886,1,0,0000,1,347100010131020019,06716a149,55401.69426340,13.681,0.053,1.354,12.689,0.057,1.227,9.862,0.160,1.115,7.138,0.304,0.995,534.2640,26.1380,530.3800,27.9690,1800.4709,264.7820,221.2110,61.9530,475.788,437.164,475.534,436.604,475.131,436.256,237.576,219.144,1.0,85,0000,1037,0.8268783754427810,0.5623389191059830,-0.0068623817892937,100201003,8938079463441
347100001351013102,0347p000_ac51-013102,34.2186219,-0.3931886,1,0,0000,1,347100010131020020,06720a149,55401.82656720,13.580,0.041,1.436,12.780,0.068,1.214,10.029,0.168,1.211,7.088,,0.933,586.1690,22.2030,487.5360,30.6250,1542.5330,238.8490,98.7940,66.3800,650.004,510.261,648.998,508.936,650.024,507.440,324.598,255.255,1.0,118,0000,1037,0.8268783754427810,0.5623389191059830,-0.0068623817892937,100201003,8938079463441
347100001351013102,0347p000_ac51-013102,34.2186219,-0.3931886,1,0,0000,1,347100010131020021,06724a149,55401.95887100,13.544,0.043,1.623,12.626,0.057,1.419,9.684,0.122,1.132,6.727,,0.923,606.0200,23.8700,561.9620,29.7010,2120.7849,237.5310,117.8280,102.5460,821.660,580.825,819.905,578.756,822.346,576.113,410.365,290.112,1.0,76,0000,1037,0.8268783754427810,0.5623389191059830,-0.0068623817892937,100201003,8938079463441
347100001351013102,0347p000_ac51-013102,34.2186219,-0.3931886,1,0,0000,1,347100010131020022,06728a149,55402.09117490,13.587,0.042,1.408,12.697,0.054,1.213,9.764,0.127,1.105,7.268,,0.986,582.1230,22.7700,526.1280,26.3280,1970.0280,230.0780,55.1820,70.5550,992.862,647.345,990.352,644.549,994.208,640.786,495.941,322.992,1.0,37,0000,1037,0.8268783754427810,0.5623389191059830,-0.0068623817892937,100201003,8938079463441
347100001351013102,0347p000_ac51-013102,34.2186219,-0.3931886,1,0,0000,1,347100010131020023,12074a131,55578.90225540,13.764,0.076,1.687,12.874,0.075,1.462,,,,,,,494.8000,34.6920,446.9920,30.8340,,,,,825.460,302.064,822.430,299.985,,,,,1.0,5,0000,1037,0.8268783754427810,0.5623389191059830,-0.0068623817892937,100201003,8938079463441
347100001351013102,0347p000_ac51-013102,34.2186219,-0.3931886,1,0,0000,1,347100010131020024,12078a132,55579.03455980,13.641,0.046,1.316,12.923,0.070,1.672,,,,,,,553.9780,23.3930,427.4400,27.7270,,,,,639.080,612.247,638.547,610.974,,,,,1.0,32,0000,1037,0.8268783754427810,0.5623389191059830,-0.0068623817892937,100201003,8938079463441
347100001351013102,0347p000_ac51-013102,34.2186219,-0.3931886,1,0,0000,1,347100010131020025,12082b132,55579.16686410,13.761,0.068,1.670,12.853,0.066,1.386,,,,,,,496.1730,31.1320,455.7770,27.6200,,,,,447.287,920.475,449.260,920.054,,,,,1.0,74,0000,1037,0.8268783754427810,0.5623389191059830,-0.0068623817892937,100201003,8938079463441
347100001351013102,0347p000_ac51-013102,34.2186219,-0.3931886,1,0,0000,1,347100010131020026,12085a108,55579.23295270,13.701,0.054,1.406,12.824,0.062,1.300,,,,,,,524.3590,26.3010,468.2850,26.9570,,,,,912.795,625.750,910.658,623.299,,,,,1.0,95,0000,1037,0.8268783754427810,0.5623389191059830,-0.0068623817892937,100201003,8938079463441
347100001351013102,0347p000_ac51-013102,34.2186219,-0.3931886,1,0,0000,1,347100010131020027,12086a131,55579.29904120,13.702,0.047,1.408,12.859,0.063,1.407,,,,,,,524.0260,22.6990,453.2220,26.1450,,,,,261.755,326.044,262.255,326.438,,,,,1.0,115,0000,1037,0.8268783754427810,0.5623389191059830,-0.0068623817892937,100201003,8938079463441
347100001351013102,0347p000_ac51-013102,34.2186219,-0.3931886,1,0,0000,1,347100010131020028,12089a107,55579.36512970,13.697,0.053,1.394,12.779,0.075,1.213,,,,,,,526.2680,25.4710,487.9160,33.4960,,,,,729.959,36.884,726.445,35.191,,,,,1.0,104,0000,1037,0.8268783754427810,0.5623389191059830,-0.0068623817892937,100201003,8938079463441
