ra,dec,sigra,sigdec,sigradec,glon,glat,elon,elat,w1x,w1y,w2x,w2y,cntr,source_id,frame_num,scan_id,src,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,rchi2,nb,na,w1sat,w2sat,satnum,cc_flags,det_bit,ph_qual,sso_flg,qual_frame,qi_fact,saa_sep,moon_masked,w1frtr,w2frtr,mjd,w1cc_map,w1cc_map_str,w2cc_map,w2cc_map_str,w1sky,w1sigsk,w1conf,w2sky,w2sigsk,w2conf,w1flux,w1sigflux,w2flux,w2sigflux,w1fitr,w2fitr,w1mag,w1sigm,w1flg,w1mcor,w2mag,w2sigm,w2flg,w2mcor,w1mag_1,w1sigm_1,w1flg_1,w2mag_1,w2sigm_1,w2flg_1,w1mag_2,w1sigm_2,w1flg_2,w2mag_2,w2sigm_2,w2flg_2,w1mag_3,w1sigm_3,w1flg_3,w2mag_3,w2sigm_3,w2flg_3,w1mag_4,w1sigm_4,w1flg_4,w2mag_4,w2sigm_4,w2flg_4,w1mag_5,w1sigm_5,w1flg_5,w2mag_5,w2sigm_5,w2flg_5,w1mag_6,w1sigm_6,w1flg_6,w2mag_6,w2sigm_6,w2flg_6,w1mag_7,w1sigm_7,w1flg_7,w2mag_7,w2sigm_7,w2flg_7,w1mag_8,w1sigm_8,w1flg_8,w2mag_8,w2sigm_8,w2flg_8,allwise_cntr,r_allwise,pa_allwise,n_allwise,w1mpro_allwise,w1sigmpro_allwise,w2mpro_allwise,w2sigmpro_allwise,w3mpro_allwise,w3sigmpro_allwise,w4mpro_allwise,w4sigmpro_allwise,tmass_key,r_2mass,pa_2mass,n_2mass,xscprox,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,x,y,z,spt_ind,htm20
52.5551306,-5.5432235,0.0318,0.0297,-0.0117,190.4381153,-46.5223805,48.6074984,-23.7633235,1006.344,546.347,1003.379,543.595,8491702180000017,84917b180-000017,180,84917b,17,10.404,0.016,68.2,126,10.152,0.017,63.7,74.2,96.3,1,0,0.00000,0.00000,0000,0000,3,AA,0,5,0.5,5.454,00,0000,0000,57975.41236344,0,,0,,22.173,3.464,0.000,62.470,5.499,0.000,1.389e+04,203.8,6260,98.33,7.50,7.50,10.256,0.009,2,0.260,10.018,0.013,2,0.326,11.122,0.011,0,10.984,0.018,2,10.515,0.009,2,10.344,0.013,2,10.186,0.008,2,9.989,0.012,2,9.985,0.007,2,9.779,0.011,2,9.852,0.008,2,9.650,0.011,2,9.761,0.008,2,9.567,0.012,2,9.695,0.008,3,9.510,0.012,3,9.647,0.008,3,9.470,0.013,3,531006101351062642,0.785010,117.1,1,10.355,0.023,10.100,0.020,5.877,0.014,3.916,0.023,1320415920,0.599978,141.0,2,1.00,13.494,0.1180,12.693,0.1330,12.068,0.0910,0.6051545395914100,0.7902259622948280,-0.0965966444920357,102103023,9428215234720
52.5551904,-5.5432899,0.0340,0.0310,0.0025,190.4382437,-46.5223688,48.6075420,-23.7634033,346.375,656.307,347.981,656.321,8490102180000032,84901b180-000032,180,84901b,32,10.444,0.016,69.6,125,10.182,0.017,64.0,53.5,85.2,1,0,0.00000,0.00000,0000,0000,3,AA,0,0,0.0,118.606,00,0000,0000,57974.88862319,0,,0,,21.497,3.373,0.000,61.320,5.264,0.000,1.339e+04,192.3,6090,95.15,7.50,7.50,10.286,0.009,0,0.260,10.009,0.014,0,0.326,11.173,0.012,0,10.976,0.018,0,10.545,0.009,0,10.335,0.014,0,10.199,0.008,1,9.979,0.013,3,9.990,0.007,1,9.770,0.014,3,9.854,0.007,1,9.641,0.016,3,9.760,0.007,3,9.554,0.017,3,9.693,0.007,3,9.491,0.017,3,9.644,0.007,3,9.446,0.019,3,531006101351062642,0.498975,103.7,1,10.355,0.023,10.100,0.020,5.877,0.014,3.916,0.023,1320415920,0.279819,144.3,2,0.67,13.494,0.1180,12.693,0.1330,12.068,0.0910,0.6051536467637360,0.7902265050197190,-0.0965977979711320,102103023,9428215234721
52.5551606,-5.5433931,0.0397,0.0333,0.0147,190.4383434,-46.5224514,48.6074809,-23.7634950,169.282,906.691,172.919,907.549,8489702180000032,84897b180-000032,180,84897b,32,10.458,0.018,59.4,154,10.174,0.017,63.9,50.6,91.5,1,0,0.00000,0.00000,0000,0000,3,AA,0,5,0.5,83.716,00,0000,0000,57974.75771991,0,,0,,24.326,4.347,0.000,57.299,4.597,0.000,1.321e+04,222.4,6136,96.1,7.50,7.50,10.260,0.011,2,0.260,9.970,0.021,2,0.326,11.105,0.016,2,10.914,0.024,0,10.520,0.011,2,10.296,0.021,2,10.184,0.009,2,9.965,0.019,2,9.980,0.009,3,9.768,0.018,3,9.849,0.008,3,9.643,0.018,3,9.759,0.008,3,9.560,0.018,3,9.694,0.008,3,9.504,0.018,3,9.648,0.008,3,9.465,0.019,3,531006101351062642,0.643583,66.8,1,10.355,0.023,10.100,0.020,5.877,0.014,3.916,0.023,1320415920,0.306320,61.9,2,0.59,13.494,0.1180,12.693,0.1330,12.068,0.0910,0.6051539519804310,0.7902260521355510,-0.0965995907275422,102103023,9428215235523
52.5552619,-5.5432514,0.0326,0.0355,-0.0098,190.4382558,-46.5222883,48.6076281,-23.7633849,244.853,10.430,244.454,10.765,8491201155000021,84912a155-000021,155,84912a,21,10.408,0.018,62.0,135,10.173,0.018,60.5,57.3,92.4,1,0,0.00000,0.00000,0000,0000,3,AA,0,5,0.5,26.691,00,0000,0000,57975.21588128,0,,0,,23.728,4.194,0.000,61.255,5.088,0.000,1.384e+04,223.2,6143,101.6,7.50,7.50,10.287,0.009,0,0.260,10.026,0.012,2,0.326,11.172,0.012,0,10.982,0.016,2,10.547,0.009,0,10.352,0.012,2,10.202,0.008,0,10.004,0.011,2,9.996,0.008,2,9.797,0.011,2,9.863,0.008,2,9.667,0.011,2,9.772,0.008,2,9.579,0.012,2,9.709,0.009,2,9.518,0.014,2,9.665,0.010,3,9.476,0.015,3,531006101351062642,0.343723,138.3,1,10.355,0.023,10.100,0.020,5.877,0.014,3.916,0.023,1320415920,0.377350,-165.8,2,0.66,13.494,0.1180,12.693,0.1330,12.068,0.0910,0.6051527000956880,0.7902273117303710,-0.0965971291617320,102103023,9428215234734
52.5553424,-5.5431262,0.0371,0.0337,-0.0080,190.4381711,-46.5221516,48.6077487,-23.7632854,844.075,798.562,843.305,796.524,8491302180000022,84913b180-000022,180,84913b,22,10.409,0.019,56.1,97,10.255,0.019,56.3,75.9,82.7,1,0,0.00000,0.00000,0000,0000,3,AA,0,0,0.0,18.813,00,0000,0000,57975.28146020,0,,0,,22.974,3.990,0.000,62.250,5.592,0.000,1.383e+04,246.6,5691,101.1,7.50,7.50,10.285,0.009,2,0.260,10.085,0.019,2,0.326,11.179,0.012,0,11.058,0.025,2,10.544,0.009,2,10.411,0.019,2,10.197,0.008,2,10.042,0.017,2,9.987,0.008,2,9.818,0.016,2,9.851,0.008,2,9.680,0.017,2,9.757,0.008,2,9.588,0.017,2,9.689,0.008,3,9.526,0.017,3,9.637,0.008,3,9.483,0.018,3,531006101351062642,0.709926,-175.2,1,10.355,0.023,10.100,0.020,5.877,0.014,3.916,0.023,1320415920,0.901105,-155.0,1,1.08,13.494,0.1180,12.693,0.1330,12.068,0.0910,0.6051517181673430,0.7902283295458360,-0.0965949542280050,102103023,9428215234742
52.5551177,-5.5433011,0.0362,0.0348,-0.0087,190.4381979,-46.5224349,48.6074625,-23.7633949,674.277,135.555,671.769,134.150,8490902180000023,84909b180-000023,180,84909b,23,10.360,0.018,60.8,112,10.096,0.019,57.4,55.6,81.9,1,0,0.00000,0.00000,0000,0000,3,AA,0,10,1.0,38.317,00,0000,0000,57975.15042969,0,,0,,21.940,4.161,0.000,61.295,5.211,0.000,1.446e+04,238.1,6590,114.7,7.50,7.50,10.254,0.011,2,0.260,10.033,0.019,2,0.326,11.125,0.016,0,10.988,0.024,2,10.514,0.011,2,10.359,0.019,2,10.180,0.011,2,10.013,0.017,2,9.977,0.010,2,9.809,0.018,2,9.847,0.010,2,9.678,0.018,2,9.758,0.010,2,9.587,0.018,2,9.696,0.010,3,9.521,0.019,3,9.649,0.011,3,9.473,0.019,3,531006101351062642,0.749344,96.0,1,10.355,0.023,10.100,0.020,5.877,0.014,3.916,0.023,1320415920,0.463239,113.8,2,0.85,13.494,0.1180,12.693,0.1330,12.068,0.0910,0.6051546379649840,0.7902257221755670,-0.0965979925338583,102103023,9428215235408
52.5552160,-5.5433298,0.0352,0.0319,-0.0039,190.4383125,-46.5223702,48.6075573,-23.7634485,394.311,670.331,395.684,670.136,8491601156000032,84916a156-000032,156,84916a,32,10.444,0.015,70.8,123,10.235,0.019,56.2,44.9,81,1,0,0.00000,0.00000,0000,0000,3,AA,0,0,0.0,9.618,00,0000,0000,57975.34691179,0,,0,,23.538,4.186,0.000,61.523,5.026,0.000,1.339e+04,189.1,5801,103.2,7.50,7.50,10.285,0.009,0,0.260,10.010,0.027,2,0.326,11.178,0.012,0,10.964,0.036,2,10.545,0.009,0,10.336,0.027,2,10.196,0.008,2,9.997,0.024,2,9.988,0.007,2,9.796,0.024,2,9.852,0.007,2,9.667,0.025,2,9.759,0.007,4,9.582,0.026,2,9.692,0.008,4,9.522,0.027,2,9.641,0.008,5,9.478,0.026,3,531006101351062642,0.393903,86.3,1,10.355,0.023,10.100,0.020,5.877,0.014,3.916,0.023,1320415920,0.110051,139.4,2,0.50,13.494,0.1180,12.693,0.1330,12.068,0.0910,0.6051532527873780,0.7902267219968580,-0.0965984911008278,102103023,9428215235410
52.5551907,-5.5433435,0.0336,0.0301,0.0056,190.4383083,-46.5223987,48.6075268,-23.7634550,507.283,392.238,506.808,391.618,8490502180000028,84905b180-000028,180,84905b,28,10.308,0.016,67.7,114,10.128,0.017,63.5,62.5,83.5,1,0,0.00000,0.00000,0000,0000,3,AA,0,5,0.5,77.130,00,0000,0000,57975.01952639,0,,0,,25.763,4.714,0.000,61.607,5.956,0.000,1.517e+04,223.9,6398,100.8,7.50,7.50,10.287,0.010,2,0.260,9.952,0.014,2,0.326,11.165,0.013,2,10.921,0.019,2,10.547,0.010,2,10.278,0.014,2,10.205,0.009,2,9.926,0.012,2,10.000,0.008,2,9.723,0.012,2,9.865,0.008,2,9.593,0.012,2,9.771,0.008,3,9.505,0.012,3,9.705,0.008,3,9.446,0.013,3,9.657,0.008,3,9.404,0.015,3,531006101351062642,0.489489,81.2,1,10.355,0.023,10.100,0.020,5.877,0.014,3.916,0.023,1320415920,0.165881,101.9,2,0.55,13.494,0.1180,12.693,0.1330,12.068,0.0910,0.6051535876830560,0.7902264364421110,-0.0965987290927175,102103023,9428215235411
52.5551950,-5.5433120,0.0357,0.0308,-0.0147,190.4382740,-46.5223775,48.6075404,-23.7634258,71.336,270.683,72.913,272.072,8490801155000030,84908a155-000030,155,84908a,30,10.318,0.015,71.1,126,10.161,0.017,63.7,50.1,85.7,1,0,0.00000,0.00000,0000,0000,3,AA,0,10,1.0,56.629,00,0000,0000,57975.08497804,0,,0,,21.973,2.983,0.000,60.129,4.786,0.000,1.504e+04,211.6,6211,97.45,7.50,7.50,10.257,0.009,2,0.260,10.012,0.013,2,0.326,11.119,0.012,2,10.972,0.017,0,10.517,0.009,2,10.338,0.013,2,10.182,0.008,2,9.988,0.011,2,9.978,0.008,3,9.782,0.011,3,9.844,0.007,3,9.653,0.011,3,9.751,0.007,3,9.566,0.012,3,9.685,0.007,3,9.506,0.013,3,9.637,0.007,3,9.463,0.014,3,531006101351062642,0.469901,94.7,1,10.355,0.023,10.100,0.020,5.877,0.014,3.916,0.023,1320415920,0.208250,135.1,2,0.61,13.494,0.1180,12.693,0.1330,12.068,0.0910,0.6051535606665870,0.7902265240227310,-0.0965981818850795,102103023,9428215235411
52.5553386,-5.5433092,0.0337,0.0326,0.0064,190.4383877,-46.5222578,48.6076919,-23.7634609,242.639,923.184,245.956,923.700,8491201156000034,84912a156-000034,156,84912a,34,10.410,0.018,60.1,140,10.201,0.019,58.6,62.4,97.1,1,0,0.00000,0.00000,0000,0000,3,AA,0,5,0.5,25.924,00,0000,0000,57975.21600865,0,,0,,23.235,4.142,0.000,60.698,4.976,0.000,1.382e+04,229.9,5982,102,7.50,7.50,10.242,0.010,2,0.260,10.009,0.013,2,0.326,11.124,0.013,0,10.959,0.017,0,10.502,0.010,2,10.335,0.013,2,10.168,0.009,2,9.993,0.011,2,9.971,0.008,2,9.792,0.011,2,9.844,0.008,2,9.665,0.013,2,9.757,0.008,3,9.580,0.016,3,9.696,0.008,3,9.521,0.018,3,9.652,0.008,19,9.479,0.020,19,531006101351062642,0.067071,-136.4,1,10.355,0.023,10.100,0.020,5.877,0.014,3.916,0.023,1320415920,0.400021,-113.2,2,0.42,13.494,0.1180,12.693,0.1330,12.068,0.0910,0.6051515829957820,0.7902280444602030,-0.0965981332443992,102103023,9428215235417
