ra,dec,sigra,sigdec,sigradec,glon,glat,elon,elat,w1x,w1y,w2x,w2y,cntr,source_id,frame_num,scan_id,src,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,rchi2,nb,na,w1sat,w2sat,satnum,cc_flags,det_bit,ph_qual,sso_flg,qual_frame,qi_fact,saa_sep,moon_masked,w1frtr,w2frtr,mjd,w1cc_map,w1cc_map_str,w2cc_map,w2cc_map_str,w1sky,w1sigsk,w1conf,w2sky,w2sigsk,w2conf,w1flux,w1sigflux,w2flux,w2sigflux,w1fitr,w2fitr,w1mag,w1sigm,w1flg,w1mcor,w2mag,w2sigm,w2flg,w2mcor,w1mag_1,w1sigm_1,w1flg_1,w2mag_1,w2sigm_1,w2flg_1,w1mag_2,w1sigm_2,w1flg_2,w2mag_2,w2sigm_2,w2flg_2,w1mag_3,w1sigm_3,w1flg_3,w2mag_3,w2sigm_3,w2flg_3,w1mag_4,w1sigm_4,w1flg_4,w2mag_4,w2sigm_4,w2flg_4,w1mag_5,w1sigm_5,w1flg_5,w2mag_5,w2sigm_5,w2flg_5,w1mag_6,w1sigm_6,w1flg_6,w2mag_6,w2sigm_6,w2flg_6,w1mag_7,w1sigm_7,w1flg_7,w2mag_7,w2sigm_7,w2flg_7,w1mag_8,w1sigm_8,w1flg_8,w2mag_8,w2sigm_8,w2flg_8,allwise_cntr,r_allwise,pa_allwise,n_allwise,w1mpro_allwise,w1sigmpro_allwise,w2mpro_allwise,w2sigmpro_allwise,w3mpro_allwise,w3sigmpro_allwise,w4mpro_allwise,w4sigmpro_allwise,tmass_key,r_2mass,pa_2mass,n_2mass,xscprox,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,x,y,z,spt_ind,htm20
109.5025258,44.0908623,0.0288,0.0281,-0.0079,173.7552106,23.0305303,104.9512515,21.6586109,670.999,464.175,669.847,462.821,8669601084000027,86696a084-000027,84,86696a,27,10.207,0.016,65.9,2.751,9.145,0.015,71.7,1.776,2.118,1,0,0.00000,0.00000,0000,0000,3,AA,0,10,1.0,61.515,00,0000,0000,58033.60513830,0,,0,,17.816,3.836,0.000,52.088,4.949,0.000,16663.0000,252.7500,15832.0000,220.8100,7.50,7.50,10.156,0.009,2,0.260,9.121,0.071,2,0.326,10.829,0.011,0,9.888,0.104,2,10.415,0.009,2,9.447,0.071,2,10.253,0.009,3,9.278,0.061,3,10.175,0.009,3,9.207,0.057,3,10.126,0.009,3,9.168,0.056,3,10.090,0.010,3,9.142,0.055,3,10.061,0.010,3,9.123,0.054,3,10.039,0.011,3,9.109,0.053,3,1102143901351039016,0.074174,-41.2,1,10.196,0.022,9.230,0.019,6.365,0.015,3.857,0.025,585728155,0.028435,157.5,1,0.07,13.319,0.0333,12.236,0.0313,11.195,0.0215,-0.2397823749933810,0.6770296859339470,0.6957982588413940,223033002,16282369424997
109.5025083,44.0908870,0.0304,0.0290,-0.0124,173.7551811,23.0305251,104.9512343,21.6586336,849.847,267.778,846.785,265.630,8670001083000030,86700a083-000030,83,86700a,30,10.191,0.017,62.9,2.597,9.203,0.015,71.0,1.645,2.020,1,0,0.00000,0.00000,0000,0000,3,AA,0,10,1.0,89.655,00,0000,0000,58033.73604168,0,,0,,17.961,3.772,0.000,51.577,5.219,0.000,16900.0000,268.5300,15007.0000,211.4300,7.50,7.50,10.192,0.009,2,0.260,9.334,0.032,2,0.326,10.860,0.011,0,10.128,0.046,2,10.451,0.009,2,9.660,0.032,2,10.291,0.009,3,9.465,0.027,3,10.211,0.008,3,9.379,0.025,3,10.160,0.008,3,9.336,0.025,3,10.119,0.008,3,9.307,0.025,3,10.084,0.009,3,9.285,0.025,3,10.060,0.009,3,9.268,0.025,3,1102143901351039016,0.033317,-173.8,1,10.196,0.022,9.230,0.019,6.365,0.015,3.857,0.025,585728155,0.128138,154.0,1,0.04,13.319,0.0333,12.236,0.0313,11.195,0.0215,-0.2397820680666250,0.6770294764245550,0.6957985684707790,223033002,16282369424997
109.5025253,44.0908922,0.0309,0.0270,-0.0105,173.7551793,23.0305383,104.9512465,21.6586405,480.510,657.711,481.321,657.190,8669201084000020,86692a084-000020,84,86692a,20,10.192,0.018,61.9,3.144,9.221,0.015,74.7,2.537,2.640,1,0,0.00000,0.00000,0000,0000,3,AA,0,10,1.0,46.908,00,0001,0000,58033.47423495,0,,0,,17.849,3.605,0.000,51.102,5.000,0.000,16893.0000,272.9700,14752.0000,197.5000,7.50,7.50,10.284,0.010,2,0.260,9.192,0.010,0,0.326,10.947,0.013,2,9.986,0.011,0,10.543,0.010,2,9.518,0.010,0,10.376,0.010,3,9.332,0.012,3,10.292,0.010,3,9.255,0.014,3,10.241,0.010,3,9.215,0.015,3,10.201,0.010,3,9.190,0.017,3,10.169,0.010,3,9.173,0.018,3,10.143,0.010,3,9.162,0.020,3,1102143901351039016,0.070362,-137.5,1,10.196,0.022,9.230,0.019,6.365,0.015,3.857,0.025,585728155,0.134470,174.8,1,0.04,13.319,0.0333,12.236,0.0313,11.195,0.0215,-0.2397822478632180,0.6770293457541190,0.6957986336558960,223033002,16282369425014
109.5025195,44.0908778,0.0296,0.0270,-0.0103,173.7551931,23.0305303,104.9512443,21.6586256,228.410,658.518,230.705,659.089,8667302108000020,86673b108-000020,108,86673b,20,10.205,0.015,73.0,4.230,9.216,0.015,74.0,1.356,2.666,1,0,0.00000,0.00000,0000,0000,3,AA,0,10,1.0,128.907,00,0000,0000,58032.88504242,0,,0,,17.909,3.478,0.000,51.323,5.316,0.000,16688.0000,228.7300,14829.0000,200.3200,7.50,7.50,10.219,0.009,0,0.260,9.235,0.010,0,0.326,10.902,0.011,0,10.032,0.012,0,10.478,0.009,0,9.561,0.010,0,10.309,0.008,1,9.372,0.009,1,10.228,0.008,1,9.293,0.009,3,10.177,0.008,1,9.256,0.010,3,10.138,0.008,1,9.233,0.011,3,10.105,0.008,3,9.217,0.013,3,10.080,0.008,3,9.207,0.015,3,1102143901351039016,0.032579,-90.0,1,10.196,0.022,9.230,0.019,6.365,0.015,3.857,0.025,585728155,0.086454,161.7,1,0.02,13.319,0.0333,12.236,0.0313,11.195,0.0215,-0.2397822377092860,0.6770295348672670,0.6957984531432500,223033002,16282369424997
109.5024932,44.0908793,0.0297,0.0290,-0.0113,173.7551858,23.0305126,104.9512239,21.6586244,411.471,456.464,411.843,456.252,8667702108000019,86677b108-000019,108,86677b,19,10.217,0.016,67.1,3.151,9.214,0.014,75.8,1.362,2.130,1,0,0.00000,0.00000,0000,0000,3,AA,0,10,1.0,103.256,00,0000,0000,58033.01594586,0,,0,,18.309,3.594,0.000,51.861,5.219,0.000,16502.0000,245.8900,14855.0000,196.0700,7.50,7.50,10.221,0.016,2,0.260,9.215,0.012,2,0.326,10.891,0.022,2,10.014,0.014,0,10.480,0.016,2,9.541,0.012,2,10.316,0.014,3,9.349,0.012,3,10.235,0.014,3,9.265,0.012,3,10.184,0.013,3,9.221,0.013,3,10.144,0.013,3,9.193,0.014,3,10.111,0.013,3,9.174,0.015,3,10.086,0.013,3,9.160,0.016,3,1102143901351039016,0.035833,98.7,1,10.196,0.022,9.230,0.019,6.365,0.015,3.857,0.025,585728155,0.129254,132.6,1,0.08,13.319,0.0333,12.236,0.0313,11.195,0.0215,-0.2397819208567250,0.6770296277615649,0.6957984719466520,223033002,16282369424997
109.5025188,44.0908812,0.0299,0.0301,-0.0082,173.7551894,23.0305307,104.9512432,21.6586289,582.669,247.993,581.160,247.038,8668102108000023,86681b108-000023,108,86681b,23,10.186,0.017,62.6,1.935,9.224,0.015,71.2,1.945,1.838,1,0,0.00000,0.00000,0000,0000,3,AA,0,10,1.0,75.698,00,0000,0000,58033.14684925,0,,0,,17.710,3.961,0.000,50.886,5.692,0.000,16981.0000,271.3000,14720.0000,206.6000,7.50,7.50,10.167,0.012,2,0.260,9.340,0.012,18,0.326,10.840,0.014,0,10.132,0.015,2,10.427,0.012,2,9.666,0.012,18,10.260,0.012,3,9.481,0.012,19,10.177,0.012,3,9.399,0.013,19,10.126,0.012,3,9.356,0.014,19,10.088,0.013,3,9.327,0.014,19,10.058,0.013,3,9.306,0.015,19,10.036,0.013,3,9.290,0.016,19,1102143901351039016,0.033114,-111.7,1,10.196,0.022,9.230,0.019,6.365,0.015,3.857,0.025,585728155,0.098666,162.9,1,0.02,13.319,0.0333,12.236,0.0313,11.195,0.0215,-0.2397822156533760,0.6770294988761580,0.6957984957642950,223033002,16282369424997
109.5025238,44.0908862,0.0277,0.0297,-0.0109,173.7551853,23.0305356,104.9512463,21.6586344,744.964,952.460,745.532,950.824,8668502109000033,86685b109-000033,109,86685b,33,10.205,0.019,58.7,4.005,9.197,0.015,72.7,1.967,2.965,1,0,0.00000,0.00000,0000,0000,3,AA,0,10,1.0,59.213,00,0000,0000,58033.27787990,0,,0,,18.431,3.794,0.000,51.376,5.556,0.000,16682.0000,284.3800,15082.0000,207.4300,7.50,7.50,10.202,0.009,2,0.260,9.326,0.011,2,0.326,10.856,0.011,0,10.111,0.013,2,10.462,0.009,2,9.652,0.011,2,10.309,0.009,3,9.472,0.011,3,10.236,0.008,3,9.392,0.012,3,10.190,0.008,3,9.349,0.014,3,10.154,0.009,3,9.321,0.015,3,10.125,0.009,3,9.301,0.017,3,10.102,0.009,3,9.287,0.019,3,1102143901351039016,0.053141,-124.7,1,10.196,0.022,9.230,0.019,6.365,0.015,3.857,0.025,585728155,0.113458,171.9,1,0.01,13.319,0.0333,12.236,0.0313,11.195,0.0215,-0.2397822544641120,0.6770294207150280,0.6957985584422990,223033002,16282369424997
109.5024966,44.0908623,0.0364,0.0346,-0.0079,173.7552043,23.0305102,104.9512291,21.6586079,307.449,860.159,310.130,860.393,8668801084000017,86688a084-000017,84,86688a,17,10.230,0.025,43.3,1.551,9.205,0.015,72.6,3.326,2.596,1,0,0.00000,0.00000,0000,0000,3,AA,0,10,1.0,49.503,00,0000,0000,58033.34333156,0,,0,,19.005,3.589,0.000,51.126,4.618,0.000,16299.0000,376.1700,14977.0000,206.1800,7.50,7.50,10.208,0.011,2,0.260,9.196,0.012,2,0.326,10.804,0.014,2,9.979,0.013,2,10.468,0.011,2,9.522,0.012,2,10.333,0.010,3,9.338,0.012,3,10.262,0.010,3,9.259,0.013,3,10.215,0.010,3,9.219,0.013,3,10.177,0.010,3,9.194,0.014,3,10.145,0.010,3,9.178,0.014,3,10.122,0.010,3,9.168,0.015,3,1102143901351039016,0.061830,25.5,1,10.196,0.022,9.230,0.019,6.365,0.015,3.857,0.025,585728155,0.090271,106.9,1,0.10,13.319,0.0333,12.236,0.0313,11.195,0.0215,-0.2397820299545530,0.6770298081356230,0.6957982588413940,223033002,16282369424997
109.5024833,44.0908706,0.0311,0.0268,-0.0082,173.7551928,23.0305033,104.9512177,21.6586148,61.379,862.965,65.492,864.254,8666902109000025,86669b109-000025,109,86669b,25,10.181,0.018,61.5,12.820,9.214,0.014,75.5,5.906,8.723,1,0,0.00000,0.00000,0000,0000,3,AA,0,5,0.5,94.031,00,0000,0000,58032.75413904,0,,0,,19.024,4.525,0.000,51.995,3.991,0.000,17059.0000,277.2900,14856.0000,196.7600,7.50,7.50,10.213,0.013,2,0.260,9.236,0.010,0,0.326,10.870,0.016,2,10.032,0.012,0,10.473,0.013,2,9.562,0.010,0,10.308,0.013,3,9.375,0.010,3,10.224,0.013,3,9.298,0.011,3,10.169,0.013,3,9.261,0.013,3,10.127,0.013,3,9.239,0.013,3,10.093,0.016,3,9.224,0.014,3,10.068,0.020,3,9.213,0.014,3,1102143901351039016,0.066298,67.0,1,10.196,0.022,9.230,0.019,6.365,0.015,3.857,0.025,585728155,0.133171,114.9,1,0.13,13.319,0.0333,12.236,0.0313,11.195,0.0215,-0.2397818391462680,0.6770297687838620,0.6957983628869100,223033002,16282369425004
109.5024893,44.0908854,0.0312,0.0307,-0.0030,173.7551786,23.0305116,104.9512200,21.6586301,747.975,35.917,744.575,34.231,8668502108000029,86685b108-000029,108,86685b,29,10.184,0.020,54.0,3.849,9.157,0.015,74.2,2.224,2.789,1,0,0.00000,0.00000,0000,0000,3,AA,0,10,1.0,59.936,00,0101,0000,58033.27775253,0,,0,,20.891,4.937,0.000,51.204,4.262,0.000,17014.0000,314.8900,15653.0000,210.8400,7.50,7.50,10.319,0.011,2,0.260,9.187,0.013,0,0.326,11.013,0.015,2,9.985,0.017,0,10.578,0.011,2,9.513,0.013,0,10.407,0.011,3,9.327,0.012,1,10.319,0.010,3,9.247,0.012,1,10.264,0.010,3,9.203,0.012,1,10.221,0.011,3,9.173,0.012,3,10.185,0.011,3,9.152,0.013,3,10.157,0.011,3,9.139,0.013,3,1102143901351039016,0.053099,121.0,1,10.196,0.022,9.230,0.019,6.365,0.015,3.857,0.025,585728155,0.151828,136.1,1,0.10,13.319,0.0333,12.236,0.0313,11.195,0.0215,-0.2397818500419190,0.6770295742548460,0.6957985484138181,223033002,16282369425004
