,No.,Observed Passband,Measurement,Uncertainty,Units,Freq (Hz),Measurement.1,Uncertainty.1,Units.1,Mode,Aperture/Qualifiers,Reference Code,No..1
11,12,17-60 keV (INTEGRAL) , 5.86E-11                      ,+/- 0.25E-11 ,erg s^-1^ cm^-2^     ,9.31e+18,6.29e-07,+/- 2.69E-08 ,Jy                   ,"Broad-band
",                                        ,2007A&A...462...57S,12
12,13,15-55 keV (Swift)    , 4.52E-11                      ,+/- 0.23E-11 ,erg/cm^2^/s          ,8.46e+18,5.34e-07,+/- 2.72E-08 ,Jy                   ,"Broad-band
",                                        ,2009ApJ...699..603A,13
13,14,15-50 keV (Suzaku)   , -10.6                         ,           ...,log(erg/s/cm^2^)     ,7.86e+18,3.2e-07,    ...      ,Jy                   ,"Broad-band
",                                        ,2012ApJ...745..107W,14
14,15,20-40 keV (INTEGRAL) , 3.10E-11                      ,+/- 2.27E-12 ,erg cm^-2^ s^-1^     ,7.25e+18,4.2799999999999997e-07,+/- 3.13E-08 ,Jy                   ,"Broad-band
",                                        ,2006ApJ...636..765B,15
15,16,20-40 keV (INTEGRAL) , 3.31E-11                      ,+/- 0.16E-11 ,erg cm^-2^ s^-1^     ,7.25e+18,4.5700000000000003e-07,+/- 2.21E-08 ,Jy                   ,"Broad-band
",                                        ,2006ApJ...638..642B,16
16,17,20-40 keV (INTEGRAL) , 4.2                           ,+/- 0.2    , milliCrab           ,7.25e+18,4.38e-07,+/- 2.09E-08 ,Jy                   ,"Broad-band
",Time-averaged flux                      ,2007ApJS..170..175B,17
17,18,20-40 keV (INTEGRAL) , 3.20E-11                      ,           ...,erg/cm^2^/s          ,7.25e+18,4.41e-07,    ...      ,Jy                   ,"Broad-band
",                                        ,2009A&A...505..417B,18
18,19,10-50 keV (Suzaku)   , 1.42                          ,           ...,log(erg/s/cm^2^)     ,7.25e+18,3.6299999999999995e-07,    ...      ,Jy                   ,"Broad-band
",                                        ,2011ApJ...727...19F,19
19,20,4-10 keV (XMM)       , 26.2E-12                      ,           ...,erg/cm^2^/s          ,1.69e+18,1.55e-06,    ...      ,Jy                   ,"Broad-band
",Obs. date: 2002-06-23                   ,2010A&A...521A..57T,20
20,21,F_2-10_ keV          , 3.5                           ,+/- 10  %  ,10^-11^ erg/s/cm^2^  ,1.45e+18,2.41e-06,+/- 2.41E-07 ,Jy                   ,"Broad-band
",Energy index 0.73 + 2.96                ,1989MNRAS.240..833T,21
21,22,2-10 keV             , 31.89E-12                     ,+/- 1.60E-12 ,ergs cm^-2^ s^-1^    ,1.45e+18,2.2e-06,+/- 1.10E-07 ,Jy                   ,"Broad-band
",Flux from 1998ApJS..114...73G           ,2005ApJ...629...61K,22
22,23,2-10 keV (INTEGRAL)  , 2.90E-11                      ,+/- 0.89E-11 ,erg cm^-2^ s^-1^     ,1.45e+18,2e-06,+/- 6.14E-07 ,Jy                   ,"Broad-band
",                                        ,2006ApJ...638..642B,23
23,24,2.0-10 keV (HEAO-1)  , 3.9E-11                       ,           ...,ergs cm^-2^ s^-1^    ,1.45e+18,2.69e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2006AJ....131.2843S,24
24,25,2.0-10 keV (XMM)     , 3.7E-11                       ,           ...,ergs cm^-2^ s^-1^    ,1.45e+18,2.55e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2006AJ....131.2843S,25
25,26,2-10 keV             , 3.710E-14                     ,           ...,W/m^2^               ,1.45e+18,2.56e-06,    ...      ,Jy                   ,"Broad-band
",Observed flux                           ,2004A&A...418..465L,26
26,27,2-10 keV             , 3.79E-14                      ,           ...,W/m^2^               ,1.45e+18,2.61e-06,    ...      ,Jy                   ,"Broad-band
",Intrinsic flux                          ,2004A&A...418..465L,27
27,28,2-10 keV (XMM)       , 4.41E-11                      ,           ..., erg/cm^2^/s         ,1.45e+18,3.04e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2004MNRAS.352..205R,28
28,29,2-10 keV (XMM)       , 4.09E-11                      ,           ..., erg/cm^2^/s         ,1.45e+18,2.82e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2007MNRAS.382..194N,29
29,30,2-10 keV (XMM)       , 40.600E-12                    ,+/- 0.200E-12 , erg/cm^2^/s         ,1.45e+18,2.8e-06,+/- 1.38E-08 ,Jy                   ,"Broad-band
",                                        ,2009A&A...495..421B,30
30,31,2-10 keV (XMM)       , 4.00E-11                      ,           ...,erg/cm^2^/s          ,1.45e+18,2.76e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2009A&A...507..159D,31
31,32,2-10 keV (Chandra)   , 4.5E-11                       ,           ...,erg/cm^2^/s          ,1.45e+18,3.1e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2010ApJS..187..581S,32
32,33,2-10 keV (XMM)       , 65.E-12                       ,           ...,erg/s/cm^2^          ,1.45e+18,4.48e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2010ApJ...713L..11Z,33
33,34,2-10 keV (RXTE)      , 4.19E-11                      ,           ...,erg/cm^2^/s          ,1.45e+18,2.89e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2011ApJS..193....3R,34
34,35,2-10 keV (Suzaku)    , -11.0                         ,           ...,log(erg/s/cm^2^)     ,1.45e+18,6.9e-07,    ...      ,Jy                   ,"Broad-band
",                                        ,2012ApJ...745..107W,35
35,36,2-10 keV (XMM)       , 3795E-14                      ,           ...,erg/s/cm^2^          ,1.45e+18,2.62e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2011MNRAS.413.1206B,36
36,37,0.5-10 keV (XMM)     , 4.44E-13                      ,+/- 0.54E-13 , ergs/cm^2^/s        ,1.27e+18,3.5e-08,+/- 4.25E-09 ,Jy                   ,"Broad-band
",Photoabsorbed power law                 ,2007ApJ...666..817B,37
37,38,0.1-10 GeV (Fermi)   ,...                            ,<3.9E-12    ,erg/cm^2^/s          ,1.22e+18,,<   3.20E-07 ,Jy                   ,"Broad-band
",                                        ,2011ApJ...740...29K,38
38,39,0.5-2 keV (Chandra)  , 20.9E-12                      ,           ..., erg/cm^2^/s         ,3.02e+17,6.92e-06,    ...      ,Jy                   ,"Broad-band
",Observed flux                           ,2007MNRAS.379.1359M,39
39,40,0.5-2 keV (XMM)      , 24.400E-12                    ,+/- 0.200E-12 , erg/cm^2^/s         ,3.02e+17,8.08e-06,+/- 6.62E-08 ,Jy                   ,"Broad-band
",                                        ,2009A&A...495..421B,40
40,41,0.3-2 keV (Suzaku)   , -11.3                         ,           ...,log(erg/s/cm^2^)     ,2.78e+17,1.8e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2012ApJ...745..107W,41
41,42,0.2-2 keV (Swift)    , -13.72                        ,           ...,log(W/m^2^)          ,2.66e+17,7.16e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2010ApJS..187...64G,42
42,43,1450 A               , 2.0E-14                       ,+/- 1.0E-14 ,ergs/cm^2^/s/A       ,2070000000000000.0,0.0014,+/- 7.02E-04 ,Jy                   ,"Broad-band
",                                        ,2005ApJ...629...61K,43
43,44,1582 A (GALEX)       , 50.5E-12                      ,+/- 0.9E-12 ,erg/s/cm^2^          ,1960000000000000.0,0.0025800000000000003,+/- 4.59E-05 ,Jy                   ,"Broad-band
",                                        ,2009ApJ...703.1597A,44
44,45,FUV (GALEX) AB       , 15.0093                       ,+/- 0.0152379 ,mag                  ,1950000000000000.0,0.0036,+/- 5.05E-05 ,Jy                   ,"Broad-band
",Kron flux in elliptical aperture        ,2012GASC..C...0000S,45
45,46,FUV (GALEX) AB       , 15.9764                       ,+/- 0.0247815 ,mag                  ,1950000000000000.0,0.00148,+/- 3.37E-05 ,Jy                   ,"Broad-band
",Flux in 7.5 arcsec diameter aperture    ,2012GASC..C...0000S,46
46,47,C IV 1549            , -11.55                        ,+/- 0.03   ,log(erg/s/cm^2^)     ,1940000000000000.0,282000000000.0,+/- 1.95E+10 ,Jy-Hz                ,"Line
",                                        ,2009ApJ...702..767W,47
47,48,2277 A (GALEX)       , 55.8E-12                      ,+/- 0.4E-12 ,erg/s/cm^2^          ,1320000000000000.0,0.004229999999999999,+/- 3.03E-05 ,Jy                   ,"Broad-band
",                                        ,2009ApJ...703.1597A,48
48,49,NUV (GALEX) AB       , 14.4705                       ,+/- 0.00698151 ,mag                  ,1290000000000000.0,0.00591,+/- 3.80E-05 ,Jy                   ,"Broad-band
",Kron flux in elliptical aperture        ,2012GASC..C...0000S,49
49,50,NUV (GALEX) AB       , 15.7038                       ,+/- 0.0129189 ,mag                  ,1290000000000000.0,0.0019,+/- 2.26E-05 ,Jy                   ,"Broad-band
",Flux in 7.5 arcsec diameter aperture    ,2012GASC..C...0000S,50
50,51,F330W (HST/ACS)      , 13.03                         ,           ..., mag                 ,908000000000000.0,0.0223,    ...      ,Jy                   ,"Broad-band
","4.67"" radius aperture                   ",2007AJ....134..648M,51
51,52,F330W (HST/ACS)      , 13.33                         ,           ..., mag                 ,908000000000000.0,0.0169,    ...      ,Jy                   ,"Broad-band
","0.3"" radius aperture                    ",2007AJ....134..648M,52
52,53,F330W (HST/ACS)      , 13.22                         ,           ..., mag                 ,908000000000000.0,0.0187,    ...      ,Jy                   ,"Broad-band
","1"" radius aperture                      ",2007AJ....134..648M,53
53,54,u (KPNO)             , 14.48                         ,           ...,mag                  ,853000000000000.0,0.00249,    ...      ,Jy                   ,"Broad-band
",Host mag; AGN contamination removed     ,2011ApJ...739...57K,54
54,55,U (Johnson)          , 4.74                          ,+/- 0.12   ,milliJy              ,819000000000000.0,0.00474,+/- 1.20E-04 ,Jy                   ,"Broad-band
","20.2"" aperture                          ",1983ApJS...52..341M,55
55,56,U (Johnson)          , 5.71                          ,+/- 0.16   ,milliJy              ,819000000000000.0,0.00571,+/- 1.60E-04 ,Jy                   ,"Broad-band
","31.8"" aperture                          ",1983ApJS...52..341M,56
56,57,U (Johnson)          , 4.12                          ,+/- 0.10   ,milliJy              ,819000000000000.0,0.00412,+/- 1.00E-04 ,Jy                   ,"Broad-band
","15.4"" aperture                          ",1983ApJS...52..341M,57
57,58,U (Johnson)          , 2.94                          ,+/- 0.08   ,milliJy              ,819000000000000.0,0.00294,+/- 8.00E-05 ,Jy                   ,"Broad-band
"," 7.5"" aperture                          ",1983ApJS...52..341M,58
58,59,V (MAGNUM)           , 7.26                          ,+/- 0.094  ,milliJy              ,683000000000000.0,0.007259999999999999,+/- 9.40E-05 ,Jy                   ,"Broad-band
","8.3"" aperture                           ",2010ApJ...711..461S,59
59,60,B (m_B)              , 11.67                         ,+/- 0.25   ,mag                  ,681000000000000.0,0.0915,+/- 2.37E-02 ,Jy                   ,"Broad-band
",                                        ,1991RC3.9.C...0000d,60
60,61,B (m_B^0)            , 11.43                         ,           ...,mag                  ,681000000000000.0,0.114,    ...      ,Jy                   ,"Broad-band
",                                        ,1991RC3.9.C...0000d,61
61,62,B (Johnson)          , 12.40                         ,+/- 0.26   ,milliJy              ,669000000000000.0,0.0124,+/- 2.60E-04 ,Jy                   ,"Broad-band
","20.2"" aperture                          ",1983ApJS...52..341M,62
62,63,B (Johnson)          , 16.21                         ,+/- 0.38   ,milliJy              ,669000000000000.0,0.0162,+/- 3.80E-04 ,Jy                   ,"Broad-band
","31.8"" aperture                          ",1983ApJS...52..341M,63
63,64,B (Johnson)          , 9.89                          ,+/- 0.21   ,milliJy              ,669000000000000.0,0.009890000000000001,+/- 2.10E-04 ,Jy                   ,"Broad-band
","15.4"" aperture                          ",1983ApJS...52..341M,64
64,65,B (Johnson)          , 5.87                          ,+/- 0.12   ,milliJy              ,669000000000000.0,0.00587,+/- 1.20E-04 ,Jy                   ,"Broad-band
"," 7.5"" aperture                          ",1983ApJS...52..341M,65
65,66,J_pg                 , 13.2                          ,+/- 0.3    , mag                 ,641000000000000.0,0.0207,+/- 5.73E-03 ,Jy                   ,"Broad-band
",Isophotal mag                           ,2007ApJS..170...33P,66
66,67,b_J                  , 11.31                         ,+/- 0.12   ,mag                  ,641000000000000.0,0.11800000000000001,+/- 1.38E-02 ,Jy                   ,"Broad-band
",                                        ,1990MNRAS.243..692M,67
67,68,g (KPNO)             , 11.48                         ,           ...,mag                  ,630000000000000.0,0.10099999999999999,    ...      ,Jy                   ,"Broad-band
",Host mag; AGN contamination removed     ,2011ApJ...739...57K,68
68,69,H{beta} (MDM)        , 8.4E-13                       ,+/- 0.5E-13 ,ergs s^-1^ cm^-2^    ,617000000000000.0,84000000000.0,+/- 5.00E+09 ,Jy-Hz                ,"Line
",                                        ,2006ApJ...653..152D,69
69,70,5100 A (MDM)         , 4.8E-15                       ,+/- 0.7E-15 ,ergs/s/cm^2^/A       ,588000000000000.0,0.00425,+/- 6.19E-04 ,Jy                   ,"Broad-band
",                                        ,2006ApJ...653..152D,70
70,71,B (MAGNUM)           , 3.53                          ,+/- 0.07   ,milliJy              ,549000000000000.0,0.0035299999999999997,+/- 7.00E-05 ,Jy                   ,"Broad-band
","8.3"" aperture                           ",2010ApJ...711..461S,71
71,72,V (Johnson)          , 31.97                         ,+/- 0.65   ,milliJy              ,542000000000000.0,0.032,+/- 6.50E-04 ,Jy                   ,"Broad-band
","31.8"" aperture                          ",1983ApJS...52..341M,72
72,73,V (Johnson)          , 18.65                         ,+/- 0.34   ,milliJy              ,542000000000000.0,0.0186,+/- 3.40E-04 ,Jy                   ,"Broad-band
","15.4"" aperture                          ",1983ApJS...52..341M,73
73,74,V (Johnson)          , 24.07                         ,+/- 0.44   ,milliJy              ,542000000000000.0,0.0241,+/- 4.40E-04 ,Jy                   ,"Broad-band
","20.2"" aperture                          ",1983ApJS...52..341M,74
74,75,V (Johnson)          , 10.01                         ,+/- 0.22   ,milliJy              ,542000000000000.0,0.01,+/- 2.20E-04 ,Jy                   ,"Broad-band
","7.5"" aperture                           ",1983ApJS...52..341M,75
75,76,F606W (HST)          , 12.01                         ,+/- 0.37   , mag                 ,505000000000000.0,0.0534,+/- 1.82E-02 ,Jy                   ,"Broad-band
",Bulge mag; exponential fit              ,2004ApJ...615..652N,76
76,77,r (KPNO)             , 10.74                         ,           ...,mag                  ,479000000000000.0,0.158,    ...      ,Jy                   ,"Broad-band
",Host mag; AGN contamination removed     ,2011ApJ...739...57K,77
77,78,F_pg                 , 12.5                          ,+/- 0.3    , mag                 ,468000000000000.0,0.0308,+/- 8.51E-03 ,Jy                   ,"Broad-band
",Isophotal mag                           ,2007ApJS..170...33P,78
78,79,R' (Cousins)         , 47.97                         ,+/- 1.16   ,milliJy              ,448000000000000.0,0.048,+/- 1.16E-03 ,Jy                   ,"Broad-band
","31.8"" aperture                          ",1983ApJS...52..341M,79
79,80,R' (Cousins)         , 36.29                         ,+/- 0.81   ,milliJy              ,448000000000000.0,0.0363,+/- 8.10E-04 ,Jy                   ,"Broad-band
","20.2"" aperture                          ",1983ApJS...52..341M,80
80,81,R' (Cousins)         , 28.30                         ,+/- 0.63   ,milliJy              ,448000000000000.0,0.0283,+/- 6.30E-04 ,Jy                   ,"Broad-band
","15.4"" aperture                          ",1983ApJS...52..341M,81
81,82,R' (Cousins)         , 14.93                         ,+/- 0.34   ,milliJy              ,448000000000000.0,0.0149,+/- 3.40E-04 ,Jy                   ,"Broad-band
","7.5"" aperture                           ",1983ApJS...52..341M,82
82,83,i (KPNO)             , 10.240                        ,           ...,mag                  ,388000000000000.0,0.201,    ...      ,Jy                   ,"Broad-band
",Host mag; AGN contamination removed     ,2011ApJ...739...57K,83
83,84,I' (Cousins)         , 40.94                         ,+/- 1.00   ,milliJy              ,375000000000000.0,0.0409,+/- 1.00E-03 ,Jy                   ,"Broad-band
","15.4"" aperture                          ",1983ApJS...52..341M,84
84,85,I' (Cousins)         , 71.08                         ,+/- 2.01   ,milliJy              ,375000000000000.0,0.0711,+/- 2.01E-03 ,Jy                   ,"Broad-band
","31.8"" aperture                          ",1983ApJS...52..341M,85
85,86,I' (Cousins)         , 51.97                         ,+/- 1.26   ,milliJy              ,375000000000000.0,0.052,+/- 1.26E-03 ,Jy                   ,"Broad-band
","20.2"" aperture                          ",1983ApJS...52..341M,86
86,87,I' (Cousins)         , 20.09                         ,+/- 0.50   ,milliJy              ,375000000000000.0,0.0201,+/- 5.00E-04 ,Jy                   ,"Broad-band
","7.5"" aperture                           ",1983ApJS...52..341M,87
87,88,z (KPNO)             , 10.090                        ,           ...,mag                  ,319000000000000.0,0.20199999999999999,    ...      ,Jy                   ,"Broad-band
",Host mag; AGN contamination removed     ,2011ApJ...739...57K,88
88,89,J (ESO/SPM)          , 73.9                          ,+/- 4.92   ,milliJy              ,250000000000000.0,0.0739,+/- 4.92E-03 ,Jy                   ,"Broad-band
","15"" aperture                            ",1995ApJ...453..616S,89
89,90,J (AAO)              , 11.69                         ,+/- 0.03   ,mag                  ,250000000000000.0,0.0346,+/- 9.69E-04 ,Jy                   ,"Broad-band
","7.0"" aperture                           ",1982MNRAS.199..953W,90
90,91,J (AAO)              , 11.27                         ,+/- 0.03   ,mag                  ,250000000000000.0,0.0509,+/- 1.43E-03 ,Jy                   ,"Broad-band
","10.5"" aperture                          ",1982MNRAS.199..953W,91
91,92,J (2MASS/CTIO)       , 11.735                        ,+/- 0.067  ,mag                  ,243000000000000.0,0.0322,+/- 1.99E-03 ,Jy                   ,"Broad-band
",Profile-fit; Poor quality               ,2006AJ....131.1163S,92
92,93,J (2MASS/CTIO)       , 11.324                        ,+/- 0.004  ,mag                  ,243000000000000.0,0.0471,+/- 1.73E-04 ,Jy                   ,"Broad-band
","4"" aperture                             ",2006AJ....131.1163S,93
93,94,J (ESO/SPM)          , 77.6                          ,+/- 5.17   ,milliJy              ,241000000000000.0,0.0776,+/- 5.17E-03 ,Jy                   ,"Broad-band
","15"" aperture                            ",1995ApJ...453..616S,94
94,95,F_J (total)          , 2.23                          ,+/- 1.64   ,log milliJy          ,241000000000000.0,0.17,+/- 4.40E-02 ,Jy                   ,"Broad-band
",                                        ,1995ApJ...453..616S,95
95,96,J (ESO/SPM)          , 99.6                          ,+/- 6.63   ,milliJy              ,241000000000000.0,0.0996,+/- 6.63E-03 ,Jy                   ,"Broad-band
","30"" aperture                            ",1995ApJ...453..616S,96
96,97,J_20 (2MASS LGA)     , 9.190                         ,+/- 0.016  ,mag                  ,240000000000000.0,0.336,+/- 4.98E-03 ,Jy                   ,"Broad-band
", 161.2 x   87.0 arcsec integration area.,2003AJ....125..525J,97
97,98,J_tot (2MASS LGA)    , 8.961                         ,+/- 0.020  ,mag                  ,240000000000000.0,0.415,+/- 7.71E-03 ,Jy                   ,"Broad-band
",                                        ,2003AJ....125..525J,98
98,99,J_Kron (2MASS LGA)   , 9.116                         ,+/- 0.017  ,mag                  ,240000000000000.0,0.359,+/- 5.67E-03 ,Jy                   ,"Broad-band
", 186.8 x  100.9 arcsec integration area.,2003AJ....125..525J,99
99,100,J_14arcsec (2MASS)   , 10.766                        ,+/- 0.015  ,mag                  ,240000000000000.0,0.0786,+/- 1.09E-03 ,Jy                   ,"Broad-band
",14.0 x 14.0 arcsec aperture             ,20032MASX.C.......:,100
100,101,J (Johnson)          , 106.3                         ,+/- 2.8    ,milliJy              ,238000000000000.0,0.106,+/- 2.80E-03 ,Jy                   ,"Broad-band
","22.7"" aperture                          ",1983ApJS...52..341M,101
101,102,J (Johnson)          , 81.0                          ,+/- 2.5    ,milliJy              ,238000000000000.0,0.081,+/- 2.50E-03 ,Jy                   ,"Broad-band
","15.8"" aperture                          ",1983ApJS...52..341M,102
102,103,J (Johnson)          , 138.8                         ,+/- 3.8    ,milliJy              ,238000000000000.0,0.139,+/- 3.80E-03 ,Jy                   ,"Broad-band
","31.6"" aperture                          ",1983ApJS...52..341M,103
103,104,Pa{beta} (IRTF)      , 2.87E-13                      ,           ...,erg/s/cm^2^          ,234000000000000.0,28700000000.0,    ...      ,Jy-Hz                ,"Line
",                                        ,2010ApJ...724..386K,104
104,105,H (ESO/SPM)          , 100.6                         ,+/- 6.70   ,milliJy              ,190000000000000.0,0.10099999999999999,+/- 6.70E-03 ,Jy                   ,"Broad-band
","15"" aperture                            ",1995ApJ...453..616S,105
105,106,H (Johnson)          , 101.6                         ,+/- 1.8    ,milliJy              ,187000000000000.0,0.102,+/- 1.80E-03 ,Jy                   ,"Broad-band
","15.8"" aperture                          ",1983ApJS...52..341M,106
106,107,H (Johnson)          , 135.6                         ,+/- 2.3    ,milliJy              ,187000000000000.0,0.136,+/- 2.30E-03 ,Jy                   ,"Broad-band
","22.7"" aperture                          ",1983ApJS...52..341M,107
107,108,H (Johnson)          , 168.7                         ,+/- 3.3    ,milliJy              ,187000000000000.0,0.16899999999999998,+/- 3.30E-03 ,Jy                   ,"Broad-band
","31.6"" aperture                          ",1983ApJS...52..341M,108
108,109,F_H (total)          , 2.29                          ,+/- 1.70   ,log milliJy          ,184000000000000.0,0.195,+/- 5.05E-02 ,Jy                   ,"Broad-band
",                                        ,1995ApJ...453..616S,109
109,110,H (ESO/SPM)          , 137.4                         ,+/- 9.15   ,milliJy              ,184000000000000.0,0.13699999999999998,+/- 9.15E-03 ,Jy                   ,"Broad-band
","30"" aperture                            ",1995ApJ...453..616S,110
110,111,H (ESO/SPM)          , 110.0                         ,+/- 7.33   ,milliJy              ,184000000000000.0,0.11,+/- 7.33E-03 ,Jy                   ,"Broad-band
","15"" aperture                            ",1995ApJ...453..616S,111
111,112,H (AAO)              , 10.84                         ,+/- 0.03   ,mag                  ,183000000000000.0,0.0475,+/- 1.33E-03 ,Jy                   ,"Broad-band
","7.0"" aperture                           ",1982MNRAS.199..953W,112
112,113,H (AAO)              , 10.47                         ,+/- 0.03   ,mag                  ,183000000000000.0,0.0668,+/- 1.87E-03 ,Jy                   ,"Broad-band
","10.5"" aperture                          ",1982MNRAS.199..953W,113
113,114,H_14arcsec (2MASS)   , 9.974                         ,+/- 0.015  ,mag                  ,182000000000000.0,0.105,+/- 1.46E-03 ,Jy                   ,"Broad-band
",14.0 x 14.0 arcsec aperture             ,20032MASX.C.......:,114
114,115,H_Kron (2MASS LGA)   , 8.434                         ,+/- 0.017  ,mag                  ,182000000000000.0,0.433,+/- 6.84E-03 ,Jy                   ,"Broad-band
", 186.8 x  100.9 arcsec integration area.,2003AJ....125..525J,115
115,116,H_tot (2MASS LGA)    , 8.291                         ,+/- 0.022  ,mag                  ,182000000000000.0,0.494,+/- 1.01E-02 ,Jy                   ,"Broad-band
",                                        ,2003AJ....125..525J,116
116,117,H_20 (2MASS LGA)     , 8.501                         ,+/- 0.017  ,mag                  ,182000000000000.0,0.40700000000000003,+/- 6.43E-03 ,Jy                   ,"Broad-band
", 161.2 x   87.0 arcsec integration area.,2003AJ....125..525J,117
117,118,H (2MASS/CTIO)       , 10.473                        ,+/- 0.009  ,mag                  ,180000000000000.0,0.0662,+/- 5.49E-04 ,Jy                   ,"Broad-band
","4"" aperture                             ",2006AJ....131.1163S,118
118,119,H (2MASS/CTIO)       , 11.07                         ,+/- 0.105  ,mag                  ,180000000000000.0,0.0382,+/- 3.70E-03 ,Jy                   ,"Broad-band
",Profile-fit; Poor quality               ,2006AJ....131.1163S,119
119,120,K_s (AAT)            , 7.98                          ,           ..., mag                 ,140000000000000.0,0.429,    ...      ,Jy                   ,"Broad-band
",                                        ,2009AJ....137.4487B,120
120,121,K_s (2MASS/CTIO)     , 9.819                         ,+/- 0.005  ,mag                  ,139000000000000.0,0.0788,+/- 3.63E-04 ,Jy                   ,"Broad-band
","4"" aperture                             ",2006AJ....131.1163S,121
121,122,K_s (2MASS/CTIO)     , 10.035                        ,+/- 0.047  ,mag                  ,139000000000000.0,0.0646,+/- 2.79E-03 ,Jy                   ,"Broad-band
",Profile-fit; Poor quality               ,2006AJ....131.1163S,122
122,123,K_tot (2MASS LGA)    , 7.985                         ,+/- 0.031  ,mag                  ,138000000000000.0,0.42700000000000005,+/- 1.24E-02 ,Jy                   ,"Broad-band
",                                        ,2003AJ....125..525J,123
123,124,K_Kron (2MASS LGA)   , 8.106                         ,+/- 0.020  ,mag                  ,138000000000000.0,0.382,+/- 7.09E-03 ,Jy                   ,"Broad-band
", 186.8 x  100.9 arcsec integration area.,2003AJ....125..525J,124
124,125,K_20 (2MASS LGA)     , 8.177                         ,+/- 0.019  ,mag                  ,138000000000000.0,0.35700000000000004,+/- 6.31E-03 ,Jy                   ,"Broad-band
", 161.2 x   87.0 arcsec integration area.,2003AJ....125..525J,125
125,126,K_s_14arcsec (2MASS) , 9.436                         ,+/- 0.015  ,mag                  ,138000000000000.0,0.11199999999999999,+/- 1.56E-03 ,Jy                   ,"Broad-band
",14.0 x 14.0 arcsec aperture             ,20032MASX.C.......:,126
126,127,F_K (total)          , 2.20                          ,+/- 1.61   ,log milliJy          ,137000000000000.0,0.158,+/- 4.10E-02 ,Jy                   ,"Broad-band
",                                        ,1995ApJ...453..616S,127
127,128,K (ESO/SPM)          , 109.0                         ,+/- 7.26   ,milliJy              ,137000000000000.0,0.109,+/- 7.26E-03 ,Jy                   ,"Broad-band
","15"" aperture                            ",1995ApJ...453..616S,128
