,No.,Observed Passband,Measurement,Uncertainty,Units,Freq (Hz),Measurement.1,Uncertainty.1,Units.1,Mode,Aperture/Qualifiers,Reference Code,No..1
127,128,25 microns (IRAS)    , 2.214E-01                     ,+/- 20  %  ,Jy                   ,12000000000000.0,0.221,+/- 3.83E-02 ,Jy                   ,"Broad-band
",IRAS quality flag = 2                   ,1990IRASF.C...0000M,128
128,129,[O IV] 25.89         , 3.39E-21                      ,           ...,W/cm^2^              ,11600000000000.0,3390000000.0,    ...      ,Jy-Hz                ,"Line
",                                        ,2011ApJS..195...17W,129
129,130,[O IV] 25.89 (IRS)   , 31.04E-18                     ,+/- 3.06E-18 ,W/m^2^               ,11600000000000.0,3100000000.0,+/- 3.06E+08 ,Jy-Hz                ,"Line
",                                        ,2011ApJ...740...94D,130
130,131,[O IV] 25.89 Spitzer , 3.39E-21                      ,+/- 0.17E-21 , W/cm^2^             ,11600000000000.0,3390000000.0,+/- 1.70E+08 ,Jy-Hz                ,"Line
",                                        ,2008ApJ...674L...9D,131
131,132,60 microns (IRAS)    , 4.893E-01                     ,+/- 12  %  ,Jy                   ,5000000000000.0,0.489,+/- 5.87E-02 ,Jy                   ,"Broad-band
",IRAS quality flag = 3                   ,1990IRASF.C...0000M,132
132,133,100 microns (IRAS)   , 1.457E+00                     ,+/- 11  %  ,Jy                   ,3000000000000.0,1.46,+/- 1.60E-01 ,Jy                   ,"Broad-band
",IRAS quality flag = 2                   ,1990IRASF.C...0000M,133
133,134,11 cm (NRAO)         ,...                            ,<200        ,milliJy              ,2700000000000.0,,<   2.00E-01 ,Jy                   ,"Broad-band
",                                        ,1980AJ.....85.1462K,134
134,135,20.0 GHz (OVRO)      , 3.6                           ,+/- 0.6    ,milliJy              ,20000000000.0,0.0036,+/- 6.00E-04 ,Jy                   ,"Broad-band
",                                        ,1987ApJ...313..651E,135
135,136,10.63 GHz (ARO)      ,...                            ,<13         ,milliJy              ,10600000000.0,,<   1.30E-02 ,Jy                   ,"Broad-band
",                                        ,1995ApJS...98..369B,136
136,137,4.89 GHz (VLA)       , 7.6                           ,+/- 0.4    ,milliJy              ,4890000000.0,0.0076,+/- 4.00E-04 ,Jy                   ,"Broad-band
",Low-resolution data                     ,1987ApJ...313..651E,137
137,138,4.89 GHz (VLA)       , 5.23                          ,+/- 0.29   ,milliJy              ,4890000000.0,0.005229999999999999,+/- 2.90E-04 ,Jy                   ,"Broad-band
",High-resolution data                    ,1987ApJ...313..651E,138
138,139,4.755 GHz (GBT)      ,...                            ,<5          ,milliJy              ,4760000000.0,,<   5.00E-03 ,Jy                   ,"Broad-band
",                                        ,1995ApJS...98..369B,139
139,140,6 cm (NRAO)          ,...                            ,<30         ,milliJy              ,4750000000.0,,<   3.00E-02 ,Jy                   ,"Broad-band
",                                        ,1980AJ.....85.1462K,140
140,141,1.46 GHz (VLA)       , 11.2                          ,+/- 1.4    ,milliJy              ,1460000000.0,0.0112,+/- 1.40E-03 ,Jy                   ,"Broad-band
",                                        ,1987ApJ...313..651E,141
141,142,HI (21 cm line)      , 15.62                         ,+/- 0.10   ,m_21 mag             ,1420000000.0,24700.0,+/- 2.38E+03 ,Jy-Hz                ,"Line
",m_21 equiv. to S(HI) = 2.466E-22 W m^-2 ,1991RC3.9.C...0000d,142
142,143,HI line (Effelsberg) , 1.97                          ,+/- 0.18   ,Jy km/s              ,1420000000.0,9090.0,+/- 8.31E+02 ,Jy-Hz                ,"Line
",                                        ,2009A&A...507..757K,143
143,144,HI (21 cm line)      , 5.20                          ,+/- 1.40   ,Jy km s^-1^          ,1420000000.0,23900.0,+/- 6.44E+03 ,Jy-Hz                ,"Line
",                                        ,1989H&RHI.C...0000H,144
144,145,1.4GHz               , 16.8                          ,+/- 0.7    ,milliJy              ,1400000000.0,0.0168,+/- 7.00E-04 ,Jy                   ,"Broad-band
",                                        ,1998AJ....115.1693C,145
145,146,1.4 GHz (VLA)        , 16.2                          ,           ...,milliJy              ,1400000000.0,0.0162,    ...      ,Jy                   ,"Broad-band
",                                        ,2002AJ....124..675C,146
146,147,1.4 GHz (VLA)        , 9.95                          ,           ..., milliJy             ,1400000000.0,0.00995,    ...      ,Jy                   ,"Broad-band
",                                        ,2009AJ....137...42R,147
