,No.,Observed Passband,Measurement,Uncertainty,Units,Freq (Hz),Measurement.1,Uncertainty.1,Units.1,Mode,Aperture/Qualifiers,Reference Code,No..1
127,128,6055A                , 1.010                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,495000000000000.0,0.0101,+/- 5.05E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,128
128,129,r (SDSS PSF) AB      , 14.957                        ,+/- 0.012  ,asinh mag            ,477000000000000.0,0.0037799999999999995,+/- 4.18E-05 ,Jy                   ,"Broad-band
",SDSS Qualifiers ,2007SDSS6.C...0000:,129
129,130,r (SDSS CModel) AB   , 12.634                        ,           ...,asinh mag            ,477000000000000.0,0.0321,    ...      ,Jy                   ,"Broad-band
",SDSS Qualifiers ,2007SDSS6.C...0000:,130
130,131,r (SDSS Model) AB    , 12.634                        ,+/- 0.002  ,asinh mag            ,477000000000000.0,0.0321,+/- 5.91E-05 ,Jy                   ,"Broad-band
",SDSS Qualifiers ,2007SDSS6.C...0000:,131
131,132,6370A                , 1.065                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,471000000000000.0,0.0107,+/- 5.33E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,132
132,133,F_pg                 , 12.1                          ,+/- 0.3    , mag                 ,468000000000000.0,0.0445,+/- 1.23E-02 ,Jy                   ,"Broad-band
",Isophotal mag                           ,2007ApJS..170...33P,133
133,134,6520A                , 1.094                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,460000000000000.0,0.0109,+/- 5.47E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,134
134,135,6540A                , 1.094                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,459000000000000.0,0.0109,+/- 5.47E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,135
135,136,6560A                , 1.086                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,457000000000000.0,0.0109,+/- 5.43E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,136
136,137,H{alpha} (Lick)      , 17.6E-13                      ,+/- 1.1E-13 ,erg/s/cm^2^          ,457000000000000.0,176000000000.0,+/- 1.10E+10 ,Jy-Hz                ,"Line
",Flux includes contribution from [N II]  ,2010ApJ...716..993B,137
137,138,6580A                , 1.189                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,456000000000000.0,0.0119,+/- 5.95E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,138
138,139,6600A                , 1.332                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,455000000000000.0,0.0133,+/- 6.66E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,139
139,140,6620A                , 1.588                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,453000000000000.0,0.0159,+/- 7.94E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,140
140,141,6640A                , 1.784                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,452000000000000.0,0.0178,+/- 8.92E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,141
141,142,6660A                , 1.872                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,450000000000000.0,0.0187,+/- 9.36E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,142
142,143,6680A                , 1.885                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,449000000000000.0,0.0189,+/- 9.43E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,143
143,144,R' (Cousins)         , 17.63                         ,+/- 0.27   ,milliJy              ,448000000000000.0,0.0176,+/- 2.70E-04 ,Jy                   ,"Broad-band
","7.5"" aperture                           ",1983ApJS...52..341M,144
144,145,R' (Cousins)         , 31.52                         ,+/- 0.48   ,milliJy              ,448000000000000.0,0.0315,+/- 4.80E-04 ,Jy                   ,"Broad-band
","31.8"" aperture                          ",1983ApJS...52..341M,145
145,146,R' (Cousins)         , 23.26                         ,+/- 0.35   ,milliJy              ,448000000000000.0,0.0233,+/- 3.50E-04 ,Jy                   ,"Broad-band
","15.4"" aperture                          ",1983ApJS...52..341M,146
146,147,R' (Cousins)         , 26.05                         ,+/- 0.40   ,milliJy              ,448000000000000.0,0.0261,+/- 4.00E-04 ,Jy                   ,"Broad-band
","20.2"" aperture                          ",1983ApJS...52..341M,147
147,148,6700A                , 1.583                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,448000000000000.0,0.0158,+/- 7.92E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,148
148,149,6726A                , 1.303                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,446000000000000.0,0.013,+/- 6.52E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,149
149,150,6800A                , 1.122                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,441000000000000.0,0.0112,+/- 5.61E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,150
150,151,R (Johnson)          , 0.032                         ,+/- 2   %  ,Jy                   ,428000000000000.0,0.0318,+/- 6.36E-04 ,Jy                   ,"Broad-band
","23"" aperture                            ",1980Nat...284..410L,151
151,152,R (Johnson)          , 12.18                         ,           ...,mag                  ,428000000000000.0,0.0373,    ...      ,Jy                   ,"Broad-band
","27.3"" aperture                          ",1968AJ.....73..866W,152
152,153,7100A                , 1.011                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,423000000000000.0,0.0101,+/- 5.06E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,153
153,154,7530A                , 1.141                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,398000000000000.0,0.0114,+/- 5.71E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,154
154,155,i (SDSS PSF) AB      , 15.104                        ,+/- 0.017  ,asinh mag            ,389000000000000.0,0.0033,+/- 5.17E-05 ,Jy                   ,"Broad-band
",SDSS Qualifiers ,2007SDSS6.C...0000:,155
155,156,i (SDSS CModel) AB   , 12.322                        ,           ...,asinh mag            ,389000000000000.0,0.0428,    ...      ,Jy                   ,"Broad-band
",SDSS Qualifiers ,2007SDSS6.C...0000:,156
156,157,i (SDSS Model) AB    , 12.328                        ,+/- 0.002  ,asinh mag            ,389000000000000.0,0.0425,+/- 7.84E-05 ,Jy                   ,"Broad-band
",SDSS Qualifiers ,2007SDSS6.C...0000:,157
157,158,7850A                , 1.180                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,382000000000000.0,0.0118,+/- 5.90E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,158
158,159,I' (Cousins)         , 27.83                         ,+/- 0.48   ,milliJy              ,375000000000000.0,0.0278,+/- 4.80E-04 ,Jy                   ,"Broad-band
","15.4"" aperture                          ",1983ApJS...52..341M,159
159,160,I' (Cousins)         , 19.38                         ,+/- 0.33   ,milliJy              ,375000000000000.0,0.0194,+/- 3.30E-04 ,Jy                   ,"Broad-band
","7.5"" aperture                           ",1983ApJS...52..341M,160
160,161,I' (Cousins)         , 38.99                         ,+/- 0.68   ,milliJy              ,375000000000000.0,0.039,+/- 6.80E-04 ,Jy                   ,"Broad-band
","31.8"" aperture                          ",1983ApJS...52..341M,161
161,162,I' (Cousins)         , 31.37                         ,+/- 0.55   ,milliJy              ,375000000000000.0,0.0314,+/- 5.50E-04 ,Jy                   ,"Broad-band
","20.2"" aperture                          ",1983ApJS...52..341M,162
162,163,8080A                , 1.187                         ,+/- 10  %  ,10^-26 erg/cm^2/s/Hz ,371000000000000.0,0.0119,+/- 1.19E-03 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,163
163,164,I (MAGNUM)           , 8.57                          ,+/- 0.14   ,milliJy              ,362000000000000.0,0.00857,+/- 1.40E-04 ,Jy                   ,"Broad-band
","8.3"" aperture                           ",2010ApJ...711..461S,164
164,165,8400A                , 1.187                         ,+/- 10  %  ,10^-26 erg/cm^2/s/Hz ,357000000000000.0,0.0119,+/- 1.19E-03 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,165
165,166,I (Johnson)          , 11.3                          ,           ...,mag                  ,333000000000000.0,0.0677,    ...      ,Jy                   ,"Broad-band
","27.3"" aperture                          ",1968AJ.....73..866W,166
166,167,I (Johnson)          , 0.036                         ,+/- 2   %  ,Jy                   ,333000000000000.0,0.0361,+/- 7.22E-04 ,Jy                   ,"Broad-band
","23"" aperture                            ",1980Nat...284..410L,167
167,168,z (SDSS PSF) AB      , 14.740                        ,+/- 0.015  ,asinh mag            ,325000000000000.0,0.004529999999999999,+/- 6.26E-05 ,Jy                   ,"Broad-band
",SDSS Qualifiers ,2007SDSS6.C...0000:,168
168,169,z (SDSS CModel) AB   , 12.138                        ,           ...,asinh mag            ,325000000000000.0,0.0498,    ...      ,Jy                   ,"Broad-band
",SDSS Qualifiers ,2007SDSS6.C...0000:,169
169,170,z (SDSS Model) AB    , 12.075                        ,+/- 0.002  ,asinh mag            ,325000000000000.0,0.0527,+/- 9.71E-05 ,Jy                   ,"Broad-band
",SDSS Qualifiers ,2007SDSS6.C...0000:,170
170,171,J (ESO/SPM)          , 42.5                          ,+/- 2.83   ,milliJy              ,250000000000000.0,0.0425,+/- 2.83E-03 ,Jy                   ,"Broad-band
","15"" aperture                            ",1995ApJ...453..616S,171
171,172,J (ESO/SPM)          , 41.9                          ,+/- 2.79   ,milliJy              ,250000000000000.0,0.0419,+/- 2.79E-03 ,Jy                   ,"Broad-band
","15"" aperture                            ",1995ApJ...453..616S,172
172,173,J (KPNO)             , 0.028                         ,+/- 0.001  ,Jy                   ,244000000000000.0,0.028,+/- 1.00E-03 ,Jy                   ,"Broad-band
","10"" aperture                            ",1979ApJ...234..471M,173
173,174,J (KPNO)             , 11.59                         ,+/- 0.05   ,mag                  ,244000000000000.0,0.0361,+/- 1.70E-03 ,Jy                   ,"Broad-band
","10.3"" aperture                          ",1981ApJ...243..756B,174
174,175,J (2MASS/FLWO)       , 11.777                        ,+/- 0.025  ,mag                  ,243000000000000.0,0.031,+/- 7.14E-04 ,Jy                   ,"Broad-band
",Profile-fit; Poor quality               ,2006AJ....131.1163S,175
175,176,J (2MASS/FLWO)       , 11.8                          ,+/- 0.006  ,mag                  ,243000000000000.0,0.0304,+/- 1.68E-04 ,Jy                   ,"Broad-band
","4"" aperture                             ",2006AJ....131.1163S,176
176,177,F_J (total)          , 1.67                          ,+/- 1.08   ,log milliJy          ,241000000000000.0,0.0468,+/- 1.21E-02 ,Jy                   ,"Broad-band
",                                        ,1995ApJ...453..616S,177
177,178,J_14arcsec (2MASS)   , 11.456                        ,+/- 0.004  ,mag                  ,240000000000000.0,0.0416,+/- 1.54E-04 ,Jy                   ,"Broad-band
",14.0 x 14.0 arcsec aperture.            ,20032MASX.C.......:,178
178,179,J                    , 10.802                        ,+/- 0.015  ,mag                  ,240000000000000.0,0.0761,+/- 1.06E-03 ,Jy                   ,"Broad-band
",  52.6 x   49.4 arcsec integration area.,20032MASX.C.......:,179
179,180,J                    , 10.643                        ,+/- 0.018  ,mag                  ,240000000000000.0,0.0881,+/- 1.47E-03 ,Jy                   ,"Broad-band
",                                        ,20032MASX.C.......:,180
180,181,1.25 microns         , 0.027                         ,+/- 10  %  ,Jy                   ,240000000000000.0,0.027,+/- 2.70E-03 ,Jy                   ,"Broad-band
","8.5"" aperture                           ",1978ApJ...226..550R,181
181,182,J (Mt. Lemmon)       , 0.024                         ,+/- 2   %  ,Jy                   ,240000000000000.0,0.0242,+/- 4.84E-04 ,Jy                   ,"Broad-band
","8.5"" aperture                           ",1980Nat...284..410L,182
182,183,J (Mt. Lemmon)       , 0.035                         ,+/- 2   %  ,Jy                   ,240000000000000.0,0.035,+/- 7.00E-04 ,Jy                   ,"Broad-band
","8.5"" aperture                           ",1980Nat...284..410L,183
183,184,J (Johnson)          , 57.9                          ,+/- 2.1    ,milliJy              ,238000000000000.0,0.0579,+/- 2.10E-03 ,Jy                   ,"Broad-band
","22.7"" aperture                          ",1983ApJS...52..341M,184
184,185,J (Johnson)          , 71.3                          ,+/- 3.1    ,milliJy              ,238000000000000.0,0.0713,+/- 3.10E-03 ,Jy                   ,"Broad-band
","31.6"" aperture                          ",1983ApJS...52..341M,185
185,186,J (Johnson)          , 46.3                          ,+/- 1.8    ,milliJy              ,238000000000000.0,0.0463,+/- 1.80E-03 ,Jy                   ,"Broad-band
","15.8"" aperture                          ",1983ApJS...52..341M,186
186,187,J (Johnson)          , 34.0                          ,+/- 1.5    ,milliJy              ,238000000000000.0,0.034,+/- 1.50E-03 ,Jy                   ,"Broad-band
","7.9"" aperture                           ",1983ApJS...52..341M,187
187,188,J (Johnson)          , 11.9                          ,           ...,mag                  ,238000000000000.0,0.0279,    ...      ,Jy                   ,"Broad-band
",Low quality data                        ,1968AJ.....73..870P,188
188,189,Pa{beta} (IRTF)      , 1.77E-13                      ,           ...,erg/s/cm^2^          ,234000000000000.0,17700000000.0,    ...      ,Jy-Hz                ,"Line
",                                        ,2010ApJ...724..386K,189
189,190,H' (Johnson)         , 10.04                         ,           ...,mag                  ,193000000000000.0,0.12,    ...      ,Jy                   ,"Broad-band
","13"" aperture                            ",1968AJ.....73..866W,190
190,191,H (ESO/SPM)          , 58.9                          ,+/- 3.92   ,milliJy              ,190000000000000.0,0.0589,+/- 3.92E-03 ,Jy                   ,"Broad-band
","15"" aperture                            ",1995ApJ...453..616S,191
191,192,H (ESO/SPM)          , 59.7                          ,+/- 3.98   ,milliJy              ,190000000000000.0,0.0597,+/- 3.98E-03 ,Jy                   ,"Broad-band
","15"" aperture                            ",1995ApJ...453..616S,192
192,193,H (Johnson)          , 95.5                          ,+/- 2.1    ,milliJy              ,187000000000000.0,0.0955,+/- 2.10E-03 ,Jy                   ,"Broad-band
","31.6"" aperture                          ",1983ApJS...52..341M,193
193,194,H (Johnson)          , 45.7                          ,+/- 1.2    ,milliJy              ,187000000000000.0,0.0457,+/- 1.20E-03 ,Jy                   ,"Broad-band
","7.9"" aperture                           ",1983ApJS...52..341M,194
194,195,H (Johnson)          , 58.9                          ,+/- 1.6    ,milliJy              ,187000000000000.0,0.0589,+/- 1.60E-03 ,Jy                   ,"Broad-band
","15.8"" aperture                          ",1983ApJS...52..341M,195
195,196,H (Johnson)          , 75.9                          ,+/- 1.8    ,milliJy              ,187000000000000.0,0.0759,+/- 1.80E-03 ,Jy                   ,"Broad-band
","22.7"" aperture                          ",1983ApJS...52..341M,196
196,197,F160W (HST)          , 16.5                          ,+/- 5   %  , milliJy             ,187000000000000.0,0.0165,+/- 8.25E-04 ,Jy                   ,"Broad-band
",PSF model fitting; nuclear flux         ,2007A&A...476..713K,197
197,198,F_H (total)          , 1.83                          ,+/- 1.24   ,log milliJy          ,184000000000000.0,0.0676,+/- 1.75E-02 ,Jy                   ,"Broad-band
",                                        ,1995ApJ...453..616S,198
198,199,1.6 microns          , 0.036                         ,+/- 10  %  ,Jy                   ,184000000000000.0,0.036,+/- 3.60E-03 ,Jy                   ,"Broad-band
","8.5"" aperture                           ",1978ApJ...226..550R,199
199,200,H (MAGNUM-MIP)       , 20                            ,+/- 30  %  ,milliJy              ,183000000000000.0,0.02,+/- 4.00E-03 ,Jy                   ,"Broad-band
","Nuclear flux; 8.3"" aperture             ",2006ApJ...639...46S,200
200,201,H                    , 10.038                        ,+/- 0.018  ,mag                  ,182000000000000.0,0.0989,+/- 1.65E-03 ,Jy                   ,"Broad-band
",  52.6 x   49.4 arcsec integration area.,20032MASX.C.......:,201
201,202,H                    , 9.884                         ,+/- 0.017  ,mag                  ,182000000000000.0,0.114,+/- 1.80E-03 ,Jy                   ,"Broad-band
",                                        ,20032MASX.C.......:,202
202,203,H_14arcsec (2MASS)   , 10.630                        ,+/- 0.004  ,mag                  ,182000000000000.0,0.0573,+/- 2.12E-04 ,Jy                   ,"Broad-band
",14.0 x 14.0 arcsec aperture.            ,20032MASX.C.......:,203
203,204,H (Mt. Lemmon)       , 0.042                         ,+/- 2   %  ,Jy                   ,182000000000000.0,0.0422,+/- 8.44E-04 ,Jy                   ,"Broad-band
","8.5"" aperture                           ",1980Nat...284..410L,204
204,205,1.6 microns          , 10.1                          ,+/- 0.3    ,mag                  ,182000000000000.0,0.0894,+/- 2.84E-02 ,Jy                   ,"Broad-band
","33"" aperture;Low quality data           ",1974MNRAS.169..357P,205
205,206,1.6 microns          , 10.68                         ,+/- 0.13   ,mag                  ,182000000000000.0,0.0524,+/- 6.66E-03 ,Jy                   ,"Broad-band
","28"" aperture;Low quality data           ",1974MNRAS.169..357P,206
206,207,H (Mt. Lemmon)       , 0.031                         ,+/- 2   %  ,Jy                   ,182000000000000.0,0.0314,+/- 6.28E-04 ,Jy                   ,"Broad-band
","8.5"" aperture                           ",1980Nat...284..410L,207
207,208,H (KPNO)             , 0.041                         ,+/- 0.001  ,Jy                   ,181000000000000.0,0.041,+/- 1.00E-03 ,Jy                   ,"Broad-band
","10"" aperture                            ",1979ApJ...234..471M,208
208,209,H (KPNO)             , 10.79                         ,+/- 0.07   ,mag                  ,181000000000000.0,0.0488,+/- 3.25E-03 ,Jy                   ,"Broad-band
","10.3"" aperture                          ",1981ApJ...243..756B,209
209,210,H (2MASS/FLWO)       , 10.872                        ,+/- 0.025  ,mag                  ,180000000000000.0,0.0459,+/- 1.06E-03 ,Jy                   ,"Broad-band
",Profile-fit                             ,2006AJ....131.1163S,210
210,211,H (2MASS/FLWO)       , 10.916                        ,+/- 0.009  ,mag                  ,180000000000000.0,0.044,+/- 3.65E-04 ,Jy                   ,"Broad-band
","4"" aperture                             ",2006AJ....131.1163S,211
211,212,Pa{alpha} (IRTF)     , 1.64E-13                      ,           ...,erg/s/cm^2^          ,160000000000000.0,16400000000.0,    ...      ,Jy-Hz                ,"Line
",                                        ,2010ApJ...724..386K,212
212,213,H_2_ (1-0) S(1) line , 1.34E-15                      ,           ...,erg cm^-2^ s^-1^     ,141000000000000.0,134000000.0,    ...      ,Jy-Hz                ,"Line
",Nuclear H_2_ gas                        ,2005MNRAS.364.1041R,213
213,214,K_s (2MASS/FLWO)     , 10.118                        ,+/- 0.005  ,mag                  ,139000000000000.0,0.0598,+/- 2.75E-04 ,Jy                   ,"Broad-band
","4"" aperture                             ",2006AJ....131.1163S,214
214,215,K_s (2MASS/FLWO)     , 10.135                        ,+/- 0.023  ,mag                  ,139000000000000.0,0.0589,+/- 1.25E-03 ,Jy                   ,"Broad-band
",Profile-fit                             ,2006AJ....131.1163S,215
215,216,K_s                  , 9.495                         ,+/- 0.019  ,mag                  ,138000000000000.0,0.106,+/- 1.87E-03 ,Jy                   ,"Broad-band
",  52.6 x   49.4 arcsec integration area.,20032MASX.C.......:,216
216,217,K_s                  , 9.387                         ,+/- 0.019  ,mag                  ,138000000000000.0,0.11699999999999999,+/- 2.07E-03 ,Jy                   ,"Broad-band
",                                        ,20032MASX.C.......:,217
217,218,K_s_14arcsec (2MASS) , 9.920                         ,+/- 0.004  ,mag                  ,138000000000000.0,0.0718,+/- 2.65E-04 ,Jy                   ,"Broad-band
",14.0 x 14.0 arcsec aperture.            ,20032MASX.C.......:,218
218,219,F_K (total)          , 2.00                          ,+/- 1.41   ,log milliJy          ,137000000000000.0,0.1,+/- 2.59E-02 ,Jy                   ,"Broad-band
",                                        ,1995ApJ...453..616S,219
219,220,2.2 microns          , 9.6                           ,+/- 0.14   ,mag                  ,136000000000000.0,0.0896,+/- 1.23E-02 ,Jy                   ,"Broad-band
","33"" aperture;Low quality data           ",1974MNRAS.169..357P,220
220,221,2.2 microns          , 10.18                         ,+/- 0.13   ,mag                  ,136000000000000.0,0.0525,+/- 6.68E-03 ,Jy                   ,"Broad-band
","28"" aperture;Low quality data           ",1974MNRAS.169..357P,221
221,222,K (ESO/SPM)          , 69.2                          ,+/- 4.61   ,milliJy              ,136000000000000.0,0.0692,+/- 4.61E-03 ,Jy                   ,"Broad-band
","15"" aperture                            ",1995ApJ...453..616S,222
222,223,K (MAGNUM-MIP)       , 16                            ,+/- 30  %  ,milliJy              ,136000000000000.0,0.016,+/- 3.20E-03 ,Jy                   ,"Broad-band
","Nuclear flux; 8.3"" aperture             ",2006ApJ...639...46S,223
223,224,K (ESO/SPM)          , 64.3                          ,+/- 4.28   ,milliJy              ,136000000000000.0,0.0643,+/- 4.28E-03 ,Jy                   ,"Broad-band
","15"" aperture                            ",1995ApJ...453..616S,224
224,225,K (Johnson)          , 55.6                          ,+/- 1.4    ,milliJy              ,135000000000000.0,0.0556,+/- 1.40E-03 ,Jy                   ,"Broad-band
","7.9"" aperture                           ",1983ApJS...52..341M,225
225,226,K (Johnson)          , 10.3                          ,           ...,mag                  ,135000000000000.0,0.0506,    ...      ,Jy                   ,"Broad-band
","16"" aperture                            ",1988VIrPh.C...0000d,226
226,227,K (Johnson)          , 79.2                          ,+/- 1.4    ,milliJy              ,135000000000000.0,0.0792,+/- 1.40E-03 ,Jy                   ,"Broad-band
","22.7"" aperture                          ",1983ApJS...52..341M,227
227,228,K (Johnson)          , 9.6                           ,           ...,mag                  ,135000000000000.0,0.0964,    ...      ,Jy                   ,"Broad-band
","10"" aperture                            ",1988VIrPh.C...0000d,228
228,229,K (Johnson)          , 95.6                          ,+/- 2.2    ,milliJy              ,135000000000000.0,0.0956,+/- 2.20E-03 ,Jy                   ,"Broad-band
","31.6"" aperture                          ",1983ApJS...52..341M,229
229,230,K (KPNO)             , 0.049                         ,+/- 0.001  ,Jy                   ,135000000000000.0,0.049,+/- 1.00E-03 ,Jy                   ,"Broad-band
","10"" aperture                            ",1979ApJ...234..471M,230
230,231,2.2 microns          , 0.052                         ,+/- 10  %  ,Jy                   ,135000000000000.0,0.052,+/- 5.20E-03 ,Jy                   ,"Broad-band
","8.5"" aperture                           ",1978ApJ...226..550R,231
231,232,K (KPNO)             , 9.97                          ,+/- 0.10   ,mag                  ,135000000000000.0,0.0633,+/- 6.11E-03 ,Jy                   ,"Broad-band
","10.3"" aperture                          ",1981ApJ...243..756B,232
232,233,K (Johnson)          , 67.7                          ,+/- 1.7    ,milliJy              ,135000000000000.0,0.0677,+/- 1.70E-03 ,Jy                   ,"Broad-band
","15.8"" aperture                          ",1983ApJS...52..341M,233
233,234,K (Johnson)          , 10.1                          ,           ...,mag                  ,135000000000000.0,0.0608,    ...      ,Jy                   ,"Broad-band
",Low quality data                        ,1968AJ.....73..870P,234
234,235,F222M (HST)          , 32.7                          ,+/- 5   %  , milliJy             ,135000000000000.0,0.0327,+/- 1.64E-03 ,Jy                   ,"Broad-band
",PSF model fitting; nuclear flux         ,2007A&A...476..713K,235
235,236,K (Mt. Lemmon)       , 0.057                         ,+/- 2   %  ,Jy                   ,131000000000000.0,0.0571,+/- 1.14E-03 ,Jy                   ,"Broad-band
","8.5"" aperture                           ",1980Nat...284..410L,236
236,237,K (Mt. Lemmon)       , 0.043                         ,+/- 2   %  ,Jy                   ,131000000000000.0,0.0425,+/- 8.50E-04 ,Jy                   ,"Broad-band
","8.5"" aperture                           ",1980Nat...284..410L,237
237,238,PAH 3.3 (IRTF)       ,...                            ,<14.63E-14  ,erg/s/cm^2^          ,90800000000000.0,,<   1.46E+10 ,Jy-Hz                ,"Line
",                                        ,2010PASJ...62.1509O,238
238,239,3.5 microns          , 9.00                          ,+/- 0.1    ,mag                  ,85700000000000.0,0.0703,+/- 6.79E-03 ,Jy                   ,"Broad-band
","8.4"" aperture                           ",1976ApJ...205...44S,239
239,240,L (Mt. Lemmon)       , 0.090                         ,+/- 2   %  ,Jy                   ,85700000000000.0,0.09,+/- 1.80E-03 ,Jy                   ,"Broad-band
","8.5"" aperture                           ",1980Nat...284..410L,240
240,241,L (Johnson)          , 118.5                         ,+/- 7.1    ,milliJy              ,84700000000000.0,0.11900000000000001,+/- 7.10E-03 ,Jy                   ,"Broad-band
","22.7"" aperture                          ",1983ApJS...52..341M,241
241,242,L (Johnson)          , 98.6                          ,+/- 3.7    ,milliJy              ,84700000000000.0,0.0986,+/- 3.70E-03 ,Jy                   ,"Broad-band
","7.9"" aperture                           ",1983ApJS...52..341M,242
242,243,L (Johnson)          , 114.6                         ,+/- 5.4    ,milliJy              ,84700000000000.0,0.115,+/- 5.40E-03 ,Jy                   ,"Broad-band
","15.8"" aperture                          ",1983ApJS...52..341M,243
243,244,L (Johnson)          , 119.3                         ,+/- 6.5    ,milliJy              ,84700000000000.0,0.11900000000000001,+/- 6.50E-03 ,Jy                   ,"Broad-band
","31.6"" aperture                          ",1983ApJS...52..341M,244
244,245,3.6 microns (IRAC)   , 3.2514E+04                    ,+/- 1.0790E+01 ,microJy              ,84400000000000.0,0.0325,+/- 1.08E-05 ,Jy                   ,"Broad-band
","5.8"" aperture                           ",2013SSTSLC4.2....0C,245
245,246,3.6 microns (IRAC)   , 2.6992E+04                    ,+/- 1.0958E+01 ,microJy              ,84400000000000.0,0.027,+/- 1.10E-05 ,Jy                   ,"Broad-band
","3.8"" aperture                           ",2013SSTSLC4.2....0C,246
246,247,3.6 microns (IRAC)   , 9.49                          ,+/- 0.05   ,mag                  ,84400000000000.0,0.0449,+/- 2.07E-03 ,Jy                   ,"Broad-band
",                                        ,2010ApJS..187..172G,247
247,248,3.6 microns (IRAC)   , 9.343                         ,           ..., mag                 ,84400000000000.0,0.0515,    ...      ,Jy                   ,"Broad-band
",                                        ,2004ApJS..154..235P,248
248,249,3.6 microns          , 0.091                         ,+/- 10  %  ,Jy                   ,83300000000000.0,0.091,+/- 9.10E-03 ,Jy                   ,"Broad-band
","8.5"" aperture                           ",1978ApJ...226..550R,249
249,250,L' (KPNO)            , 0.066                         ,+/- 0.002  ,Jy                   ,82100000000000.0,0.066,+/- 2.00E-03 ,Jy                   ,"Broad-band
","10"" aperture                            ",1979ApJ...234..471M,250
250,251,4.5 microns (IRAC)   , 3.4893E+04                    ,+/- 1.3610E+01 ,microJy              ,66700000000000.0,0.0349,+/- 1.36E-05 ,Jy                   ,"Broad-band
","3.8"" aperture                           ",2013SSTSLC4.2....0C,251
251,252,4.5 microns (IRAC)   , 4.0466E+04                    ,+/- 1.3084E+01 ,microJy              ,66700000000000.0,0.0405,+/- 1.31E-05 ,Jy                   ,"Broad-band
","5.8"" aperture                           ",2013SSTSLC4.2....0C,252
252,253,4.5 microns (IRAC)   , 8.85                          ,+/- 0.04   ,mag                  ,66700000000000.0,0.0518,+/- 1.91E-03 ,Jy                   ,"Broad-band
",                                        ,2010ApJS..187..172G,253
253,254,4.5 microns (IRAC)   , 8.797                         ,           ..., mag                 ,66700000000000.0,0.0544,    ...      ,Jy                   ,"Broad-band
",                                        ,2004ApJS..154..235P,254
254,255,M (KPNO)             , 0.099                         ,+/- 0.046  ,Jy                   ,64500000000000.0,0.099,+/- 4.60E-02 ,Jy                   ,"Broad-band
","10"" aperture                            ",1979ApJ...234..471M,255
255,256,M (Johnson)          , 99.7                          ,+/- 20.7   ,milliJy              ,62500000000000.0,0.0997,+/- 2.07E-02 ,Jy                   ,"Broad-band
","7.9"" aperture                           ",1983ApJS...52..341M,256
256,257,M (Johnson)          , 146.8                         ,+/- 33.9   ,milliJy              ,62500000000000.0,0.147,+/- 3.39E-02 ,Jy                   ,"Broad-band
","15.8"" aperture                          ",1983ApJS...52..341M,257
