1953,53358,81 
2142,54208,637 
1951,53389,614 
2156,54525,390 
2128,53800,38 
2128,53800,38 
2752,54533,313 
521,52326,639 
838,52378,458 
838,52378,458 
5313,55973,790 
7401,56808,628 
623,52051,224 
7314,56990,610 
845,52381,56 
583,52055,527 
2649,54212,215 
1225,52760,238 
2124,53770,91 
2124,53770,91 
914,52721,108 
8536,58015,195 
526,52312,198 
1225,52760,218 
2595,54207,591 
1614,53120,539 
1706,53442,238 
7404,56776,518 
1707,53885,507 
8222,57431,561 
872,52339,334 
872,52339,334 
627,52144,151 
1231,52725,580 
1231,52725,479 
7339,56772,577 
9573,57787,634 
2784,54529,525 
2784,54529,525 
2784,54529,525 
2152,53874,258 
2590,54175,607 
1000,52643,490 
2580,54092,562 
9561,57809,212 
9561,57809,212 
1802,53885,542 
8514,58174,532 
1058,52520,379 
1277,52765,332 
1277,52765,332 
1277,52765,332 
517,52024,219 
2153,54212,362 
8384,57513,2 
2784,54529,481 
2610,54476,281 
590,52057,417 
1790,53876,598 
1707,53885,244 
8066,57544,478 
8066,57544,478 
8852,57449,464 
8852,57449,464 
846,52407,119 
517,52024,591 
2152,53874,284 
2783,54524,143 
583,52055,497 
1706,53442,197 
1694,53472,453 
9583,57809,527 
627,52144,143 
287,52023,163 
622,52054,512 
762,52232,498 
10239,58142,21 
10239,58142,21 
10239,58142,21 
2124,53770,509 
7340,56837,795 
9403,58018,20 
2745,54231,295 
2745,54231,295 
1818,54539,268 
526,52312,537 
526,52312,537 
516,52017,112 
516,52017,112 
4570,55623,50 
1718,53850,79 
1718,53850,79 
1695,53473,398 
8536,58015,562 
8167,57071,958 
1718,53850,490 
1718,53850,490 
620,52375,578 
937,52707,51 
1368,53084,457 
286,51999,35 
286,51999,35 
287,52023,401 
2115,53535,265 
526,52312,457 
629,52051,486 
1992,53466,626 
2596,54207,554 
2153,54212,259 
1223,52781,21 
1223,52781,21 
525,52295,148 
525,52295,148 
1715,54212,133 
1715,54212,133 
1791,54266,341 
2785,54537,19 
2785,54537,19 
1046,52460,335 
8852,57449,141 
8852,57449,141 
8852,57449,141 
2786,54540,476 
2784,54529,630 
1810,53794,385 
2000,53495,193 
2784,54529,455 
2784,54529,455 
2784,54529,455 
534,51997,578 
342,51691,598 
1715,54212,185 
1715,54212,185 
938,52708,57 
7384,56715,398 
7384,56715,398 
2375,53770,90 
1768,53442,93 
7384,56715,388 
1791,54266,262 
1595,52999,345 
1619,53084,250 
8428,57837,193 
2128,53800,8 
1595,52999,369 
1595,52999,369 
2132,53493,473 
2132,53493,473 
1233,52734,302 
2768,54265,287 
1045,52725,476 
1045,52725,476 
2155,53820,341 
1719,53876,494 
1719,53876,494 
7339,56799,704 
8541,58257,385 
590,52057,386 
342,51691,538 
9573,57787,87 
2597,54231,225 
3183,54833,125 
629,52051,472 
594,52045,475 
2596,54207,582 
1232,52731,388 
1717,53883,426 
1748,53112,263 
517,52024,559 
5870,56065,953 
872,52339,45 
505,52317,441 
1769,53502,100 
324,51666,575 
324,51666,575 
8863,57724,47 
8863,57724,47 
590,52057,585 
590,52057,543 
8060,57894,822 
1765,53466,80 
2119,53792,541 
1771,53498,305 
2596,54207,534 
1199,52703,596 
1704,53178,42 
1790,53876,429 
594,52045,73 
1233,52734,312 
999,52636,620 
2368,53758,617 
1277,52765,234 
1277,52765,234 
1985,53431,330 
1277,52765,489 
1718,53850,375 
1718,53850,375 
1768,53442,97 
8298,57390,43 
1200,52668,154 
2115,53535,428 
2115,53535,428 
2590,54175,41 
294,51986,574 
938,52708,130 
5739,55976,104 
5739,55976,104 
943,52376,315 
2153,54212,506 
913,52433,12 
1703,53799,496 
7027,56448,375 
7027,56448,375 
2119,53792,615 
9585,57780,735 
1847,54176,630 
2596,54207,603 
1767,53436,227 
1715,54212,363 
5407,55926,260 
2785,54537,569 
2785,54537,569 
1716,53827,271 
2148,54526,533 
1715,54212,638 
1715,54212,638 
1790,53876,259 
2786,54540,153 
1714,53521,11 
1714,53521,11 
2376,53770,290 
7283,57063,436 
626,52057,637 
290,51941,269 
7284,56683,608 
7284,56683,608 
6641,56383,442 
1716,53827,37 
943,52376,511 
591,52022,58 
7736,57728,619 
1718,53850,213 
1718,53850,213 
533,51994,571 
517,52024,382 
517,52024,382 
521,52326,115 
2115,53535,509 
3846,55327,551 
9573,57787,814 
8414,57846,2 
1717,53883,279 
1717,53883,279 
8823,57446,966 
8823,57446,966 
943,52376,433 
943,52376,433 
296,51984,358 
1718,53850,172 
1718,53850,172 
1992,53466,590 
9582,57806,801 
1717,53883,610 
1717,53883,610 
8868,57781,650 
6662,56364,468 
6662,56364,468 
594,52045,107 
9582,57806,854 
2369,53733,489 
1715,54212,409 
1715,54212,409 
4572,55622,154 
332,52367,330 
1768,53442,417 
1694,53472,540 
2124,53770,345 
2124,53770,345 
2124,53770,201 
2598,54232,89 
8371,57751,711 
9585,57780,355 
1368,53084,568 
1367,53083,13 
943,52376,404 
943,52376,404 
1276,53035,17 
1276,53035,17 
1769,53502,200 
8831,57448,739 
8831,57448,739 
847,52426,265 
590,52057,377 
1801,54156,169 
