,No.,Observed Passband,Measurement,Uncertainty,Units,Freq (Hz),Measurement.1,Uncertainty.1,Units.1,Mode,Aperture/Qualifiers,Reference Code,No..1
0,1,0.1-2.4 keV (ROSAT)  , 3.69e-12                      ,+/- 5.99e-13 ,erg/cm^2^/s          ,3.02e+17,1.22e-06,+/- 1.98E-07 ,Jy                   ,"Broad-band
",Unabsorbed flux                         ,2010MNRAS.401.1151M,1
1,2,FUV (GALEX) AB       , 16.1550                       ,+/- 0.0223904 ,mag                  ,1950000000000000.0,0.00125,+/- 2.58E-05 ,Jy                   ,"Broad-band
",Kron flux in elliptical aperture        ,2012GASC..C...0000S,2
2,3,FUV (GALEX) AB       , 19.0233                       ,+/- 0.0972032 ,mag                  ,1950000000000000.0,8.93e-05,+/- 7.99E-06 ,Jy                   ,"Broad-band
",Flux in 7.5 arcsec diameter aperture    ,2012GASC..C...0000S,3
3,4,NUV (GALEX) AB       , 15.6823                       ,+/- 0.0107241 ,mag                  ,1290000000000000.0,0.0019399999999999999,+/- 1.91E-05 ,Jy                   ,"Broad-band
",Kron flux in elliptical aperture        ,2012GASC..C...0000S,4
4,5,NUV (GALEX) AB       , 18.6750                       ,+/- 0.0460829 ,mag                  ,1290000000000000.0,0.000123,+/- 5.22E-06 ,Jy                   ,"Broad-band
",Flux in 7.5 arcsec diameter aperture    ,2012GASC..C...0000S,5
5,6,B_J                  , 13.5733                       ,           ...,mag                  ,641000000000000.0,0.0147,    ...      ,Jy                   ,"Broad-band
",                                        ,2005MNRAS.361...34D,6
6,7,R                    , 13.4580                       ,           ...,mag                  ,468000000000000.0,0.0128,    ...      ,Jy                   ,"Broad-band
",                                        ,2005MNRAS.361...34D,7
7,8,I                    , 13.1652                       ,           ...,mag                  ,379000000000000.0,0.0138,    ...      ,Jy                   ,"Broad-band
",                                        ,2005MNRAS.361...34D,8
8,9,J (2MASS/CTIO)       , 12.706                        ,+/- 0.008  ,mag                  ,243000000000000.0,0.0132,+/- 9.72E-05 ,Jy                   ,"Broad-band
","4"" aperture                             ",2006AJ....131.1163S,9
9,10,J (2MASS/CTIO)       , 13.422                        ,+/- 0.09   ,mag                  ,243000000000000.0,0.0068200000000000005,+/- 5.65E-04 ,Jy                   ,"Broad-band
",Profile-fit; Poor quality               ,2006AJ....131.1163S,10
10,11,J_14arcsec (2MASS)   , 12.137                        ,+/- 0.009  ,mag                  ,240000000000000.0,0.0222,+/- 1.85E-04 ,Jy                   ,"Broad-band
",14.0 x 14.0 arcsec aperture.            ,20032MASX.C.......:,11
11,12,J                    , 11.140                        ,+/- 0.022  ,mag                  ,240000000000000.0,0.0557,+/- 1.14E-03 ,Jy                   ,"Broad-band
",  50.6 x   43.5 arcsec integration area.,20032MASX.C.......:,12
12,13,J                    , 11.032                        ,+/- 0.023  ,mag                  ,240000000000000.0,0.0615,+/- 1.32E-03 ,Jy                   ,"Broad-band
",                                        ,20032MASX.C.......:,13
13,14,H                    , 10.427                        ,+/- 0.030  ,mag                  ,182000000000000.0,0.0691,+/- 1.94E-03 ,Jy                   ,"Broad-band
",  50.6 x   43.5 arcsec integration area.,20032MASX.C.......:,14
