,No.,Observed Passband,Measurement,Uncertainty,Units,Freq (Hz),Measurement.1,Uncertainty.1,Units.1,Mode,Aperture/Qualifiers,Reference Code,No..1
12,13,1910 A (OAO)         , 10.09                         ,+/- 0.40   ,mag                  ,1570000000000000.0,0.0407,+/- 1.81E-02 ,Jy                   ,"Broad-band
",Aperture 10.0 arcmin                    ,1982ApJ...256....1C,13
13,14,NUV (GALEX)          , 65.52                         ,+/- 9.07   ,milliJy              ,1320000000000000.0,0.0655,+/- 9.07E-03 ,Jy                   ,"Broad-band
",                                        ,2007ApJ...655..863D,14
14,15,NUV (GALEX) AB       , 11.93                         ,+/- 0.01   , mag                 ,1320000000000000.0,0.0614,+/- 5.65E-04 ,Jy                   ,"Broad-band
",                                        ,2007ApJS..173..185G,15
15,16,NUV (GALEX) AB       , 11.830                        ,+/- 0.010  ,mag                  ,1320000000000000.0,0.0673,+/- 6.20E-04 ,Jy                   ,"Broad-band
",Asymptotic magnitude                    ,2009ApJ...703.1569M,16
16,17,2460 A (OAO)         , 10.62                         ,+/- 0.31   ,mag                  ,1220000000000000.0,0.0415,+/- 1.37E-02 ,Jy                   ,"Broad-band
",Aperture 10.0 arcmin                    ,1982ApJ...256....1C,17
17,18,2980 A (OAO)         , 10.69                         ,+/- 0.18   ,mag                  ,1010000000000000.0,0.057,+/- 1.03E-02 ,Jy                   ,"Broad-band
",Aperture 10.0 arcmin                    ,1982ApJ...256....1C,18
18,19,3320 A (OAO)         , 10.46                         ,+/- 0.12   ,mag                  ,903000000000000.0,0.0875,+/- 1.02E-02 ,Jy                   ,"Broad-band
",Aperture 10.0 arcmin                    ,1982ApJ...256....1C,19
19,20,U (U_T^0)            , 10.09                         ,           ...,mag                  ,819000000000000.0,0.16699999999999998,    ...      ,Jy                   ,"Broad-band
",                                        ,1991RC3.9.C...0000d,20
20,21,U (U_T)              , 10.29                         ,+/- 0.05   ,mag                  ,819000000000000.0,0.139,+/- 6.53E-03 ,Jy                   ,"Broad-band
",                                        ,1991RC3.9.C...0000d,21
21,22,[O II] 3727          , 21.30E-15                     ,+/- 1.40E-15 ,erg/s/cm^2^          ,804000000000000.0,2130000000.0,+/- 1.40E+08 ,Jy-Hz                ,"Line
",Nuclear spectrum                        ,2010ApJS..190..233M,22
22,23,H{gamma} 4340        , 2.60E-15                      ,+/- 1.50E-15 ,erg/s/cm^2^          ,691000000000000.0,260000000.0,+/- 1.50E+08 ,Jy-Hz                ,"Line
",Nuclear spectrum                        ,2010ApJS..190..233M,23
23,24,B (m_B)              , 10.13                         ,+/- 0.16   ,mag                  ,681000000000000.0,0.37799999999999995,+/- 6.00E-02 ,Jy                   ,"Broad-band
",                                        ,1991RC3.9.C...0000d,24
24,25,B (Cousins) (B_T)    , 10.19                         ,+/- 0.09   ,mag                  ,681000000000000.0,0.35600000000000004,+/- 3.08E-02 ,Jy                   ,"Broad-band
",See ESO-LV catalog for warning flag.    ,1989ESOLV.C...0000L,25
25,26,B (Cousins) (B_25)   , 10.40                         ,+/- 0.09   ,mag                  ,681000000000000.0,0.295,+/- 2.55E-02 ,Jy                   ,"Broad-band
",See ESO-LV catalog for warning flag.    ,1989ESOLV.C...0000L,26
26,27,B (B_T^0)            , 10.16                         ,           ...,mag                  ,681000000000000.0,0.368,    ...      ,Jy                   ,"Broad-band
",                                        ,1991RC3.9.C...0000d,27
27,28,B (B_T)              , 10.33                         ,+/- 0.03   ,mag                  ,681000000000000.0,0.314,+/- 8.81E-03 ,Jy                   ,"Broad-band
",                                        ,1991RC3.9.C...0000d,28
28,29,B (Cousins) (B_26)   , 10.29                         ,+/- 0.09   ,mag                  ,681000000000000.0,0.325,+/- 2.81E-02 ,Jy                   ,"Broad-band
",See ESO-LV catalog for warning flag.    ,1989ESOLV.C...0000L,29
29,30,B                    , 0.43                          ,           ...,Jy                   ,666000000000000.0,0.43,    ...      ,Jy                   ,"Broad-band
",                                        ,2007ApJ...655..863D,30
30,31,B_J                  , 10.4861                       ,           ...,mag                  ,641000000000000.0,0.252,    ...      ,Jy                   ,"Broad-band
",                                        ,2005MNRAS.361...34D,31
31,32,b_J (SuperCOSMOS)    , 10.92                         ,           ...,mag                  ,641000000000000.0,0.16899999999999998,    ...      ,Jy                   ,"Broad-band
",                                        ,2006MNRAS.372.1856F,32
32,33,H{beta} 4861         , 16.30E-15                     ,+/- 2.40E-15 ,erg/s/cm^2^          ,617000000000000.0,1630000000.0,+/- 2.40E+08 ,Jy-Hz                ,"Line
",Nuclear spectrum                        ,2010ApJS..190..233M,33
33,34,[O III] 5007         , 68.90E-15                     ,+/- 1.20E-15 ,erg/s/cm^2^          ,599000000000000.0,6890000000.0,+/- 1.20E+08 ,Jy-Hz                ,"Line
",Nuclear spectrum                        ,2010ApJS..190..233M,34
34,35,V                    , 0.45                          ,           ...,Jy                   ,545000000000000.0,0.45,    ...      ,Jy                   ,"Broad-band
",                                        ,2007ApJ...655..863D,35
35,36,V (Johnson)          , 9.85                          ,           ...,mag                  ,542000000000000.0,0.418,    ...      ,Jy                   ,"Broad-band
","261.9"" aperture                         ",1988VIrPh.C...0000d,36
36,37,V (Johnson)          , 10.29                         ,           ...,mag                  ,542000000000000.0,0.27899999999999997,    ...      ,Jy                   ,"Broad-band
","134.3"" aperture                         ",1988VIrPh.C...0000d,37
37,38,V (Johnson)          , 9.84                          ,           ...,mag                  ,542000000000000.0,0.42200000000000004,    ...      ,Jy                   ,"Broad-band
","261.9"" aperture                         ",1988VIrPh.C...0000d,38
38,39,V                    , 12.46                         ,+/- 0.02   ,mag                  ,542000000000000.0,0.0378,+/- 7.02E-04 ,Jy                   ,"Broad-band
","14.3"" aperture;Low quality data         ",1983ApJ...265..643H,39
39,40,V (V_T^0)            , 9.60                          ,           ...,mag                  ,542000000000000.0,0.526,    ...      ,Jy                   ,"Broad-band
",                                        ,1991RC3.9.C...0000d,40
40,41,V (Johnson)          , 9.69                          ,           ..., mag                 ,542000000000000.0,0.0484,    ...      ,Jy                   ,"Broad-band
",                                        ,2008AJ....136..773F,41
41,42,V (V_T)              , 9.73                          ,+/- 0.03   ,mag                  ,542000000000000.0,0.467,+/- 1.38E-02 ,Jy                   ,"Broad-band
",                                        ,1991RC3.9.C...0000d,42
42,43,R (Cousins) (R_26)   , 9.27                          ,+/- 0.09   ,mag                  ,468000000000000.0,0.605,+/- 5.23E-02 ,Jy                   ,"Broad-band
",See ESO-LV catalog for warning flag.    ,1989ESOLV.C...0000L,43
43,44,R (Cousins) (R_25)   , 9.36                          ,+/- 0.09   ,mag                  ,468000000000000.0,0.5529999999999999,+/- 4.78E-02 ,Jy                   ,"Broad-band
",See ESO-LV catalog for warning flag.    ,1989ESOLV.C...0000L,44
44,45,R                    , 10.6447                       ,           ...,mag                  ,468000000000000.0,0.17,    ...      ,Jy                   ,"Broad-band
",                                        ,2005MNRAS.361...34D,45
45,46,R (Cousins) (R_T)    , 9.21                          ,+/- 0.09   ,mag                  ,468000000000000.0,0.64,+/- 5.53E-02 ,Jy                   ,"Broad-band
",See ESO-LV catalog for warning flag.    ,1989ESOLV.C...0000L,46
46,47,H{alpha} line CASLEO , 3.0E-13                       ,+/- 0.3E-13 ,erg/cm^2^/s          ,457000000000000.0,30000000000.0,+/- 3.00E+09 ,Jy-Hz                ,"Line
",Broad component; nuclear line           ,2004A&A...414..453A,47
47,48,H{alpha} line CASLEO , 1.10E-13                      ,+/- 0.05E-13 ,erg/cm^2^/s          ,457000000000000.0,11000000000.0,+/- 5.00E+08 ,Jy-Hz                ,"Line
",Narrow component; nuclear line          ,2004A&A...414..453A,48
48,49,H{alpha} 6563        , 89.60E-15                     ,+/- 7.00E-15 ,erg/s/cm^2^          ,457000000000000.0,8960000000.0,+/- 7.00E+08 ,Jy-Hz                ,"Line
",Nuclear spectrum                        ,2010ApJS..190..233M,49
49,50,[N II] line (CASLEO) , 1.33E-13                      ,+/- 0.07E-13 ,erg/cm^2^/s          ,455000000000000.0,13300000000.0,+/- 7.00E+08 ,Jy-Hz                ,"Line
",Nuclear line                            ,2004A&A...414..453A,50
50,51,[N II] 6584          , 77.10E-15                     ,+/- 5.90E-15 ,erg/s/cm^2^          ,455000000000000.0,7710000000.0,+/- 5.90E+08 ,Jy-Hz                ,"Line
",Nuclear spectrum                        ,2010ApJS..190..233M,51
51,52,R                    , 0.47                          ,           ...,Jy                   ,454000000000000.0,0.47,    ...      ,Jy                   ,"Broad-band
",                                        ,2007ApJ...655..863D,52
52,53,R' (Johnson)         , 9.39                          ,           ...,mag                  ,448000000000000.0,0.488,    ...      ,Jy                   ,"Broad-band
","261.9"" aperture                         ",1988VIrPh.C...0000d,53
53,54,R' (Johnson)         , 9.37                          ,           ...,mag                  ,448000000000000.0,0.49700000000000005,    ...      ,Jy                   ,"Broad-band
","261.9"" aperture                         ",1988VIrPh.C...0000d,54
54,55,R' (Johnson)         , 9.80                          ,           ...,mag                  ,448000000000000.0,0.33399999999999996,    ...      ,Jy                   ,"Broad-band
","134.3"" aperture                         ",1988VIrPh.C...0000d,55
55,56,[S II] line (CASLEO) , 8.36E-14                      ,+/- 0.46E-14 ,erg/cm^2^/s          ,446000000000000.0,8360000000.0,+/- 4.60E+08 ,Jy-Hz                ,"Line
",Nuclear line                            ,2004A&A...414..453A,56
56,57,[S II] 6716          , 17.20E-15                     ,+/- 1.80E-15 ,erg/s/cm^2^          ,446000000000000.0,1720000000.0,+/- 1.80E+08 ,Jy-Hz                ,"Line
",Nuclear spectrum                        ,2010ApJS..190..233M,57
57,58,[S II] 6731          , 17.70E-15                     ,+/- 1.70E-15 ,erg/s/cm^2^          ,445000000000000.0,1770000000.0,+/- 1.70E+08 ,Jy-Hz                ,"Line
",Nuclear spectrum                        ,2010ApJS..190..233M,58
58,59,R                    , 11.56                         ,+/- 0.03   ,mag                  ,428000000000000.0,0.0661,+/- 1.85E-03 ,Jy                   ,"Broad-band
","14.3"" aperture                          ",1983ApJ...265..643H,59
59,60,i                    , 11.40                         ,+/- 0.04   ,mag                  ,405000000000000.0,0.0617,+/- 2.32E-03 ,Jy                   ,"Broad-band
","14.3"" aperture                          ",1983ApJ...265..643H,60
60,61,I_t_ (Kron-Cousins)  , 8.64                          ,+/- 5   %  ,mag                  ,380000000000000.0,0.833,+/- 4.16E-02 ,Jy                   ,"Broad-band
",                                        ,1996ApJS..107...97M,61
61,62,I                    , 10.0750                       ,           ...,mag                  ,379000000000000.0,0.23800000000000002,    ...      ,Jy                   ,"Broad-band
",                                        ,2005MNRAS.361...34D,62
62,63,I                    , 8.70                          ,+/- 0.03   , mag                 ,379000000000000.0,0.8440000000000001,+/- 2.33E-02 ,Jy                   ,"Broad-band
",Observed magnitude                      ,2007ApJS..172..599S,63
63,64,I' (Johnson)         , 8.84                          ,           ...,mag                  ,375000000000000.0,0.652,    ...      ,Jy                   ,"Broad-band
","261.9"" aperture                         ",1988VIrPh.C...0000d,64
64,65,I' (Johnson)         , 9.27                          ,           ...,mag                  ,375000000000000.0,0.439,    ...      ,Jy                   ,"Broad-band
","134.3"" aperture;Low quality data        ",1988VIrPh.C...0000d,65
65,66,I' (Johnson)         , 8.91                          ,           ...,mag                  ,375000000000000.0,0.611,    ...      ,Jy                   ,"Broad-band
","261.9"" aperture                         ",1988VIrPh.C...0000d,66
66,67,I                    , 0.42                          ,           ...,Jy                   ,370000000000000.0,0.42,    ...      ,Jy                   ,"Broad-band
",                                        ,2007ApJ...655..863D,67
67,68,J (RGO)              , 9.90                          ,+/- 0.06   ,mag                  ,250000000000000.0,0.18,+/- 1.02E-02 ,Jy                   ,"Broad-band
","24"" aperture                            ",1981MNRAS.197.1067G,68
68,69,J (RGO)              , 10.83                         ,+/- 0.03   ,mag                  ,250000000000000.0,0.0764,+/- 2.14E-03 ,Jy                   ,"Broad-band
","9"" aperture                             ",1981MNRAS.197.1067G,69
69,70,J (RGO)              , 10.56                         ,+/- 0.07   ,mag                  ,250000000000000.0,0.0979,+/- 6.52E-03 ,Jy                   ,"Broad-band
","12"" aperture                            ",1981MNRAS.197.1067G,70
70,71,J (RGO)              , 9.92                          ,+/- 0.27   ,mag                  ,250000000000000.0,0.177,+/- 4.98E-02 ,Jy                   ,"Broad-band
","25.2"" aperture;Low quality data         ",1973MNRAS.164..155G,71
71,72,J (RGO)              , 10.63                         ,+/- 0.14   ,mag                  ,250000000000000.0,0.0918,+/- 1.26E-02 ,Jy                   ,"Broad-band
","12"" aperture;Low quality data           ",1973MNRAS.164..155G,72
72,73,J (RGO)              , 9.35                          ,+/- 0.13   ,mag                  ,250000000000000.0,0.298,+/- 3.80E-02 ,Jy                   ,"Broad-band
","39"" aperture                            ",1981MNRAS.197.1067G,73
73,74,J (RGO)              , 11.35                         ,+/- 0.03   ,mag                  ,250000000000000.0,0.0473,+/- 1.33E-03 ,Jy                   ,"Broad-band
",                                        ,1981MNRAS.197.1067G,74
74,75,J (RGO)              , 9.92                          ,+/- 0.27   ,mag                  ,250000000000000.0,0.177,+/- 4.98E-02 ,Jy                   ,"Broad-band
","27"" aperture                            ",1981MNRAS.197.1067G,75
75,76,J (RGO)              , 9.7                           ,+/- 0.16   ,mag                  ,250000000000000.0,0.21600000000000003,+/- 3.43E-02 ,Jy                   ,"Broad-band
","25.2"" aperture;Low quality data         ",1973MNRAS.164..155G,76
76,77,J (RGO)              , 9.35                          ,+/- 0.13   ,mag                  ,250000000000000.0,0.298,+/- 3.80E-02 ,Jy                   ,"Broad-band
","37.8"" aperture;Low quality data         ",1973MNRAS.164..155G,77
77,78,J (RGO)              , 10.75                         ,+/- 0.06   ,mag                  ,250000000000000.0,0.0822,+/- 4.67E-03 ,Jy                   ,"Broad-band
","9"" aperture                             ",1979MNRAS.186p..29G,78
78,79,J (RGO)              , 9.70                          ,+/- 0.16   ,mag                  ,250000000000000.0,0.21600000000000003,+/- 3.43E-02 ,Jy                   ,"Broad-band
","27"" aperture                            ",1981MNRAS.197.1067G,79
79,80,J (RGO)              , 10.13                         ,+/- 0.06   ,mag                  ,250000000000000.0,0.145,+/- 8.27E-03 ,Jy                   ,"Broad-band
","18"" aperture                            ",1981MNRAS.197.1067G,80
80,81,J (2MASS/CTIO)       , 11.73                         ,+/- 0.107  ,mag                  ,243000000000000.0,0.0324,+/- 3.19E-03 ,Jy                   ,"Broad-band
",Profile-fit; Poor quality               ,2006AJ....131.1163S,81
81,82,J (2MASS/CTIO)       , 10.917                        ,+/- 0.007  ,mag                  ,243000000000000.0,0.0685,+/- 4.42E-04 ,Jy                   ,"Broad-band
","4"" aperture                             ",2006AJ....131.1163S,82
82,83,J (Johnson)          , 9.64                          ,+/- 0.03   ,mag                  ,242000000000000.0,0.223,+/- 6.26E-03 ,Jy                   ,"Broad-band
","28.6"" aperture                          ",1977HarvU.T00M....A,83
83,84,J (Johnson)          , 9.02                          ,+/- 0.06   ,mag                  ,242000000000000.0,0.395,+/- 2.25E-02 ,Jy                   ,"Broad-band
","55.8"" aperture                          ",1977HarvU.T00M....A,84
84,85,J_20 (2MASS LGA)     , 7.916                         ,+/- 0.016  ,mag                  ,240000000000000.0,1.09,+/- 1.61E-02 ,Jy                   ,"Broad-band
", 226.6 x  215.3 arcsec integration area.,2003AJ....125..525J,85
85,86,J_Kron (2MASS LGA)   , 7.843                         ,+/- 0.017  ,mag                  ,240000000000000.0,1.16,+/- 1.83E-02 ,Jy                   ,"Broad-band
", 272.6 x  259.0 arcsec integration area.,2003AJ....125..525J,86
86,87,J_tot (2MASS LGA)    , 7.755                         ,+/- 0.023  ,mag                  ,240000000000000.0,1.26,+/- 2.69E-02 ,Jy                   ,"Broad-band
",                                        ,2003AJ....125..525J,87
87,88,J_14arcsec (2MASS)   , 10.262                        ,+/- 0.015  ,mag                  ,240000000000000.0,0.125,+/- 1.74E-03 ,Jy                   ,"Broad-band
",14.0 x 14.0 arcsec aperture             ,20032MASX.C.......:,88
88,89,J                    , 10.70                         ,+/- 0.18   ,mag                  ,240000000000000.0,0.0787,+/- 1.42E-02 ,Jy                   ,"Broad-band
","13.5"" aperture;Low quality data         ",1983ApJ...265..643H,89
89,90,H (RGO)              , 9.15                          ,+/- 0.03   ,mag                  ,183000000000000.0,0.225,+/- 6.31E-03 ,Jy                   ,"Broad-band
","24"" aperture                            ",1981MNRAS.197.1067G,90
90,91,H (RGO)              , 10.61                         ,+/- 0.03   ,mag                  ,183000000000000.0,0.0587,+/- 1.64E-03 ,Jy                   ,"Broad-band
",                                        ,1981MNRAS.197.1067G,91
91,92,H (RGO)              , 8.49                          ,+/- 0.10   ,mag                  ,183000000000000.0,0.414,+/- 3.99E-02 ,Jy                   ,"Broad-band
","39"" aperture                            ",1981MNRAS.197.1067G,92
92,93,H (RGO)              , 9.76                          ,+/- 0.14   ,mag                  ,183000000000000.0,0.129,+/- 1.77E-02 ,Jy                   ,"Broad-band
","12"" aperture;Low quality data           ",1973MNRAS.164..155G,93
93,94,H (RGO)              , 9.40                          ,+/- 0.03   ,mag                  ,183000000000000.0,0.179,+/- 5.02E-03 ,Jy                   ,"Broad-band
","18"" aperture                            ",1981MNRAS.197.1067G,94
94,95,H (RGO)              , 8.49                          ,+/- 0.10   ,mag                  ,183000000000000.0,0.414,+/- 3.99E-02 ,Jy                   ,"Broad-band
","37.8"" aperture                          ",1973MNRAS.164..155G,95
95,96,H (RGO)              , 9.09                          ,+/- 0.17   ,mag                  ,183000000000000.0,0.23800000000000002,+/- 4.04E-02 ,Jy                   ,"Broad-band
","25.2"" aperture;Low quality data         ",1973MNRAS.164..155G,96
96,97,H (RGO)              , 10.03                         ,+/- 0.05   ,mag                  ,183000000000000.0,0.1,+/- 4.72E-03 ,Jy                   ,"Broad-band
","9"" aperture                             ",1979MNRAS.186p..29G,97
97,98,H (RGO)              , 9.09                          ,+/- 0.17   ,mag                  ,183000000000000.0,0.23800000000000002,+/- 4.04E-02 ,Jy                   ,"Broad-band
","27"" aperture                            ",1981MNRAS.197.1067G,98
98,99,H (RGO)              , 10.09                         ,+/- 0.03   ,mag                  ,183000000000000.0,0.0948,+/- 2.66E-03 ,Jy                   ,"Broad-band
","9"" aperture                             ",1981MNRAS.197.1067G,99
99,100,H (RGO)              , 8.91                          ,+/- 0.09   ,mag                  ,183000000000000.0,0.281,+/- 2.43E-02 ,Jy                   ,"Broad-band
","25.2"" aperture                          ",1973MNRAS.164..155G,100
100,101,H (RGO)              , 8.91                          ,+/- 0.09   ,mag                  ,183000000000000.0,0.281,+/- 2.43E-02 ,Jy                   ,"Broad-band
","27"" aperture                            ",1981MNRAS.197.1067G,101
101,102,H (RGO)              , 9.82                          ,+/- 0.03   ,mag                  ,183000000000000.0,0.122,+/- 3.41E-03 ,Jy                   ,"Broad-band
","12"" aperture                            ",1981MNRAS.197.1067G,102
102,103,H_20 (2MASS LGA)     , 7.336                         ,+/- 0.017  ,mag                  ,182000000000000.0,1.19,+/- 1.88E-02 ,Jy                   ,"Broad-band
", 226.6 x  215.3 arcsec integration area.,2003AJ....125..525J,103
103,104,H_Kron (2MASS LGA)   , 7.278                         ,+/- 0.019  ,mag                  ,182000000000000.0,1.26,+/- 2.22E-02 ,Jy                   ,"Broad-band
", 272.6 x  259.0 arcsec integration area.,2003AJ....125..525J,104
104,105,H_tot (2MASS LGA)    , 7.213                         ,+/- 0.029  ,mag                  ,182000000000000.0,1.33,+/- 3.61E-02 ,Jy                   ,"Broad-band
",                                        ,2003AJ....125..525J,105
105,106,H_14arcsec (2MASS)   , 9.566                         ,+/- 0.015  ,mag                  ,182000000000000.0,0.153,+/- 2.12E-03 ,Jy                   ,"Broad-band
",14.0 x 14.0 arcsec aperture             ,20032MASX.C.......:,106
106,107,H                    , 9.25                          ,+/- 0.02   ,mag                  ,182000000000000.0,0.204,+/- 3.76E-03 ,Jy                   ,"Broad-band
",Bulge magnitude                         ,2006A&A...452..451Z,107
107,108,H                    , 7.65                          ,+/- 0.00   ,mag                  ,182000000000000.0,0.892,+/- 0.00E+00 ,Jy                   ,"Broad-band
",Disk magnitude                          ,2006A&A...452..451Z,108
108,109,H                    , 11.70                         ,+/- 0.03   ,mag                  ,182000000000000.0,0.0214,+/- 5.91E-04 ,Jy                   ,"Broad-band
",Nucleus magnitude                       ,2006A&A...452..451Z,109
109,110,H                    , 10.00                         ,+/- 0.18   ,mag                  ,182000000000000.0,0.099,+/- 1.79E-02 ,Jy                   ,"Broad-band
","13.5"" aperture;Low quality data         ",1983ApJ...265..643H,110
110,111,H (Johnson)          , 8.90                          ,+/- 0.03   ,mag                  ,182000000000000.0,0.29600000000000004,+/- 8.30E-03 ,Jy                   ,"Broad-band
","28.6"" aperture                          ",1977HarvU.T00M....A,111
111,112,H (Johnson)          , 8.28                          ,+/- 0.03   ,mag                  ,182000000000000.0,0.524,+/- 1.47E-02 ,Jy                   ,"Broad-band
","55.8"" aperture                          ",1977HarvU.T00M....A,112
112,113,H (2MASS/CTIO)       , 10.174                        ,+/- 0.005  ,mag                  ,180000000000000.0,0.0872,+/- 4.02E-04 ,Jy                   ,"Broad-band
","4"" aperture                             ",2006AJ....131.1163S,113
113,114,H (2MASS/CTIO)       , 10.913                        ,+/- 0.125  ,mag                  ,180000000000000.0,0.0442,+/- 5.08E-03 ,Jy                   ,"Broad-band
",Profile-fit; Poor quality               ,2006AJ....131.1163S,114
114,115,K_s (AAT)            , 6.88                          ,           ..., mag                 ,140000000000000.0,1.18,    ...      ,Jy                   ,"Broad-band
",                                        ,2009AJ....137.4487B,115
115,116,K_s (2MASS/CTIO)     , 9.826                         ,+/- 0.005  ,mag                  ,139000000000000.0,0.0783,+/- 3.60E-04 ,Jy                   ,"Broad-band
","4"" aperture                             ",2006AJ....131.1163S,116
116,117,K_s (2MASS/CTIO)     , 10.398                        ,+/- 0.085  ,mag                  ,139000000000000.0,0.0462,+/- 3.62E-03 ,Jy                   ,"Broad-band
",Profile-fit; Poor quality               ,2006AJ....131.1163S,117
117,118,K_Kron (2MASS LGA)   , 6.972                         ,+/- 0.020  ,mag                  ,138000000000000.0,1.08,+/- 2.02E-02 ,Jy                   ,"Broad-band
", 272.6 x  259.0 arcsec integration area.,2003AJ....125..525J,118
118,119,K_20 (2MASS LGA)     , 7.037                         ,+/- 0.018  ,mag                  ,138000000000000.0,1.02,+/- 1.71E-02 ,Jy                   ,"Broad-band
", 226.6 x  215.3 arcsec integration area.,2003AJ....125..525J,119
119,120,K_tot (2MASS LGA)    , 6.886                         ,+/- 0.034  ,mag                  ,138000000000000.0,1.17,+/- 3.73E-02 ,Jy                   ,"Broad-band
",                                        ,2003AJ....125..525J,120
120,121,K_s_14arcsec (2MASS) , 9.216                         ,+/- 0.015  ,mag                  ,138000000000000.0,0.13699999999999998,+/- 1.91E-03 ,Jy                   ,"Broad-band
",14.0 x 14.0 arcsec aperture             ,20032MASX.C.......:,121
121,122,K (RGO)              , 9.75                          ,+/- 0.03   ,mag                  ,137000000000000.0,0.0818,+/- 2.29E-03 ,Jy                   ,"Broad-band
","9"" aperture                             ",1981MNRAS.197.1067G,122
122,123,K (RGO)              , 8.34                          ,+/- 0.08   ,mag                  ,137000000000000.0,0.3,+/- 2.29E-02 ,Jy                   ,"Broad-band
","37.8"" aperture                          ",1973MNRAS.164..155G,123
123,124,K (RGO)              , 9.12                          ,+/- 0.03   ,mag                  ,137000000000000.0,0.146,+/- 4.10E-03 ,Jy                   ,"Broad-band
","18"" aperture                            ",1981MNRAS.197.1067G,124
124,125,K (RGO)              , 8.64                          ,+/- 0.11   ,mag                  ,137000000000000.0,0.228,+/- 2.43E-02 ,Jy                   ,"Broad-band
","27"" aperture                            ",1981MNRAS.197.1067G,125
125,126,K (RGO)              , 9.66                          ,+/- 0.05   ,mag                  ,137000000000000.0,0.0889,+/- 4.19E-03 ,Jy                   ,"Broad-band
","9"" aperture                             ",1979MNRAS.186p..29G,126
126,127,K (RGO)              , 9.45                          ,+/- 0.09   ,mag                  ,137000000000000.0,0.10800000000000001,+/- 9.32E-03 ,Jy                   ,"Broad-band
","12"" aperture                            ",1973MNRAS.164..155G,127
127,128,K (RGO)              , 8.88                          ,+/- 0.03   ,mag                  ,137000000000000.0,0.182,+/- 5.11E-03 ,Jy                   ,"Broad-band
","24"" aperture                            ",1981MNRAS.197.1067G,128
128,129,K (RGO)              , 8.69                          ,+/- 0.35   ,mag                  ,137000000000000.0,0.217,+/- 8.26E-02 ,Jy                   ,"Broad-band
","27"" aperture                            ",1981MNRAS.197.1067G,129
129,130,K (RGO)              , 8.69                          ,+/- 0.35   ,mag                  ,137000000000000.0,0.217,+/- 8.26E-02 ,Jy                   ,"Broad-band
","25.2"" aperture;Low quality data         ",1973MNRAS.164..155G,130
130,131,K (RGO)              , 8.64                          ,+/- 0.11   ,mag                  ,137000000000000.0,0.228,+/- 2.43E-02 ,Jy                   ,"Broad-band
","25.2"" aperture;Low quality data         ",1973MNRAS.164..155G,131
