,No.,Observed Passband,Measurement,Uncertainty,Units,Freq (Hz),Measurement.1,Uncertainty.1,Units.1,Mode,Aperture/Qualifiers,Reference Code,No..1
10,11,40-100 keV INTEGRAL  , 12.689E-11                    ,+/- 0.504E-11 ,erg/s/cm^2^          ,1.69e+19,7.51e-07,+/- 2.98E-08 ,Jy                   ,"Broad-band
",                                        ,2010A&A...522A..68T,11
11,12,20-100 keV INTEGRAL  , 63.379E-11                    ,           ..., erg/s/cm^2^         ,1.45e+19,4.37e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2009MNRAS.399..944M,12
12,13,20-100 keV (RXTE)    , 43.48E-11                     ,           ...,erg/cm^2^/s          ,1.45e+19,3e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2011ApJS..193....3R,13
13,14,20-60 keV (INTEGRAL) , 30.74E-11                     ,+/- 0.72E-11 ,erg/s/cm^2^          ,9.67e+18,3.18e-06,+/- 7.45E-08 ,Jy                   ,"Broad-band
",                                        ,2008A&A...485..707P,14
14,15,17-60 keV (INTEGRAL) , 47.38E-11                     ,+/- 0.43E-11 ,erg s^-1^ cm^-2^     ,9.31e+18,5.09e-06,+/- 4.62E-08 ,Jy                   ,"Broad-band
",                                        ,2007A&A...462...57S,15
15,16,20-50 keV (INTEGRAL) , 3.2E-10                       ,+/- 0.1E-10 ,ergs s^-1^ cm^-2^    ,8.46e+18,3.78e-06,+/- 1.18E-07 ,Jy                   ,"Broad-band
",                                        ,2005ApJ...625...89K,16
16,17,15-55 keV (Swift)    , 24.60E-11                     ,+/- 0.16E-11 ,erg/cm^2^/s          ,8.46e+18,2.91e-06,+/- 1.89E-08 ,Jy                   ,"Broad-band
",                                        ,2009ApJ...699..603A,17
17,18,15-50 keV (Suzaku)   , -9.7                          ,           ...,log(erg/s/cm^2^)     ,7.86e+18,2.54e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2012ApJ...745..107W,18
18,19,20-40 keV (INTEGRAL) , 2.48E-10                      ,+/- 4.54E-12 ,erg cm^-2^ s^-1^     ,7.25e+18,3.41e-06,+/- 6.26E-08 ,Jy                   ,"Broad-band
",                                        ,2006ApJ...636..765B,19
19,20,20-40 keV (INTEGRAL) , 26.13E-11                     ,+/- 0.16E-11 ,erg cm^-2^ s^-1^     ,7.25e+18,3.6e-06,+/- 2.21E-08 ,Jy                   ,"Broad-band
",                                        ,2006ApJ...638..642B,20
20,21,20-40 keV (INTEGRAL) , 33.7                          ,+/- 0.6    , milliCrab           ,7.25e+18,3.52e-06,+/- 6.26E-08 ,Jy                   ,"Broad-band
",Time-averaged flux                      ,2007ApJS..170..175B,21
21,22,20-40 keV (INTEGRAL) , 24.00E-11                     ,           ...,erg/cm^2^/s          ,7.25e+18,3.31e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2009A&A...505..417B,22
22,23,20-40 keV (INTEGRAL) , 8.179E-11                     ,+/- 0.225E-11 ,erg/s/cm^2^          ,7.25e+18,1.13e-06,+/- 3.10E-08 ,Jy                   ,"Broad-band
",                                        ,2010A&A...522A..68T,23
23,24,10-50 keV (Suzaku)   , 2.28                          ,           ...,log(erg/s/cm^2^)     ,7.25e+18,2.63e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2011ApJ...727...19F,24
24,25,4-10 keV (XMM)       , 70.7E-12                      ,           ...,erg/cm^2^/s          ,1.69e+18,4.18e-06,    ...      ,Jy                   ,"Broad-band
",Obs. date: 2006-11-29                   ,2010A&A...521A..57T,25
25,26,F_2-10_ keV          , 18.3                          ,+/- 10  %  ,10^-11^ erg/s/cm^2^  ,1.45e+18,1.26e-05,+/- 1.26E-06 ,Jy                   ,"Broad-band
",Mean; variable.  Energy index 0.55      ,1989MNRAS.240..833T,26
26,27,2-10 keV             , 201.E-12                      ,+/- 10.E-12 ,ergs cm^-2^ s^-1^    ,1.45e+18,1.39e-05,+/- 6.90E-07 ,Jy                   ,"Broad-band
",Flux from 1998ApJS..114...73G           ,2005ApJ...629...61K,27
27,28,2-10 keV (XMM)       , 451.0E-13                     ,           ...,erg cm^-2^ s^-1^     ,1.45e+18,3.11e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2006A&A...446..459C,28
28,29,2-10 keV (INTEGRAL)  , 20.89E-11                     ,+/- 0.01E-11 ,erg cm^-2^ s^-1^     ,1.45e+18,1.4400000000000001e-05,+/- 6.90E-09 ,Jy                   ,"Broad-band
",                                        ,2006ApJ...638..642B,29
29,30,2.0-10 keV (HEAO-1)  , 6.9E-11                       ,           ...,ergs cm^-2^ s^-1^    ,1.45e+18,4.76e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2006AJ....131.2843S,30
30,31,2.0-10 keV           , 4.4E-11                       ,           ...,ergs cm^-2^ s^-1^    ,1.45e+18,3.03e-06,    ...      ,Jy                   ,"Broad-band
",From 2003MNRAS.345..423S                ,2006AJ....131.2843S,31
31,32,2-10 keV             , 9.000E-14                     ,           ...,W/m^2^               ,1.45e+18,6.21e-06,    ...      ,Jy                   ,"Broad-band
",Observed flux                           ,2004A&A...418..465L,32
32,33,2-10 keV             , 9.00E-14                      ,           ...,W/m^2^               ,1.45e+18,6.21e-06,    ...      ,Jy                   ,"Broad-band
",Intrinsic flux                          ,2004A&A...418..465L,33
33,34,2-10 keV (BeppoSAX)  , 12.70E-11                     ,+/- 0.60E-11 , erg/cm^2^/s         ,1.45e+18,8.76e-06,+/- 4.14E-07 ,Jy                   ,"Broad-band
",                                        ,2007A&A...472..705V,34
34,35,2-10 keV (XMM)       , 4.47E-11                      ,           ..., erg/cm^2^/s         ,1.45e+18,3.08e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2007MNRAS.382..194N,35
35,36,2-10 keV (XMM)       , 22.84E-11                     ,           ..., erg/cm^2^/s         ,1.45e+18,1.58e-05,    ...      ,Jy                   ,"Broad-band
",                                        ,2007MNRAS.382..194N,36
36,37,2-10 keV (XMM)       , 4.54E-11                      ,           ..., erg/cm^2^/s         ,1.45e+18,3.13e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2007MNRAS.382..194N,37
37,38,2-10 keV (XMM)       , 21000.5E-1                    ,           ...,erg/s/cm^2^          ,1.45e+18,1.4499999999999998e-05,    ...      ,Jy                   ,"Broad-band
",Observed flux                           ,2009A&A...500..999A,38
38,39,2-10 keV (Chandra)   , 14.9E-11                      ,           ...,erg/cm^2^/s          ,1.45e+18,1.0300000000000001e-05,    ...      ,Jy                   ,"Broad-band
",                                        ,2010ApJS..187..581S,39
39,40,2-10 keV (XMM)       , 83.E-12                       ,           ...,erg/s/cm^2^          ,1.45e+18,5.72e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2010ApJ...713L..11Z,40
40,41,2-10 keV (Chandra)   , 11.3E-11                      ,+/- 2.2E-11 ,erg/s/cm^2^          ,1.45e+18,7.79e-06,+/- 1.52E-06 ,Jy                   ,"Broad-band
",Nuclear flux; variable                  ,2010ApJ...714.1497W,41
41,42,2-10 keV (XMM)       , 828.83E-13                    ,           ...,erg/cm^2^/s          ,1.45e+18,5.72e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2011A&A...532A..84S,42
42,43,2-10 keV (RXTE)      , 16.92E-11                     ,           ...,erg/cm^2^/s          ,1.45e+18,1.17e-05,    ...      ,Jy                   ,"Broad-band
",                                        ,2011ApJS..193....3R,43
43,44,2-10 keV (Suzaku)    , -10.4                         ,           ...,log(erg/s/cm^2^)     ,1.45e+18,2.75e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2012ApJ...745..107W,44
44,45,2-10 keV (XMM)       , 4678E-14                      ,           ...,erg/s/cm^2^          ,1.45e+18,3.23e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2011MNRAS.413.1206B,45
45,46,0.5-10 keV (Chandra) , 1.1E-10                       ,           ...,erg/s/cm^2^          ,1.27e+18,8.66e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2009ApJ...704.1195W,46
46,47,0.3-8 keV (Chandra)  , 7.78E-12                      ,           ...,erg/s/cm^2^          ,1e+18,7.78e-07,    ...      ,Jy                   ,"Broad-band
",                                        ,2011ApJS..192...10L,47
47,48,0.4-4 keV (BeppoSAX) , 6.1E-12                       ,           ...,erg/cm^2^/s          ,5.32e+17,1.15e-06,    ...      ,Jy                   ,"Broad-band
",Scattering component                    ,2007MNRAS.377..607P,48
48,49,0.4-4 keV (BeppoSAX) , 4.5E-12                       ,           ...,erg/cm^2^/s          ,5.32e+17,8.459999999999999e-07,    ...      ,Jy                   ,"Broad-band
",Scattering component                    ,2007MNRAS.377..607P,49
49,50,0.4-4 keV (BeppoSAX) , 1.8E-12                       ,           ...,erg/cm^2^/s          ,5.32e+17,3.38e-07,    ...      ,Jy                   ,"Broad-band
",Thermal component                       ,2007MNRAS.377..607P,50
50,51,0.2-4 keV (EINSTEIN) , 97.00E-13                     ,           ...,ergs sec^-1^ cm^-2^  ,5.25e+17,1.85e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,1992ApJS...80..531F,51
51,52,0.2-4 keV (EINSTEIN) , 113.10E-13                    ,           ...,ergs sec^-1^ cm^-2^  ,5.25e+17,2.16e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,1992ApJS...80..531F,52
52,53,0.5-2 keV (XMM)      , 29.7E-13                      ,           ...,erg cm^-2^ s^-1^     ,3.02e+17,9.83e-07,    ...      ,Jy                   ,"Broad-band
",                                        ,2006A&A...446..459C,53
53,54,0.5-2 keV (XMM)      , 29.49E-13                     ,           ...,erg/cm^2^/s          ,3.02e+17,9.759999999999998e-07,    ...      ,Jy                   ,"Broad-band
",                                        ,2011A&A...532A..84S,54
54,55,0.3-2 keV (Suzaku)   , -11.7                         ,           ...,log(erg/s/cm^2^)     ,2.78e+17,7.179999999999999e-07,    ...      ,Jy                   ,"Broad-band
",                                        ,2012ApJ...745..107W,55
55,56,1030 A (FUSE)        , 7.3E-14                       ,           ...,erg/cm^2^/s/A        ,2910000000000000.0,0.00259,    ...      ,Jy                   ,"Broad-band
",S/N = 32.9                              ,2006ApJS..165..229F,56
56,57,1450 A               , 35.E-14                       ,+/- 15.E-14 ,ergs/cm^2^/s/A       ,2070000000000000.0,0.0246,+/- 1.05E-02 ,Jy                   ,"Broad-band
",                                        ,2005ApJ...629...61K,57
57,58,1550 A (OAO)         , 10.15                         ,+/- 0.53   ,mag                  ,1930000000000000.0,0.0254,+/- 1.60E-02 ,Jy                   ,"Broad-band
",Aperture 10.0 arcmin                    ,1982ApJ...256....1C,58
58,59,1910 A (OAO)         , 11.49                         ,+/- 0.40   ,mag                  ,1570000000000000.0,0.0112,+/- 5.00E-03 ,Jy                   ,"Broad-band
",Aperture 10.0 arcmin                    ,1982ApJ...256....1C,59
59,60,2460 A (OAO)         , 12.17                         ,+/- 0.31   ,mag                  ,1220000000000000.0,0.00995,+/- 3.29E-03 ,Jy                   ,"Broad-band
",Aperture 10.0 arcmin                    ,1982ApJ...256....1C,60
60,61,2980 A (OAO)         , 11.17                         ,+/- 0.18   ,mag                  ,1010000000000000.0,0.0367,+/- 6.61E-03 ,Jy                   ,"Broad-band
",Aperture 10.0 arcmin                    ,1982ApJ...256....1C,61
61,62,3320 A (OAO)         , 10.80                         ,+/- 0.12   ,mag                  ,903000000000000.0,0.064,+/- 7.48E-03 ,Jy                   ,"Broad-band
",Aperture 10.0 arcmin                    ,1982ApJ...256....1C,62
62,63,3390A                , 1.524                         ,+/- 10  %  ,10^-26 erg/cm^2/s/Hz ,885000000000000.0,0.0152,+/- 1.52E-03 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,63
63,64,3448A                , 1.596                         ,+/- 10  %  ,10^-26 erg/cm^2/s/Hz ,870000000000000.0,0.016,+/- 5.96E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,64
64,65,3509A                , 1.511                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,855000000000000.0,0.0151,+/- 7.56E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,65
65,66,3571A                , 1.509                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,840000000000000.0,0.0151,+/- 7.55E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,66
66,67,u (SDSS PSF) AB      , 12.736                        ,+/- 0.016  ,asinh mag            ,836000000000000.0,0.0303,+/- 4.47E-04 ,Jy                   ,"Broad-band
",SDSS Qualifiers ,2007SDSS6.C...0000:,67
67,68,u (SDSS CModel) AB   , 12.742                        ,           ...,asinh mag            ,836000000000000.0,0.0301,    ...      ,Jy                   ,"Broad-band
",SDSS Qualifiers ,2007SDSS6.C...0000:,68
68,69,u (SDSS Model) AB    , 13.590                        ,+/- 0.004  ,asinh mag            ,836000000000000.0,0.0138,+/- 5.09E-05 ,Jy                   ,"Broad-band
",SDSS Qualifiers ,2007SDSS6.C...0000:,69
69,70,3636A                , 1.535                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,825000000000000.0,0.0154,+/- 7.68E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,70
70,71,U (Johnson)          , 26.53                         ,+/- 0.93   ,milliJy              ,819000000000000.0,0.0265,+/- 9.30E-04 ,Jy                   ,"Broad-band
","63.6"" aperture                          ",1983ApJS...52..341M,71
71,72,U (Johnson)          , 22.02                         ,+/- 0.51   ,milliJy              ,819000000000000.0,0.022,+/- 5.10E-04 ,Jy                   ,"Broad-band
","31.8"" aperture                          ",1983ApJS...52..341M,72
72,73,U (Johnson)          , 19.85                         ,+/- 0.46   ,milliJy              ,819000000000000.0,0.0198,+/- 4.60E-04 ,Jy                   ,"Broad-band
","20.2"" aperture                          ",1983ApJS...52..341M,73
73,74,U (Johnson)          , 16.40                         ,+/- 0.53   ,milliJy              ,819000000000000.0,0.0164,+/- 5.30E-04 ,Jy                   ,"Broad-band
","10.7"" aperture                          ",1983ApJS...52..341M,74
74,75,U (Johnson)          , 15.85                         ,+/- 0.37   ,milliJy              ,819000000000000.0,0.0159,+/- 3.70E-04 ,Jy                   ,"Broad-band
"," 7.5"" aperture                          ",1983ApJS...52..341M,75
75,76,U (Johnson)          , 23.77                         ,+/- 0.84   ,milliJy              ,819000000000000.0,0.0238,+/- 8.40E-04 ,Jy                   ,"Broad-band
","47.7"" aperture                          ",1983ApJS...52..341M,76
76,77,U (Johnson)          , 18.47                         ,+/- 0.43   ,milliJy              ,819000000000000.0,0.0185,+/- 4.30E-04 ,Jy                   ,"Broad-band
","15.4"" aperture                          ",1983ApJS...52..341M,77
77,78,U (U_T^0)            , 10.50                         ,           ...,mag                  ,819000000000000.0,0.114,    ...      ,Jy                   ,"Broad-band
",Nucleus is variable                     ,1991RC3.9.C...0000d,78
78,79,U (U_T)              , 11.33                         ,+/- 0.20   ,mag                  ,819000000000000.0,0.0532,+/- 1.10E-02 ,Jy                   ,"Broad-band
",Nucleus is variable                     ,1991RC3.9.C...0000d,79
79,80,3704A                , 1.537                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,810000000000000.0,0.0154,+/- 7.69E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,80
80,81,3862A                , 1.538                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,777000000000000.0,0.0154,+/- 7.69E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,81
81,82,4032A                , 1.559                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,744000000000000.0,0.0156,+/- 7.80E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,82
82,83,4167A                , 1.580                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,720000000000000.0,0.0158,+/- 7.90E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,83
83,84,4255A                , 1.549                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,705000000000000.0,0.0155,+/- 7.75E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,84
84,85,4250 A (OAO)         , 10.25                         ,+/- 0.07   ,mag                  ,705000000000000.0,0.174,+/- 1.16E-02 ,Jy                   ,"Broad-band
",Aperture 10.0 arcmin                    ,1982ApJ...256....1C,85
85,86,4350A                , 1.722                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,690000000000000.0,0.0172,+/- 8.61E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,86
86,87,V (MAGNUM)           , 18.69                         ,+/- 0.90   ,milliJy              ,683000000000000.0,0.0187,+/- 9.00E-04 ,Jy                   ,"Broad-band
","8.3"" aperture                           ",2010ApJ...711..461S,87
87,88,m_p                  , 11.2                          ,+/- 0.4    ,mag                  ,681000000000000.0,0.141,+/- 6.28E-02 ,Jy                   ,"Broad-band
",                                        ,1966CGCG3.C...0000Z,88
88,89,B (B_T^0)            , 10.71                         ,           ...,mag                  ,681000000000000.0,0.222,    ...      ,Jy                   ,"Broad-band
",Nucleus is variable                     ,1991RC3.9.C...0000d,89
89,90,B (B_T)              , 11.50                         ,+/- 0.20   ,mag                  ,681000000000000.0,0.107,+/- 2.16E-02 ,Jy                   ,"Broad-band
",Nucleus is variable                     ,1991RC3.9.C...0000d,90
90,91,B (m_B)              , 10.90                         ,+/- 0.15   ,mag                  ,681000000000000.0,0.18600000000000003,+/- 2.76E-02 ,Jy                   ,"Broad-band
",                                        ,1991RC3.9.C...0000d,91
91,92,4464A                , 1.621                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,672000000000000.0,0.0162,+/- 8.11E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,92
92,93,B (Johnson)          , 37.41                         ,+/- 0.61   ,milliJy              ,669000000000000.0,0.0374,+/- 6.10E-04 ,Jy                   ,"Broad-band
","20.2"" aperture                          ",1983ApJS...52..341M,93
93,94,B (Johnson)          , 44.94                         ,+/- 0.72   ,milliJy              ,669000000000000.0,0.0449,+/- 7.20E-04 ,Jy                   ,"Broad-band
","31.8"" aperture                          ",1983ApJS...52..341M,94
94,95,B (Johnson)          , 52.07                         ,+/- 1.41   ,milliJy              ,669000000000000.0,0.0521,+/- 1.41E-03 ,Jy                   ,"Broad-band
","47.7"" aperture                          ",1983ApJS...52..341M,95
95,96,B (Johnson)          , 27.61                         ,+/- 0.70   ,milliJy              ,669000000000000.0,0.0276,+/- 7.00E-04 ,Jy                   ,"Broad-band
","10.7"" aperture                          ",1983ApJS...52..341M,96
96,97,B (Johnson)          , 32.80                         ,+/- 0.53   ,milliJy              ,669000000000000.0,0.0328,+/- 5.30E-04 ,Jy                   ,"Broad-band
","15.4"" aperture                          ",1983ApJS...52..341M,97
97,98,B (Johnson)          , 24.40                         ,+/- 0.45   ,milliJy              ,669000000000000.0,0.0244,+/- 4.50E-04 ,Jy                   ,"Broad-band
"," 7.5"" aperture                          ",1983ApJS...52..341M,98
98,99,B (Johnson)          , 59.29                         ,+/- 1.61   ,milliJy              ,669000000000000.0,0.0593,+/- 1.61E-03 ,Jy                   ,"Broad-band
","63.6"" aperture                          ",1983ApJS...52..341M,99
99,100,4566A                , 1.677                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,657000000000000.0,0.0168,+/- 8.39E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,100
100,101,4785A                , 1.733                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,627000000000000.0,0.0173,+/- 8.67E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,101
101,102,g (SDSS PSF) AB      , 14.947                        ,+/- 0.036  ,asinh mag            ,617000000000000.0,0.00381,+/- 1.26E-04 ,Jy                   ,"Broad-band
",SDSS Qualifiers ,2007SDSS6.C...0000:,102
102,103,g (SDSS CModel) AB   , 12.336                        ,           ...,asinh mag            ,617000000000000.0,0.0422,    ...      ,Jy                   ,"Broad-band
",SDSS Qualifiers ,2007SDSS6.C...0000:,103
103,104,g (SDSS Model) AB    , 12.295                        ,+/- 0.006  ,asinh mag            ,617000000000000.0,0.0439,+/- 2.42E-04 ,Jy                   ,"Broad-band
",SDSS Qualifiers ,2007SDSS6.C...0000:,104
104,105,4900A                , 2.015                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,612000000000000.0,0.0202,+/- 1.01E-03 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,105
105,106,4950A                , 1.857                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,606000000000000.0,0.0186,+/- 9.29E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,106
106,107,5000A                , 2.123                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,600000000000000.0,0.0212,+/- 1.06E-03 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,107
107,108,[O III] 5007 (SDSS)  , 1125847E-1                    ,           ...,erg/s/cm^2^          ,599000000000000.0,1130000000000.0,    ...      ,Jy-Hz                ,"Line
",                                        ,2011ApJ...742...73Z,108
108,109,5050A                , 2.391                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,594000000000000.0,0.0239,+/- 1.20E-03 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,109
109,110,5100A                , 1.775                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,588000000000000.0,0.0178,+/- 8.88E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,110
110,111,5100 A (HST/HRC)     , 29.77E-15                     ,+/- 6.02E-15 ,erg/cm^2^/s/A        ,588000000000000.0,0.0259,+/- 5.23E-03 ,Jy                   ,"Broad-band
","Aperture = 10"" x 13""                    ",2006ApJ...644..133B,111
111,112,5263A                , 1.785                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,570000000000000.0,0.0179,+/- 8.93E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,112
112,113,5350A                , 1.825                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,561000000000000.0,0.0182,+/- 9.13E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,113
113,114,B (MAGNUM)           , 9.31                          ,+/- 0.37   ,milliJy              ,549000000000000.0,0.009309999999999999,+/- 3.70E-04 ,Jy                   ,"Broad-band
","8.3"" aperture                           ",2010ApJ...711..461S,114
114,115,V (Johnson)          , 48.03                         ,+/- 1.26   ,milliJy              ,542000000000000.0,0.048,+/- 1.26E-03 ,Jy                   ,"Broad-band
","10.7"" aperture                          ",1983ApJS...52..341M,115
115,116,V (Johnson)          , 66.73                         ,+/- 1.08   ,milliJy              ,542000000000000.0,0.0667,+/- 1.08E-03 ,Jy                   ,"Broad-band
","20.2"" aperture                          ",1983ApJS...52..341M,116
116,117,V (Johnson)          , 12.34                         ,+/- 0.05   ,mag                  ,542000000000000.0,0.142,+/- 6.71E-03 ,Jy                   ,"Broad-band
","9"" aperture                             ",1978ApJS...38..267O,117
117,118,V (Johnson)          , 11.91                         ,+/- 0.05   ,mag                  ,542000000000000.0,0.0627,+/- 2.95E-03 ,Jy                   ,"Broad-band
","27"" aperture                            ",1978ApJS...38..267O,118
118,119,V (Johnson)          , 82.24                         ,+/- 1.32   ,milliJy              ,542000000000000.0,0.0822,+/- 1.32E-03 ,Jy                   ,"Broad-band
","31.8"" aperture                          ",1983ApJS...52..341M,119
119,120,V (Johnson)          , 41.03                         ,+/- 0.67   ,milliJy              ,542000000000000.0,0.041,+/- 6.70E-04 ,Jy                   ,"Broad-band
","7.5"" aperture                           ",1983ApJS...52..341M,120
120,121,V (Johnson)          , 57.96                         ,+/- 0.94   ,milliJy              ,542000000000000.0,0.058,+/- 9.40E-04 ,Jy                   ,"Broad-band
","15.4"" aperture                          ",1983ApJS...52..341M,121
121,122,V (Johnson)          , 11.153                        ,           ...,mag                  ,542000000000000.0,0.126,    ...      ,Jy                   ,"Broad-band
","54.2"" aperture                          ",1968AJ.....73..866W,122
122,123,V (Johnson)          , 11.37                         ,+/- 0.06   ,mag                  ,542000000000000.0,0.10300000000000001,+/- 5.86E-03 ,Jy                   ,"Broad-band
","48"" aperture                            ",1971MNRAS.153...29P,123
123,124,V (Johnson)          , 11.13                         ,+/- 0.06   ,mag                  ,542000000000000.0,0.129,+/- 7.30E-03 ,Jy                   ,"Broad-band
","78"" aperture                            ",1971MNRAS.153...29P,124
124,125,V (Johnson)          , 95.39                         ,+/- 2.69   ,milliJy              ,542000000000000.0,0.0954,+/- 2.69E-03 ,Jy                   ,"Broad-band
","47.7"" aperture                          ",1983ApJS...52..341M,125
125,126,V (Johnson)          , 11.443                        ,           ...,mag                  ,542000000000000.0,0.0966,    ...      ,Jy                   ,"Broad-band
","27.3"" aperture                          ",1968AJ.....73..866W,126
126,127,V (Johnson)          , 12.11                         ,+/- 0.05   ,mag                  ,542000000000000.0,0.142,+/- 6.71E-03 ,Jy                   ,"Broad-band
","18"" aperture                            ",1978ApJS...38..267O,127
127,128,V (Johnson)          , 11.86                         ,           ...,mag                  ,542000000000000.0,0.0656,    ...      ,Jy                   ,"Broad-band
","25"" aperture                            ",1988VIrPh.C...0000d,128
