,No.,Observed Passband,Measurement,Uncertainty,Units,Freq (Hz),Measurement.1,Uncertainty.1,Units.1,Mode,Aperture/Qualifiers,Reference Code,No..1
25,26,U (Johnson)          , 9.93                          ,+/- 0.59   ,milliJy              ,819000000000000.0,0.00993,+/- 5.90E-04 ,Jy                   ,"Broad-band
","22.5"" aperture                          ",1983ApJS...52..341M,26
26,27,U (U_T)              , 10.48                         ,+/- 0.08   ,mag                  ,819000000000000.0,0.11599999999999999,+/- 8.45E-03 ,Jy                   ,"Broad-band
",                                        ,1991RC3.9.C...0000d,27
27,28,U (U_T^0)            , 10.02                         ,           ...,mag                  ,819000000000000.0,0.17800000000000002,    ...      ,Jy                   ,"Broad-band
",                                        ,1991RC3.9.C...0000d,28
28,29,B (B_T)              , 10.32                         ,+/- 0.07   ,mag                  ,681000000000000.0,0.317,+/- 2.11E-02 ,Jy                   ,"Broad-band
",                                        ,1991RC3.9.C...0000d,29
29,30,B (Cousins) (B_26)   , 10.13                         ,+/- 0.09   ,mag                  ,681000000000000.0,0.379,+/- 3.28E-02 ,Jy                   ,"Broad-band
",See ESO-LV catalog for warning flag.    ,1989ESOLV.C...0000L,30
30,31,B (B_T^0)            , 9.93                          ,           ...,mag                  ,681000000000000.0,0.45399999999999996,    ...      ,Jy                   ,"Broad-band
",                                        ,1991RC3.9.C...0000d,31
31,32,B (m_B)              , 10.23                         ,+/- 0.15   ,mag                  ,681000000000000.0,0.345,+/- 5.11E-02 ,Jy                   ,"Broad-band
",                                        ,1991RC3.9.C...0000d,32
32,33,B (Cousins) (B_25)   , 10.20                         ,+/- 0.09   ,mag                  ,681000000000000.0,0.355,+/- 3.07E-02 ,Jy                   ,"Broad-band
",See ESO-LV catalog for warning flag.    ,1989ESOLV.C...0000L,33
33,34,B (Cousins) (B_T)    , 10.08                         ,+/- 0.09   ,mag                  ,681000000000000.0,0.397,+/- 3.43E-02 ,Jy                   ,"Broad-band
",See ESO-LV catalog for warning flag.    ,1989ESOLV.C...0000L,34
34,35,B (Johnson)          , 39.76                         ,+/- 0.79   ,milliJy              ,669000000000000.0,0.0398,+/- 7.90E-04 ,Jy                   ,"Broad-band
","29.3"" aperture                          ",1983ApJS...52..341M,35
35,36,B (Johnson)          , 29.02                         ,+/- 0.62   ,milliJy              ,669000000000000.0,0.029,+/- 6.20E-04 ,Jy                   ,"Broad-band
","22.5"" aperture                          ",1983ApJS...52..341M,36
36,37,B_J                  , 10.0317                       ,           ...,mag                  ,641000000000000.0,0.384,    ...      ,Jy                   ,"Broad-band
",                                        ,2005MNRAS.361...34D,37
37,38,V (Johnson)          , 9.82                          ,           ...,mag                  ,542000000000000.0,0.43,    ...      ,Jy                   ,"Broad-band
","261.9"" aperture                         ",1988VIrPh.C...0000d,38
38,39,V (Johnson)          , 46.98                         ,+/- 0.81   ,milliJy              ,542000000000000.0,0.047,+/- 8.10E-04 ,Jy                   ,"Broad-band
","22.5"" aperture                          ",1983ApJS...52..341M,39
39,40,V (Johnson)          , 67.78                         ,+/- 1.13   ,milliJy              ,542000000000000.0,0.0678,+/- 1.13E-03 ,Jy                   ,"Broad-band
","29.3"" aperture                          ",1983ApJS...52..341M,40
40,41,V (V_T)              , 9.63                          ,+/- 0.07   ,mag                  ,542000000000000.0,0.512,+/- 3.44E-02 ,Jy                   ,"Broad-band
",                                        ,1991RC3.9.C...0000d,41
41,42,V (LCO)              , 9.21                          ,           ..., mag                 ,542000000000000.0,0.754,    ...      ,Jy                   ,"Broad-band
",Isophotal mag                           ,2008ApJ...674..797Z,42
42,43,V (V_T^0)            , 9.34                          ,           ...,mag                  ,542000000000000.0,0.6679999999999999,    ...      ,Jy                   ,"Broad-band
",                                        ,1991RC3.9.C...0000d,43
43,44,R                    , 10.1673                       ,           ...,mag                  ,468000000000000.0,0.264,    ...      ,Jy                   ,"Broad-band
",                                        ,2005MNRAS.361...34D,44
44,45,R (Cousins) (R_T)    , 8.79                          ,+/- 0.09   ,mag                  ,468000000000000.0,0.94,+/- 8.12E-02 ,Jy                   ,"Broad-band
",See ESO-LV catalog for warning flag.    ,1989ESOLV.C...0000L,45
45,46,R (Cousins) (R_25)   , 8.92                          ,+/- 0.09   ,mag                  ,468000000000000.0,0.8370000000000001,+/- 7.23E-02 ,Jy                   ,"Broad-band
",See ESO-LV catalog for warning flag.    ,1989ESOLV.C...0000L,46
46,47,R (Cousins) (R_26)   , 8.85                          ,+/- 0.09   ,mag                  ,468000000000000.0,0.8909999999999999,+/- 7.70E-02 ,Jy                   ,"Broad-band
",See ESO-LV catalog for warning flag.    ,1989ESOLV.C...0000L,47
47,48,R' (Johnson)         , 9.34                          ,           ...,mag                  ,448000000000000.0,0.511,    ...      ,Jy                   ,"Broad-band
","261.9"" aperture                         ",1988VIrPh.C...0000d,48
48,49,R (Johnson)          , 84.65                         ,+/- 2.17   ,milliJy              ,428000000000000.0,0.0847,+/- 2.17E-03 ,Jy                   ,"Broad-band
","22.5"" aperture                          ",1983ApJS...52..341M,49
49,50,R (Johnson)          , 123.27                        ,+/- 3.16   ,milliJy              ,428000000000000.0,0.12300000000000001,+/- 3.16E-03 ,Jy                   ,"Broad-band
","29.3"" aperture                          ",1983ApJS...52..341M,50
50,51,I_t_ (Kron-Cousins)  , 8.35                          ,+/- 5   %  ,mag                  ,380000000000000.0,1.09,+/- 5.44E-02 ,Jy                   ,"Broad-band
",                                        ,1996ApJS..107...97M,51
51,52,I_t_                 , 8.35                          ,           ...,mag                  ,380000000000000.0,1.09,    ...      ,Jy                   ,"Broad-band
",                                        ,1997AJ....113...22G,52
52,53,I_corr_              , 8.24                          ,+/- 0.11   ,mag                  ,380000000000000.0,1.2,+/- 5.03E-01 ,Jy                   ,"Broad-band
",                                        ,1997AJ....113...22G,53
53,54,I                    , 9.7311                        ,           ...,mag                  ,379000000000000.0,0.327,    ...      ,Jy                   ,"Broad-band
",                                        ,2005MNRAS.361...34D,54
54,55,I                    , 8.32                          ,           ..., mag                 ,379000000000000.0,1.2,    ...      ,Jy                   ,"Broad-band
",                                        ,2007ApJS..172..599S,55
55,56,I                    , 8.42                          ,+/- 0.04   , mag                 ,379000000000000.0,1.09,+/- 4.03E-02 ,Jy                   ,"Broad-band
",Observed magnitude                      ,2007ApJS..172..599S,56
56,57,I (LCO)              , 8.05                          ,           ..., mag                 ,379000000000000.0,1.54,    ...      ,Jy                   ,"Broad-band
",Isophotal mag                           ,2008ApJ...674..797Z,57
57,58,I' (Johnson)         , 8.85                          ,           ...,mag                  ,375000000000000.0,0.6459999999999999,    ...      ,Jy                   ,"Broad-band
","261.9"" aperture                         ",1988VIrPh.C...0000d,58
58,59,I (KPNO)             , 8.32                          ,+/- 0.06   ,mag                  ,365000000000000.0,1.2,+/- 6.62E-02 ,Jy                   ,"Broad-band
",                                        ,2006ApJ...653..969T,59
59,60,I (Johnson)          , 125.15                        ,+/- 4.12   ,milliJy              ,333000000000000.0,0.125,+/- 4.12E-03 ,Jy                   ,"Broad-band
","22.5"" aperture                          ",1983ApJS...52..341M,60
60,61,I (Johnson)          , 166.82                        ,+/- 5.38   ,milliJy              ,333000000000000.0,0.16699999999999998,+/- 5.38E-03 ,Jy                   ,"Broad-band
","29.3"" aperture                          ",1983ApJS...52..341M,61
61,62,J (ESO/SPM)          , 148.5                         ,+/- 9.89   ,milliJy              ,250000000000000.0,0.149,+/- 9.89E-03 ,Jy                   ,"Broad-band
","15"" aperture                            ",1995ApJ...453..616S,62
62,63,J (RGO)              , 9.22                          ,+/- 0.09   ,mag                  ,250000000000000.0,0.336,+/- 2.91E-02 ,Jy                   ,"Broad-band
","37.8"" aperture                          ",1973MNRAS.164..155G,63
63,64,J                    , 9.10                          ,+/- 0.12   ,mag                  ,250000000000000.0,0.376,+/- 4.39E-02 ,Jy                   ,"Broad-band
","25"" aperture                            ",1976MNRAS.175..191G,64
64,65,J (RGO)              , 8.95                          ,+/- 0.09   ,mag                  ,250000000000000.0,0.431,+/- 3.73E-02 ,Jy                   ,"Broad-band
","37.8"" aperture                          ",1973MNRAS.164..155G,65
65,66,J (RGO)              , 10.59                         ,+/- 0.10   ,mag                  ,250000000000000.0,0.0953,+/- 9.19E-03 ,Jy                   ,"Broad-band
","12"" aperture;Low quality data           ",1973MNRAS.164..155G,66
66,67,J (2MASS/CTIO)       , 10.777                        ,+/- 0.008  ,mag                  ,243000000000000.0,0.0779,+/- 5.74E-04 ,Jy                   ,"Broad-band
","4"" aperture                             ",2006AJ....131.1163S,67
67,68,J (2MASS/CTIO)       , 11.344                        ,+/- 0.091  ,mag                  ,243000000000000.0,0.0462,+/- 3.87E-03 ,Jy                   ,"Broad-band
",Profile-fit; Poor quality               ,2006AJ....131.1163S,68
68,69,J (Johnson)          , 8.75                          ,+/- 0.03   ,mag                  ,242000000000000.0,0.507,+/- 1.42E-02 ,Jy                   ,"Broad-band
","55.8"" aperture                          ",1977HarvU.T00M....A,69
69,70,J (Johnson)          , 9.33                          ,+/- 0.03   ,mag                  ,242000000000000.0,0.297,+/- 8.32E-03 ,Jy                   ,"Broad-band
","28.6"" aperture                          ",1977HarvU.T00M....A,70
70,71,J_20 (2MASS LGA)     , 7.600                         ,+/- 0.017  ,mag                  ,240000000000000.0,1.45,+/- 2.29E-02 ,Jy                   ,"Broad-band
", 270.8 x  203.1 arcsec integration area.,2003AJ....125..525J,71
71,72,J_Kron (2MASS LGA)   , 7.509                         ,+/- 0.018  ,mag                  ,240000000000000.0,1.58,+/- 2.64E-02 ,Jy                   ,"Broad-band
", 325.8 x  244.3 arcsec integration area.,2003AJ....125..525J,72
72,73,J_tot (2MASS LGA)    , 7.363                         ,+/- 0.026  ,mag                  ,240000000000000.0,1.81,+/- 4.38E-02 ,Jy                   ,"Broad-band
",                                        ,2003AJ....125..525J,73
73,74,J_14arcsec (2MASS)   , 10.052                        ,+/- 0.015  ,mag                  ,240000000000000.0,0.152,+/- 2.11E-03 ,Jy                   ,"Broad-band
",14.0 x 14.0 arcsec aperture             ,20032MASX.C.......:,74
74,75,J (Johnson)          , 322.1                         ,+/- 8.4    ,milliJy              ,238000000000000.0,0.322,+/- 8.40E-03 ,Jy                   ,"Broad-band
","22.8"" aperture                          ",1983ApJS...52..341M,75
75,76,J (Johnson)          , 256.8                         ,+/- 6.8    ,milliJy              ,238000000000000.0,0.257,+/- 6.80E-03 ,Jy                   ,"Broad-band
","13.7"" aperture                          ",1983ApJS...52..341M,76
76,77,J (Johnson)          , 186.0                         ,+/- 5.0    ,milliJy              ,238000000000000.0,0.18600000000000003,+/- 5.00E-03 ,Jy                   ,"Broad-band
","9.1"" aperture                           ",1983ApJS...52..341M,77
77,78,H (ESO/SPM)          , 249.1                         ,+/- 16.59  ,milliJy              ,190000000000000.0,0.249,+/- 1.66E-02 ,Jy                   ,"Broad-band
","15"" aperture                            ",1995ApJ...453..616S,78
78,79,H (Johnson)          , 438.5                         ,+/- 11.1   ,milliJy              ,187000000000000.0,0.439,+/- 1.11E-02 ,Jy                   ,"Broad-band
","13.7"" aperture                          ",1983ApJS...52..341M,79
79,80,H (Johnson)          , 534.5                         ,+/- 15.1   ,milliJy              ,187000000000000.0,0.534,+/- 1.51E-02 ,Jy                   ,"Broad-band
","22.8"" aperture                          ",1983ApJS...52..341M,80
80,81,H (Johnson)          , 320.0                         ,+/- 8.1    ,milliJy              ,187000000000000.0,0.32,+/- 8.10E-03 ,Jy                   ,"Broad-band
","9.1"" aperture                           ",1983ApJS...52..341M,81
81,82,H                    , 8.19                          ,+/- 0.12   ,mag                  ,183000000000000.0,0.546,+/- 6.38E-02 ,Jy                   ,"Broad-band
","25"" aperture                            ",1976MNRAS.175..191G,82
82,83,H (RGO)              , 8.22                          ,+/- 0.09   ,mag                  ,183000000000000.0,0.531,+/- 4.59E-02 ,Jy                   ,"Broad-band
","37.8"" aperture                          ",1973MNRAS.164..155G,83
83,84,H (RGO)              , 9.59                          ,+/- 0.14   ,mag                  ,183000000000000.0,0.15,+/- 2.07E-02 ,Jy                   ,"Broad-band
","12"" aperture;Low quality data           ",1973MNRAS.164..155G,84
84,85,H (RGO)              , 8.21                          ,+/- 0.08   ,mag                  ,183000000000000.0,0.536,+/- 4.10E-02 ,Jy                   ,"Broad-band
","37.8"" aperture                          ",1973MNRAS.164..155G,85
85,86,H_20 (2MASS LGA)     , 6.934                         ,+/- 0.017  ,mag                  ,182000000000000.0,1.72,+/- 2.72E-02 ,Jy                   ,"Broad-band
", 270.8 x  203.1 arcsec integration area.,2003AJ....125..525J,86
86,87,H_Kron (2MASS LGA)   , 6.864                         ,+/- 0.019  ,mag                  ,182000000000000.0,1.84,+/- 3.25E-02 ,Jy                   ,"Broad-band
", 325.8 x  244.3 arcsec integration area.,2003AJ....125..525J,87
87,88,H_tot (2MASS LGA)    , 6.737                         ,+/- 0.031  ,mag                  ,182000000000000.0,2.07,+/- 5.99E-02 ,Jy                   ,"Broad-band
",                                        ,2003AJ....125..525J,88
88,89,H_14arcsec (2MASS)   , 9.171                         ,+/- 0.015  ,mag                  ,182000000000000.0,0.22,+/- 3.06E-03 ,Jy                   ,"Broad-band
",14.0 x 14.0 arcsec aperture             ,20032MASX.C.......:,89
89,90,H (HCO)              , 7.51                          ,+/- 0.03   ,mag                  ,182000000000000.0,0.971,+/- 2.72E-02 ,Jy                   ,"Broad-band
","110.0"" aperture                         ",1981MNRAS.195p...1A,90
90,91,H (HCO)              , 7.19                          ,+/- 0.03   ,mag                  ,182000000000000.0,1.3,+/- 3.65E-02 ,Jy                   ,"Broad-band
","165.2"" aperture                         ",1981MNRAS.195p...1A,91
91,92,H (HCO)              , 7.47                          ,+/- 0.03   ,mag                  ,182000000000000.0,1.01,+/- 2.82E-02 ,Jy                   ,"Broad-band
","110.6"" aperture                         ",1981MNRAS.195p...1A,92
92,93,H (HCO)              , 7.68                          ,+/- 0.03   ,mag                  ,182000000000000.0,0.83,+/- 2.33E-02 ,Jy                   ,"Broad-band
","83.6"" aperture                          ",1981MNRAS.195p...1A,93
93,94,H (HCO)              , 8.01                          ,+/- 0.03   ,mag                  ,182000000000000.0,0.613,+/- 1.72E-02 ,Jy                   ,"Broad-band
","50.4"" aperture                          ",1981MNRAS.195p...1A,94
94,95,H (HCO)              , 7.94                          ,+/- 0.03   ,mag                  ,182000000000000.0,0.654,+/- 1.83E-02 ,Jy                   ,"Broad-band
","55.8"" aperture                          ",1981MNRAS.195p...1A,95
95,96,H (Johnson)          , 8.45                          ,+/- 0.03   ,mag                  ,182000000000000.0,0.44799999999999995,+/- 1.26E-02 ,Jy                   ,"Broad-band
","28.6"" aperture                          ",1977HarvU.T00M....A,96
96,97,H (Johnson)          , 7.94                          ,+/- 0.03   ,mag                  ,182000000000000.0,0.7170000000000001,+/- 2.01E-02 ,Jy                   ,"Broad-band
","55.8"" aperture                          ",1977HarvU.T00M....A,97
97,98,H (2MASS/CTIO)       , 9.834                         ,+/- 0.017  ,mag                  ,180000000000000.0,0.11900000000000001,+/- 1.87E-03 ,Jy                   ,"Broad-band
","4"" aperture                             ",2006AJ....131.1163S,98
98,99,H (2MASS/CTIO)       , 10.24                         ,+/- 0.097  ,mag                  ,180000000000000.0,0.0821,+/- 7.33E-03 ,Jy                   ,"Broad-band
",Profile-fit; Poor quality               ,2006AJ....131.1163S,99
99,100,H_2 1-0 S(1) (VLT)   ,...                            ,<0.78E-18   ,W m^-2^              ,141000000000000.0,,<   7.80E+07 ,Jy                   ,"Line
","Flux extracted in 1"" length of 1"" slit  ",2005ApJ...633..105D,100
100,101,K (VLT/ISAAC)        , 9.8                           ,           ...,mag                  ,139000000000000.0,0.0802,    ...      ,Jy                   ,"Broad-band
","Mag extracted in 1"" length of 1"" slit   ",2005ApJ...633..105D,101
101,102,K_s (2MASS/CTIO)     , 9.03                          ,+/- 0.015  ,mag                  ,139000000000000.0,0.163,+/- 2.25E-03 ,Jy                   ,"Broad-band
","4"" aperture                             ",2006AJ....131.1163S,102
102,103,K_s (2MASS/CTIO)     , 9.229                         ,+/- 0.047  ,mag                  ,139000000000000.0,0.136,+/- 5.87E-03 ,Jy                   ,"Broad-band
",Profile-fit; Poor quality               ,2006AJ....131.1163S,103
103,104,K_20 (2MASS LGA)     , 6.599                         ,+/- 0.018  ,mag                  ,138000000000000.0,1.53,+/- 2.56E-02 ,Jy                   ,"Broad-band
", 270.8 x  203.1 arcsec integration area.,2003AJ....125..525J,104
104,105,K_Kron (2MASS LGA)   , 6.526                         ,+/- 0.020  ,mag                  ,138000000000000.0,1.64,+/- 3.04E-02 ,Jy                   ,"Broad-band
", 325.8 x  244.3 arcsec integration area.,2003AJ....125..525J,105
105,106,K_tot (2MASS LGA)    , 6.373                         ,+/- 0.036  ,mag                  ,138000000000000.0,1.88,+/- 6.35E-02 ,Jy                   ,"Broad-band
",                                        ,2003AJ....125..525J,106
106,107,K_s_14arcsec (2MASS) , 8.517                         ,+/- 0.015  ,mag                  ,138000000000000.0,0.261,+/- 3.64E-03 ,Jy                   ,"Broad-band
",14.0 x 14.0 arcsec aperture             ,20032MASX.C.......:,107
107,108,K (RGO)              , 7.71                          ,+/- 0.09   ,mag                  ,137000000000000.0,0.536,+/- 4.63E-02 ,Jy                   ,"Broad-band
","37.8"" aperture                          ",1973MNRAS.164..155G,108
108,109,K                    , 7.75                          ,+/- 0.12   ,mag                  ,137000000000000.0,0.516,+/- 6.03E-02 ,Jy                   ,"Broad-band
","25"" aperture                            ",1976MNRAS.175..191G,109
109,110,K (RGO)              , 7.81                          ,+/- 0.09   ,mag                  ,137000000000000.0,0.489,+/- 4.22E-02 ,Jy                   ,"Broad-band
","37.8"" aperture                          ",1973MNRAS.164..155G,110
110,111,K (RGO)              , 8.88                          ,+/- 0.08   ,mag                  ,137000000000000.0,0.182,+/- 1.39E-02 ,Jy                   ,"Broad-band
","12"" aperture                            ",1973MNRAS.164..155G,111
111,112,K (ESO/SPM)          , 264.1                         ,+/- 17.59  ,milliJy              ,136000000000000.0,0.264,+/- 1.76E-02 ,Jy                   ,"Broad-band
","15"" aperture                            ",1995ApJ...453..616S,112
112,113,K (Johnson)          , 7.99                          ,+/- 0.03   ,mag                  ,135000000000000.0,0.425,+/- 1.19E-02 ,Jy                   ,"Broad-band
","28.6"" aperture                          ",1977HarvU.T00M....A,113
113,114,K (Johnson)          , 324.5                         ,+/- 5.7    ,milliJy              ,135000000000000.0,0.325,+/- 5.70E-03 ,Jy                   ,"Broad-band
","9.1"" aperture                           ",1983ApJS...52..341M,114
114,115,K (Johnson)          , 425.8                         ,+/- 7.3    ,milliJy              ,135000000000000.0,0.426,+/- 7.30E-03 ,Jy                   ,"Broad-band
","13.7"" aperture                          ",1983ApJS...52..341M,115
115,116,K (Johnson)          , 478.6                         ,+/- 9.4    ,milliJy              ,135000000000000.0,0.479,+/- 9.40E-03 ,Jy                   ,"Broad-band
","22.8"" aperture                          ",1983ApJS...52..341M,116
116,117,K (Johnson)          , 7.58                          ,+/- 0.03   ,mag                  ,135000000000000.0,0.62,+/- 1.74E-02 ,Jy                   ,"Broad-band
","55.8"" aperture                          ",1977HarvU.T00M....A,117
117,118,L                    , 6.28                          ,+/- 0.12   ,mag                  ,88200000000000.0,0.861,+/- 1.01E-01 ,Jy                   ,"Broad-band
","25"" aperture                            ",1976MNRAS.175..191G,118
118,119,L (RGO)              , 6.75                          ,+/- 0.74   ,mag                  ,85700000000000.0,0.5589999999999999,+/- 5.46E-01 ,Jy                   ,"Broad-band
","37.8"" aperture                          ",1973MNRAS.164..155G,119
119,120,L (RGO)              , 6.23                          ,+/- 0.25   ,mag                  ,85700000000000.0,0.902,+/- 2.34E-01 ,Jy                   ,"Broad-band
","37.8"" aperture                          ",1973MNRAS.164..155G,120
120,121,L (RGO)              , 7.46                          ,+/- 0.18   ,mag                  ,85700000000000.0,0.29100000000000004,+/- 5.24E-02 ,Jy                   ,"Broad-band
","12"" aperture                            ",1973MNRAS.164..155G,121
121,122,L (Johnson)          , 324.1                         ,+/- 5.9    ,milliJy              ,84700000000000.0,0.324,+/- 5.90E-03 ,Jy                   ,"Broad-band
","13.7"" aperture                          ",1983ApJS...52..341M,122
122,123,L (Johnson)          , 255.3                         ,+/- 5.8    ,milliJy              ,84700000000000.0,0.255,+/- 5.80E-03 ,Jy                   ,"Broad-band
","9.1"" aperture                           ",1983ApJS...52..341M,123
123,124,L (Johnson)          , 434.3                         ,+/- 10.3   ,milliJy              ,84700000000000.0,0.434,+/- 1.03E-02 ,Jy                   ,"Broad-band
","22.8"" aperture                          ",1983ApJS...52..341M,124
124,125,3.6 microns (IRAC)   , 7.23                          ,+/- 0.07   ,mag                  ,84400000000000.0,0.36,+/- 2.32E-02 ,Jy                   ,"Broad-band
",                                        ,2010ApJS..187..172G,125
125,126,4.5 microns (IRAC)   , 6.85                          ,+/- 0.06   ,mag                  ,66700000000000.0,0.327,+/- 1.81E-02 ,Jy                   ,"Broad-band
",                                        ,2010ApJS..187..172G,126
126,127,M (Johnson)          , 291.6                         ,+/- 28.6   ,milliJy              ,62500000000000.0,0.292,+/- 2.86E-02 ,Jy                   ,"Broad-band
","9.1"" aperture                           ",1983ApJS...52..341M,127
127,128,5.5 microns (IRS)    , 7.29E-01                      ,+/- 1.26E-01 ,Jy                   ,54500000000000.0,0.7290000000000001,+/- 1.26E-01 ,Jy                   ,"Broad-band
",                                        ,2009ApJ...705...14D,128
128,129,5.8 microns (IRAC)   , 5.70                          ,+/- 0.08   ,mag                  ,52300000000000.0,0.604,+/- 4.45E-02 ,Jy                   ,"Broad-band
",                                        ,2010ApJS..187..172G,129
129,130,6 microns (IRS)      , 0.32                          ,           ...,Jy                   ,50000000000000.0,0.32,    ...      ,Jy                   ,"Broad-band
",                                        ,2006ApJ...653.1129B,130
130,131,6 microns (ISO)      ,...                            ,<0.5582     ,Jy                   ,50000000000000.0,,<   5.58E-01 ,Jy                   ,"Broad-band
",                                        ,2004A&A...418..465L,131
131,132,PAH 6.2 microns IRS  , 2.74E-19                      ,+/- 10  %  ,W cm^-2^             ,48400000000000.0,274000000000.0,+/- 2.74E+10 ,Jy-Hz                ,"Line
",                                        ,2006ApJ...653.1129B,132
