,No.,Observed Passband,Measurement,Uncertainty,Units,Freq (Hz),Measurement.1,Uncertainty.1,Units.1,Mode,Aperture/Qualifiers,Reference Code,No..1
35,36,V (Johnson)          , 11.55                         ,+/- 0.08   ,mag                  ,542000000000000.0,0.0873,+/- 6.68E-03 ,Jy                   ,"Broad-band
","21.7"" aperture;Low quality data         ",1978Obs....98..166G,36
36,37,V (Johnson)          , 9.74                          ,           ...,mag                  ,542000000000000.0,0.46299999999999997,    ...      ,Jy                   ,"Broad-band
","261.9"" aperture                         ",1988VIrPh.C...0000d,37
37,38,V (Johnson)          , 9.75                          ,           ...,mag                  ,542000000000000.0,0.45799999999999996,    ...      ,Jy                   ,"Broad-band
","261.9"" aperture                         ",1988VIrPh.C...0000d,38
38,39,V (V_T^0)            , 9.24                          ,           ...,mag                  ,542000000000000.0,0.733,    ...      ,Jy                   ,"Broad-band
",                                        ,1991RC3.9.C...0000d,39
39,40,V (V_T)              , 9.48                          ,+/- 0.07   ,mag                  ,542000000000000.0,0.588,+/- 3.95E-02 ,Jy                   ,"Broad-band
",                                        ,1991RC3.9.C...0000d,40
40,41,R (Cousins) (R_26)   , 8.74                          ,+/- 0.09   ,mag                  ,468000000000000.0,0.9790000000000001,+/- 8.46E-02 ,Jy                   ,"Broad-band
",See ESO-LV catalog for warning flag.    ,1989ESOLV.C...0000L,41
41,42,R                    , 10.1028                       ,           ...,mag                  ,468000000000000.0,0.28,    ...      ,Jy                   ,"Broad-band
",                                        ,2005MNRAS.361...34D,42
42,43,R (Cousins) (R_T)    , 8.72                          ,+/- 0.09   ,mag                  ,468000000000000.0,0.997,+/- 8.62E-02 ,Jy                   ,"Broad-band
",See ESO-LV catalog for warning flag.    ,1989ESOLV.C...0000L,43
43,44,R (Cousins) (R_25)   , 8.78                          ,+/- 0.09   ,mag                  ,468000000000000.0,0.945,+/- 8.17E-02 ,Jy                   ,"Broad-band
",See ESO-LV catalog for warning flag.    ,1989ESOLV.C...0000L,44
44,45,H{alpha} 6563        , 19.70E-15                     ,+/- 2.10E-15 ,erg/s/cm^2^          ,457000000000000.0,1970000000.0,+/- 2.10E+08 ,Jy-Hz                ,"Line
",Nuclear spectrum                        ,2010ApJS..190..233M,45
45,46,[N II] 6584          , 30.60E-15                     ,+/- 1.50E-15 ,erg/s/cm^2^          ,455000000000000.0,3060000000.0,+/- 1.50E+08 ,Jy-Hz                ,"Line
",Nuclear spectrum                        ,2010ApJS..190..233M,46
46,47,R                    , 0.79                          ,           ...,Jy                   ,454000000000000.0,0.79,    ...      ,Jy                   ,"Broad-band
",                                        ,2007ApJ...655..863D,47
47,48,R' (Johnson)         , 9.22                          ,           ...,mag                  ,448000000000000.0,0.57,    ...      ,Jy                   ,"Broad-band
","261.9"" aperture                         ",1988VIrPh.C...0000d,48
48,49,R' (Cousins)         , 10.60                         ,+/- 0.03   ,mag                  ,448000000000000.0,0.16,+/- 4.48E-03 ,Jy                   ,"Broad-band
","30.7"" aperture                          ",1978Obs....98..166G,49
49,50,R' (Cousins)         , 10.91                         ,+/- 0.03   ,mag                  ,448000000000000.0,0.12,+/- 3.37E-03 ,Jy                   ,"Broad-band
","21.7"" aperture                          ",1978Obs....98..166G,50
50,51,R' (Cousins)         , 10.36                         ,+/- 0.03   ,mag                  ,448000000000000.0,0.2,+/- 5.59E-03 ,Jy                   ,"Broad-band
","43.0"" aperture                          ",1978Obs....98..166G,51
51,52,[S II] 6716          , 9.00E-15                      ,+/- 1.70E-15 ,erg/s/cm^2^          ,446000000000000.0,900000000.0,+/- 1.70E+08 ,Jy-Hz                ,"Line
",Nuclear spectrum                        ,2010ApJS..190..233M,52
52,53,[S II] 6731          , 6.10E-15                      ,+/- 1.20E-15 ,erg/s/cm^2^          ,445000000000000.0,610000000.0,+/- 1.20E+08 ,Jy-Hz                ,"Line
",Nuclear spectrum                        ,2010ApJS..190..233M,53
53,54,I_t_ (Kron-Cousins)  , 8.22                          ,+/- 5   %  ,mag                  ,380000000000000.0,1.23,+/- 6.13E-02 ,Jy                   ,"Broad-band
",                                        ,1996ApJS..107...97M,54
54,55,I_t_                 , 8.14                          ,           ...,mag                  ,380000000000000.0,1.32,    ...      ,Jy                   ,"Broad-band
",                                        ,1997AJ....113...22G,55
55,56,I_corr_              , 8.05                          ,+/- 0.10   ,mag                  ,380000000000000.0,1.43,+/- 5.81E-01 ,Jy                   ,"Broad-band
",                                        ,1997AJ....113...22G,56
56,57,I                    , 9.7693                        ,           ...,mag                  ,379000000000000.0,0.315,    ...      ,Jy                   ,"Broad-band
",                                        ,2005MNRAS.361...34D,57
57,58,I                    , 8.09                          ,           ..., mag                 ,379000000000000.0,1.48,    ...      ,Jy                   ,"Broad-band
",                                        ,2007ApJS..172..599S,58
58,59,I                    , 8.27                          ,+/- 0.03   , mag                 ,379000000000000.0,1.26,+/- 3.47E-02 ,Jy                   ,"Broad-band
",Observed magnitude                      ,2007ApJS..172..599S,59
59,60,I' (Johnson)         , 8.65                          ,           ...,mag                  ,375000000000000.0,0.777,    ...      ,Jy                   ,"Broad-band
","261.9"" aperture                         ",1988VIrPh.C...0000d,60
60,61,I' (Johnson)         , 8.64                          ,           ...,mag                  ,375000000000000.0,0.784,    ...      ,Jy                   ,"Broad-band
","261.9"" aperture                         ",1988VIrPh.C...0000d,61
61,62,I' (Cousins)         , 9.74                          ,+/- 0.04   ,mag                  ,375000000000000.0,0.285,+/- 1.07E-02 ,Jy                   ,"Broad-band
","43.0"" aperture                          ",1978Obs....98..166G,62
62,63,I' (Cousins)         , 10.32                         ,+/- 0.04   ,mag                  ,375000000000000.0,0.16699999999999998,+/- 6.26E-03 ,Jy                   ,"Broad-band
","21.7"" aperture                          ",1978Obs....98..166G,63
63,64,I' (Cousins)         , 9.99                          ,+/- 0.04   ,mag                  ,375000000000000.0,0.226,+/- 8.48E-03 ,Jy                   ,"Broad-band
","30.7"" aperture                          ",1978Obs....98..166G,64
64,65,I                    , 0.82                          ,           ...,Jy                   ,370000000000000.0,0.82,    ...      ,Jy                   ,"Broad-band
",                                        ,2007ApJ...655..863D,65
65,66,J (ESO/SPM)          , 223.2                         ,+/- 14.86  ,milliJy              ,250000000000000.0,0.223,+/- 1.49E-02 ,Jy                   ,"Broad-band
","15"" aperture                            ",1995ApJ...453..616S,66
66,67,J (ESO/SPM)          , 200.0                         ,+/- 13.32  ,milliJy              ,250000000000000.0,0.2,+/- 1.33E-02 ,Jy                   ,"Broad-band
","15"" aperture                            ",1995ApJ...453..616S,67
67,68,J (AAO)              , 8.47                          ,+/- 0.03   ,mag                  ,250000000000000.0,0.6709999999999999,+/- 1.88E-02 ,Jy                   ,"Broad-band
","56"" aperture                            ",1982AJ.....87.1106G,68
68,69,J (RGO)              , 8.96                          ,+/- 0.08   ,mag                  ,250000000000000.0,0.42700000000000005,+/- 3.27E-02 ,Jy                   ,"Broad-band
","25.2"" aperture                          ",1973MNRAS.164..155G,69
69,70,J (AAO)              , 9.43                          ,+/- 0.03   ,mag                  ,250000000000000.0,0.27699999999999997,+/- 7.77E-03 ,Jy                   ,"Broad-band
","22"" aperture                            ",1982AJ.....87.1106G,70
70,71,J (AAO)              , 8.93                          ,+/- 0.03   ,mag                  ,250000000000000.0,0.439,+/- 1.23E-02 ,Jy                   ,"Broad-band
","33"" aperture                            ",1982AJ.....87.1106G,71
71,72,F_J (total)          , 3.47                          ,+/- 2.88   ,log milliJy          ,241000000000000.0,2.95,+/- 7.64E-01 ,Jy                   ,"Broad-band
",                                        ,1995ApJ...453..616S,72
72,73,J_20 (2MASS LGA)     , 7.396                         ,+/- 0.016  ,mag                  ,240000000000000.0,1.75,+/- 2.60E-02 ,Jy                   ,"Broad-band
", 315.2 x  173.4 arcsec integration area.,2003AJ....125..525J,73
73,74,J_Kron (2MASS LGA)   , 7.339                         ,+/- 0.016  ,mag                  ,240000000000000.0,1.85,+/- 2.74E-02 ,Jy                   ,"Broad-band
", 360.6 x  198.3 arcsec integration area.,2003AJ....125..525J,74
74,75,J_tot (2MASS LGA)    , 7.180                         ,+/- 0.022  ,mag                  ,240000000000000.0,2.14,+/- 4.38E-02 ,Jy                   ,"Broad-band
",                                        ,2003AJ....125..525J,75
75,76,J_14arcsec (2MASS)   , 9.780                         ,+/- 0.015  ,mag                  ,240000000000000.0,0.195,+/- 2.71E-03 ,Jy                   ,"Broad-band
",14.0 x 14.0 arcsec aperture             ,20032MASX.C.......:,76
76,77,J (VLT/NACO)         , 15.4                          ,           ...,mag                  ,236000000000000.0,0.0011,    ...      ,Jy                   ,"Broad-band
","Flux in central 3""                      ",2007AJ....133.1847P,77
77,78,H (ESO/SPM)          , 301.7                         ,+/- 20.09  ,milliJy              ,190000000000000.0,0.302,+/- 2.01E-02 ,Jy                   ,"Broad-band
","15"" aperture                            ",1995ApJ...453..616S,78
78,79,H (ESO/SPM)          , 264.7                         ,+/- 17.63  ,milliJy              ,190000000000000.0,0.265,+/- 1.76E-02 ,Jy                   ,"Broad-band
","15"" aperture                            ",1995ApJ...453..616S,79
79,80,F_H (total)          , 3.60                          ,+/- 3.01   ,log milliJy          ,184000000000000.0,3.98,+/- 1.03E+00 ,Jy                   ,"Broad-band
",                                        ,1995ApJ...453..616S,80
80,81,H (AAO)              , 7.70                          ,+/- 0.03   ,mag                  ,183000000000000.0,0.857,+/- 2.40E-02 ,Jy                   ,"Broad-band
","56"" aperture                            ",1982AJ.....87.1106G,81
81,82,H (AAO)              , 8.15                          ,+/- 0.03   ,mag                  ,183000000000000.0,0.5660000000000001,+/- 1.59E-02 ,Jy                   ,"Broad-band
","33"" aperture                            ",1982AJ.....87.1106G,82
82,83,H (RGO)              , 8.27                          ,+/- 0.12   ,mag                  ,183000000000000.0,0.507,+/- 5.92E-02 ,Jy                   ,"Broad-band
","25.2"" aperture;Low quality data         ",1973MNRAS.164..155G,83
83,84,H (RGO)              , 8.14                          ,+/- 0.11   ,mag                  ,183000000000000.0,0.5710000000000001,+/- 6.09E-02 ,Jy                   ,"Broad-band
","25.2"" aperture;Low quality data         ",1973MNRAS.164..155G,84
84,85,H (AAO)              , 8.64                          ,+/- 0.03   ,mag                  ,183000000000000.0,0.36,+/- 1.01E-02 ,Jy                   ,"Broad-band
","22"" aperture                            ",1982AJ.....87.1106G,85
85,86,H_20 (2MASS LGA)     , 6.717                         ,+/- 0.016  ,mag                  ,182000000000000.0,2.11,+/- 3.13E-02 ,Jy                   ,"Broad-band
", 315.2 x  173.4 arcsec integration area.,2003AJ....125..525J,86
86,87,H_Kron (2MASS LGA)   , 6.663                         ,+/- 0.017  ,mag                  ,182000000000000.0,2.21,+/- 3.49E-02 ,Jy                   ,"Broad-band
", 360.6 x  198.3 arcsec integration area.,2003AJ....125..525J,87
87,88,H_tot (2MASS LGA)    , 6.507                         ,+/- 0.025  ,mag                  ,182000000000000.0,2.56,+/- 5.95E-02 ,Jy                   ,"Broad-band
",                                        ,2003AJ....125..525J,88
88,89,H_14arcsec (2MASS)   , 9.014                         ,+/- 0.015  ,mag                  ,182000000000000.0,0.254,+/- 3.53E-03 ,Jy                   ,"Broad-band
",14.0 x 14.0 arcsec aperture             ,20032MASX.C.......:,89
89,90,H (VLT/NACO)         , 14.0                          ,           ...,mag                  ,181000000000000.0,0.00257,    ...      ,Jy                   ,"Broad-band
","Flux in central 3""                      ",2007AJ....133.1847P,90
90,91,H_2_ (1-0) S(3) line , 6.57E-15                      ,+/- 0.64E-15 ,erg cm^-2^ s^-1^     ,153000000000000.0,657000000.0,+/- 6.40E+07 ,Jy-Hz                ,"Line
",                                        ,2005MNRAS.364.1041R,91
91,92,H_2_ (1-0) S(2) line , 2.22E-15                      ,+/- 0.35E-15 ,erg cm^-2^ s^-1^     ,147000000000000.0,222000000.0,+/- 3.50E+07 ,Jy-Hz                ,"Line
",                                        ,2005MNRAS.364.1041R,92
92,93,H_2 1-0 S(1) (VLT)   , 3.10E-18                      ,+/- 0.04E-18 ,W m^-2^              ,141000000000000.0,310000000.0,+/- 4.00E+06 ,Jy                   ,"Line
","Flux extracted in 1"" length of 1"" slit  ",2005ApJ...633..105D,93
93,94,H_2_ (1-0) S(1) line , 3.89E-15                      ,+/- 1.16E-15 ,erg cm^-2^ s^-1^     ,141000000000000.0,389000000.0,+/- 1.16E+08 ,Jy-Hz                ,"Line
",                                        ,2005MNRAS.364.1041R,94
94,95,K (VLT/ISAAC)        , 11.8                          ,           ...,mag                  ,139000000000000.0,0.0127,    ...      ,Jy                   ,"Broad-band
","Mag extracted in 1"" length of 1"" slit   ",2005ApJ...633..105D,95
95,96,K_tot (2MASS LGA)    , 6.252                         ,+/- 0.034  ,mag                  ,138000000000000.0,2.1,+/- 6.70E-02 ,Jy                   ,"Broad-band
",                                        ,2003AJ....125..525J,96
96,97,K_s_14arcsec (2MASS) , 8.688                         ,+/- 0.015  ,mag                  ,138000000000000.0,0.223,+/- 3.11E-03 ,Jy                   ,"Broad-band
",14.0 x 14.0 arcsec aperture             ,20032MASX.C.......:,97
97,98,K_s (VLT/NACO)       , 13.1                          ,           ...,mag                  ,138000000000000.0,0.0038399999999999997,    ...      ,Jy                   ,"Broad-band
","Flux in central 3""                      ",2007AJ....133.1847P,98
98,99,K_Kron (2MASS LGA)   , 6.387                         ,+/- 0.019  ,mag                  ,138000000000000.0,1.86,+/- 3.28E-02 ,Jy                   ,"Broad-band
", 360.6 x  198.3 arcsec integration area.,2003AJ....125..525J,99
99,100,K_20 (2MASS LGA)     , 6.439                         ,+/- 0.018  ,mag                  ,138000000000000.0,1.77,+/- 2.96E-02 ,Jy                   ,"Broad-band
", 315.2 x  173.4 arcsec integration area.,2003AJ....125..525J,100
100,101,Br{gamma} (VLT)      , 2E-19                         ,           ..., W/m^2^              ,138000000000000.0,20000000.0,    ...      ,Jy-Hz                ,"Line
",                                        ,2007ApJ...671.1388D,101
101,102,F_K (total)          , 3.47                          ,+/- 2.88   ,log milliJy          ,137000000000000.0,2.95,+/- 7.64E-01 ,Jy                   ,"Broad-band
",                                        ,1995ApJ...453..616S,102
102,103,K (AAO)              , 7.38                          ,+/- 0.03   ,mag                  ,137000000000000.0,0.726,+/- 2.03E-02 ,Jy                   ,"Broad-band
","56"" aperture                            ",1982AJ.....87.1106G,103
103,104,K (AAO)              , 7.79                          ,+/- 0.03   ,mag                  ,137000000000000.0,0.498,+/- 1.39E-02 ,Jy                   ,"Broad-band
","33"" aperture                            ",1982AJ.....87.1106G,104
104,105,K (RGO)              , 7.9                           ,+/- 0.09   ,mag                  ,137000000000000.0,0.45,+/- 3.89E-02 ,Jy                   ,"Broad-band
","25.2"" aperture                          ",1973MNRAS.164..155G,105
105,106,K (AAO)              , 8.31                          ,+/- 0.03   ,mag                  ,137000000000000.0,0.308,+/- 8.64E-03 ,Jy                   ,"Broad-band
","22"" aperture                            ",1982AJ.....87.1106G,106
106,107,K (RGO)              , 7.57                          ,+/- 0.09   ,mag                  ,137000000000000.0,0.609,+/- 5.27E-02 ,Jy                   ,"Broad-band
","37.8"" aperture                          ",1973MNRAS.164..155G,107
107,108,K (RGO)              , 7.87                          ,+/- 0.09   ,mag                  ,137000000000000.0,0.462,+/- 3.99E-02 ,Jy                   ,"Broad-band
","25.2"" aperture                          ",1973MNRAS.164..155G,108
108,109,K (RGO)              , 7.9                           ,+/- 0.11   ,mag                  ,137000000000000.0,0.45,+/- 4.80E-02 ,Jy                   ,"Broad-band
","25.2"" aperture;Low quality data         ",1973MNRAS.164..155G,109
109,110,K (ESO/SPM)          , 203.4                         ,+/- 13.55  ,milliJy              ,136000000000000.0,0.203,+/- 1.35E-02 ,Jy                   ,"Broad-band
","15"" aperture                            ",1995ApJ...453..616S,110
110,111,K (ESO/SPM)          , 222.3                         ,+/- 14.80  ,milliJy              ,136000000000000.0,0.222,+/- 1.48E-02 ,Jy                   ,"Broad-band
","15"" aperture                            ",1995ApJ...453..616S,111
111,112,H_2_ (1-0) S(0) line ,...                            ,<0.71E-15   ,erg cm^-2^ s^-1^     ,135000000000000.0,,<   7.10E+07 ,Jy-Hz                ,"Line
",                                        ,2005MNRAS.364.1041R,112
112,113,H_2_ (2-1) S(1) line ,...                            ,<0.21E-15   ,erg cm^-2^ s^-1^     ,133000000000000.0,,<   2.10E+07 ,Jy-Hz                ,"Line
",                                        ,2005MNRAS.364.1041R,113
113,114,L (RGO)              , 7.42                          ,+/- 0.33   ,mag                  ,85700000000000.0,0.301,+/- 1.07E-01 ,Jy                   ,"Broad-band
","25.2"" aperture                          ",1973MNRAS.164..155G,114
114,115,L (RGO)              , 6.98                          ,+/- 0.4    ,mag                  ,85700000000000.0,0.452,+/- 2.01E-01 ,Jy                   ,"Broad-band
","25.2"" aperture                          ",1973MNRAS.164..155G,115
115,116,3.6 microns (IRAC)   , 1.36                          ,+/- 0.14   ,Jy                   ,84400000000000.0,1.36,+/- 1.40E-01 ,Jy                   ,"Broad-band
",Flux not corrected for aperture effects ,2005ApJ...633..857D,116
116,117,3.6 microns (IRAC)   , 1.24                          ,+/- 0.17   ,Jy                   ,84400000000000.0,1.24,+/- 1.70E-01 ,Jy                   ,"Broad-band
",                                        ,2007ApJ...655..863D,117
117,118,3.6 microns (IRAC)   , 1356.9                        ,+/- 8.7    ,milliJy              ,84400000000000.0,1.36,+/- 8.70E-03 ,Jy                   ,"Broad-band
",                                        ,2007AJ....133..791S,118
118,119,3.6 microns (IRAC)   , 0.089                         ,+/- 0.001  ,log(Jy)              ,84400000000000.0,1.23,+/- 2.83E-03 ,Jy                   ,"Broad-band
",                                        ,2009ApJ...703.1569M,119
119,120,3.6 microns (IRAC)   , 7.73                          ,+/- 0.10   ,mag                  ,84400000000000.0,0.22699999999999998,+/- 2.09E-02 ,Jy                   ,"Broad-band
",                                        ,2010ApJS..187..172G,120
120,121,3.6 microns (IRAC)   , 5.54E+2                       ,+/- 10  %  ,milliJy              ,84400000000000.0,0.5539999999999999,+/- 5.54E-02 ,Jy                   ,"Broad-band
",                                        ,2010ApJ...715..506M,121
121,122,4.5 microns (IRAC)   , 0.80                          ,+/- 0.11   ,Jy                   ,66700000000000.0,0.8,+/- 1.10E-01 ,Jy                   ,"Broad-band
",                                        ,2007ApJ...655..863D,122
122,123,4.5 microns (IRAC)   , 0.85                          ,+/- 0.09   ,Jy                   ,66700000000000.0,0.85,+/- 9.00E-02 ,Jy                   ,"Broad-band
",Flux not corrected for aperture effects ,2005ApJ...633..857D,123
123,124,4.5 microns (IRAC)   , 917.4                         ,+/- 8.3    ,milliJy              ,66700000000000.0,0.917,+/- 8.30E-03 ,Jy                   ,"Broad-band
",                                        ,2007AJ....133..791S,124
124,125,4.5 microns (IRAC)   , -0.084                        ,+/- 0.001  ,log(Jy)              ,66700000000000.0,0.8240000000000001,+/- 1.90E-03 ,Jy                   ,"Broad-band
",                                        ,2009ApJ...703.1569M,125
125,126,4.5 microns (IRAC)   , 7.75                          ,+/- 0.11   ,mag                  ,66700000000000.0,0.14300000000000002,+/- 1.45E-02 ,Jy                   ,"Broad-band
",                                        ,2010ApJS..187..172G,126
126,127,4.5 microns (IRAC)   , 3.88E+2                       ,+/- 10  %  ,milliJy              ,66700000000000.0,0.38799999999999996,+/- 3.88E-02 ,Jy                   ,"Broad-band
",                                        ,2010ApJ...715..506M,127
127,128,PAH 5.7 (Spitzer)    , 4.8E-20                       ,+/- 0.58E-20 ,W/cm^2^              ,52600000000000.0,48000000000.0,+/- 5.80E+09 ,Jy-Hz                ,"Line
",                                        ,2011ApJ...728...45L,128
128,129,5.8 microns (IRAC)   , 1.46                          ,+/- 0.18   ,Jy                   ,52300000000000.0,1.46,+/- 1.80E-01 ,Jy                   ,"Broad-band
",                                        ,2007ApJ...655..863D,129
129,130,5.8 microns (IRAC)   , 1891.0                        ,+/- 25.9   ,milliJy              ,52300000000000.0,1.89,+/- 2.59E-02 ,Jy                   ,"Broad-band
",                                        ,2007AJ....133..791S,130
