Source_Name,DataRelease,RAJ2000,DEJ2000,GLON,GLAT,Signif_Avg,Flux1000,Unc_Flux1000,Energy_Flux100,Unc_Energy_Flux100,SpectrumType,PL_Index,Unc_PL_Index,Pivot_Energy,LP_Index,Unc_LP_Index,LP_beta,Unc_LP_beta,Flags,CLASS,ASSOC1,ASSOC_PROB_BAY,ASSOC_PROB_LR,Counterpart_Catalog,RA_Counterpart,DEC_Counterpart,Unc_Counterpart,VLBI_Counterpart,Redshift,SED_class,HE_EPeak,Unc_HE_EPeak,HE_nuFnuPeak,Unc_HE_nuFnuPeak,nu_syn,nuFnu_syn,Variability_Index,Frac_Variability,Unc_Frac_Variability,Highest_energy,pearson_coeff_neo,sigma_m_w1_neo,mean_m_w1_neo,sigma_m_w2_neo,mean_m_w2_neo,len_neo,W1-W2
4FGL J0608.1-1521,1,92.0302,-15.3639,222.11989,-16.382616,21.143953,8.059429e-10,6.0844434e-11,1.1143696e-11,7.4842395e-13,LogParabola,2.5453124,0.043475028,489.29697,2.4248316,0.0688677,0.12859352,0.042416967,0,fsrq,PMN J0608-1520,0.9982364,0.9272408,bzcat,92.0063830458,-15.3436052083,1.8000000068241206e-07,RFC J0608-1520,1.094,LSP,93.7968,68.7988,2.890759e-06,5.713314e-07,12589254000000.0,6.753315e-13,373.10196,1.1403486,0.24975881,13.5222,-0.3660759220782774,0.5974082485910295,16.22380952380952,0.0,14.979000000000001,21.0,1.2448095238095238
4FGL J0743.0-5622,1,115.7698,-56.3768,268.84274,-15.639843,7.452543,1.9233425e-10,3.448152e-11,3.911691e-12,5.404394e-13,PowerLaw,2.7325535,0.10295787,549.2657,2.7021174,0.14710777,0.14382327,0.10996649,0,fsrq,PMN J0743-5619,0.99779546,0.95702434,bzcat,115.835354833,-56.3258216139,2.200000039920269e-07,RFC J0743-5619,2.319,LSP,47.831223,93.26596,1.4341528e-06,1.0043003e-06,3845917800000.0,5.28236e-13,26.168137,0.39360398,0.16937399,-inf,-0.09231755417964892,0.9702212612989927,15.590714285714284,3.4739212021207275,14.82242857142857,35.0,0.7682857142857141
4FGL J1202.5-0528,2,180.6291,-5.4709,281.17767,55.321033,13.011739,2.226606e-10,3.9007807e-11,6.4570107e-12,5.730944e-13,LogParabola,2.86035,0.06879155,295.32755,2.6828732,0.11423304,0.20950726,0.089357875,0,fsrq,PKS 1200-051,0.9913509,0.96068376,cgrabs,180.64260864257812,-5.467358589172363,1.4e-07,RFC J1202-0528,0.381,LSP,57.88004,51.7035,2.8776155e-06,1.0663862e-06,25118865000000.0,3.6144482e-12,275.26688,1.1869183,0.26220074,-inf,-0.39309119762931655,0.2699958548298448,15.491470588235295,4.447346945838718,14.807676470588236,34.0,0.6837941176470587
4FGL J1513.4-3231,1,228.369,-32.5265,334.67865,21.44769,17.207256,7.630068e-10,6.250296e-11,8.500593e-12,8.035739e-13,LogParabola,2.4671297,0.052344453,828.62683,2.4005783,0.07730417,0.1590461,0.054700993,0,fsrq,PKS 1510-324,0.96942395,0.0,cgrabs,228.412432492,-32.5831517694,1.8000000068241206e-07,RFC J1513-3234,1.153,LSP,235.20447,130.97475,1.7432261e-06,2.5500216e-07,10964782000000.0,2.9479763e-12,173.95322,0.97126096,0.2193927,14.8897,-0.4606462165400667,0.05990281957462621,16.141095238095236,4.459072886234192,14.793523809523812,21.0,1.3475714285714286
4FGL J1639.2+4129,1,249.8238,41.4964,65.65667,41.722713,17.543196,3.9304462e-10,3.607043e-11,3.774367e-12,5.3327216e-13,LogParabola,2.4258952,0.067071915,844.5458,2.249722,0.11914559,0.15158342,0.07576071,0,fsrq,MG4 J163918+4127,0.9942316,0.8612616,rfc,249.815867558,41.4760281333,1.3000000365082087e-07,RFC J1639+4128,0.69056,LSP,370.58667,284.12613,6.7777603e-07,1.0882679e-07,6760829600000.0,6.022544e-13,77.20583,0.65534693,0.16224796,16.6051,-0.14252362086248294,0.13850006032724152,16.145083333333332,0.0,15.086958333333333,24.0,1.0581249999999998
4FGL J1818.6+0903,1,274.6748,9.065,37.384716,11.35939,21.60307,1.159003e-09,7.78362e-11,1.1456779e-11,9.462861e-13,LogParabola,2.4378357,0.04399839,828.14856,2.28825,0.06348028,0.16612022,0.045465887,0,fsrq,MG1 J181841+0903,0.99968976,0.91884285,bzcat,274.666925158,9.062838925,1.8000000068241206e-07,RFC J1818+0903,0.354,LSP,347.7898,140.35844,2.1548203e-06,2.1651398e-07,13963683000000.0,1.9223878e-12,151.9584,0.6093733,0.14126888,25.4274,0.9665630728868722,0.2711780301391676,12.495212765957444,0.24598163285946756,11.448787234042552,47.0,1.0464255319148934
4FGL J2007.2+6607,1,301.8148,66.1178,99.267555,17.45159,13.2732935,4.5911208e-10,4.4926462e-11,5.468566e-12,8.190786e-13,LogParabola,2.5704105,0.06491696,1163.8982,2.6059701,0.103379436,0.186906,0.074954644,0,fsrq,TXS 2007+659,0.9967699,0.9579735,bzcat,301.86987955,66.1229264278,8.800000017572529e-08,RFC J2007+6607,1.325,LSP,230.09079,161.76376,1.1985962e-06,2.8141e-07,3672823000000.0,5.0060016e-13,97.060814,0.81815886,0.19449513,-inf,-0.34581104959255865,0.4310542623301205,15.990708333333332,2.700707979200929,15.049624999999999,24.0,0.9410833333333333
