,No.,Observed Passband,Measurement,Uncertainty,Units,Freq (Hz),Measurement.1,Uncertainty.1,Units.1,Mode,Aperture/Qualifiers,Reference Code,No..1
128,129,60 microns (IRAS)    , 250.                          ,+/- 15  %  ,milliJy              ,5000000000000.0,0.25,+/- 3.75E-02 ,Jy                   ,"Broad-band
",From pointed observations               ,1988AJ.....95...26G,129
129,130,60 microns (IRAS)    , 205.0                         ,+/- 13.0   ,milliJy              ,5000000000000.0,0.205,+/- 1.30E-02 ,Jy                   ,"Broad-band
",                                        ,1988AJ.....95..307I,130
130,131,60 microns (IRAS)    , 214.0                         ,+/- 13.0   ,milliJy              ,5000000000000.0,0.214,+/- 1.30E-02 ,Jy                   ,"Broad-band
",                                        ,1988AJ.....95..307I,131
131,132,60 microns (IRAS)    , 231.0                         ,+/- 17.0   ,milliJy              ,5000000000000.0,0.231,+/- 1.70E-02 ,Jy                   ,"Broad-band
",                                        ,1988AJ.....95..307I,132
132,133,60 microns (IRAS)    , 222.0                         ,+/- 13.0   ,milliJy              ,5000000000000.0,0.222,+/- 1.30E-02 ,Jy                   ,"Broad-band
",                                        ,1988AJ.....95..307I,133
133,134,60 microns (IRAS)    , 2.037E-01                     ,+/- 16  %  ,Jy                   ,5000000000000.0,0.204,+/- 3.26E-02 ,Jy                   ,"Broad-band
",IRAS quality flag = 3                   ,1990IRASF.C...0000M,134
134,135,60 microns (IRAS)    , 226.0                         ,+/- 17.0   ,milliJy              ,5000000000000.0,0.226,+/- 1.70E-02 ,Jy                   ,"Broad-band
",                                        ,1988AJ.....95..307I,135
135,136,70 microns (MIPS)    , 162.9                         ,           ...,milliJy              ,4200000000000.0,0.163,    ...      ,Jy                   ,"Broad-band
",                                        ,2010ApJ...722.1333D,136
136,137,70 microns           , 237                           ,+/- 6      ,milliJy              ,4200000000000.0,0.237,+/- 6.00E-03 ,Jy                   ,"Broad-band
",Interpolated from IRAS and ISO data     ,2005ApJ...629...88S,137
137,138,70 microns (MIPS)    , 120                           ,+/- 6      ,milliJy              ,4200000000000.0,0.12,+/- 6.00E-03 ,Jy                   ,"Broad-band
","35"" radius aperture                     ",2010MNRAS.408.1982L,138
138,139,100 microns (IRAS)   , 340.                          ,+/- 15  %  ,milliJy              ,3000000000000.0,0.34,+/- 5.10E-02 ,Jy                   ,"Broad-band
",From pointed observations               ,1988AJ.....95...26G,139
139,140,100 microns (IRAS)   , 302.0                         ,+/- 38.0   ,milliJy              ,3000000000000.0,0.302,+/- 3.80E-02 ,Jy                   ,"Broad-band
",Possible cirrus contamination           ,1988AJ.....95..307I,140
140,141,100 microns (IRAS)   , 265.0                         ,+/- 57.0   ,milliJy              ,3000000000000.0,0.265,+/- 5.70E-02 ,Jy                   ,"Broad-band
",Possible cirrus contamination           ,1988AJ.....95..307I,141
141,142,100 microns (IRAS)   ,...                            ,<6.169E-01  ,Jy                   ,3000000000000.0,,<   6.17E-01 ,Jy                   ,"Broad-band
",                                        ,1990IRASF.C...0000M,142
142,143,100 microns (IRAS)   , 208.0                         ,+/- 47.0   ,milliJy              ,3000000000000.0,0.20800000000000002,+/- 4.70E-02 ,Jy                   ,"Broad-band
",Possible cirrus contamination           ,1988AJ.....95..307I,143
143,144,100 microns (IRAS)   , 283.0                         ,+/- 47.0   ,milliJy              ,3000000000000.0,0.28300000000000003,+/- 4.70E-02 ,Jy                   ,"Broad-band
",Possible cirrus contamination           ,1988AJ.....95..307I,144
144,145,100 microns (IRAS)   ,...                            ,<142.0      ,milliJy              ,3000000000000.0,,<   1.42E-01 ,Jy                   ,"Broad-band
",                                        ,1988AJ.....95..307I,145
145,146,100 microns (IRAS)   , 265.0                         ,+/- 47.0   ,milliJy              ,3000000000000.0,0.265,+/- 4.70E-02 ,Jy                   ,"Broad-band
",Possible cirrus contamination           ,1988AJ.....95..307I,146
146,147,160 microns (MIPS)   ,...                            ,<24         ,milliJy              ,1920000000000.0,,<   2.40E-02 ,Jy                   ,"Broad-band
","48"" radius aperture                     ",2010MNRAS.408.1982L,147
147,148,3 mm (VLBI)          ,...                            ,<0.69       ,Jy                   ,100000000000.0,,<   6.90E-01 ,Jy                   ,"Broad-band
",                                        ,1998AJ....116....8L,148
148,149,94 GHz (WMAP)        , 0.3                           ,+/- 0.4    ,Jy                   ,94000000000.0,0.3,+/- 4.00E-01 ,Jy                   ,"Broad-band
",                                        ,2009ApJ...694..222C,149
149,150,61 GHz (WMAP)        , 0.5                           ,+/- 0.2    ,Jy                   ,61000000000.0,0.5,+/- 2.00E-01 ,Jy                   ,"Broad-band
",                                        ,2009ApJ...694..222C,150
150,151,41 GHz (WMAP)        , 1000                          ,           ...,milliJy              ,41000000000.0,1.0,    ...      ,Jy                   ,"Broad-band
",                                        ,2009A&A...508..107G,151
151,152,41 GHz (WMAP)        , 0.8                           ,+/- 0.09   ,Jy                   ,41000000000.0,0.8,+/- 9.00E-02 ,Jy                   ,"Broad-band
",                                        ,2011ApJS..192...15G,152
152,153,41 GHz (WMAP)        , 955                           ,+/- 172    , milliJy             ,41000000000.0,0.955,+/- 1.72E-01 ,Jy                   ,"Broad-band
",                                        ,2009MNRAS.392..733M,153
153,154,41 GHz (WMAP)        , 0.7                           ,+/- 0.2    ,Jy                   ,41000000000.0,0.7,+/- 2.00E-01 ,Jy                   ,"Broad-band
",                                        ,2009ApJ...694..222C,154
154,155,Q (WMAP)             , 0.7                           ,+/- 0.10   , Jy                  ,41000000000.0,0.7,+/- 1.00E-01 ,Jy                   ,"Broad-band
",                                        ,2009ApJS..180..283W,155
155,156,33 GHz (WMAP)        , 1.0                           ,+/- 0.06   ,Jy                   ,33000000000.0,1.0,+/- 6.00E-02 ,Jy                   ,"Broad-band
",                                        ,2011ApJS..192...15G,156
156,157,Ka (WMAP)            , 0.9                           ,+/- 0.08   , Jy                  ,33000000000.0,0.9,+/- 8.00E-02 ,Jy                   ,"Broad-band
",                                        ,2009ApJS..180..283W,157
157,158,33 GHz (WMAP)        , 1000                          ,+/- 185    , milliJy             ,33000000000.0,1.0,+/- 1.85E-01 ,Jy                   ,"Broad-band
",                                        ,2009MNRAS.392..733M,158
158,159,33 GHz (WMAP)        , 1.0                           ,+/- 0.2    ,Jy                   ,33000000000.0,1.0,+/- 2.00E-01 ,Jy                   ,"Broad-band
",                                        ,2003ApJS..148...97B,159
159,160,31.4 GHz (NRAO)      , 0.78                          ,+/- 0.06   ,Jy                   ,31400000000.0,0.78,+/- 6.00E-02 ,Jy                   ,"Broad-band
",                                        ,1983AJ.....88.1126G,160
160,161,23 GHz (WMAP)        , 1.3                           ,+/- 0.1    ,Jy                   ,23000000000.0,1.3,+/- 1.00E-01 ,Jy                   ,"Broad-band
",                                        ,2003ApJS..148...97B,161
161,162,23 GHz (WMAP)        , 1193                          ,+/- 164    , milliJy             ,23000000000.0,1.19,+/- 1.64E-01 ,Jy                   ,"Broad-band
",                                        ,2009MNRAS.392..733M,162
162,163,23 GHz (WMAP)        , 1.4                           ,+/- 0.04   ,Jy                   ,23000000000.0,1.4,+/- 4.00E-02 ,Jy                   ,"Broad-band
",                                        ,2011ApJS..192...15G,163
163,164,K (WMAP)             , 1.3                           ,+/- 0.04   , Jy                  ,23000000000.0,1.3,+/- 4.00E-02 ,Jy                   ,"Broad-band
",                                        ,2009ApJS..180..283W,164
164,165,15 GHz (VLBA)        , 0.47                          ,           ..., Jy                  ,15000000000.0,0.47,    ...      ,Jy                   ,"Broad-band
",                                        ,2004ApJ...609..539K,165
165,166,15 GHz (VLBA)        , 0.42                          ,           ...,Jy                   ,15000000000.0,0.42,    ...      ,Jy                   ,"Broad-band
",                                        ,2005AJ....130.2473K,166
166,167,15.0 GHz (VLBI)      , 0.300                         ,           ..., Jy                  ,15000000000.0,0.3,    ...      ,Jy                   ,"Broad-band
",Core flux                               ,2009MNRAS.396..984G,167
167,168,10.7 GHz (NRAO)      , 2.56                          ,+/- 0.10   ,Jy                   ,10700000000.0,2.56,+/- 1.00E-01 ,Jy                   ,"Broad-band
",                                        ,1973AJ.....78..828K,168
168,169,10700 MHz            , 2.02                          ,+/- .14    ,Jy                   ,10700000000.0,2.02,+/- 1.40E-01 ,Jy                   ,"Broad-band
",From Kuhr catalog (1981A&AS...45..367K) ,1980UBonn.T00H....K,169
169,170,10700 MHz            , 2.401                         ,+/- 0.094  ,Jy                   ,10700000000.0,2.4,+/- 9.40E-02 ,Jy                   ,"Broad-band
",                                        ,1980MNRAS.190..903L,170
170,171,8.4 GHz (VLA)        , 258.1                         ,           ..., milliJy             ,8400000000.0,0.258,    ...      ,Jy                   ,"Broad-band
",                                        ,2007ApJS..171...61H,171
171,172,5000 MHz             , 4.45                          ,+/- .22    ,Jy                   ,5000000000.0,4.45,+/- 2.20E-01 ,Jy                   ,"Broad-band
",Recal. to Baars scale by factor of 0.993,1981A&AS...45..367K,172
172,173,5 GHz (VLBI)         , 0.12                          ,           ..., Jy                  ,5000000000.0,0.12,    ...      ,Jy                   ,"Broad-band
",Core flux                               ,2008ApJS..175..314D,173
173,174,5000 MHz             , 4.48                          ,+/- 5   %  ,Jy                   ,5000000000.0,4.48,+/- 2.20E-01 ,Jy                   ,"Broad-band
",                                        ,1969ApJ...157....1K,174
174,175,5000 MHz             , 4.449                         ,+/- 0.079  ,Jy                   ,5000000000.0,4.45,+/- 7.90E-02 ,Jy                   ,"Broad-band
",                                        ,1980MNRAS.190..903L,175
175,176,4900 MHz             , 4.38                          ,+/- .06    ,Jy                   ,4900000000.0,4.38,+/- 6.00E-02 ,Jy                   ,"Broad-band
",From Kuhr catalog (1981A&AS...45..367K) ,1980UBonn.T00H....K,176
176,177,2700 MHz             , 6.61                          ,+/- .13    ,Jy                   ,2700000000.0,6.61,+/- 1.30E-01 ,Jy                   ,"Broad-band
",From Kuhr catalog (1981A&AS...45..367K) ,1980UBonn.T00H....K,177
177,178,2700 MHz             , 6.91                          ,+/- .34    ,Jy                   ,2700000000.0,6.91,+/- 3.40E-01 ,Jy                   ,"Broad-band
",Recal. to Baars scale by factor of 1.022,1981A&AS...45..367K,178
178,179,2695 MHz             , 6.632                         ,+/- 0.071  ,Jy                   ,2700000000.0,6.63,+/- 7.10E-02 ,Jy                   ,"Broad-band
",                                        ,1980MNRAS.190..903L,179
179,180,2695 MHz             , 6.76                          ,+/- 5   %  ,Jy                   ,2700000000.0,6.76,+/- 3.40E-01 ,Jy                   ,"Broad-band
",                                        ,1969ApJ...157....1K,180
180,181,1.40 GHz             , 11226                         ,           ...,milliJy              ,1400000000.0,11.2,    ...      ,Jy                   ,"Broad-band
",                                        ,1992ApJS...79..331W,181
181,182,1400 MHz             , 11.9                          ,+/- .60    ,Jy                   ,1400000000.0,11.9,+/- 6.00E-01 ,Jy                   ,"Broad-band
",Recal. to Baars scale by factor of 1.029,1981A&AS...45..367K,182
182,183,1400 MHz             , 11.257                        ,+/- 0.576  ,Jy                   ,1400000000.0,11.3,+/- 5.76E-01 ,Jy                   ,"Broad-band
",                                        ,1980MNRAS.190..903L,183
183,184,1400 MHz             , 11.6                          ,+/- 5   %  ,Jy                   ,1400000000.0,11.6,+/- 5.80E-01 ,Jy                   ,"Broad-band
",                                        ,1969ApJ...157....1K,184
184,185,1400 MHz (NRAO)      , 12.33                         ,+/- 0.53   ,Jy                   ,1400000000.0,12.3,+/- 5.30E-01 ,Jy                   ,"Broad-band
",                                        ,1966ApJS...13...65P,185
185,186,1400 MHz             , 12.8                          ,+/- .55    ,Jy                   ,1400000000.0,12.8,+/- 5.50E-01 ,Jy                   ,"Broad-band
",Recal. to Baars scale by factor of 1.038,1981A&AS...45..367K,186
186,187,750 MHz              , 17.590                        ,+/- 0.619  ,Jy                   ,750000000.0,17.6,+/- 6.19E-01 ,Jy                   ,"Broad-band
",                                        ,1980MNRAS.190..903L,187
187,188,750 MHz              , 17.6                          ,+/- .90    ,Jy                   ,750000000.0,17.6,+/- 9.00E-01 ,Jy                   ,"Broad-band
",Recal. to Baars scale by factor of 1.046,1981A&AS...45..367K,188
188,189,750 MHz              , 18.63                         ,+/- .57    ,Jy                   ,750000000.0,18.6,+/- 5.70E-01 ,Jy                   ,"Broad-band
",Recal. to Baars scale by factor of 1.059,1981A&AS...45..367K,189
189,190,750 MHz              , 16.8                          ,+/- 5   %  ,Jy                   ,750000000.0,16.8,+/- 8.40E-01 ,Jy                   ,"Broad-band
",                                        ,1969ApJ...157....1K,190
190,191,750 MHz (NRAO)       , 17.59                         ,+/- 0.54   ,Jy                   ,750000000.0,17.6,+/- 5.40E-01 ,Jy                   ,"Broad-band
",                                        ,1966ApJS...13...65P,191
191,192,408 MHz              , 27.8                          ,           ...,Jy                   ,408000000.0,27.8,    ...      ,Jy                   ,"Broad-band
",                                        ,2014AJ....148...16S,192
192,193,92 cm (WENSS)        , 30187                         ,+/- *****  ,milliJy              ,352000000.0,30.2,+/- 1.21E+00 ,Jy                   ,"Broad-band
",Extended source                         ,1998WENSP.C.......:,193
193,194,92 cm (WENSS)        , 11179                         ,+/- 670.7  ,milliJy              ,352000000.0,11.2,+/- 6.71E-01 ,Jy                   ,"Broad-band
",Extended source                         ,1998WENSP.C.......:,194
194,195,178 MHz              , 52.36                         ,+/- 2.50   ,Jy                   ,178000000.0,52.4,+/- 2.50E+00 ,Jy                   ,"Broad-band
",Recal. to Baars scale by factor of 1.19 ,1981A&AS...45..367K,195
195,196,178 MHz              , 51.775                        ,+/- 2.589  ,Jy                   ,178000000.0,51.8,+/- 2.59E+00 ,Jy                   ,"Broad-band
",                                        ,1980MNRAS.190..903L,196
196,197,178 MHz              , 47.5                          ,+/- 10  %  ,Jy                   ,178000000.0,47.5,+/- 4.75E+00 ,Jy                   ,"Broad-band
",                                        ,1969ApJ...157....1K,197
197,198,178 MHz              , 52.7                          ,+/- 4.20   ,Jy                   ,178000000.0,52.7,+/- 4.20E+00 ,Jy                   ,"Broad-band
",Recal. to Baars scale by factor of 1.11 ,1981A&AS...45..367K,198
198,199,178 MHz              , 32.6                          ,+/- 8.0 %  ,Jy                   ,178000000.0,32.6,+/- 2.61E+00 ,Jy                   ,"Broad-band
",                                        ,1967MmRAS..71...49G,199
199,200,86 MHz               , 99.500                        ,+/- 4.400  ,Jy                   ,86000000.0,99.5,+/- 4.40E+00 ,Jy                   ,"Broad-band
",                                        ,1980MNRAS.190..903L,200
200,201,74 MHz (VLA)         , 97.1                          ,+/- 0.42   , Jy                  ,73800000.0,97.1,+/- 4.20E-01 ,Jy                   ,"Broad-band
",                                        ,2007ApJS..172..686K,201
201,202,38 MHz               , 141.600                       ,+/- 42.480 ,Jy                   ,38000000.0,142.0,+/- 4.25E+01 ,Jy                   ,"Broad-band
",                                        ,1980MNRAS.190..903L,202
202,203,38 MHz               , 130.65                        ,+/- 35.30  ,Jy                   ,38000000.0,131.0,+/- 3.53E+01 ,Jy                   ,"Broad-band
",Recal. to Baars scale by factor of 1.09 ,1981A&AS...45..367K,203
203,204,38 MHz               , 120                           ,+/- 35  %  ,Jy                   ,38000000.0,120.0,+/- 4.20E+01 ,Jy                   ,"Broad-band
",                                        ,1969ApJ...157....1K,204
204,205,38 MHz (8C)          , 116.5                         ,+/- 10.0%  ,Jy                   ,37800000.0,116.0,+/- 1.17E+01 ,Jy                   ,"Broad-band
",Single component source                 ,1995MNRAS.274..447H,205
205,206,38 MHz (8C)          , 145.2                         ,+/- 10.0%  ,Jy                   ,37800000.0,145.0,+/- 1.45E+01 ,Jy                   ,"Broad-band
",Single component source                 ,1995MNRAS.274..447H,206
206,207,22 MHz (DRAO)        , 277                           ,+/- 32     , Jy                  ,22300000.0,277.0,+/- 3.20E+01 ,Jy                   ,"Broad-band
",                                        ,1986A&AS...65..485R,207
207,208,22.25 MHz            , 277.150                       ,+/- 46.667 ,Jy                   ,22200000.0,277.0,+/- 4.67E+01 ,Jy                   ,"Broad-band
",                                        ,1980MNRAS.190..903L,208
