1.12e-03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
1.41e-03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
1.78e-03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
2.24e-03 2.10e-05 2.37e-05 5.38e-06 0.00e+00 9.73e-10 
2.82e-03 1.58e-05 1.99e-05 2.93e-06 8.22e-06 0.00e+00 
3.55e-03 2.73e-05 1.28e-05 2.42e-05 3.18e-06 2.32e-06 
4.47e-03 3.56e-05 2.73e-05 1.64e-07 0.00e+00 4.45e-07 
5.62e-03 2.56e-05 6.42e-05 1.36e-05 1.24e-05 2.76e-06 
7.08e-03 4.76e-05 1.15e-04 4.13e-05 1.07e-05 1.59e-06 
8.91e-03 2.80e-04 9.14e-05 6.17e-05 3.17e-05 8.30e-06 
1.12e-02 4.71e-04 2.57e-04 7.02e-05 2.38e-05 7.86e-06 
1.41e-02 7.86e-04 5.28e-04 9.95e-05 3.98e-05 1.92e-05 
1.78e-02 8.68e-04 2.35e-04 1.72e-04 4.38e-05 3.52e-05 
2.24e-02 1.14e-03 8.38e-04 3.69e-04 7.62e-05 2.69e-05 
2.82e-02 2.10e-03 9.63e-04 2.80e-04 1.08e-04 6.12e-05 
3.55e-02 3.22e-03 1.75e-03 5.42e-04 1.31e-04 7.09e-05 
4.47e-02 3.83e-03 2.45e-03 6.73e-04 2.01e-04 8.85e-05 
5.62e-02 6.08e-03 3.17e-03 8.75e-04 3.35e-04 1.08e-04 
7.08e-02 8.40e-03 4.26e-03 1.31e-03 4.42e-04 1.20e-04 
8.91e-02 1.10e-02 6.53e-03 1.65e-03 4.66e-04 2.55e-04 
1.12e-01 1.39e-02 6.97e-03 2.08e-03 8.24e-04 3.66e-04 
1.41e-01 1.64e-02 9.42e-03 2.54e-03 8.57e-04 4.41e-04 
1.78e-01 1.88e-02 1.10e-02 3.26e-03 1.05e-03 5.67e-04 
2.24e-01 2.03e-02 1.19e-02 4.10e-03 1.22e-03 7.58e-04 
2.82e-01 1.87e-02 1.35e-02 4.29e-03 1.43e-03 7.53e-04 
3.55e-01 1.49e-02 1.19e-02 4.10e-03 1.60e-03 8.55e-04 
4.47e-01 9.36e-03 1.18e-02 4.50e-03 1.94e-03 1.01e-03 
5.62e-01 5.04e-03 9.88e-03 5.05e-03 1.82e-03 1.24e-03 
7.08e-01 1.74e-03 7.66e-03 4.38e-03 1.97e-03 1.26e-03 
8.91e-01 4.88e-04 6.48e-03 3.70e-03 1.78e-03 1.38e-03 
1.12e+00 1.33e-04 4.28e-03 3.82e-03 1.79e-03 1.39e-03 
1.41e+00 0.00e+00 3.71e-03 2.96e-03 1.72e-03 1.49e-03 
1.78e+00 0.00e+00 1.99e-03 2.66e-03 1.70e-03 1.46e-03 
2.24e+00 0.00e+00 1.80e-03 2.10e-03 1.36e-03 1.54e-03 
2.82e+00 0.00e+00 6.18e-04 1.54e-03 1.22e-03 1.46e-03 
3.55e+00 0.00e+00 5.85e-04 1.30e-03 1.16e-03 1.45e-03 
4.47e+00 0.00e+00 2.88e-04 6.95e-04 8.61e-04 1.35e-03 
5.62e+00 0.00e+00 1.48e-04 4.75e-04 7.60e-04 1.31e-03 
7.08e+00 0.00e+00 9.50e-05 3.45e-04 6.58e-04 1.14e-03 
8.91e+00 0.00e+00 2.70e-05 3.34e-04 4.74e-04 1.09e-03 
