1.122018e-01 1.162342e-01 0.000000e+00 1.037e-02 7.683e-03 9.891e-03 6.659e-03   1.294e-02 5.880e-03 1.034e-02 5.931e-03   9.995e-03 5.755e-03 8.980e-03 6.738e-03   6.379e-03 5.358e-03 6.544e-03 5.603e-03   1.157e-02 6.596e-03 2.285e-03 5.197e-03   8.085e-03 4.273e-03 1.386e-03 6.161e-03   6.312e-03 6.867e-03 2.747e-03 4.626e-03   5.546e-03 5.392e-03 2.371e-03 5.659e-03   5.221e-03 4.525e-03 3.019e-03 3.426e-03   3.702e-03 2.660e-03 4.085e-03 4.300e-03   
1.412538e-01 1.387816e-01 0.000000e+00 1.082e-02 5.931e-03 1.237e-02 6.372e-03   1.398e-02 6.927e-03 1.292e-02 6.705e-03   1.381e-02 7.548e-03 1.323e-02 8.598e-03   1.114e-02 8.165e-03 8.606e-03 5.303e-03   1.023e-02 7.435e-03 2.265e-03 7.693e-03   9.402e-03 5.455e-03 3.435e-03 6.114e-03   1.017e-02 6.624e-03 3.842e-03 6.963e-03   7.628e-03 5.590e-03 1.793e-03 6.988e-03   6.721e-03 6.337e-03 3.194e-03 4.957e-03   5.078e-03 5.081e-03 5.007e-03 5.797e-03   
1.778279e-01 1.593607e-01 0.000000e+00 1.279e-02 8.160e-03 1.090e-02 5.087e-03   1.302e-02 9.118e-03 1.195e-02 9.028e-03   1.654e-02 9.170e-03 1.236e-02 7.856e-03   1.251e-02 1.040e-02 9.261e-03 8.757e-03   1.365e-02 7.940e-03 3.549e-03 8.700e-03   1.287e-02 1.159e-02 3.557e-03 7.952e-03   1.137e-02 9.079e-03 3.718e-03 8.714e-03   8.436e-03 5.770e-03 3.951e-03 5.803e-03   9.376e-03 8.187e-03 5.187e-03 6.953e-03   5.423e-03 5.399e-03 4.902e-03 7.648e-03   
2.238721e-01 1.716288e-01 0.000000e+00 1.193e-02 7.875e-03 1.158e-02 8.474e-03   1.775e-02 1.099e-02 1.202e-02 9.490e-03   1.581e-02 1.180e-02 1.335e-02 8.483e-03   1.615e-02 9.335e-03 1.011e-02 9.692e-03   1.154e-02 1.199e-02 4.652e-03 1.152e-02   1.328e-02 9.169e-03 4.070e-03 8.925e-03   1.220e-02 9.389e-03 4.681e-03 1.043e-02   8.336e-03 7.283e-03 6.478e-03 7.932e-03   7.677e-03 6.914e-03 6.908e-03 7.320e-03   4.843e-03 5.282e-03 8.483e-03 8.726e-03   
2.818383e-01 1.718683e-01 0.000000e+00 1.490e-02 8.416e-03 1.097e-02 5.978e-03   1.527e-02 1.069e-02 1.058e-02 7.641e-03   1.378e-02 9.511e-03 1.423e-02 1.006e-02   1.487e-02 8.724e-03 1.045e-02 8.988e-03   1.272e-02 1.052e-02 5.081e-03 1.089e-02   1.127e-02 1.112e-02 3.905e-03 1.310e-02   1.132e-02 1.193e-02 6.250e-03 9.218e-03   8.712e-03 8.974e-03 5.893e-03 8.581e-03   9.783e-03 8.019e-03 5.864e-03 8.734e-03   5.842e-03 7.408e-03 9.691e-03 7.045e-03   
3.548134e-01 1.546770e-01 0.000000e+00 1.092e-02 4.902e-03 1.013e-02 4.712e-03   1.263e-02 7.082e-03 8.644e-03 9.324e-03   1.107e-02 6.581e-03 1.150e-02 8.054e-03   1.253e-02 7.612e-03 1.104e-02 9.279e-03   1.014e-02 9.478e-03 3.372e-03 6.768e-03   1.023e-02 7.331e-03 4.961e-03 7.641e-03   9.419e-03 9.159e-03 5.295e-03 9.160e-03   8.360e-03 7.832e-03 7.081e-03 9.216e-03   7.660e-03 7.752e-03 7.726e-03 8.802e-03   8.345e-03 6.933e-03 7.148e-03 7.832e-03   
4.466836e-01 1.306087e-01 0.000000e+00 6.530e-03 4.416e-03 6.838e-03 5.652e-03   8.718e-03 4.537e-03 5.677e-03 3.883e-03   8.330e-03 7.568e-03 9.108e-03 5.928e-03   9.433e-03 7.142e-03 7.559e-03 6.629e-03   9.243e-03 7.651e-03 6.232e-03 7.722e-03   1.000e-02 6.955e-03 4.943e-03 9.490e-03   7.992e-03 7.620e-03 5.259e-03 7.544e-03   8.877e-03 6.545e-03 5.314e-03 5.915e-03   7.184e-03 8.444e-03 6.562e-03 5.607e-03   9.277e-03 8.953e-03 7.400e-03 7.308e-03   
5.623413e-01 1.039037e-01 0.000000e+00 3.235e-03 3.689e-03 5.140e-03 1.787e-03   4.993e-03 3.978e-03 3.830e-03 4.754e-03   6.775e-03 4.820e-03 7.008e-03 4.220e-03   7.274e-03 5.451e-03 6.516e-03 6.779e-03   7.028e-03 4.888e-03 5.650e-03 7.276e-03   5.494e-03 8.661e-03 3.393e-03 9.621e-03   7.528e-03 7.925e-03 3.672e-03 7.104e-03   6.861e-03 7.029e-03 3.885e-03 5.951e-03   5.173e-03 6.061e-03 5.274e-03 7.837e-03   4.119e-03 6.646e-03 5.966e-03 7.020e-03   
7.079458e-01 7.970137e-02 0.000000e+00 3.298e-03 2.048e-03 3.300e-03 1.335e-03   2.812e-03 2.763e-03 3.880e-03 2.949e-03   4.501e-03 3.010e-03 3.998e-03 3.495e-03   5.458e-03 4.057e-03 4.239e-03 3.746e-03   4.240e-03 3.644e-03 3.331e-03 3.712e-03   5.694e-03 5.609e-03 3.217e-03 4.835e-03   5.222e-03 5.240e-03 3.244e-03 5.728e-03   5.122e-03 5.347e-03 4.560e-03 5.235e-03   5.051e-03 4.862e-03 5.529e-03 4.468e-03   6.231e-03 6.032e-03 4.378e-03 4.661e-03   
8.912509e-01 6.263685e-02 0.000000e+00 1.338e-03 2.288e-03 2.845e-03 1.455e-03   2.483e-03 2.398e-03 1.268e-03 2.897e-03   2.776e-03 3.260e-03 2.951e-03 2.192e-03   1.832e-03 3.399e-03 3.784e-03 2.394e-03   4.356e-03 3.996e-03 3.170e-03 3.855e-03   4.036e-03 4.695e-03 3.539e-03 2.999e-03   3.798e-03 4.760e-03 3.113e-03 3.220e-03   3.705e-03 3.477e-03 3.613e-03 4.911e-03   3.599e-03 5.567e-03 4.155e-03 4.990e-03   4.692e-03 5.285e-03 4.292e-03 4.901e-03   
1.122018e+00 5.300187e-02 0.000000e+00 1.909e-03 8.019e-04 2.281e-03 9.711e-04   2.241e-03 1.935e-03 1.788e-03 1.619e-03   2.274e-03 2.249e-03 2.826e-03 2.156e-03   2.672e-03 2.423e-03 2.704e-03 1.719e-03   2.239e-03 1.910e-03 1.414e-03 1.907e-03   3.242e-03 4.078e-03 3.607e-03 3.914e-03   4.036e-03 2.598e-03 1.921e-03 2.492e-03   2.813e-03 3.242e-03 4.490e-03 4.153e-03   4.459e-03 5.066e-03 3.078e-03 5.519e-03   5.068e-03 3.371e-03 2.833e-03 4.191e-03   
1.412538e+00 4.272489e-02 0.000000e+00 9.503e-04 1.669e-03 2.222e-03 2.051e-03   1.590e-03 1.343e-03 1.746e-03 1.562e-03   2.078e-03 2.050e-03 1.800e-03 1.041e-03   2.076e-03 1.845e-03 1.466e-03 2.232e-03   3.071e-03 3.035e-03 2.039e-03 2.361e-03   3.841e-03 3.448e-03 1.865e-03 1.576e-03   1.876e-03 2.716e-03 2.006e-03 3.736e-03   3.467e-03 3.223e-03 2.536e-03 3.287e-03   2.609e-03 3.807e-03 4.132e-03 2.839e-03   3.843e-03 3.639e-03 3.535e-03 2.553e-03   
1.778279e+00 3.493921e-02 0.000000e+00 1.193e-03 8.334e-04 2.198e-03 1.522e-03   1.974e-03 1.654e-03 2.243e-03 9.543e-04   8.942e-04 1.291e-03 1.355e-03 1.666e-03   1.471e-03 1.500e-03 2.409e-03 1.662e-03   2.154e-03 1.313e-03 1.479e-03 2.036e-03   1.184e-03 2.143e-03 2.017e-03 1.765e-03   2.418e-03 1.903e-03 1.202e-03 2.769e-03   3.362e-03 2.432e-03 1.691e-03 2.619e-03   2.471e-03 1.745e-03 1.670e-03 3.027e-03   2.839e-03 3.551e-03 2.360e-03 3.190e-03   
2.238721e+00 2.920573e-02 0.000000e+00 1.362e-03 1.607e-03 1.003e-03 1.086e-03   1.630e-03 1.603e-03 1.085e-03 1.393e-03   1.457e-03 1.195e-03 1.864e-03 7.390e-04   1.515e-03 2.134e-03 7.828e-04 1.630e-03   2.020e-03 1.620e-03 1.186e-03 1.365e-03   2.188e-03 1.909e-03 1.362e-03 2.004e-03   1.975e-03 2.404e-03 1.560e-03 1.101e-03   2.507e-03 1.464e-03 1.795e-03 2.413e-03   1.939e-03 2.532e-03 2.206e-03 1.805e-03   2.179e-03 2.082e-03 2.141e-03 2.195e-03   
2.818383e+00 2.266533e-02 0.000000e+00 8.714e-04 5.427e-04 5.777e-04 4.151e-04   8.336e-04 3.124e-04 1.009e-03 5.322e-04   8.950e-04 7.087e-04 1.440e-03 9.462e-04   1.325e-03 4.407e-04 1.465e-03 8.434e-04   1.447e-03 1.131e-03 7.602e-04 1.376e-03   1.360e-03 8.642e-04 1.074e-03 2.147e-03   1.632e-03 1.596e-03 7.787e-04 1.681e-03   1.797e-03 1.559e-03 1.281e-03 1.403e-03   1.385e-03 1.564e-03 8.010e-04 1.613e-03   1.769e-03 2.476e-03 1.570e-03 2.214e-03   
3.548134e+00 1.825729e-02 0.000000e+00 6.402e-04 4.999e-04 1.238e-03 4.928e-04   6.567e-04 4.132e-04 1.089e-03 5.732e-04   8.366e-04 1.014e-03 1.077e-03 1.189e-03   1.362e-03 5.742e-04 8.877e-04 8.681e-04   1.401e-03 1.076e-03 5.847e-04 3.218e-04   1.128e-03 1.726e-03 9.414e-04 1.301e-03   1.572e-03 1.527e-03 1.207e-03 1.039e-03   1.897e-03 1.494e-03 1.083e-03 1.256e-03   1.324e-03 1.447e-03 1.504e-03 1.916e-03   1.018e-03 1.922e-03 1.127e-03 1.729e-03   
4.466836e+00 1.519877e-02 0.000000e+00 9.970e-04 3.364e-04 4.166e-04 4.893e-04   6.964e-04 2.410e-04 5.955e-04 5.467e-04   8.979e-04 4.578e-04 3.921e-04 9.245e-04   6.714e-04 8.281e-04 6.829e-04 6.748e-04   2.657e-04 8.266e-04 4.029e-04 5.271e-04   7.264e-04 6.935e-04 5.352e-04 8.189e-04   2.911e-04 1.194e-03 6.870e-04 1.285e-03   1.662e-03 1.367e-03 1.287e-03 1.280e-03   1.021e-03 1.052e-03 1.042e-03 1.200e-03   1.119e-03 8.795e-04 1.031e-03 9.065e-04   
5.623413e+00 1.161602e-02 0.000000e+00 4.698e-04 3.032e-04 6.128e-04 3.126e-04   3.900e-04 4.178e-04 7.371e-04 1.929e-04   5.494e-04 4.181e-04 5.993e-04 2.720e-04   8.904e-04 5.283e-04 5.438e-04 5.442e-04   1.015e-03 6.318e-04 4.626e-04 6.318e-04   1.249e-03 6.387e-04 4.330e-04 7.722e-04   7.466e-04 1.175e-03 5.759e-04 5.859e-04   8.455e-04 9.308e-04 9.319e-04 6.640e-04   4.420e-04 9.460e-04 1.131e-03 1.239e-03   7.160e-04 1.037e-03 7.113e-04 6.391e-04   
7.079458e+00 9.634263e-03 0.000000e+00 5.115e-04 2.849e-04 1.560e-04 1.189e-04   7.140e-04 1.949e-04 1.857e-04 1.788e-04   5.514e-04 2.374e-04 5.822e-04 4.693e-04   6.421e-04 5.978e-04 4.083e-04 2.918e-04   5.465e-04 4.425e-04 5.409e-04 1.226e-03   4.711e-04 4.133e-04 6.246e-04 7.520e-04   4.832e-04 9.030e-04 4.984e-04 7.152e-04   7.561e-04 7.133e-04 3.882e-04 8.760e-04   9.979e-04 8.359e-04 4.707e-04 1.042e-03   5.656e-04 5.242e-04 7.207e-04 7.446e-04   
8.912509e+00 7.997360e-03 0.000000e+00 4.992e-04 1.491e-04 4.994e-04 1.289e-04   4.673e-04 2.974e-04 2.696e-04 3.306e-04   4.674e-04 2.930e-04 5.571e-04 2.509e-04   3.850e-04 1.304e-04 3.853e-04 3.700e-04   5.931e-04 4.898e-04 1.805e-04 5.430e-04   4.736e-04 4.461e-04 4.622e-04 6.062e-04   4.751e-04 8.391e-04 5.510e-04 6.832e-04   8.568e-04 4.470e-04 2.584e-04 5.990e-04   6.158e-04 6.234e-04 1.001e-03 7.038e-04   7.182e-04 4.409e-04 5.322e-04 6.030e-04   
1.122018e+01 6.542320e-03 0.000000e+00 1.907e-04 2.150e-04 1.763e-04 2.027e-04   1.350e-04 2.785e-04 1.737e-04 2.246e-04   2.412e-04 4.561e-04 2.528e-04 3.082e-04   1.075e-03 1.585e-04 1.999e-04 2.104e-04   3.473e-04 5.300e-04 1.131e-04 3.081e-04   3.902e-04 5.599e-04 4.298e-04 3.773e-04   4.278e-04 4.684e-04 3.016e-04 5.652e-04   3.990e-04 3.865e-04 1.293e-04 8.069e-04   5.080e-04 4.518e-04 4.665e-04 4.568e-04   5.139e-04 4.737e-04 3.193e-04 5.248e-04   
1.412538e+01 5.439078e-03 0.000000e+00 1.515e-04 1.505e-04 8.111e-05 1.048e-04   3.941e-04 1.843e-04 3.929e-04 2.489e-04   1.846e-04 2.944e-04 3.025e-04 1.332e-04   3.095e-04 2.943e-04 3.339e-04 1.994e-04   4.213e-04 3.085e-04 3.281e-04 4.067e-04   3.430e-04 2.111e-04 3.305e-04 1.206e-04   3.896e-04 3.249e-04 1.694e-04 4.476e-04   5.449e-04 2.925e-04 2.376e-04 3.581e-04   2.212e-04 4.351e-04 1.914e-04 4.205e-04   3.760e-04 9.691e-04 2.637e-04 4.408e-04   
1.778279e+01 4.440173e-03 0.000000e+00 1.952e-04 1.044e-04 1.410e-04 1.579e-04   2.950e-04 1.970e-04 1.190e-04 1.488e-04   2.568e-04 1.507e-04 1.451e-04 1.910e-04   1.406e-04 1.587e-04 1.219e-04 2.046e-04   2.982e-04 4.241e-04 7.262e-05 4.854e-04   3.168e-04 2.373e-04 1.628e-04 1.879e-04   2.466e-04 5.010e-04 1.569e-04 3.739e-04   2.643e-04 4.681e-04 1.749e-04 2.394e-04   4.826e-04 5.210e-04 2.096e-04 3.040e-04   1.917e-04 2.342e-04 1.741e-04 3.258e-04   
2.238721e+01 3.650332e-03 0.000000e+00 1.792e-04 8.301e-05 1.128e-04 9.068e-05   2.072e-04 1.192e-04 2.257e-04 6.876e-05   1.743e-04 1.409e-04 2.315e-04 1.653e-04   1.126e-04 1.958e-04 1.415e-04 2.263e-04   2.711e-04 2.268e-04 1.133e-04 2.206e-04   5.464e-04 1.061e-04 1.445e-04 1.107e-04   9.570e-05 2.042e-04 1.815e-04 2.377e-04   5.205e-04 3.902e-04 1.360e-04 2.887e-04   1.809e-04 2.263e-04 2.118e-04 3.448e-04   2.596e-04 3.376e-04 4.892e-04 4.519e-04   
2.818383e+01 2.949768e-03 0.000000e+00 1.173e-04 1.451e-04 6.742e-05 1.430e-04   1.500e-04 5.808e-05 5.164e-05 4.953e-05   1.412e-04 1.471e-04 1.583e-04 8.354e-05   1.507e-04 1.194e-04 1.126e-04 9.152e-05   2.262e-04 2.152e-04 9.835e-05 5.273e-05   1.257e-04 5.437e-04 1.572e-04 1.007e-04   1.135e-04 1.809e-04 1.588e-04 1.630e-04   9.412e-05 1.069e-04 1.704e-04 2.537e-04   1.385e-04 1.437e-04 2.989e-04 2.404e-04   1.672e-04 2.086e-04 3.347e-04 3.145e-04   
